,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-4),Corr with auto_vol(-4),student_vol(-3),Corr with student_vol(-3),credit_tightness,Corr with credit_tightness,mortgage 30-89,Corr with mortgage 30-89,mortgage 90(-3),Corr with mortgage 90(-3),long,lat
0,2011-05,NY,NEW YORK,2011-05,4.51,"(-73.90195200000001, 40.740414)",11377,27401.42,Refinancing of Apt,0.130775,0.017761861127148726,0.16787249999999998,0.01910782535408509,0.1978005,0.022444428081681195,0.23078799999999994,0.016734391183839188,0.260713,0.015638380034474108,0.41407550000000004,0.01046470288502552,0.7391499999999999,0.017525478434826602,0.024285714285714285,0.015563745516658048,0.0866666666666667,0.0319634723966107,0.18809523809523812,0.04672829038011682,1.8423809523809527,0.23896209140498748,3.168571428571429,0.38720127490154643,4.011428571428572,0.3917319807337661,4.293333333333333,0.3699547601566065,31618591270.7387,0.08644631075429435,11726514214.1317,-0.17406143763241846,91.13289228397959,-0.10328303891484962,2.8,-0.28086377296781895,5.6,-0.16786416490177553,-73.90195200000001,40.740414
1,2011-06,NY,NEW YORK,2011-06,4.355,"(-78.764312, 42.755719)",14127,88543.38,Refinancing of Apt,0.12706818181818183,0.017761861127148726,0.1615431818181819,0.01910782535408509,0.18716409090909092,0.022444428081681195,0.21923909090909086,0.016734391183839188,0.24782409090909094,0.015638380034474108,0.39758,0.01046470288502552,0.7268749999999999,0.017525478434826602,0.0190909090909091,0.015563745516658048,0.1013636363636364,0.0319634723966107,0.18090909090909094,0.04672829038011682,1.5799999999999998,0.23896209140498748,3.002272727272727,0.38720127490154643,3.9145454545454546,0.3917319807337661,4.2327272727272724,0.3699547601566065,32217867353.4185,0.08644631075429435,11311909309.5948,-0.17406143763241846,90.24550000965358,-0.10328303891484962,2.7,-0.28086377296781895,5.6,-0.16786416490177553,-78.764312,42.755719
2,2011-08,NY,NEW YORK,2011-08,4.65,"(-73.92, 40.87)",10034,112517.735,Refinancing of Apt,0.14468363636363638,0.017761861127148726,0.18038681818181818,0.01910782535408509,0.21116590909090904,0.022444428081681195,0.24895727272727275,0.016734391183839188,0.29323772727272723,0.015638380034474108,0.45919454545454547,0.01046470288502552,0.7783581818181818,0.017525478434826602,0.017391304347826094,0.015563745516658048,0.06217391304347828,0.0319634723966107,0.11478260869565218,0.04672829038011682,1.021304347826087,0.23896209140498748,2.303043478260869,0.38720127490154643,3.244782608695652,0.3917319807337661,3.6513043478260867,0.3699547601566065,31252070876.7547,0.08644631075429435,13753511368.0623,-0.17406143763241846,88.33905735772379,-0.10328303891484962,3.1,-0.28086377296781895,5.5,-0.16786416490177553,-73.92,40.87
3,2011-12,NY,NEW YORK,2011-12,3.4,"(-73.918715, 40.640373)",10075,105856.79,Refinancing of Apt,0.1499335,0.017761861127148726,0.2029985,0.01910782535408509,0.2836085,0.022444428081681195,0.40829250000000006,0.016734391183839188,0.5557375,0.015638380034474108,0.7798775000000001,0.01046470288502552,1.1003555000000003,0.017525478434826602,0.0033333333333333335,0.015563745516658048,0.048571428571428585,0.0319634723966107,0.11523809523809528,0.04672829038011682,0.8914285714285713,0.23896209140498748,1.9780952380952384,0.38720127490154643,2.6676190476190476,0.3917319807337661,2.9823809523809524,0.3699547601566065,31754785132.2305,0.08644631075429435,11655650147.2578,-0.17406143763241846,90.48744874686929,-0.10328303891484962,3.1,-0.28086377296781895,5.7,-0.16786416490177553,-73.918715,40.640373
4,2012-02,NY,NEW YORK,2012-02,3.9,"(-73.989992, 40.710378999999996)",10002,24588.8,Refinancing of Apt,0.1410714285714286,0.017761861127148726,0.19146190476190478,0.01910782535408509,0.2500238095238095,0.022444428081681195,0.3686547619047619,0.016734391183839188,0.5032404761904763,0.015638380034474108,0.7572880952380953,0.01046470288502552,1.0711880952380954,0.017525478434826602,0.06350000000000003,0.015563745516658048,0.124,0.0319634723966107,0.161,0.04672829038011682,0.8310000000000001,0.23896209140498748,1.9674999999999998,0.38720127490154643,2.7479999999999998,0.3917319807337661,3.109,0.3699547601566065,34623712775.9563,0.08644631075429435,11784187253.6333,-0.17406143763241846,90.6452366150782,-0.10328303891484962,3.0,-0.28086377296781895,5.9,-0.16786416490177553,-73.989992,40.710378999999996
5,2012-03,NY,NEW YORK,2012-03,3.59,"(-87.617651, 41.769040999999994)",10021,56023.815,Refinancing of Apt,0.14720000000000003,0.017761861127148726,0.1893409090909091,0.01910782535408509,0.24185227272727275,0.022444428081681195,0.35079999999999995,0.016734391183839188,0.4732886363636363,0.015638380034474108,0.741275,0.01046470288502552,1.0534477272727274,0.017525478434826602,0.06363636363636366,0.015563745516658048,0.14227272727272727,0.0319634723966107,0.19000000000000003,0.04672829038011682,1.0172727272727273,0.23896209140498748,2.1727272727272724,0.38720127490154643,2.9404545454545454,0.3917319807337661,3.281363636363636,0.3699547601566065,34825519831.2788,0.08644631075429435,11508699084.1195,-0.17406143763241846,90.0868950067716,-0.10328303891484962,2.9,-0.28086377296781895,6.0,-0.16786416490177553,-87.617651,41.769040999999994
6,2012-06,NY,NEW YORK,2012-06,2.94,"(-73.947242, 40.783725)",10021,100203.34,Refinancing of Apt,0.163,0.017761861127148726,0.19464736842105262,0.01910782535408509,0.24319736842105263,0.022444428081681195,0.3459342105263157,0.016734391183839188,0.46558684210526313,0.015638380034474108,0.7364000000000004,0.01046470288502552,1.0691894736842107,0.017525478434826602,0.05190476190476193,0.015563745516658048,0.14809523809523809,0.0319634723966107,0.18904761904761905,0.04672829038011682,0.7114285714285714,0.23896209140498748,1.6223809523809525,0.38720127490154643,2.3061904761904763,0.3917319807337661,2.698095238095238,0.3699547601566065,35532707747.113,0.08644631075429435,11251067892.2966,-0.17406143763241846,89.56768058609659,-0.10328303891484962,2.9,-0.28086377296781895,6.1,-0.16786416490177553,-73.947242,40.783725
7,2012-07,NY,NEW YORK,2012-07,3.055,"(-73.978161, 40.726019)",10009,140916.615,Refinancing of Apt,0.16720454545454547,0.017761861127148726,0.19873636363636368,0.01910782535408509,0.24646136363636365,0.022444428081681195,0.34024999999999994,0.016734391183839188,0.4535545454545455,0.015638380034474108,0.7302181818181818,0.01046470288502552,1.0653181818181816,0.017525478434826602,0.06952380952380956,0.015563745516658048,0.14571428571428574,0.0319634723966107,0.18571428571428572,0.04672829038011682,0.6195238095238095,0.23896209140498748,1.5266666666666664,0.38720127490154643,2.217142857142857,0.3917319807337661,2.5900000000000003,0.3699547601566065,35767585536.868996,0.08644631075429435,11641401212.0971,-0.17406143763241846,89.02745876405929,-0.10328303891484962,3.0,-0.28086377296781895,6.0,-0.16786416490177553,-73.978161,40.726019
8,2012-09,NY,NEW YORK,2012-09,2.8,"(-73.938349, 40.804773)",10035,153830.65,Refinancing of Apt,0.15189500000000006,0.017761861127148726,0.183625,0.01910782535408509,0.22133750000000002,0.022444428081681195,0.3079875,0.016734391183839188,0.3856325000000001,0.015638380034474108,0.6716749999999999,0.01046470288502552,0.9997750000000002,0.017525478434826602,0.07526315789473685,0.015563745516658048,0.13736842105263158,0.0319634723966107,0.17578947368421055,0.04672829038011682,0.6689473684210526,0.23896209140498748,1.7231578947368422,0.38720127490154643,2.488421052631579,0.3917319807337661,2.8815789473684212,0.3699547601566065,36777908030.9335,0.08644631075429435,14585937143.4485,-0.17406143763241846,89.513287195688,-0.10328303891484962,3.1,-0.28086377296781895,6.0,-0.16786416490177553,-73.938349,40.804773
9,2012-12,NY,NEW YORK,2012-12,2.78,"(-73.964575, 40.800178)",10025,38708.3,Refinancing of Apt,0.1631578947368421,0.017761861127148726,0.1875157894736842,0.01910782535408509,0.21092631578947374,0.022444428081681195,0.2552894736842105,0.016734391183839188,0.30947368421052623,0.015638380034474108,0.5145657894736843,0.01046470288502552,0.8483157894736841,0.017525478434826602,0.039500000000000014,0.015563745516658048,0.11950000000000005,0.0319634723966107,0.1585,0.04672829038011682,0.6960000000000001,0.23896209140498748,1.7189999999999999,0.38720127490154643,2.4675000000000002,0.3917319807337661,2.8835,0.3699547601566065,37160101000.5239,0.08644631075429435,11631947675.6117,-0.17406143763241846,89.2801736441717,-0.10328303891484962,2.7,-0.28086377296781895,5.9,-0.16786416490177553,-73.964575,40.800178
