,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-4),Corr with auto_vol(-4),student_vol(-3),Corr with student_vol(-3),credit_tightness,Corr with credit_tightness,mortgage 30-89,Corr with mortgage 30-89,mortgage 90(-3),Corr with mortgage 90(-3),long,lat
10,2013-01,NY,NEW YORK,2013-01,2.97,"(-73.991962, 40.699914)",10002,57093.51,Refinancing of Apt,0.16043181818181818,0.017761861127148726,0.17947272727272726,0.01910782535408509,0.20497272727272725,0.022444428081681195,0.2497954545454545,0.016734391183839188,0.30261363636363625,0.015638380034474108,0.48810454545454546,0.01046470288502552,0.8142727272727271,0.017525478434826602,0.05190476190476192,0.015563745516658048,0.10761904761904766,0.0319634723966107,0.14523809523809525,0.04672829038011682,0.8052380952380951,0.23896209140498748,1.9147619047619049,0.38720127490154643,2.681428571428571,0.3917319807337661,3.0804761904761913,0.3699547601566065,37571290060.6541,0.08644631075429435,12022315813.7363,-0.17406143763241846,91.578064558499,-0.10328303891484962,2.6,-0.28086377296781895,5.6,-0.16786416490177553,-73.991962,40.699914
11,2013-04,NY,NEW YORK,2013-04,5.83,"(-73.983082, 40.715845)",10002,150631.63,Refinancing of Apt,0.1539047619047619,0.017761861127148726,0.17210476190476193,0.01910782535408509,0.19953333333333334,0.022444428081681195,0.24005714285714277,0.016734391183839188,0.27714285714285714,0.015638380034474108,0.4360190476190476,0.01046470288502552,0.7168333333333334,0.017525478434826602,0.049090909090909116,0.015563745516658048,0.09409090909090913,0.0319634723966107,0.12454545454545456,0.04672829038011682,0.7104545454545454,0.23896209140498748,1.7590909090909093,0.38720127490154643,2.5500000000000003,0.3917319807337661,2.9327272727272726,0.3699547601566065,38808856509.5085,0.08644631075429435,11154944519.578999,-0.17406143763241846,86.5850023909696,-0.10328303891484962,2.4,-0.28086377296781895,5.4,-0.16786416490177553,-73.983082,40.715845
12,2013-08,NY,NEW YORK,2013-08,4.04,"(-73.962912, 40.80444)",10025,294689.03,Refinancing of Apt,0.11782999999999999,0.017761861127148726,0.1493142857142857,0.01910782535408509,0.1840704761904762,0.022444428081681195,0.22633523809523812,0.016734391183839188,0.2633952380952381,0.015638380034474108,0.3949285714285714,0.01046470288502552,0.6679499999999999,0.017525478434826602,0.03681818181818183,0.015563745516658048,0.07181818181818184,0.0319634723966107,0.12681818181818183,0.04672829038011682,1.5204545454545455,0.23896209140498748,2.7372727272727273,0.38720127490154643,3.488181818181818,0.3917319807337661,3.757727272727273,0.3699547601566065,40395555554.9932,0.08644631075429435,9498561196.652071,-0.17406143763241846,88.1059676388142,-0.10328303891484962,2.5,-0.28086377296781895,5.4,-0.16786416490177553,-73.962912,40.80444
13,2013-09,NY,NEW YORK,2013-09,4.5,"(-73.95450799999999, 40.764346999999994)",10021,2779162.39,Refinancing of Apt,0.11272380952380952,0.017761861127148726,0.14323238095238094,0.01910782535408509,0.18057476190476196,0.022444428081681195,0.22133904761904755,0.016734391183839188,0.2531785714285715,0.015638380034474108,0.38033809523809525,0.01046470288502552,0.6526857142857143,0.017525478434826602,0.017500000000000005,0.015563745516658048,0.04150000000000001,0.0319634723966107,0.11850000000000002,0.04672829038011682,1.5959999999999999,0.23896209140498748,2.8095,0.38720127490154643,3.526,0.3917319807337661,3.7870000000000004,0.3699547601566065,40995097959.5386,0.08644631075429435,9260696074.4491,-0.17406143763241846,86.47441597957871,-0.10328303891484962,2.3,-0.28086377296781895,5.3,-0.16786416490177553,-73.95450799999999,40.764346999999994
14,2014-02,NY,NEW YORK,2014-02,3.85,"(-73.92769399999999, 40.854506)",10040,225711.92,Refinancing of Apt,0.08627,0.017761861127148726,0.11939250000000004,0.01910782535408509,0.155105,0.022444428081681195,0.19663749999999997,0.016734391183839188,0.23520249999999998,0.015638380034474108,0.3308,0.01046470288502552,0.554605,0.017525478434826602,0.046842105263157914,0.015563745516658048,0.08105263157894738,0.0319634723966107,0.11684210526315793,0.04672829038011682,1.5157894736842106,0.23896209140498748,2.7094736842105265,0.38720127490154643,3.3847368421052626,0.3917319807337661,3.6626315789473685,0.3699547601566065,41244159430.5284,0.08644631075429435,10396023519.0372,-0.17406143763241846,83.69462947740479,-0.10328303891484962,2.3,-0.28086377296781895,4.7,-0.16786416490177553,-73.92769399999999,40.854506
15,2014-03,NY,NEW YORK,2014-03,3.9,"(-73.96716500000001, 40.792708000000005)",10022,90118.56,Refinancing of Apt,0.0888,0.017761861127148726,0.1207452380952381,0.01910782535408509,0.15488333333333335,0.022444428081681195,0.19711666666666672,0.016734391183839188,0.23409761904761903,0.015638380034474108,0.33106666666666673,0.01046470288502552,0.5571428571428573,0.017525478434826602,0.051428571428571455,0.015563745516658048,0.07857142857142858,0.0319634723966107,0.1280952380952381,0.04672829038011682,1.6395238095238096,0.23896209140498748,2.7233333333333327,0.38720127490154643,3.3466666666666667,0.3917319807337661,3.6209523809523807,0.3699547601566065,41658198449.9001,0.08644631075429435,9402239044.86975,-0.17406143763241846,80.910251046009,-0.10328303891484962,2.4,-0.28086377296781895,4.7,-0.16786416490177553,-73.96716500000001,40.792708000000005
16,2014-04,NY,NEW YORK,2014-04,4.98,"(-73.994277, 40.743638)",10011,311369.91,Refinancing of Apt,0.08864000000000001,0.017761861127148726,0.120115,0.01910782535408509,0.1517,0.022444428081681195,0.1918625,0.016734391183839188,0.227495,0.015638380034474108,0.32422500000000004,0.01046470288502552,0.550005,0.017525478434826602,0.023333333333333345,0.015563745516658048,0.05333333333333336,0.0319634723966107,0.10761904761904763,0.04672829038011682,1.7009523809523805,0.23896209140498748,2.705238095238095,0.38720127490154643,3.265238095238095,0.3917319807337661,3.5176190476190476,0.3699547601566065,41561863313.5151,0.08644631075429435,9438159522.248821,-0.17406143763241846,82.56600445924391,-0.10328303891484962,2.1,-0.28086377296781895,4.6,-0.16786416490177553,-73.994277,40.743638
17,2014-10,NY,NEW YORK,2014-10,3.7920000000000003,"(-73.9283878, 40.8055941)",10032,74542.928,Refinancing of Apt,0.09059565217391304,0.017761861127148726,0.11953260869565213,0.01910782535408509,0.15351739130434783,0.022444428081681195,0.1974043478260869,0.016734391183839188,0.2313760869565217,0.015638380034474108,0.3236195652173913,0.01046470288502552,0.5523869565217392,0.017525478434826602,0.020909090909090912,0.015563745516658048,0.05045454545454548,0.0319634723966107,0.10454545454545458,0.04672829038011682,1.5459090909090911,0.23896209140498748,2.304090909090909,0.38720127490154643,2.7731818181818184,0.3917319807337661,3.039999999999999,0.3699547601566065,43938467193.2505,0.08644631075429435,10638305940.4607,-0.17406143763241846,82.08517590205541,-0.10328303891484962,2.3,-0.28086377296781895,4.3,-0.16786416490177553,-73.9283878,40.8055941
18,2015-06,NY,NEW YORK,2015-06,3.32,"(-73.946299, 40.793313)",10032,110563.87,Refinancing of Apt,0.12293636363636364,0.017761861127148726,0.14681590909090908,0.01910782535408509,0.1858840909090909,0.022444428081681195,0.23472954545454539,0.016734391183839188,0.2827113636363637,0.015638380034474108,0.43974545454545466,0.01046470288502552,0.7702659090909093,0.017525478434826602,0.007727272727272728,0.015563745516658048,0.08681818181818185,0.0319634723966107,0.2754545454545455,0.04672829038011682,1.6836363636363636,0.23896209140498748,2.3636363636363638,0.38720127490154643,2.8454545454545452,0.3917319807337661,3.1118181818181814,0.3699547601566065,45758876905.2845,0.08644631075429435,12019442988.8631,-0.17406143763241846,82.75451956383341,-0.10328303891484962,2.0,-0.28086377296781895,3.8,-0.16786416490177553,-73.946299,40.793313
19,2015-08,NY,NEW YORK,2015-08,3.17,"(-74.002937, 40.752309000000004)",10001,178496.83,Refinancing of Apt,0.13010000000000005,0.017761861127148726,0.151965,0.01910782535408509,0.1967275,0.022444428081681195,0.2610100000000001,0.016734391183839188,0.3207975,0.015638380034474108,0.5193599999999999,0.01046470288502552,0.8364375,0.017525478434826602,0.03523809523809525,0.015563745516658048,0.22000000000000006,0.0319634723966107,0.3757142857142857,0.04672829038011682,1.5414285714285714,0.23896209140498748,2.167142857142857,0.38720127490154643,2.5466666666666664,0.3917319807337661,2.8557142857142854,0.3699547601566065,47036055605.935,0.08644631075429435,11119760586.3258,-0.17406143763241846,82.89218119322959,-0.10328303891484962,2.3,-0.28086377296781895,3.7,-0.16786416490177553,-74.002937,40.752309000000004
20,2015-12,NY,NEW YORK,2015-12,3.565,"(-73.986091, 40.715996000000004)",10002,269473.1425,Refinancing of Apt,0.2286238095238095,0.017761861127148726,0.289352380952381,0.01910782535408509,0.3523071428571429,0.022444428081681195,0.44092857142857156,0.016734391183839188,0.5332357142857143,0.015638380034474108,0.7638285714285715,0.01046470288502552,1.0841380952380955,0.017525478434826602,0.17181818181818184,0.015563745516658048,0.4990909090909091,0.0319634723966107,0.6536363636363638,0.04672829038011682,1.6986363636363635,0.23896209140498748,2.2427272727272736,0.38720127490154643,2.6072727272727274,0.3917319807337661,2.97,0.3699547601566065,48836554747.323,0.08644631075429435,11492007418.0579,-0.17406143763241846,82.3313446344394,-0.10328303891484962,2.3,-0.28086377296781895,3.3,-0.16786416490177553,-73.986091,40.715996000000004
21,2016-02,NY,NEW YORK,2016-02,4.185,"(-73.829419, 40.879745)",10475,45742.045,Refinancing of Apt,0.3714619047619048,0.017761861127148726,0.39233095238095245,0.01910782535408509,0.43129761904761904,0.022444428081681195,0.5186452380952381,0.016734391183839188,0.6227190476190477,0.015638380034474108,0.8697642857142857,0.01046470288502552,1.1407690476190477,0.017525478434826602,0.25600000000000006,0.015563745516658048,0.445,0.0319634723966107,0.534,0.04672829038011682,1.222,0.23896209140498748,1.7794999999999999,0.38720127490154643,2.1990000000000003,0.3917319807337661,2.623,0.3699547601566065,48752987466.2114,0.08644631075429435,10798655053.3939,-0.17406143763241846,85.06205357591242,-0.10328303891484962,2.1,-0.28086377296781895,3.1,-0.16786416490177553,-73.829419,40.879745
22,2016-03,NY,NEW YORK,2016-03,3.96,"(-73.9674009, 40.7987321)",10025,80699.39,Refinancing of Apt,0.3739333333333333,0.017761861127148726,0.39734047619047613,0.01910782535408509,0.43639523809523806,0.022444428081681195,0.5204357142857143,0.016734391183839188,0.632,0.015638380034474108,0.9009761904761905,0.01046470288502552,1.2156690476190475,0.017525478434826602,0.2531818181818182,0.015563745516658048,0.47,0.0319634723966107,0.6563636363636364,0.04672829038011682,1.3759090909090912,0.23896209140498748,1.889090909090909,0.38720127490154643,2.2759090909090913,0.3917319807337661,2.6845454545454546,0.3699547601566065,48491901272.6637,0.08644631075429435,13039171751.3192,-0.17406143763241846,83.5754036116387,-0.10328303891484962,2.0,-0.28086377296781895,3.0,-0.16786416490177553,-73.9674009,40.7987321
23,2016-09,NY,NEW YORK,2016-09,3.9,"(-73.945881, 40.830169)",10031,8386.49,Refinancing of Apt,0.42159363636363634,0.017761861127148726,0.4495609090909092,0.01910782535408509,0.5270018181818182,0.022444428081681195,0.6625254545454545,0.016734391183839188,0.8496804545454547,0.015638380034474108,1.2471445454545458,0.01046470288502552,1.5560313636363639,0.017525478434826602,0.1914285714285715,0.015563745516658048,0.4671428571428572,0.0319634723966107,0.5933333333333333,0.04672829038011682,1.178095238095238,0.23896209140498748,1.6304761904761906,0.38720127490154643,2.0152380952380957,0.3917319807337661,2.350476190476191,0.3699547601566065,49276189942.4712,0.08644631075429435,11496937509.4445,-0.17406143763241846,88.3913281030881,-0.10328303891484962,2.1,-0.28086377296781895,2.6,-0.16786416490177553,-73.945881,40.830169
24,2017-01,NY,NEW YORK,2017-01,4.115,"(1.55528, 42.55833)",10039,21299.03,Refinancing of Apt,0.6908933333333332,0.017761861127148726,0.720819523809524,0.01910782535408509,0.7713747619047617,0.022444428081681195,0.8375133333333332,0.016734391183839188,1.0256928571428574,0.015638380034474108,1.3400880952380954,0.01046470288502552,1.7079285714285712,0.017525478434826602,0.496,0.015563745516658048,0.617,0.0319634723966107,0.8255000000000002,0.04672829038011682,1.9164999999999996,0.23896209140498748,2.4325,0.38720127490154643,2.7475,0.3917319807337661,3.0189999999999997,0.3699547601566065,50249654907.7038,0.08644631075429435,11692339154.1207,-0.17406143763241846,87.62096056152771,-0.10328303891484962,2.2,-0.28086377296781895,2.5,-0.16786416490177553,1.55528,42.55833
25,2017-04,NY,NEW YORK,2017-04,3.23,"(-73.805077, 40.915384)",10001,745875.76,Refinancing of Apt,0.9290682352941175,0.017761861127148726,0.9469605882352942,0.01910782535408509,0.9906858823529412,0.022444428081681195,1.0343464705882355,0.016734391183839188,1.1592282352941174,0.015638380034474108,1.4162570588235293,0.01046470288502552,1.7758141176470588,0.017525478434826602,0.7457894736842106,0.015563745516658048,0.9489473684210525,0.0319634723966107,1.0421052631578949,0.04672829038011682,1.8242105263157897,0.23896209140498748,2.297368421052632,0.38720127490154643,2.6673684210526316,0.3917319807337661,2.9415789473684213,0.3699547601566065,51124149514.2735,0.08644631075429435,12351593318.9066,-0.17406143763241846,89.1200725980081,-0.10328303891484962,1.8,-0.28086377296781895,2.5,-0.16786416490177553,-73.805077,40.915384
26,2017-05,NY,NEW YORK,2017-05,5.75,"(-73.96, 40.66)",11233,15814.82,Refinancing of Apt,0.9286509523809523,0.017761861127148726,0.9479980952380954,0.01910782535408509,1.0114261904761905,0.022444428081681195,1.0843647619047618,0.016734391183839188,1.185849523809524,0.015638380034474108,1.424545714285714,0.01046470288502552,1.7495038095238098,0.017525478434826602,0.7281818181818184,0.015563745516658048,1.035,0.0319634723966107,1.1227272727272726,0.04672829038011682,1.836818181818182,0.23896209140498748,2.3036363636363633,0.38720127490154643,2.695909090909091,0.3917319807337661,2.9590909090909094,0.3699547601566065,49588706606.1033,0.08644631075429435,12722317795.1324,-0.17406143763241846,89.1832712740787,-0.10328303891484962,1.9,-0.28086377296781895,2.3,-0.16786416490177553,-73.96,40.66
27,2017-10,NY,NEW YORK,2017-10,3.8783333333333334,"(-73.97098299999999, 40.792508000000005)",10025,150878.84666666665,Refinancing of Apt,1.1834895238095235,0.017761861127148726,1.2040609090909093,0.01910782535408509,1.2385486363636362,0.022444428081681195,1.287584090909091,0.016734391183839188,1.3607931818181818,0.015638380034474108,1.541957272727273,0.01046470288502552,1.8208568181818179,0.017525478434826602,0.9957142857142858,0.015563745516658048,1.2495238095238093,0.0319634723966107,1.3976190476190478,0.04672829038011682,1.9809523809523806,0.23896209140498748,2.3600000000000003,0.38720127490154643,2.649047619047619,0.3917319807337661,2.8780952380952383,0.3699547601566065,49068548953.9206,0.08644631075429435,11814606928.6527,-0.17406143763241846,87.46440959377459,-0.10328303891484962,2.0,-0.28086377296781895,2.0,-0.16786416490177553,-73.97098299999999,40.792508000000005
28,2017-11,NY,NEW YORK,2017-11,3.71,"(-73.954803, 40.805659999999996)",10026,37484.94,Refinancing of Apt,1.183300476190476,0.017761861127148726,1.2036563636363637,0.01910782535408509,1.2878790909090911,0.022444428081681195,1.3757831818181818,0.016734391183839188,1.4342040909090912,0.015638380034474108,1.6264599999999996,0.01046470288502552,1.9015695454545458,0.017525478434826602,1.09,0.015563745516658048,1.3895238095238096,0.0319634723966107,1.5600000000000003,0.04672829038011682,2.05,0.23896209140498748,2.353333333333333,0.38720127490154643,2.6023809523809525,0.3917319807337661,2.801904761904762,0.3699547601566065,48416221734.2909,0.08644631075429435,12103218541.1776,-0.17406143763241846,87.3618752869242,-0.10328303891484962,2.0,-0.28086377296781895,2.0,-0.16786416490177553,-73.954803,40.805659999999996
29,2018-02,NY,NEW YORK,2018-02,3.3600000000000003,"(-73.945398, 40.8236085)",10030,58848.36,Refinancing of Apt,1.4432573684210526,0.017761861127148726,1.4712210000000003,0.01910782535408509,1.6018225000000001,0.022444428081681195,1.722691,0.016734391183839188,1.874672,0.015638380034474108,2.0893395000000003,0.01046470288502552,2.3701375000000002,0.017525478434826602,1.3805263157894736,0.015563745516658048,1.7857894736842108,0.0319634723966107,1.9636842105263155,0.04672829038011682,2.599473684210526,0.23896209140498748,2.8589473684210525,0.38720127490154643,3.016842105263158,0.3917319807337661,3.1310526315789478,0.3699547601566065,49855182727.6109,0.08644631075429435,11707722927.962,-0.17406143763241846,87.010875232225,-0.10328303891484962,2.0,-0.28086377296781895,1.9,-0.16786416490177553,-73.945398,40.8236085
30,2018-05,NY,NEW YORK,2018-05,3.81,"(-73.919309, 40.639713)",10075,547620.49,Refinancing of Apt,1.7065971428571427,0.017761861127148726,1.7524533333333332,0.01910782535408509,1.94629,0.022444428081681195,2.0937409523809523,0.016734391183839188,2.3356085714285713,0.015638380034474108,2.499740476190476,0.01046470288502552,2.754757142857143,0.017525478434826602,1.706818181818182,0.015563745516658048,2.0731818181818187,0.0319634723966107,2.2736363636363635,0.04672829038011682,2.816818181818181,0.23896209140498748,2.977727272727273,0.38720127490154643,3.0518181818181818,0.3917319807337661,3.1318181818181827,0.3699547601566065,49589347299.2381,0.08644631075429435,11318405616.2761,-0.17406143763241846,86.55198240492871,-0.10328303891484962,1.8,-0.28086377296781895,1.7,-0.16786416490177553,-73.919309,40.639713
31,2018-06,NY,NEW YORK,2018-06,4.815,"(-73.943344, 40.784822999999996)",10029,107726.725,Refinancing of Apt,1.8376333333333337,0.017761861127148726,1.9170571428571423,0.01910782535408509,2.068429047619047,0.022444428081681195,2.1502619047619045,0.016734391183839188,2.330264285714286,0.015638380034474108,2.4958952380952377,0.01046470288502552,2.759644285714286,0.017525478434826602,1.8052380952380953,0.015563745516658048,2.113809523809524,0.0319634723966107,2.328095238095238,0.04672829038011682,2.775714285714286,0.23896209140498748,2.9123809523809525,0.38720127490154643,2.9776190476190476,0.3917319807337661,3.0500000000000007,0.3699547601566065,49574400061.0285,0.08644631075429435,11725018303.5706,-0.17406143763241846,87.17587933428369,-0.10328303891484962,1.7,-0.28086377296781895,1.7,-0.16786416490177553,-73.943344,40.784822999999996
32,2018-08,NY,NEW YORK,2018-08,3.93,"(-73.9808, 40.7648)",10025,82577.10333333333,Refinancing of Apt,1.916485,0.017761861127148726,1.9541377272727276,0.01910782535408509,2.074109545454545,0.022444428081681195,2.18963,0.016734391183839188,2.323575,0.015638380034474108,2.5196563636363636,0.01046470288502552,2.8215668181818185,0.017525478434826602,1.9408695652173917,0.015563745516658048,2.244347826086957,0.0319634723966107,2.445652173913043,0.04672829038011682,2.7678260869565223,0.23896209140498748,2.889130434782609,0.38720127490154643,2.970434782608696,0.3917319807337661,3.041739130434783,0.3699547601566065,50505964400.0098,0.08644631075429435,12109088557.0787,-0.17406143763241846,85.8866598662335,-0.10328303891484962,2.0,-0.28086377296781895,1.5,-0.16786416490177553,-73.9808,40.7648
