,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(3),Corr with auto_vol(3),student_vol(1),Corr with student_vol(1),credit_tightness(-2),Corr with credit_tightness(-2),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(3),Corr with mortgage 90(3)
0,2009-10,NE,LINCOLN,2009-10,3.79,"(-96.671188, 40.816107)",13239.12,Refinancing of Apt,0.18474166666666667,-0.07604561727826975,0.22661833333333328,-0.07427690121974474,0.24403166666666665,-0.09589367746150958,0.2545108333333333,-0.1216113452031706,0.2821075,-0.17081820940814912,0.5802633333333334,-0.2466199573136322,1.2295858333333334,-0.28088339499466647,0.04,-0.038881493203988156,0.16833333333333333,-0.11327893214373971,0.3858333333333334,-0.15099303184835378,2.394166666666667,0.32570911937529445,3.459166666666667,0.5638137191852938,4.238333333333332,0.5901637316235397,4.263333333333333,0.6079288493180292,25615073952.9669,-0.5356505749847326,14438684843.1307,0.39439550540339174,104.452941325903,0.23043017987533343,2.4,0.7159903432932441,2.2,0.4816683843003119
1,2009-12,NE,LINCOLN,2009-12,4.05,"(16.38944, 68.07278000000001)",9034.56,Refinancing of Apt,0.17885714285714288,-0.07604561727826975,0.2141833333333333,-0.07427690121974474,0.23288904761904766,-0.09589367746150958,0.24197238095238102,-0.1216113452031706,0.2530461904761905,-0.17081820940814912,0.4528776190476191,-0.2466199573136322,0.9993009523809523,-0.28088339499466647,0.03181818181818183,-0.038881493203988156,0.16772727272727275,-0.11327893214373971,0.37136363636363634,-0.15099303184835378,2.3404545454545453,0.32570911937529445,3.589999999999999,0.5638137191852938,4.399545454545455,0.5901637316235397,4.494090909090908,0.6079288493180292,27482962505.147003,-0.5356505749847326,14107591663.4702,0.39439550540339174,101.129830992893,0.23043017987533343,1.8,0.7159903432932441,1.8,0.4816683843003119
2,2010-03,NE,LINCOLN,2010-03,4.0,"(-96.65493199999999, 40.807111)",48256.37,Refinancing of Apt,0.20298217391304352,-0.07604561727826975,0.22118086956521738,-0.07427690121974474,0.23731173913043485,-0.09589367746150958,0.25031173913043475,-0.1216113452031706,0.2684247826086957,-0.17081820940814912,0.41060652173913054,-0.2466199573136322,0.8732952173913044,-0.28088339499466647,0.11652173913043477,-0.038881493203988156,0.22565217391304354,-0.11327893214373971,0.3956521739130435,-0.15099303184835378,2.433043478260869,0.32570911937529445,3.7273913043478255,0.5638137191852938,4.489130434782608,0.5901637316235397,4.644782608695651,0.6079288493180292,28389074974.2894,-0.5356505749847326,13493693756.3064,0.39439550540339174,97.9962893430168,0.23043017987533343,2.1,0.7159903432932441,1.5,0.4816683843003119
3,2011-03,NE,LINCOLN,2011-03,5.24,"(-96.685769, 40.735827)",74834.97,Refinancing of Apt,0.2076739130434783,-0.07604561727826975,0.23889782608695653,-0.07427690121974474,0.2532847826086956,-0.09589367746150958,0.2829456521739131,-0.1216113452031706,0.30843478260869567,-0.17081820940814912,0.4607826086956522,-0.2466199573136322,0.7797065217391305,-0.28088339499466647,0.06478260869565221,-0.038881493203988156,0.15652173913043482,-0.11327893214373971,0.25913043478260867,-0.15099303184835378,2.1134782608695653,0.32570911937529445,3.414347826086956,0.5638137191852938,4.26608695652174,0.5901637316235397,4.5139130434782615,0.6079288493180292,31300541846.2612,-0.5356505749847326,15995126134.7035,0.39439550540339174,94.0022251537174,0.23043017987533343,2.7,0.7159903432932441,1.5,0.4816683843003119
4,2013-02,NE,LINCOLN,2013-02,3.135,"(-96.602475, 40.83189)",32589.76,Refinancing of Apt,0.15464999999999998,-0.07604561727826975,0.17315,-0.07427690121974474,0.20129999999999998,-0.09589367746150958,0.2455,-0.1216113452031706,0.29049499999999995,-0.17081820940814912,0.463425,-0.2466199573136322,0.761875,-0.28088339499466647,0.0768421052631579,-0.038881493203988156,0.12421052631578947,-0.11327893214373971,0.15736842105263157,-0.15099303184835378,0.8463157894736841,0.32570911937529445,1.9842105263157896,0.5638137191852938,2.782631578947368,0.5901637316235397,3.165263157894737,0.6079288493180292,40995097959.5386,-0.5356505749847326,9855625468.0504,0.39439550540339174,89.2801736441717,0.23043017987533343,1.7,0.7159903432932441,0.8,0.4816683843003119
5,2013-04,NE,LINCOLN,2013-04,3.65,"(-96.703006, 40.868786)",28544.255,Refinancing of Apt,0.1539047619047619,-0.07604561727826975,0.17210476190476193,-0.07427690121974474,0.19953333333333334,-0.09589367746150958,0.24005714285714277,-0.1216113452031706,0.27714285714285714,-0.17081820940814912,0.4360190476190476,-0.2466199573136322,0.7168333333333334,-0.28088339499466647,0.049090909090909116,-0.038881493203988156,0.09409090909090913,-0.11327893214373971,0.12454545454545456,-0.15099303184835378,0.7104545454545454,0.32570911937529445,1.7590909090909093,0.5638137191852938,2.5500000000000003,0.5901637316235397,2.9327272727272726,0.6079288493180292,41471481477.9035,-0.5356505749847326,9498561196.652071,0.39439550540339174,88.794109524791,0.23043017987533343,1.8,0.7159903432932441,0.9,0.4816683843003119
6,2013-08,NE,LINCOLN,2013-08,3.96,"(15.75, 48.33333)",88503.37,Refinancing of Apt,0.11782999999999999,-0.07604561727826975,0.1493142857142857,-0.07427690121974474,0.1840704761904762,-0.09589367746150958,0.22633523809523812,-0.1216113452031706,0.2633952380952381,-0.17081820940814912,0.3949285714285714,-0.2466199573136322,0.6679499999999999,-0.28088339499466647,0.03681818181818183,-0.038881493203988156,0.07181818181818184,-0.11327893214373971,0.12681818181818183,-0.15099303184835378,1.5204545454545455,0.32570911937529445,2.7372727272727273,0.5638137191852938,3.488181818181818,0.5901637316235397,3.757727272727273,0.6079288493180292,41658198449.9001,-0.5356505749847326,10216278752.7557,0.39439550540339174,89.95115518901541,0.23043017987533343,1.9,0.7159903432932441,1.1,0.4816683843003119
7,2014-01,NE,LINCOLN,2014-01,4.36,"(31.045261, 27.232353999999997)",18998.94,Refinancing of Apt,0.09003181818181817,-0.07604561727826975,0.1219931818181818,-0.07427690121974474,0.1597090909090909,-0.09589367746150958,0.204425,-0.1216113452031706,0.23822954545454544,-0.17081820940814912,0.33795909090909093,-0.2466199573136322,0.5752999999999999,-0.28088339499466647,0.017142857142857144,-0.038881493203988156,0.0690476190476191,-0.11327893214373971,0.11619047619047623,-0.15099303184835378,1.6466666666666665,0.32570911937529445,2.858095238095238,0.5638137191852938,3.521904761904762,0.5901637316235397,3.76904761904762,0.6079288493180292,44109559396.2995,-0.5356505749847326,10011024566.6146,0.39439550540339174,88.4263020205016,0.23043017987533343,1.7,0.7159903432932441,0.7,0.4816683843003119
8,2014-04,NE,LINCOLN,2014-04,4.19,"(-96.697764, 40.844623)",28257.19,Refinancing of Apt,0.08864000000000001,-0.07604561727826975,0.120115,-0.07427690121974474,0.1517,-0.09589367746150958,0.1918625,-0.1216113452031706,0.227495,-0.17081820940814912,0.32422500000000004,-0.2466199573136322,0.550005,-0.28088339499466647,0.023333333333333345,-0.038881493203988156,0.05333333333333336,-0.11327893214373971,0.10761904761904763,-0.15099303184835378,1.7009523809523805,0.32570911937529445,2.705238095238095,0.5638137191852938,3.265238095238095,0.5901637316235397,3.5176190476190476,0.6079288493180292,44931729222.7983,-0.5356505749847326,9507943209.106209,0.39439550540339174,83.69462947740479,0.23043017987533343,1.8,0.7159903432932441,0.7,0.4816683843003119
9,2014-11,NE,LINCOLN,2014-11,3.8375,"(-96.68819599999999, 40.86715)",52340.355,Refinancing of Apt,0.09656999999999999,-0.07604561727826975,0.12222499999999999,-0.07427690121974474,0.1548075,-0.09589367746150958,0.20246,-0.1216113452031706,0.23286250000000003,-0.17081820940814912,0.32679500000000006,-0.2466199573136322,0.56206,-0.28088339499466647,0.04166666666666668,-0.038881493203988156,0.06944444444444448,-0.11327893214373971,0.13444444444444448,-0.15099303184835378,1.6205555555555557,0.32570911937529445,2.325555555555556,0.5638137191852938,2.7644444444444445,0.5901637316235397,3.038333333333333,0.6079288493180292,45758876905.2845,-0.5356505749847326,14245911418.8887,0.39439550540339174,82.2508390398281,0.23043017987533343,1.7,0.7159903432932441,1.0,0.4816683843003119
