,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(4),Corr with auto_vol(4),student_vol(3),Corr with student_vol(3),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(3),Corr with mortgage 90(3)
0,NC,FAYETTEVILLE,2010-11,5.6,Refinancing of Apt,0.22869727272727272,5.3713027272727265,0.2451080430628309,0.24913818181818187,5.3508618181818175,0.2462929025059947,0.2541922727272727,5.345807727272727,0.23727996176337618,0.27004181818181816,5.329958181818181,0.22153520081346162,0.2871204545454545,5.312879545454545,0.20566704565945992,0.44597000000000014,5.15403,0.16657615649487809,0.7651345454545454,4.834865454545454,0.15149619437558975,0.13400000000000004,5.465999999999999,0.26098631122337873,0.182,5.417999999999999,0.23340434525051912,0.25200000000000006,5.348,0.2191943412499906,1.35,4.25,0.4839249428003914,2.7630000000000003,2.8369999999999993,0.7109634202945045,3.817999999999999,1.7820000000000005,0.6615502868320223,4.186,1.4139999999999997,0.6273713387512901,31565012894.7234,-0.489782786041296,11726514214.1317,0.3716303453607622,95.21340255359091,0.4480304396068654,4.4,0.3345707373859089,2.9,0.23509271990272507
1,NC,FAYETTEVILLE,2011-01,5.0,Refinancing of Apt,0.2391115000000001,4.7608885,0.2451080430628309,0.25406500000000004,4.745935,0.2462929025059947,0.2606254999999999,4.7393745,0.23727996176337618,0.2827834999999999,4.7172165,0.22153520081346162,0.30341049999999997,4.6965895,0.20566704565945992,0.4554005000000002,4.5445994999999995,0.16657615649487809,0.7818229999999999,4.218177,0.15149619437558975,0.14099999999999996,4.859,0.26098631122337873,0.1815,4.8185,0.23340434525051912,0.27349999999999997,4.7265,0.2191943412499906,1.9944999999999997,3.0055000000000005,0.4839249428003914,3.3940000000000006,1.6059999999999994,0.7109634202945045,4.281000000000001,0.7189999999999994,0.6615502868320223,4.5230000000000015,0.47699999999999854,0.6273713387512901,31041077337.2648,-0.489782786041296,15995126134.7035,0.3716303453607622,94.51558950569391,0.4480304396068654,3.8,0.3345707373859089,2.8,0.23509271990272507
2,NC,FAYETTEVILLE,2011-06,4.15,Refinancing of Apt,0.12706818181818183,4.022931818181818,0.2451080430628309,0.1615431818181819,3.9884568181818185,0.2462929025059947,0.18716409090909092,3.9628359090909093,0.23727996176337618,0.21923909090909086,3.9307609090909095,0.22153520081346162,0.24782409090909094,3.9021759090909094,0.20566704565945992,0.39758,3.7524200000000003,0.16657615649487809,0.7268749999999999,3.4231250000000006,0.15149619437558975,0.0190909090909091,4.130909090909091,0.26098631122337873,0.1013636363636364,4.048636363636364,0.23340434525051912,0.18090909090909094,3.9690909090909092,0.2191943412499906,1.5799999999999998,2.5700000000000003,0.4839249428003914,3.002272727272727,1.1477272727272734,0.7109634202945045,3.9145454545454546,0.2354545454545458,0.6615502868320223,4.2327272727272724,-0.0827272727272721,0.6273713387512901,34623712775.9563,-0.489782786041296,11655650147.2578,0.3716303453607622,93.74313363440879,0.4480304396068654,3.7,0.3345707373859089,2.9,0.23509271990272507
3,NC,FAYETTEVILLE,2011-10,3.65,Refinancing of Apt,0.1416352380952381,3.5083647619047618,0.2451080430628309,0.19074095238095234,3.4592590476190477,0.2462929025059947,0.24373904761904758,3.4062609523809524,0.23727996176337618,0.3185252380952381,3.331474761904762,0.22153520081346162,0.4064785714285714,3.2435214285714284,0.20566704565945992,0.59521,3.0547899999999997,0.16657615649487809,0.9086428571428572,2.741357142857143,0.15149619437558975,0.013500000000000003,3.6365,0.26098631122337873,0.05450000000000003,3.5955,0.23340434525051912,0.1145,3.5355,0.2191943412499906,1.0614999999999999,2.5885,0.4839249428003914,2.1519999999999997,1.4980000000000002,0.7109634202945045,2.8695,0.7805,0.6615502868320223,3.128,0.5219999999999998,0.6273713387512901,35532707747.113,-0.489782786041296,11510278467.2037,0.3716303453607622,90.24550000965358,0.4480304396068654,3.5,0.3345707373859089,3.3,0.23509271990272507
4,NC,FAYETTEVILLE,2012-08,3.48,Refinancing of Apt,0.15374090909090915,3.3262590909090908,0.2451080430628309,0.18745454545454548,3.2925454545454547,0.2462929025059947,0.23783863636363634,3.2421613636363635,0.23727996176337618,0.3331136363636364,3.1468863636363635,0.22153520081346162,0.43259999999999993,3.0474,0.20566704565945992,0.7177749999999997,2.7622250000000004,0.16657615649487809,1.0426272727272727,2.4373727272727272,0.15149619437558975,0.09217391304347829,3.3878260869565215,0.26098631122337873,0.14043478260869566,3.3395652173913044,0.23340434525051912,0.18347826086956526,3.296521739130435,0.2191943412499906,0.7139130434782609,2.766086956521739,0.4839249428003914,1.6782608695652175,1.8017391304347825,0.7109634202945045,2.3978260869565218,1.0821739130434782,0.6615502868320223,2.7708695652173914,0.7091304347826086,0.6273713387512901,38808856509.5085,-0.489782786041296,10740081615.3953,0.3716303453607622,89.00857713430821,0.4480304396068654,4.4,0.3345707373859089,3.1,0.23509271990272507
5,NC,FAYETTEVILLE,2013-02,2.35,Refinancing of Apt,0.15464999999999998,2.19535,0.2451080430628309,0.17315,2.17685,0.2462929025059947,0.20129999999999998,2.1487000000000003,0.23727996176337618,0.2455,2.1045000000000003,0.22153520081346162,0.29049499999999995,2.059505,0.20566704565945992,0.463425,1.8865750000000001,0.16657615649487809,0.761875,1.5881250000000002,0.15149619437558975,0.0768421052631579,2.2731578947368423,0.26098631122337873,0.12421052631578947,2.2257894736842108,0.23340434525051912,0.15736842105263157,2.1926315789473687,0.2191943412499906,0.8463157894736841,1.503684210526316,0.4839249428003914,1.9842105263157896,0.36578947368421044,0.7109634202945045,2.782631578947368,-0.43263157894736803,0.6615502868320223,3.165263157894737,-0.8152631578947367,0.6273713387512901,41507587847.7023,-0.489782786041296,9498561196.652071,0.3716303453607622,90.37816904639429,0.4480304396068654,3.7,0.3345707373859089,2.9,0.23509271990272507
6,NC,FAYETTEVILLE,2014-03,3.93,Refinancing of Apt,0.0888,3.8412,0.2451080430628309,0.1207452380952381,3.809254761904762,0.2462929025059947,0.15488333333333335,3.775116666666667,0.23727996176337618,0.19711666666666672,3.7328833333333336,0.22153520081346162,0.23409761904761903,3.695902380952381,0.20566704565945992,0.33106666666666673,3.5989333333333335,0.16657615649487809,0.5571428571428573,3.3728571428571428,0.15149619437558975,0.051428571428571455,3.8785714285714286,0.26098631122337873,0.07857142857142858,3.8514285714285714,0.23340434525051912,0.1280952380952381,3.801904761904762,0.2191943412499906,1.6395238095238096,2.2904761904761903,0.4839249428003914,2.7233333333333327,1.2066666666666674,0.7109634202945045,3.3466666666666667,0.5833333333333335,0.6615502868320223,3.6209523809523807,0.30904761904761946,0.6273713387512901,44931729222.7983,-0.489782786041296,10121843859.6075,0.3716303453607622,88.4263020205016,0.4480304396068654,3.1,0.3345707373859089,2.8,0.23509271990272507
7,NC,FAYETTEVILLE,2014-05,4.8,Refinancing of Apt,0.08842000000000001,4.71158,0.2451080430628309,0.1198375,4.6801625,0.2462929025059947,0.15035749999999998,4.6496425,0.23727996176337618,0.1914675,4.6085325,0.22153520081346162,0.22609000000000004,4.57391,0.20566704565945992,0.3231200000000001,4.4768799999999995,0.16657615649487809,0.537955,4.262045,0.15149619437558975,0.026666666666666665,4.773333333333333,0.26098631122337873,0.05190476190476192,4.748095238095238,0.23340434525051912,0.0966666666666667,4.703333333333333,0.2191943412499906,1.5928571428571427,3.2071428571428573,0.4839249428003914,2.559047619047619,2.240952380952381,0.7109634202945045,3.1152380952380954,1.6847619047619045,0.6615502868320223,3.3899999999999997,1.4100000000000001,0.6273713387512901,44885858708.7515,-0.489782786041296,11117378455.0815,0.3716303453607622,84.4459748156831,0.4480304396068654,3.4,0.3345707373859089,2.6,0.23509271990272507
8,NC,FAYETTEVILLE,2014-06,4.6,Refinancing of Apt,0.09278571428571428,4.507214285714285,0.2451080430628309,0.12241428571428574,4.477585714285714,0.2462929025059947,0.1523738095238095,4.44762619047619,0.23727996176337618,0.19377380952380954,4.40622619047619,0.22153520081346162,0.2309452380952381,4.369054761904762,0.20566704565945992,0.32388809523809525,4.276111904761905,0.16657615649487809,0.5421714285714285,4.057828571428571,0.15149619437558975,0.024285714285714296,4.575714285714286,0.26098631122337873,0.06047619047619051,4.539523809523809,0.23340434525051912,0.10476190476190479,4.495238095238095,0.2191943412499906,1.679047619047619,2.9209523809523805,0.4839249428003914,2.5985714285714288,2.001428571428571,0.7109634202945045,3.1533333333333333,1.4466666666666663,0.6615502868320223,3.4199999999999995,1.1800000000000002,0.6273713387512901,44591810060.8257,-0.489782786041296,11159124696.1814,0.3716303453607622,83.69462947740479,0.4480304396068654,3.8,0.3345707373859089,2.6,0.23509271990272507
9,NC,FAYETTEVILLE,2014-09,3.5,Refinancing of Apt,0.09027272727272727,3.409727272727273,0.2451080430628309,0.12087045454545454,3.3791295454545454,0.2462929025059947,0.15410454545454544,3.3458954545454547,0.23727996176337618,0.19699999999999998,3.303,0.22153520081346162,0.23403181818181817,3.265968181818182,0.20566704565945992,0.32999090909090917,3.1700090909090908,0.16657615649487809,0.5770545454545455,2.9229454545454545,0.15149619437558975,0.01142857142857143,3.4885714285714284,0.26098631122337873,0.04380952380952382,3.4561904761904763,0.23340434525051912,0.10952380952380954,3.3904761904761904,0.2191943412499906,1.7738095238095242,1.7261904761904758,0.4839249428003914,2.5342857142857147,0.9657142857142853,0.7109634202945045,3.0133333333333328,0.48666666666666725,0.6615502868320223,3.26,0.2400000000000002,0.6273713387512901,45667781053.6763,-0.489782786041296,14245911418.8887,0.3716303453607622,82.11515832772571,0.4480304396068654,3.8,0.3345707373859089,3.0,0.23509271990272507
