,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(2),Corr with auto_vol(2),student_vol(-4),Corr with student_vol(-4),credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(-4),Corr with mortgage 90(-4)
0,FL,GAINESVILLE,2010-12,4.074999999999999,Refinancing of Apt,0.24122190476190472,3.8337780952380944,0.6861180906216734,0.25412380952380953,3.8208761904761896,0.6868207645047687,0.26178857142857137,3.813211428571428,0.679917720531343,0.28196571428571415,3.793034285714285,0.667268892129001,0.30272333333333334,3.772276666666666,0.6508987505521849,0.4583942857142857,3.6166057142857135,0.6179915459972438,0.7839004761904763,3.291099523809523,0.5977230729335608,0.0854166666666667,3.9895833333333326,0.6779548334207502,0.19333333333333338,3.881666666666666,0.6727010654049226,0.2937499999999999,3.7812499999999996,0.6812489709126957,1.9429166666666664,2.132083333333333,0.7978153627347582,3.2949999999999995,0.7799999999999998,0.6396012844231114,4.173333333333333,-0.0983333333333336,0.2902772821060077,4.415,-0.34000000000000075,0.14094119295361782,32217867353.4185,0.37939831696730236,11556490165.0911,-0.5225236221517114,92.8594669911348,-0.4419043299678067,3.6,-0.5047321630537673,3.3,-0.6899338080968188
1,FL,GAINESVILLE,2011-12,3.05,Refinancing of Apt,0.1499335,2.9000665,0.6861180906216734,0.2029985,2.8470014999999997,0.6868207645047687,0.2836085,2.7663914999999997,0.679917720531343,0.40829250000000006,2.6417075,0.667268892129001,0.5557375,2.4942624999999996,0.6508987505521849,0.7798775000000001,2.2701225,0.6179915459972438,1.1003555000000003,1.9496444999999996,0.5977230729335608,0.0033333333333333335,3.0466666666666664,0.6779548334207502,0.048571428571428585,3.0014285714285713,0.6727010654049226,0.11523809523809528,2.9347619047619045,0.6812489709126957,0.8914285714285713,2.1585714285714284,0.7978153627347582,1.9780952380952384,1.0719047619047615,0.6396012844231114,2.6676190476190476,0.38238095238095227,0.2902772821060077,2.9823809523809524,0.06761904761904747,0.14094119295361782,35532707747.113,0.37939831696730236,12477113046.1263,-0.5225236221517114,90.35087768078328,-0.4419043299678067,3.8,-0.5047321630537673,4.7,-0.6899338080968188
2,FL,GAINESVILLE,2012-03,2.74,Refinancing of Apt,0.14720000000000003,2.5928,0.6861180906216734,0.1893409090909091,2.550659090909091,0.6868207645047687,0.24185227272727275,2.4981477272727273,0.679917720531343,0.35079999999999995,2.3892,0.667268892129001,0.4732886363636363,2.266711363636364,0.6508987505521849,0.741275,1.9987250000000003,0.6179915459972438,1.0534477272727274,1.6865522727272728,0.5977230729335608,0.06363636363636366,2.6763636363636367,0.6779548334207502,0.14227272727272727,2.597727272727273,0.6727010654049226,0.19000000000000003,2.5500000000000003,0.6812489709126957,1.0172727272727273,1.7227272727272729,0.7978153627347582,2.1727272727272724,0.5672727272727278,0.6396012844231114,2.9404545454545454,-0.20045454545454522,0.2902772821060077,3.281363636363636,-0.5413636363636356,0.14094119295361782,36777908030.9335,0.37939831696730236,11784187253.6333,-0.5225236221517114,90.6452366150782,-0.4419043299678067,3.4,-0.5047321630537673,4.8,-0.6899338080968188
3,FL,GAINESVILLE,2012-10,2.63,Refinancing of Apt,0.15320434782608702,2.4767956521739127,0.6861180906216734,0.17955217391304346,2.4504478260869567,0.6868207645047687,0.21346521739130433,2.4165347826086956,0.679917720531343,0.2717391304347827,2.358260869565217,0.667268892129001,0.3304891304347827,2.2995108695652173,0.6508987505521849,0.5823021739130435,2.0476978260869565,0.6179915459972438,0.9185760869565219,1.711423913043478,0.5977230729335608,0.10952380952380951,2.5204761904761903,0.6779548334207502,0.14904761904761904,2.480952380952381,0.6727010654049226,0.17952380952380956,2.4504761904761905,0.6812489709126957,0.7085714285714285,1.9214285714285713,0.7978153627347582,1.7461904761904758,0.883809523809524,0.6396012844231114,2.505714285714286,0.12428571428571411,0.2902772821060077,2.90047619047619,-0.2704761904761903,0.14094119295361782,38808856509.5085,0.37939831696730236,14585937143.4485,-0.5225236221517114,89.513287195688,-0.4419043299678067,3.1,-0.5047321630537673,5.4,-0.6899338080968188
4,FL,GAINESVILLE,2013-01,2.41,Refinancing of Apt,0.16043181818181818,2.249568181818182,0.6861180906216734,0.17947272727272726,2.2305272727272727,0.6868207645047687,0.20497272727272725,2.205027272727273,0.679917720531343,0.2497954545454545,2.1602045454545458,0.667268892129001,0.30261363636363625,2.1073863636363637,0.6508987505521849,0.48810454545454546,1.9218954545454547,0.6179915459972438,0.8142727272727271,1.5957272727272729,0.5977230729335608,0.05190476190476192,2.3580952380952382,0.6779548334207502,0.10761904761904766,2.3023809523809526,0.6727010654049226,0.14523809523809525,2.264761904761905,0.6812489709126957,0.8052380952380951,1.604761904761905,0.7978153627347582,1.9147619047619049,0.49523809523809526,0.6396012844231114,2.681428571428571,-0.2714285714285709,0.2902772821060077,3.0804761904761913,-0.6704761904761911,0.14094119295361782,39298206327.5877,0.37939831696730236,11631947675.6117,-0.5225236221517114,89.2801736441717,-0.4419043299678067,3.0,-0.5047321630537673,5.0,-0.6899338080968188
5,FL,GAINESVILLE,2014-04,3.98,Refinancing of Apt,0.08864000000000001,3.89136,0.6861180906216734,0.120115,3.859885,0.6868207645047687,0.1517,3.8283,0.679917720531343,0.1918625,3.7881375,0.667268892129001,0.227495,3.752505,0.6508987505521849,0.32422500000000004,3.6557749999999998,0.6179915459972438,0.550005,3.429995,0.5977230729335608,0.023333333333333345,3.9566666666666666,0.6779548334207502,0.05333333333333336,3.9266666666666667,0.6727010654049226,0.10761904761904763,3.8723809523809525,0.6812489709126957,1.7009523809523805,2.2790476190476197,0.7978153627347582,2.705238095238095,1.2747619047619048,0.6396012844231114,3.265238095238095,0.7147619047619052,0.2902772821060077,3.5176190476190476,0.46238095238095234,0.14094119295361782,43938467193.2505,0.37939831696730236,9402239044.86975,-0.5225236221517114,80.910251046009,-0.4419043299678067,2.3,-0.5047321630537673,3.5,-0.6899338080968188
6,FL,GAINESVILLE,2016-05,4.05,Refinancing of Apt,0.38527368421052627,3.6647263157894736,0.6861180906216734,0.4053315789473685,3.6446684210526312,0.6868207645047687,0.4424947368421052,3.6075052631578948,0.679917720531343,0.5332263157894737,3.516773684210526,0.667268892129001,0.6455710526315791,3.404428947368421,0.6508987505521849,0.9348736842105263,3.1151263157894737,0.6179915459972438,1.2675078947368421,2.7824921052631577,0.5977230729335608,0.2261904761904762,3.8238095238095235,0.6779548334207502,0.4185714285714286,3.6314285714285712,0.6727010654049226,0.5914285714285713,3.4585714285714286,0.6812489709126957,1.3004761904761903,2.7495238095238097,0.7978153627347582,1.8061904761904766,2.2438095238095235,0.6396012844231114,2.2166666666666663,1.8333333333333335,0.2902772821060077,2.627619047619048,1.4223809523809519,0.14094119295361782,49692544708.3448,0.37939831696730236,11404853913.5663,-0.5225236221517114,84.0267577476249,-0.4419043299678067,1.7,-0.5047321630537673,2.2,-0.6899338080968188
7,FL,GAINESVILLE,2016-11,2.93,Refinancing of Apt,0.4339245454545454,2.496075454545455,0.6861180906216734,0.45880500000000013,2.471195,0.6868207645047687,0.5631090909090911,2.366890909090909,0.679917720531343,0.7006386363636362,2.229361363636364,0.667268892129001,0.9084640909090909,2.0215359090909093,0.6508987505521849,1.2693081818181815,1.6606918181818187,0.6179915459972438,1.6029650000000002,1.327035,0.5977230729335608,0.29999999999999993,2.6300000000000003,0.6779548334207502,0.5834999999999999,2.3465000000000003,0.6727010654049226,0.736,2.194,0.6812489709126957,1.596,1.334,0.7978153627347582,2.142,0.7880000000000003,0.6396012844231114,2.5369999999999995,0.3930000000000007,0.2902772821060077,2.8620000000000005,0.06799999999999962,0.14094119295361782,49588706606.1033,0.37939831696730236,11531266279.4831,-0.5225236221517114,88.43997566936979,-0.4419043299678067,1.9,-0.5047321630537673,2.0,-0.6899338080968188
8,FL,GAINESVILLE,2018-02,3.47,Refinancing of Apt,1.4432573684210526,2.026742631578948,0.6861180906216734,1.4712210000000003,1.9987789999999999,0.6868207645047687,1.6018225000000001,1.8681775,0.679917720531343,1.722691,1.7473090000000002,0.667268892129001,1.874672,1.5953280000000003,0.6508987505521849,2.0893395000000003,1.3806604999999998,0.6179915459972438,2.3701375000000002,1.0998625,0.5977230729335608,1.3805263157894736,2.0894736842105264,0.6779548334207502,1.7857894736842108,1.6842105263157894,0.6727010654049226,1.9636842105263155,1.5063157894736847,0.6812489709126957,2.599473684210526,0.870526315789474,0.7978153627347582,2.8589473684210525,0.6110526315789477,0.6396012844231114,3.016842105263158,0.453157894736842,0.2902772821060077,3.1310526315789478,0.33894736842105244,0.14094119295361782,50505964400.0098,0.37939831696730236,11537595366.1601,-0.5225236221517114,88.1148323663994,-0.4419043299678067,1.5,-0.5047321630537673,1.2,-0.6899338080968188
9,FL,GAINESVILLE,2018-06,4.65,Refinancing of Apt,1.8376333333333337,2.8123666666666667,0.6861180906216734,1.9170571428571423,2.732942857142858,0.6868207645047687,2.068429047619047,2.5815709523809534,0.679917720531343,2.1502619047619045,2.499738095238096,0.667268892129001,2.330264285714286,2.3197357142857142,0.6508987505521849,2.4958952380952377,2.1541047619047626,0.6179915459972438,2.759644285714286,1.8903557142857141,0.5977230729335608,1.8052380952380953,2.844761904761905,0.6779548334207502,2.113809523809524,2.5361904761904763,0.6727010654049226,2.328095238095238,2.3219047619047624,0.6812489709126957,2.775714285714286,1.8742857142857146,0.7978153627347582,2.9123809523809525,1.7376190476190478,0.6396012844231114,2.9776190476190476,1.6723809523809527,0.2902772821060077,3.0500000000000007,1.5999999999999996,0.14094119295361782,50563742345.0186,0.37939831696730236,11318405616.2761,-0.5225236221517114,86.55198240492871,-0.4419043299678067,1.3,-0.5047321630537673,1.2,-0.6899338080968188
