,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(2),Corr with auto_vol(2),student_vol(-4),Corr with student_vol(-4),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-3),Corr with mortgage 90(-3)
0,MO,KANSAS CITY,2009-12,5.4125,Refinancing of Apt,0.17885714285714288,5.233642857142857,-0.14462911313374854,0.2141833333333333,5.198316666666666,-0.13658107630888053,0.23288904761904766,5.179610952380952,-0.1814436280229315,0.24197238095238102,5.170527619047618,-0.2533546742456872,0.2530461904761905,5.159453809523809,-0.30529241238335203,0.4528776190476191,4.95962238095238,-0.3266016719019014,0.9993009523809523,4.413199047619047,-0.26277878693372253,0.03181818181818183,5.3806818181818175,-0.23587574438820305,0.16772727272727275,5.244772727272727,-0.13673487714107335,0.37136363636363634,5.0411363636363635,-0.07000808490551114,2.3404545454545453,3.0720454545454543,0.7309351166413265,3.589999999999999,1.8225000000000007,0.8118212628464336,4.399545454545455,1.0129545454545443,0.7711639206897142,4.494090909090908,0.9184090909090914,0.7567930760829528,25116521917.8418,-0.43391188135668585,12931336765.2583,-0.5978626101677224,103.99632208797199,0.5348115078658806,3.7,0.3833465388754758,3.0,0.31907650821419237
1,MO,KANSAS CITY,2010-09,5.0,Refinancing of Apt,0.22657136363636363,4.7734286363636365,-0.14462911313374854,0.251059090909091,4.748940909090909,-0.13658107630888053,0.25699454545454536,4.743005454545455,-0.1814436280229315,0.2738163636363636,4.726183636363636,-0.2533546742456872,0.2913659090909092,4.708634090909091,-0.30529241238335203,0.4777727272727273,4.522227272727273,-0.3266016719019014,0.8043745454545456,4.195625454545454,-0.26277878693372253,0.1166666666666667,4.883333333333333,-0.23587574438820305,0.19333333333333336,4.806666666666667,-0.13673487714107335,0.2566666666666666,4.743333333333333,-0.07000808490551114,1.4104761904761904,3.5895238095238096,0.7309351166413265,2.6476190476190475,2.3523809523809525,0.8118212628464336,3.4690476190476183,1.5309523809523817,0.7711639206897142,3.773333333333333,1.226666666666667,0.7567930760829528,30207558860.6451,-0.43391188135668585,11978266411.3233,-0.5978626101677224,95.78917846656341,0.5348115078658806,3.3,0.3833465388754758,2.8,0.31907650821419237
2,MO,KANSAS CITY,2011-03,4.65,Refinancing of Apt,0.2076739130434783,4.442326086956522,-0.14462911313374854,0.23889782608695653,4.411102173913044,-0.13658107630888053,0.2532847826086956,4.396715217391304,-0.1814436280229315,0.2829456521739131,4.3670543478260875,-0.2533546742456872,0.30843478260869567,4.341565217391305,-0.30529241238335203,0.4607826086956522,4.189217391304348,-0.3266016719019014,0.7797065217391305,3.87029347826087,-0.26277878693372253,0.06478260869565221,4.585217391304348,-0.23587574438820305,0.15652173913043482,4.493478260869566,-0.13673487714107335,0.25913043478260867,4.3908695652173915,-0.07000808490551114,2.1134782608695653,2.536521739130435,0.7309351166413265,3.414347826086956,1.2356521739130444,0.8118212628464336,4.26608695652174,0.3839130434782607,0.7711639206897142,4.5139130434782615,0.13608695652173886,0.7567930760829528,31041077337.2648,-0.43391188135668585,11082139451.8714,-0.5978626101677224,94.7176548951663,0.5348115078658806,3.4,0.3833465388754758,2.7,0.31907650821419237
3,MO,KANSAS CITY,2011-09,2.9,Refinancing of Apt,0.14525181818181823,2.7547481818181816,-0.14462911313374854,0.1884,2.7116,-0.13658107630888053,0.23085045454545455,2.6691495454545455,-0.1814436280229315,0.2845913636363636,2.6154086363636364,-0.2533546742456872,0.3502268181818181,2.549773181818182,-0.30529241238335203,0.5222018181818182,2.3777981818181817,-0.3266016719019014,0.8332045454545454,2.0667954545454545,-0.26277878693372253,0.005714285714285713,2.894285714285714,-0.23587574438820305,0.04333333333333335,2.8566666666666665,-0.13673487714107335,0.10476190476190479,2.795238095238095,-0.07000808490551114,0.9004761904761904,1.9995238095238095,0.7309351166413265,1.9752380952380955,0.9247619047619045,0.8118212628464336,2.8271428571428574,0.07285714285714251,0.7711639206897142,3.182380952380953,-0.28238095238095307,0.7567930760829528,34825519831.2788,-0.43391188135668585,13753511368.0623,-0.5978626101677224,90.24550000965358,0.5348115078658806,3.0,0.3833465388754758,2.6,0.31907650821419237
4,MO,KANSAS CITY,2012-10,2.6174999999999997,Refinancing of Apt,0.15320434782608702,2.4642956521739126,-0.14462911313374854,0.17955217391304346,2.4379478260869565,-0.13658107630888053,0.21346521739130433,2.4040347826086954,-0.1814436280229315,0.2717391304347827,2.345760869565217,-0.2533546742456872,0.3304891304347827,2.287010869565217,-0.30529241238335203,0.5823021739130435,2.0351978260869563,-0.3266016719019014,0.9185760869565219,1.698923913043478,-0.26277878693372253,0.10952380952380951,2.50797619047619,-0.23587574438820305,0.14904761904761904,2.468452380952381,-0.13673487714107335,0.17952380952380956,2.4379761904761903,-0.07000808490551114,0.7085714285714285,1.908928571428571,0.7309351166413265,1.7461904761904758,0.8713095238095239,0.8118212628464336,2.505714285714286,0.11178571428571393,0.7711639206897142,2.90047619047619,-0.2829761904761905,0.7567930760829528,38808856509.5085,-0.43391188135668585,14585937143.4485,-0.5978626101677224,89.02745876405929,0.5348115078658806,3.1,0.3833465388754758,2.6,0.31907650821419237
5,MO,KANSAS CITY,2012-11,2.2,Refinancing of Apt,0.1555,2.0445,-0.14462911313374854,0.18060909090909089,2.0193909090909092,-0.13658107630888053,0.20888636363636362,1.9911136363636366,-0.1814436280229315,0.25813636363636355,1.9418636363636366,-0.2533546742456872,0.31102272727272723,1.888977272727273,-0.30529241238335203,0.528347727272727,1.6716522727272731,-0.3266016719019014,0.8631931818181818,1.3368068181818185,-0.26277878693372253,0.12449999999999999,2.0755000000000003,-0.23587574438820305,0.14450000000000002,2.0555000000000003,-0.13673487714107335,0.17850000000000002,2.0215,-0.07000808490551114,0.665,1.5350000000000001,0.7309351166413265,1.654,0.5460000000000003,0.8118212628464336,2.3894999999999995,-0.18949999999999934,0.7711639206897142,2.8034999999999997,-0.6034999999999995,0.7567930760829528,39268596272.9965,-0.43391188135668585,16111780903.4699,-0.5978626101677224,89.6061116730853,0.5348115078658806,3.2,0.3833465388754758,2.5,0.31907650821419237
6,MO,KANSAS CITY,2013-02,4.5,Refinancing of Apt,0.15464999999999998,4.34535,-0.14462911313374854,0.17315,4.32685,-0.13658107630888053,0.20129999999999998,4.2987,-0.1814436280229315,0.2455,4.2545,-0.2533546742456872,0.29049499999999995,4.209505,-0.30529241238335203,0.463425,4.036575,-0.3266016719019014,0.761875,3.738125,-0.26277878693372253,0.0768421052631579,4.423157894736842,-0.23587574438820305,0.12421052631578947,4.37578947368421,-0.13673487714107335,0.15736842105263157,4.342631578947368,-0.07000808490551114,0.8463157894736841,3.6536842105263156,0.7309351166413265,1.9842105263157896,2.5157894736842104,0.8118212628464336,2.782631578947368,1.7173684210526319,0.7711639206897142,3.165263157894737,1.3347368421052632,0.7567930760829528,40395555554.9932,-0.43391188135668585,12022315813.7363,-0.5978626101677224,90.2956809830492,0.5348115078658806,3.3,0.3833465388754758,2.6,0.31907650821419237
7,MO,KANSAS CITY,2013-10,4.5,Refinancing of Apt,0.10426086956521738,4.395739130434783,-0.14462911313374854,0.13668260869565219,4.3633173913043475,-0.13658107630888053,0.17241521739130433,4.327584782608696,-0.1814436280229315,0.21265,4.28735,-0.2533546742456872,0.2417652173913043,4.258234782608696,-0.30529241238335203,0.36121521739130424,4.138784782608695,-0.3266016719019014,0.6177847826086957,3.8822152173913045,-0.26277878693372253,0.1059090909090909,4.3940909090909095,-0.23587574438820305,0.07590909090909094,4.424090909090909,-0.13673487714107335,0.12136363636363635,4.378636363636364,-0.07000808490551114,1.366818181818182,3.133181818181818,0.7309351166413265,2.615909090909091,1.8840909090909088,0.8118212628464336,3.3795454545454544,1.1204545454545456,0.7711639206897142,3.6759090909090903,0.8240909090909097,0.7567930760829528,41561863313.5151,-0.43391188135668585,9260696074.4491,-0.5978626101677224,90.32258801944451,0.5348115078658806,2.8,0.3833465388754758,2.1,0.31907650821419237
8,MO,KANSAS CITY,2013-12,4.3,Refinancing of Apt,0.10022500000000001,4.199775,-0.14462911313374854,0.1273025,4.1726975,-0.13658107630888053,0.16723,4.13277,-0.1814436280229315,0.2127325,4.087267499999999,-0.2533546742456872,0.24389749999999996,4.0561025,-0.30529241238335203,0.34639499999999995,3.953605,-0.3266016719019014,0.579045,3.720955,-0.26277878693372253,0.019047619047619053,4.280952380952381,-0.23587574438820305,0.09523809523809526,4.204761904761905,-0.13673487714107335,0.13285714285714287,4.167142857142857,-0.07000808490551114,1.5761904761904764,2.7238095238095235,0.7309351166413265,2.901904761904762,1.3980952380952378,0.8118212628464336,3.6266666666666674,0.6733333333333325,0.7711639206897142,3.889047619047619,0.41095238095238074,0.7567930760829528,43204378466.7468,-0.43391188135668585,10210246554.7955,-0.5978626101677224,86.47441597957871,0.5348115078658806,2.8,0.3833465388754758,2.1,0.31907650821419237
9,MO,KANSAS CITY,2014-02,4.85,Refinancing of Apt,0.08627,4.76373,-0.14462911313374854,0.11939250000000004,4.7306075,-0.13658107630888053,0.155105,4.694895,-0.1814436280229315,0.19663749999999997,4.6533625,-0.2533546742456872,0.23520249999999998,4.6147975,-0.30529241238335203,0.3308,4.5192,-0.3266016719019014,0.554605,4.295394999999999,-0.26277878693372253,0.046842105263157914,4.803157894736842,-0.23587574438820305,0.08105263157894738,4.768947368421053,-0.13673487714107335,0.11684210526315793,4.733157894736841,-0.07000808490551114,1.5157894736842106,3.334210526315789,0.7309351166413265,2.7094736842105265,2.140526315789473,0.8118212628464336,3.3847368421052626,1.465263157894737,0.7711639206897142,3.6626315789473685,1.1873684210526312,0.7567930760829528,44109559396.2995,-0.43391188135668585,9473893018.88319,-0.5978626101677224,88.4263020205016,0.5348115078658806,2.9,0.3833465388754758,2.1,0.31907650821419237
