,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-4),Corr with auto_vol(-4),student_vol(1),Corr with student_vol(1),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(-1),Corr with mortgage 90(-1),long,lat
0,2010-08,TN,NASHVILLE,2010-08,4.73,"(-86.805311, 36.190411)",37228,16500.16,Refinancing of Apt,0.23101619047619049,0.2668892653979378,0.2659952380952381,0.2711631085707586,0.27546238095238096,0.2719259292889286,0.3123080952380952,0.27277947739034547,0.3625466666666667,0.27788010799865936,0.5790957142857143,0.2731663944186847,0.9435780952380955,0.2702373630736349,0.15409090909090908,0.260693818289137,0.19136363636363637,0.2666807794356739,0.25909090909090904,0.284431532050119,1.4654545454545451,0.42154756321748255,2.6986363636363637,0.34708116364664887,3.516818181818181,0.17574287129350483,3.8031818181818178,0.1360956954442899,27606233351.339,0.2102680850797611,12342273869.2704,0.24588646912686635,92.4549564204629,-0.12882478721882365,4.3,-0.24283693680628562,3.4,-0.22280874228841938,-86.805311,36.190411
1,2010-12,TN,NASHVILLE,2010-12,2.9,"(-86.764385, 36.213371)",37207,38374.74,Refinancing of Apt,0.24122190476190472,0.2668892653979378,0.25412380952380953,0.2711631085707586,0.26178857142857137,0.2719259292889286,0.28196571428571415,0.27277947739034547,0.30272333333333334,0.27788010799865936,0.4583942857142857,0.2731663944186847,0.7839004761904763,0.2702373630736349,0.0854166666666667,0.260693818289137,0.19333333333333338,0.2666807794356739,0.2937499999999999,0.284431532050119,1.9429166666666664,0.42154756321748255,3.2949999999999995,0.34708116364664887,4.173333333333333,0.17574287129350483,4.415,0.1360956954442899,29160609360.1217,0.2102680850797611,11568364841.7538,0.24588646912686635,93.74313363440879,-0.12882478721882365,4.4,-0.24283693680628562,3.4,-0.22280874228841938,-86.764385,36.213371
2,2011-04,TN,NASHVILLE,2011-04,4.78,"(-86.7744, 36.1622)",37218,23450.88,Refinancing of Apt,0.14759444444444447,0.2668892653979378,0.19237777777777781,0.2711631085707586,0.22143500000000005,0.2719259292889286,0.25190277777777786,0.27277947739034547,0.28138222222222226,0.27788010799865936,0.44229888888888896,0.2731663944186847,0.7700555555555555,0.2702373630736349,0.029500000000000005,0.260693818289137,0.11950000000000002,0.2666807794356739,0.24650000000000002,0.284431532050119,2.169,0.42154756321748255,3.4549999999999996,0.34708116364664887,4.276000000000001,0.17574287129350483,4.5015,0.1360956954442899,31044830349.9256,0.2102680850797611,13753511368.0623,0.24588646912686635,90.24550000965358,-0.12882478721882365,3.6,-0.24283693680628562,3.1,-0.22280874228841938,-86.7744,36.1622
3,2011-11,TN,NASHVILLE,2011-11,3.98,"(-86.888537, 36.089532)",37205,26562.56,Refinancing of Apt,0.14255090909090912,0.2668892653979378,0.19244863636363635,0.2711631085707586,0.2536463636363637,0.2719259292889286,0.3593790909090909,0.27277947739034547,0.47529181818181826,0.27788010799865936,0.6805422727272729,0.2731663944186847,1.000305,0.2702373630736349,0.013999999999999999,0.260693818289137,0.04650000000000002,0.2666807794356739,0.11200000000000002,0.284431532050119,0.908,0.42154756321748255,2.0134999999999996,0.34708116364664887,2.7180000000000004,0.17574287129350483,3.0155000000000003,0.1360956954442899,31992172727.7437,0.2102680850797611,11508699084.1195,0.24588646912686635,90.7743282432688,-0.12882478721882365,3.8,-0.24283693680628562,2.9,-0.22280874228841938,-86.888537,36.089532
4,2012-01,TN,NASHVILLE,2012-01,3.93,"(-78.39336800000001, 39.7833907)",37221,38774.58,Refinancing of Apt,0.14564761904761903,0.2668892653979378,0.2014238095238095,0.2711631085707586,0.28289523809523814,0.2719259292889286,0.41424761904761903,0.27277947739034547,0.5659000000000001,0.27788010799865936,0.7969761904761906,0.2731663944186847,1.1145476190476191,0.2702373630736349,0.0245,0.260693818289137,0.06550000000000003,0.2666807794356739,0.11500000000000003,0.284431532050119,0.835,0.42154756321748255,1.9664999999999995,0.34708116364664887,2.6950000000000003,0.17574287129350483,3.026,0.1360956954442899,33690910289.8878,0.2102680850797611,10728874885.7875,0.24588646912686635,90.0868950067716,-0.12882478721882365,4.2,-0.24283693680628562,2.9,-0.22280874228841938,-78.39336800000001,39.7833907
5,2012-03,TN,NASHVILLE,2012-03,3.24,"(-86.804264, 36.191174)",37228,30391.14,Refinancing of Apt,0.14720000000000003,0.2668892653979378,0.1893409090909091,0.2711631085707586,0.24185227272727275,0.2719259292889286,0.35079999999999995,0.27277947739034547,0.4732886363636363,0.27788010799865936,0.741275,0.2731663944186847,1.0534477272727274,0.2702373630736349,0.06363636363636366,0.260693818289137,0.14227272727272727,0.2666807794356739,0.19000000000000003,0.284431532050119,1.0172727272727273,0.42154756321748255,2.1727272727272724,0.34708116364664887,2.9404545454545454,0.17574287129350483,3.281363636363636,0.1360956954442899,34825519831.2788,0.2102680850797611,11641401212.0971,0.24588646912686635,89.6038877472871,-0.12882478721882365,3.6,-0.24283693680628562,3.0,-0.22280874228841938,-86.804264,36.191174
6,2012-04,TN,NASHVILLE,2012-04,2.95,"(-75.7369075, 41.5708342)",37207,39147.56,Refinancing of Apt,0.14868421052631575,0.2668892653979378,0.18980526315789473,0.2711631085707586,0.23982894736842097,0.2719259292889286,0.34777368421052635,0.27277947739034547,0.46680789473684203,0.27788010799865936,0.7313999999999999,0.2731663944186847,1.048621052631579,0.2702373630736349,0.0666666666666667,0.260693818289137,0.13904761904761903,0.2666807794356739,0.18333333333333335,0.284431532050119,0.8947619047619045,0.42154756321748255,2.0528571428571425,0.34708116364664887,2.8166666666666664,0.17574287129350483,3.1842857142857137,0.1360956954442899,35344521679.5642,0.2102680850797611,12770391029.1034,0.24588646912686635,89.56768058609659,-0.12882478721882365,3.5,-0.24283693680628562,2.8,-0.22280874228841938,-75.7369075,41.5708342
7,2012-07,TN,NASHVILLE,2012-07,2.65,"(-86.63296700000001, 36.077560999999996)",37127,12919.42,Refinancing of Apt,0.16720454545454547,0.2668892653979378,0.19873636363636368,0.2711631085707586,0.24646136363636365,0.2719259292889286,0.34024999999999994,0.27277947739034547,0.4535545454545455,0.27788010799865936,0.7302181818181818,0.2731663944186847,1.0653181818181816,0.2702373630736349,0.06952380952380956,0.260693818289137,0.14571428571428574,0.2666807794356739,0.18571428571428572,0.284431532050119,0.6195238095238095,0.42154756321748255,1.5266666666666664,0.34708116364664887,2.217142857142857,0.17574287129350483,2.5900000000000003,0.1360956954442899,35767585536.868996,0.2102680850797611,11986368496.8635,0.24588646912686635,89.513287195688,-0.12882478721882365,3.6,-0.24283693680628562,2.7,-0.22280874228841938,-86.63296700000001,36.077560999999996
8,2012-10,TN,NASHVILLE,2012-10,2.99,"(-86.62419399999999, 36.104233)",37013,15925.47,Refinancing of Apt,0.15320434782608702,0.2668892653979378,0.17955217391304346,0.2711631085707586,0.21346521739130433,0.2719259292889286,0.2717391304347827,0.27277947739034547,0.3304891304347827,0.27788010799865936,0.5823021739130435,0.2731663944186847,0.9185760869565219,0.2702373630736349,0.10952380952380951,0.260693818289137,0.14904761904761904,0.2666807794356739,0.17952380952380956,0.284431532050119,0.7085714285714285,0.42154756321748255,1.7461904761904758,0.34708116364664887,2.505714285714286,0.17574287129350483,2.90047619047619,0.1360956954442899,36186315501.0541,0.2102680850797611,10740081615.3953,0.24588646912686635,89.2801736441717,-0.12882478721882365,3.9,-0.24283693680628562,2.5,-0.22280874228841938,-86.62419399999999,36.104233
9,2012-11,TN,NASHVILLE,2012-11,2.85,"(-86.794948, 36.179057)",37208,26389.73,Refinancing of Apt,0.1555,0.2668892653979378,0.18060909090909089,0.2711631085707586,0.20888636363636362,0.2719259292889286,0.25813636363636355,0.27277947739034547,0.31102272727272723,0.27788010799865936,0.528347727272727,0.2731663944186847,0.8631931818181818,0.2702373630736349,0.12449999999999999,0.260693818289137,0.14450000000000002,0.2666807794356739,0.17850000000000002,0.284431532050119,0.665,0.42154756321748255,1.654,0.34708116364664887,2.3894999999999995,0.17574287129350483,2.8034999999999997,0.1360956954442899,36601383816.48,0.2102680850797611,11337096053.4966,0.24588646912686635,91.578064558499,-0.12882478721882365,3.6,-0.24283693680628562,2.5,-0.22280874228841938,-86.794948,36.179057
