,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(2),Corr with auto_vol(2),student_vol(-2),Corr with student_vol(-2),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(4),Corr with mortgage 90(4)
0,2011-12,TX,LUBBOCK,2011-12,3.75,"(-101.91808499999999, 33.605267)",51245.9,Refinancing of Apt,0.1499335,-0.10430216479534342,0.2029985,-0.10487937121721472,0.2836085,-0.10813544813520469,0.40829250000000006,-0.13727398201930704,0.5557375,-0.17774983561268592,0.7798775000000001,-0.30837531312669925,1.1003555000000003,-0.4025598339404613,0.0033333333333333335,-0.09384966999149592,0.048571428571428585,-0.1341159692739094,0.11523809523809528,-0.14294831594174415,0.8914285714285713,0.584277379757357,1.9780952380952384,0.7680142904182348,2.6676190476190476,0.7108630565531768,2.9823809523809524,0.6550229719072825,35532707747.113,0.23073806620608747,10258833668.6773,-0.8182563120250548,89.00857713430821,-0.7268575722368619,3.6,-0.6239052783935958,1.9,-0.40223361721022344
1,2012-05,TX,LUBBOCK,2012-05,2.55,"(-101.870419, 33.586273999999996)",51923.66,Refinancing of Apt,0.15161363636363637,-0.10430216479534342,0.19053181818181822,-0.10487937121721472,0.23893181818181805,-0.10813544813520469,0.3457045454545453,-0.13727398201930704,0.4665318181818183,-0.17774983561268592,0.732990909090909,-0.30837531312669925,1.0615068181818177,-0.4025598339404613,0.06590909090909093,-0.09384966999149592,0.14545454545454548,-0.1341159692739094,0.19181818181818186,-0.14294831594174415,0.7618181818181818,0.584277379757357,1.8031818181818189,0.7680142904182348,2.525909090909091,0.7108630565531768,2.930909090909091,0.6550229719072825,36601383816.48,0.23073806620608747,11251067892.2966,-0.8182563120250548,89.513287195688,-0.7268575722368619,4.1,-0.6239052783935958,2.3,-0.40223361721022344
2,2012-06,TX,LUBBOCK,2012-06,3.15,"(-75.220917, 39.9595444)",52358.66,Refinancing of Apt,0.163,-0.10430216479534342,0.19464736842105262,-0.10487937121721472,0.24319736842105263,-0.10813544813520469,0.3459342105263157,-0.13727398201930704,0.46558684210526313,-0.17774983561268592,0.7364000000000004,-0.30837531312669925,1.0691894736842107,-0.4025598339404613,0.05190476190476193,-0.09384966999149592,0.14809523809523809,-0.1341159692739094,0.18904761904761905,-0.14294831594174415,0.7114285714285714,0.584277379757357,1.6223809523809525,0.7680142904182348,2.3061904761904763,0.7108630565531768,2.698095238095238,0.6550229719072825,37160101000.5239,0.23073806620608747,11641401212.0971,-0.8182563120250548,90.37816904639429,-0.7268575722368619,4.9,-0.6239052783935958,2.4,-0.40223361721022344
3,2012-09,TX,LUBBOCK,2012-09,2.22,"(-101.896406, 33.611729)",36271.05,Refinancing of Apt,0.15189500000000006,-0.10430216479534342,0.183625,-0.10487937121721472,0.22133750000000002,-0.10813544813520469,0.3079875,-0.13727398201930704,0.3856325000000001,-0.17774983561268592,0.6716749999999999,-0.30837531312669925,0.9997750000000002,-0.4025598339404613,0.07526315789473685,-0.09384966999149592,0.13736842105263158,-0.1341159692739094,0.17578947368421055,-0.14294831594174415,0.6689473684210526,0.584277379757357,1.7231578947368422,0.7680142904182348,2.488421052631579,0.7108630565531768,2.8815789473684212,0.6550229719072825,38410438812.4053,0.23073806620608747,16111780903.4699,-0.8182563120250548,91.578064558499,-0.7268575722368619,5.0,-0.6239052783935958,2.6,-0.40223361721022344
4,2012-11,TX,LUBBOCK,2012-11,2.95,"(-101.925177, 33.526778)",32507.585,Refinancing of Apt,0.1555,-0.10430216479534342,0.18060909090909089,-0.10487937121721472,0.20888636363636362,-0.10813544813520469,0.25813636363636355,-0.13727398201930704,0.31102272727272723,-0.17774983561268592,0.528347727272727,-0.30837531312669925,0.8631931818181818,-0.4025598339404613,0.12449999999999999,-0.09384966999149592,0.14450000000000002,-0.1341159692739094,0.17850000000000002,-0.14294831594174415,0.665,0.584277379757357,1.654,0.7680142904182348,2.3894999999999995,0.7108630565531768,2.8034999999999997,0.6550229719072825,39268596272.9965,0.23073806620608747,11631947675.6117,-0.8182563120250548,88.920473853359,-0.7268575722368619,4.2,-0.6239052783935958,2.5,-0.40223361721022344
5,2013-03,TX,LUBBOCK,2013-03,3.61,"(-96.633471, 32.817352)",45988.72,Refinancing of Apt,0.15505000000000002,-0.10430216479534342,0.17309999999999998,-0.10487937121721472,0.20345,-0.10813544813520469,0.2419,-0.13727398201930704,0.28190000000000004,-0.17774983561268592,0.44782500000000003,-0.30837531312669925,0.7351250000000001,-0.4025598339404613,0.07800000000000003,-0.09384966999149592,0.11450000000000005,-0.1341159692739094,0.14750000000000002,-0.14294831594174415,0.8185000000000002,0.584277379757357,1.9575,0.7680142904182348,2.7840000000000003,0.7108630565531768,3.1625000000000005,0.6550229719072825,40995097959.5386,0.23073806620608747,11154944519.578999,-0.8182563120250548,90.32258801944451,-0.7268575722368619,3.9,-0.6239052783935958,2.1,-0.40223361721022344
6,2013-05,TX,LUBBOCK,2013-05,3.73,"(-97.940917, 29.866607000000002)",73653.89,Refinancing of Apt,0.1435047619047619,-0.10430216479534342,0.1638380952380952,-0.10487937121721472,0.19670952380952378,-0.10813544813520469,0.23396000000000003,-0.13727398201930704,0.27416904761904765,-0.17774983561268592,0.42137333333333327,-0.30837531312669925,0.6936104761904763,-0.4025598339404613,0.020454545454545458,-0.09384966999149592,0.08090909090909093,-0.1341159692739094,0.11863636363636366,-0.14294831594174415,0.840909090909091,0.584277379757357,1.9281818181818182,0.7680142904182348,2.7286363636363635,0.7108630565531768,3.112727272727273,0.6550229719072825,41471481477.9035,0.23073806620608747,9855625468.0504,-0.8182563120250548,86.47441597957871,-0.7268575722368619,3.6,-0.6239052783935958,2.1,-0.40223361721022344
7,2013-09,TX,LUBBOCK,2013-09,4.55,"(-101.870082, 33.545825)",57094.21,Refinancing of Apt,0.11272380952380952,-0.10430216479534342,0.14323238095238094,-0.10487937121721472,0.18057476190476196,-0.10813544813520469,0.22133904761904755,-0.13727398201930704,0.2531785714285715,-0.17774983561268592,0.38033809523809525,-0.30837531312669925,0.6526857142857143,-0.4025598339404613,0.017500000000000005,-0.09384966999149592,0.04150000000000001,-0.1341159692739094,0.11850000000000002,-0.14294831594174415,1.5959999999999999,0.584277379757357,2.8095,0.7680142904182348,3.526,0.7108630565531768,3.7870000000000004,0.6550229719072825,41658198449.9001,0.23073806620608747,8901986132.75728,-0.8182563120250548,84.4459748156831,-0.7268575722368619,3.8,-0.6239052783935958,2.3,-0.40223361721022344
8,2014-01,TX,LUBBOCK,2014-01,4.23,"(-101.91330699999999, 33.530319)",41617.27,Refinancing of Apt,0.09003181818181817,-0.10430216479534342,0.1219931818181818,-0.10487937121721472,0.1597090909090909,-0.10813544813520469,0.204425,-0.13727398201930704,0.23822954545454544,-0.17774983561268592,0.33795909090909093,-0.30837531312669925,0.5752999999999999,-0.4025598339404613,0.017142857142857144,-0.09384966999149592,0.0690476190476191,-0.1341159692739094,0.11619047619047623,-0.14294831594174415,1.6466666666666665,0.584277379757357,2.858095238095238,0.7680142904182348,3.521904761904762,0.7108630565531768,3.76904761904762,0.6550229719072825,44555116847.5878,0.23073806620608747,10396023519.0372,-0.8182563120250548,82.11515832772571,-0.7268575722368619,2.5,-0.6239052783935958,1.7,-0.40223361721022344
9,2014-02,TX,LUBBOCK,2014-02,4.38,"(-101.952636, 33.551896)",27926.71,Refinancing of Apt,0.08627,-0.10430216479534342,0.11939250000000004,-0.10487937121721472,0.155105,-0.10813544813520469,0.19663749999999997,-0.13727398201930704,0.23520249999999998,-0.17774983561268592,0.3308,-0.30837531312669925,0.554605,-0.4025598339404613,0.046842105263157914,-0.09384966999149592,0.08105263157894738,-0.1341159692739094,0.11684210526315793,-0.14294831594174415,1.5157894736842106,0.584277379757357,2.7094736842105265,0.7680142904182348,3.3847368421052626,0.7108630565531768,3.6626315789473685,0.6550229719072825,44109559396.2995,0.23073806620608747,9402239044.86975,-0.8182563120250548,81.9669757663089,-0.7268575722368619,3.0,-0.6239052783935958,1.4,-0.40223361721022344
