,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-1),Corr with auto_vol(-1),student_vol(-1),Corr with student_vol(-1),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(-1),Corr with mortgage 90(-1),long,lat
0,2010-03,AL,BIRMINGHAM,2010-03,4.68,"(-86.774049, 33.398765000000004)",43320.88,Refinancing of Apt,0.20298217391304352,-0.023331549721728857,0.22118086956521738,-0.044233838884212236,0.23731173913043485,-0.07934301573351836,0.25031173913043475,-0.1448955515402466,0.2684247826086957,-0.2074509168535222,0.41060652173913054,-0.29598196068981375,0.8732952173913044,-0.25288537344709316,0.11652173913043477,-0.04443323625315346,0.22565217391304354,-0.031136452674310006,0.3956521739130435,0.055519053508793374,2.433043478260869,0.6099433177286896,3.7273913043478255,0.5465311868119892,4.489130434782608,0.46141503521563854,4.644782608695651,0.4235467832885827,25116521917.8418,-0.2871034862240336,14228362706.5907,0.36980857749966456,96.94128995699529,0.1957830491242161,5.6,0.25940508211078045,4.6,0.39493127529690236,-86.774049,33.398765000000004
1,2010-10,AL,BIRMINGHAM,2010-10,4.25,"(-86.749585, 33.541619)",9345.16,Refinancing of Apt,0.22598619047619048,-0.023331549721728857,0.25051619047619045,-0.044233838884212236,0.25605714285714287,-0.07934301573351836,0.2720304761904762,-0.1448955515402466,0.28884,-0.2074509168535222,0.45499142857142844,-0.29598196068981375,0.7680966666666665,-0.25288537344709316,0.14050000000000004,-0.04443323625315346,0.17650000000000005,-0.031136452674310006,0.22800000000000006,0.055519053508793374,1.1824999999999999,0.6099433177286896,2.54,0.5465311868119892,3.524,0.46141503521563854,3.8724999999999996,0.4235467832885827,29826615528.9652,-0.2871034862240336,12342273869.2704,0.36980857749966456,95.21340255359091,0.1957830491242161,5.4,0.25940508211078045,4.0,0.39493127529690236,-86.749585,33.541619
2,2011-03,AL,BIRMINGHAM,2011-03,4.07,"(-86.8024, 33.5207)",13078.71,Refinancing of Apt,0.2076739130434783,-0.023331549721728857,0.23889782608695653,-0.044233838884212236,0.2532847826086956,-0.07934301573351836,0.2829456521739131,-0.1448955515402466,0.30843478260869567,-0.2074509168535222,0.4607826086956522,-0.29598196068981375,0.7797065217391305,-0.25288537344709316,0.06478260869565221,-0.04443323625315346,0.15652173913043482,-0.031136452674310006,0.25913043478260867,0.055519053508793374,2.1134782608695653,0.6099433177286896,3.414347826086956,0.5465311868119892,4.26608695652174,0.46141503521563854,4.5139130434782615,0.4235467832885827,32217867353.4185,-0.2871034862240336,11726514214.1317,0.36980857749966456,94.7176548951663,0.1957830491242161,5.2,0.25940508211078045,3.6,0.39493127529690236,-86.8024,33.5207
3,2012-04,AL,BIRMINGHAM,2012-04,3.03,"(-86.8024, 33.5207)",24122.73,Refinancing of Apt,0.14868421052631575,-0.023331549721728857,0.18980526315789473,-0.044233838884212236,0.23982894736842097,-0.07934301573351836,0.34777368421052635,-0.1448955515402466,0.46680789473684203,-0.2074509168535222,0.7313999999999999,-0.29598196068981375,1.048621052631579,-0.25288537344709316,0.0666666666666667,-0.04443323625315346,0.13904761904761903,-0.031136452674310006,0.18333333333333335,0.055519053508793374,0.8947619047619045,0.6099433177286896,2.0528571428571425,0.5465311868119892,2.8166666666666664,0.46141503521563854,3.1842857142857137,0.4235467832885827,35767585536.868996,-0.2871034862240336,11251067892.2966,0.36980857749966456,90.7743282432688,0.1957830491242161,4.3,0.25940508211078045,3.2,0.39493127529690236,-86.8024,33.5207
4,2012-06,AL,BIRMINGHAM,2012-06,3.15,"(-141.9369, 62.9622)",15754.15,Refinancing of Apt,0.163,-0.023331549721728857,0.19464736842105262,-0.044233838884212236,0.24319736842105263,-0.07934301573351836,0.3459342105263157,-0.1448955515402466,0.46558684210526313,-0.2074509168535222,0.7364000000000004,-0.29598196068981375,1.0691894736842107,-0.25288537344709316,0.05190476190476193,-0.04443323625315346,0.14809523809523809,-0.031136452674310006,0.18904761904761905,0.055519053508793374,0.7114285714285714,0.6099433177286896,1.6223809523809525,0.5465311868119892,2.3061904761904763,0.46141503521563854,2.698095238095238,0.4235467832885827,36777908030.9335,-0.2871034862240336,12770391029.1034,0.36980857749966456,90.0868950067716,0.1957830491242161,4.0,0.25940508211078045,3.1,0.39493127529690236,-141.9369,62.9622
5,2012-07,AL,BIRMINGHAM,2012-07,3.4,"(-86.816865, 33.477816)",7215.25,Refinancing of Apt,0.16720454545454547,-0.023331549721728857,0.19873636363636368,-0.044233838884212236,0.24646136363636365,-0.07934301573351836,0.34024999999999994,-0.1448955515402466,0.4535545454545455,-0.2074509168535222,0.7302181818181818,-0.29598196068981375,1.0653181818181816,-0.25288537344709316,0.06952380952380956,-0.04443323625315346,0.14571428571428574,-0.031136452674310006,0.18571428571428572,0.055519053508793374,0.6195238095238095,0.6099433177286896,1.5266666666666664,0.5465311868119892,2.217142857142857,0.46141503521563854,2.5900000000000003,0.4235467832885827,36186315501.0541,-0.2871034862240336,14585937143.4485,0.36980857749966456,89.00857713430821,0.1957830491242161,4.5,0.25940508211078045,3.2,0.39493127529690236,-86.816865,33.477816
6,2012-09,AL,BIRMINGHAM,2012-09,2.85,"(-86.860828, 33.496826)",2394.69,Refinancing of Apt,0.15189500000000006,-0.023331549721728857,0.183625,-0.044233838884212236,0.22133750000000002,-0.07934301573351836,0.3079875,-0.1448955515402466,0.3856325000000001,-0.2074509168535222,0.6716749999999999,-0.29598196068981375,0.9997750000000002,-0.25288537344709316,0.07526315789473685,-0.04443323625315346,0.13736842105263158,-0.031136452674310006,0.17578947368421055,0.055519053508793374,0.6689473684210526,0.6099433177286896,1.7231578947368422,0.5465311868119892,2.488421052631579,0.46141503521563854,2.8815789473684212,0.4235467832885827,37160101000.5239,-0.2871034862240336,11986368496.8635,0.36980857749966456,89.56768058609659,0.1957830491242161,4.8,0.25940508211078045,3.1,0.39493127529690236,-86.860828,33.496826
7,2012-10,AL,BIRMINGHAM,2012-10,2.645,"(-86.8024, 33.5207)",66530.255,Refinancing of Apt,0.15320434782608702,-0.023331549721728857,0.17955217391304346,-0.044233838884212236,0.21346521739130433,-0.07934301573351836,0.2717391304347827,-0.1448955515402466,0.3304891304347827,-0.2074509168535222,0.5823021739130435,-0.29598196068981375,0.9185760869565219,-0.25288537344709316,0.10952380952380951,-0.04443323625315346,0.14904761904761904,-0.031136452674310006,0.17952380952380956,0.055519053508793374,0.7085714285714285,0.6099433177286896,1.7461904761904758,0.5465311868119892,2.505714285714286,0.46141503521563854,2.90047619047619,0.4235467832885827,37571290060.6541,-0.2871034862240336,11631947675.6117,0.36980857749966456,89.02745876405929,0.1957830491242161,4.9,0.25940508211078045,3.0,0.39493127529690236,-86.8024,33.5207
8,2013-05,AL,BIRMINGHAM,2013-05,3.15,"(-86.679525, 33.662932)",16738.36,Refinancing of Apt,0.1435047619047619,-0.023331549721728857,0.1638380952380952,-0.044233838884212236,0.19670952380952378,-0.07934301573351836,0.23396000000000003,-0.1448955515402466,0.27416904761904765,-0.2074509168535222,0.42137333333333327,-0.29598196068981375,0.6936104761904763,-0.25288537344709316,0.020454545454545458,-0.04443323625315346,0.08090909090909093,-0.031136452674310006,0.11863636363636366,0.055519053508793374,0.840909090909091,0.6099433177286896,1.9281818181818182,0.5465311868119892,2.7286363636363635,0.46141503521563854,3.112727272727273,0.4235467832885827,40395555554.9932,-0.2871034862240336,9123117418.53368,0.36980857749966456,88.794109524791,0.1957830491242161,4.3,0.25940508211078045,2.6,0.39493127529690236,-86.679525,33.662932
9,2013-06,AL,BIRMINGHAM,2013-06,3.5,"(-86.793909, 33.499846000000005)",8283.63,Refinancing of Apt,0.13074,-0.023331549721728857,0.15964599999999998,-0.044233838884212236,0.19319250000000002,-0.07934301573351836,0.23164600000000002,-0.1448955515402466,0.27374,-0.2074509168535222,0.4139935,-0.29598196068981375,0.6839425000000002,-0.25288537344709316,0.0345,-0.04443323625315346,0.08750000000000002,-0.031136452674310006,0.142,0.055519053508793374,1.2035,0.6099433177286896,2.3000000000000003,0.5465311868119892,3.0740000000000003,0.46141503521563854,3.400000000000001,0.4235467832885827,40995097959.5386,-0.2871034862240336,9498561196.652071,0.36980857749966456,88.920473853359,0.1957830491242161,4.1,0.25940508211078045,2.5,0.39493127529690236,-86.793909,33.499846000000005
