,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(2),Corr with auto_vol(2),student_vol(1),Corr with student_vol(1),credit_tightness(1),Corr with credit_tightness(1),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-4),Corr with mortgage 90(-4)
0,AZ,TUCSON,2011-07,4.15,Refinancing of Apt,0.12388095238095237,4.026119047619048,0.39621501239058726,0.1598857142857143,3.990114285714286,0.39923714395120513,0.18661904761904766,3.9633809523809527,0.40519406082889753,0.2182333333333334,3.931766666666667,0.40925951811540784,0.24991190476190472,3.900088095238096,0.4168262767049459,0.41392857142857137,3.736071428571429,0.40065703002904235,0.7452261904761905,3.40477380952381,0.3951448242320057,0.037500000000000006,4.112500000000001,0.3833543850474854,0.08400000000000002,4.066000000000001,0.4007365033541354,0.185,3.9650000000000003,0.41781399730983204,1.541,2.6090000000000004,0.546145423048507,3.003,1.1470000000000002,0.47166215748671936,3.9475000000000002,0.20250000000000012,0.1677560907450627,4.2705,-0.12049999999999983,0.022448398101973504,33690910289.8878,0.31327016828081167,12477113046.1263,0.6232035535831797,88.33905735772379,-0.29410538694896604,2.8,-0.3361530685414728,3.4,-0.3649118890848321
1,AZ,TUCSON,2011-10,4.1,Refinancing of Apt,0.1416352380952381,3.9583647619047615,0.39621501239058726,0.19074095238095234,3.9092590476190474,0.39923714395120513,0.24373904761904758,3.856260952380952,0.40519406082889753,0.3185252380952381,3.7814747619047617,0.40925951811540784,0.4064785714285714,3.693521428571428,0.4168262767049459,0.59521,3.50479,0.40065703002904235,0.9086428571428572,3.1913571428571426,0.3951448242320057,0.013500000000000003,4.0865,0.3833543850474854,0.05450000000000003,4.0455,0.4007365033541354,0.1145,3.9854999999999996,0.41781399730983204,1.0614999999999999,3.0385,0.546145423048507,2.1519999999999997,1.948,0.47166215748671936,2.8695,1.2304999999999997,0.1677560907450627,3.128,0.9719999999999995,0.022448398101973504,35344521679.5642,0.31327016828081167,11784187253.6333,0.6232035535831797,90.35087768078328,-0.29410538694896604,3.0,-0.3361530685414728,3.4,-0.3649118890848321
2,AZ,TUCSON,2011-12,3.97,Refinancing of Apt,0.1499335,3.8200665000000003,0.39621501239058726,0.2029985,3.7670015,0.39923714395120513,0.2836085,3.6863915,0.40519406082889753,0.40829250000000006,3.5617075000000002,0.40925951811540784,0.5557375,3.4142625000000004,0.4168262767049459,0.7798775000000001,3.1901225,0.40065703002904235,1.1003555000000003,2.8696444999999997,0.3951448242320057,0.0033333333333333335,3.966666666666667,0.3833543850474854,0.048571428571428585,3.9214285714285717,0.4007365033541354,0.11523809523809528,3.854761904761905,0.41781399730983204,0.8914285714285713,3.0785714285714287,0.546145423048507,1.9780952380952384,1.9919047619047618,0.47166215748671936,2.6676190476190476,1.3023809523809526,0.1677560907450627,2.9823809523809524,0.9876190476190478,0.022448398101973504,35532707747.113,0.31327016828081167,11510278467.2037,0.6232035535831797,90.7743282432688,-0.29410538694896604,3.1,-0.3361530685414728,3.4,-0.3649118890848321
3,AZ,TUCSON,2012-09,2.955,Refinancing of Apt,0.15189500000000006,2.803105,0.39621501239058726,0.183625,2.771375,0.39923714395120513,0.22133750000000002,2.7336625,0.40519406082889753,0.3079875,2.6470125,0.40925951811540784,0.3856325000000001,2.5693675,0.4168262767049459,0.6716749999999999,2.283325,0.40065703002904235,0.9997750000000002,1.955225,0.3951448242320057,0.07526315789473685,2.879736842105263,0.3833543850474854,0.13736842105263158,2.8176315789473687,0.4007365033541354,0.17578947368421055,2.7792105263157896,0.41781399730983204,0.6689473684210526,2.2860526315789476,0.546145423048507,1.7231578947368422,1.2318421052631578,0.47166215748671936,2.488421052631579,0.4665789473684212,0.1677560907450627,2.8815789473684212,0.07342105263157883,0.022448398101973504,38410438812.4053,0.31327016828081167,12022315813.7363,0.6232035535831797,90.37816904639429,-0.29410538694896604,2.8,-0.3361530685414728,3.1,-0.3649118890848321
4,AZ,TUCSON,2012-10,2.33,Refinancing of Apt,0.15320434782608702,2.176795652173913,0.39621501239058726,0.17955217391304346,2.150447826086957,0.39923714395120513,0.21346521739130433,2.1165347826086958,0.40519406082889753,0.2717391304347827,2.0582608695652174,0.40925951811540784,0.3304891304347827,1.9995108695652175,0.4168262767049459,0.5823021739130435,1.7476978260869567,0.40065703002904235,0.9185760869565219,1.4114239130434783,0.3951448242320057,0.10952380952380951,2.2204761904761905,0.3833543850474854,0.14904761904761904,2.180952380952381,0.4007365033541354,0.17952380952380956,2.1504761904761907,0.41781399730983204,0.7085714285714285,1.6214285714285714,0.546145423048507,1.7461904761904758,0.5838095238095242,0.47166215748671936,2.505714285714286,-0.1757142857142857,0.1677560907450627,2.90047619047619,-0.5704761904761901,0.022448398101973504,38808856509.5085,0.31327016828081167,10740081615.3953,0.6232035535831797,90.2956809830492,-0.29410538694896604,2.8,-0.3361530685414728,3.4,-0.3649118890848321
5,AZ,TUCSON,2013-01,3.21,Refinancing of Apt,0.16043181818181818,3.0495681818181817,0.39621501239058726,0.17947272727272726,3.0305272727272725,0.39923714395120513,0.20497272727272725,3.005027272727273,0.40519406082889753,0.2497954545454545,2.9602045454545456,0.40925951811540784,0.30261363636363625,2.9073863636363635,0.4168262767049459,0.48810454545454546,2.7218954545454546,0.40065703002904235,0.8142727272727271,2.3957272727272727,0.3951448242320057,0.05190476190476192,3.158095238095238,0.3833543850474854,0.10761904761904766,3.1023809523809525,0.4007365033541354,0.14523809523809525,3.064761904761905,0.41781399730983204,0.8052380952380951,2.404761904761905,0.546145423048507,1.9147619047619049,1.295238095238095,0.47166215748671936,2.681428571428571,0.5285714285714289,0.1677560907450627,3.0804761904761913,0.1295238095238087,0.022448398101973504,39298206327.5877,0.31327016828081167,11080080767.5225,0.6232035535831797,88.794109524791,-0.29410538694896604,3.2,-0.3361530685414728,2.9,-0.3649118890848321
6,AZ,TUCSON,2013-06,3.25,Refinancing of Apt,0.13074,3.11926,0.39621501239058726,0.15964599999999998,3.090354,0.39923714395120513,0.19319250000000002,3.0568075,0.40519406082889753,0.23164600000000002,3.018354,0.40925951811540784,0.27374,2.97626,0.4168262767049459,0.4139935,2.8360065,0.40065703002904235,0.6839425000000002,2.5660575,0.3951448242320057,0.0345,3.2155,0.3833543850474854,0.08750000000000002,3.1625,0.4007365033541354,0.142,3.108,0.41781399730983204,1.2035,2.0465,0.546145423048507,2.3000000000000003,0.9499999999999997,0.47166215748671936,3.0740000000000003,0.1759999999999997,0.1677560907450627,3.400000000000001,-0.1500000000000008,0.022448398101973504,41334062733.8549,0.31327016828081167,8901986132.75728,0.6232035535831797,90.32258801944451,-0.29410538694896604,2.7,-0.3361530685414728,2.6,-0.3649118890848321
7,AZ,TUCSON,2013-10,2.75,Refinancing of Apt,0.10426086956521738,2.645739130434783,0.39621501239058726,0.13668260869565219,2.613317391304348,0.39923714395120513,0.17241521739130433,2.5775847826086955,0.40519406082889753,0.21265,2.53735,0.40925951811540784,0.2417652173913043,2.508234782608696,0.4168262767049459,0.36121521739130424,2.388784782608696,0.40065703002904235,0.6177847826086957,2.1322152173913045,0.3951448242320057,0.1059090909090909,2.644090909090909,0.3833543850474854,0.07590909090909094,2.674090909090909,0.4007365033541354,0.12136363636363635,2.6286363636363634,0.41781399730983204,1.366818181818182,1.383181818181818,0.546145423048507,2.615909090909091,0.13409090909090882,0.47166215748671936,3.3795454545454544,-0.6295454545454544,0.1677560907450627,3.6759090909090903,-0.9259090909090903,0.022448398101973504,41561863313.5151,0.31327016828081167,10396023519.0372,0.6232035535831797,88.4263020205016,-0.29410538694896604,2.6,-0.3361530685414728,2.2,-0.3649118890848321
8,AZ,TUCSON,2014-08,3.85,Refinancing of Apt,0.090785,3.759215,0.39621501239058726,0.121725,3.728275,0.39923714395120513,0.15602,3.6939800000000003,0.40519406082889753,0.19527250000000002,3.6547275,0.40925951811540784,0.23465000000000003,3.6153500000000003,0.4168262767049459,0.32965500000000003,3.520345,0.40065703002904235,0.55889,3.29111,0.3951448242320057,0.030000000000000006,3.8200000000000003,0.3833543850474854,0.0523809523809524,3.797619047619048,0.4007365033541354,0.10714285714285714,3.742857142857143,0.41781399730983204,1.6314285714285717,2.2185714285714284,0.546145423048507,2.42,1.4300000000000002,0.47166215748671936,2.9366666666666665,0.9133333333333336,0.1677560907450627,3.2009523809523808,0.6490476190476193,0.022448398101973504,44591810060.8257,0.31327016828081167,11159124696.1814,0.6232035535831797,82.2508390398281,-0.29410538694896604,2.4,-0.3361530685414728,1.5,-0.3649118890848321
9,AZ,TUCSON,2015-01,4.45,Refinancing of Apt,0.11871428571428574,4.331285714285714,0.39621501239058726,0.1349785714285714,4.315021428571429,0.39923714395120513,0.16807857142857144,4.281921428571429,0.40519406082889753,0.2135952380952381,4.236404761904762,0.40925951811540784,0.2543190476190476,4.195680952380952,0.4168262767049459,0.35825714285714294,4.091742857142857,0.40065703002904235,0.6221666666666666,3.8278333333333334,0.3951448242320057,0.018000000000000006,4.432,0.3833543850474854,0.08300000000000003,4.367,0.4007365033541354,0.19549999999999998,4.2545,0.41781399730983204,1.3744999999999998,3.0755000000000003,0.546145423048507,1.8814999999999997,2.5685000000000002,0.47166215748671936,2.199,2.2510000000000003,0.1677560907450627,2.455,1.995,0.022448398101973504,47944164595.1044,0.31327016828081167,11837215038.8922,0.6232035535831797,82.122236078369,-0.29410538694896604,2.3,-0.3361530685414728,1.6,-0.3649118890848321
10,AZ,TUCSON,2015-03,3.23,Refinancing of Apt,0.12134999999999999,3.10865,0.39621501239058726,0.14022954545454547,3.0897704545454543,0.39923714395120513,0.17560000000000003,3.0544,0.40519406082889753,0.21958181818181813,3.010418181818182,0.40925951811540784,0.26829772727272727,2.9617022727272726,0.4168262767049459,0.39945,2.83055,0.40065703002904235,0.700025,2.529975,0.3951448242320057,0.02272727272727273,3.207272727272727,0.3833543850474854,0.11000000000000001,3.12,0.4007365033541354,0.25363636363636366,2.9763636363636365,0.41781399730983204,1.5190909090909088,1.7109090909090912,0.546145423048507,2.042727272727273,1.187272727272727,0.47166215748671936,2.4068181818181817,0.8231818181818182,0.1677560907450627,2.626363636363636,0.603636363636364,0.022448398101973504,47692027772.9219,0.31327016828081167,11835194000.8273,0.6232035535831797,79.25862065623551,-0.29410538694896604,2.5,-0.3361530685414728,1.7,-0.3649118890848321
11,AZ,TUCSON,2015-06,3.5,Refinancing of Apt,0.12293636363636364,3.377063636363636,0.39621501239058726,0.14681590909090908,3.353184090909091,0.39923714395120513,0.1858840909090909,3.314115909090909,0.40519406082889753,0.23472954545454539,3.2652704545454547,0.40925951811540784,0.2827113636363637,3.2172886363636364,0.4168262767049459,0.43974545454545466,3.060254545454545,0.40065703002904235,0.7702659090909093,2.7297340909090906,0.3951448242320057,0.007727272727272728,3.492272727272727,0.3833543850474854,0.08681818181818185,3.413181818181818,0.4007365033541354,0.2754545454545455,3.2245454545454546,0.41781399730983204,1.6836363636363636,1.8163636363636364,0.546145423048507,2.3636363636363638,1.1363636363636362,0.47166215748671936,2.8454545454545452,0.6545454545454548,0.1677560907450627,3.1118181818181814,0.3881818181818186,0.022448398101973504,48836554747.323,0.31327016828081167,11834405659.8436,0.6232035535831797,81.7923503982947,-0.29410538694896604,1.8,-0.3361530685414728,1.6,-0.3649118890848321
12,AZ,TUCSON,2015-11,4.15,Refinancing of Apt,0.13066666666666668,4.019333333333334,0.39621501239058726,0.1559214285714286,3.9940785714285716,0.39923714395120513,0.20844761904761913,3.9415523809523814,0.40519406082889753,0.286702380952381,3.8632976190476196,0.40925951811540784,0.3709714285714286,3.779028571428572,0.4168262767049459,0.6063738095238096,3.543626190476191,0.40065703002904235,0.9343738095238093,3.215626190476191,0.3951448242320057,0.07105263157894738,4.078947368421053,0.3833543850474854,0.32789473684210524,3.822105263157895,0.4007365033541354,0.47684210526315784,3.6731578947368426,0.41781399730983204,1.6710526315789473,2.478947368421053,0.546145423048507,2.2631578947368416,1.8868421052631588,0.47166215748671936,2.6863157894736847,1.4636842105263157,0.1677560907450627,3.03,1.1200000000000006,0.022448398101973504,48154770296.6926,0.31327016828081167,13039171751.3192,0.6232035535831797,82.3313446344394,-0.29410538694896604,2.2,-0.3361530685414728,1.4,-0.3649118890848321
13,AZ,TUCSON,2017-10,3.85,Refinancing of Apt,1.1834895238095235,2.6665104761904765,0.39621501239058726,1.2040609090909093,2.6459390909090907,0.39923714395120513,1.2385486363636362,2.611451363636364,0.40519406082889753,1.287584090909091,2.562415909090909,0.40925951811540784,1.3607931818181818,2.4892068181818185,0.4168262767049459,1.541957272727273,2.308042727272727,0.40065703002904235,1.8208568181818179,2.029143181818182,0.3951448242320057,0.9957142857142858,2.854285714285714,0.3833543850474854,1.2495238095238093,2.600476190476191,0.4007365033541354,1.3976190476190478,2.4523809523809526,0.41781399730983204,1.9809523809523806,1.8690476190476195,0.546145423048507,2.3600000000000003,1.4899999999999998,0.47166215748671936,2.649047619047619,1.2009523809523812,0.1677560907450627,2.8780952380952383,0.9719047619047618,0.022448398101973504,50617906919.2487,0.31327016828081167,11707722927.962,0.6232035535831797,87.3618752869242,-0.29410538694896604,2.2,-0.3361530685414728,0.9,-0.3649118890848321
14,AZ,TUCSON,2018-01,3.4533333333333336,Refinancing of Apt,1.4378880952380952,2.0154452380952383,0.39621501239058726,1.467563181818182,1.9857701515151516,0.39923714395120513,1.5610881818181819,1.8922451515151517,0.40519406082889753,1.6355336363636364,1.8177996969696972,0.40925951811540784,1.733970909090909,1.7193624242424246,0.4168262767049459,1.9067609090909092,1.5465724242424244,0.40065703002904235,2.196459545454545,1.2568737878787886,0.3951448242320057,1.3000000000000003,2.1533333333333333,0.3833543850474854,1.6199999999999994,1.8333333333333341,0.4007365033541354,1.8028571428571425,1.650476190476191,0.41781399730983204,2.381904761904762,1.0714285714285716,0.546145423048507,2.5838095238095242,0.8695238095238094,0.47166215748671936,2.7342857142857144,0.7190476190476192,0.1677560907450627,2.8776190476190475,0.5757142857142861,0.022448398101973504,50828048870.0026,0.31327016828081167,11318405616.2761,0.6232035535831797,87.010875232225,-0.29410538694896604,2.3,-0.3361530685414728,0.9,-0.3649118890848321
15,AZ,TUCSON,2018-05,4.17,Refinancing of Apt,1.7065971428571427,2.4634028571428574,0.39621501239058726,1.7524533333333332,2.4175466666666665,0.39923714395120513,1.94629,2.2237099999999996,0.40519406082889753,2.0937409523809523,2.0762590476190477,0.40925951811540784,2.3356085714285713,1.8343914285714287,0.4168262767049459,2.499740476190476,1.670259523809524,0.40065703002904235,2.754757142857143,1.4152428571428568,0.3951448242320057,1.706818181818182,2.463181818181818,0.3833543850474854,2.0731818181818187,2.0968181818181812,0.4007365033541354,2.2736363636363635,1.8963636363636365,0.41781399730983204,2.816818181818181,1.353181818181819,0.546145423048507,2.977727272727273,1.192272727272727,0.47166215748671936,3.0518181818181818,1.1181818181818182,0.1677560907450627,3.1318181818181827,1.0381818181818172,0.022448398101973504,50800995008.8069,0.31327016828081167,12484889768.5791,0.6232035535831797,87.17587933428369,-0.29410538694896604,2.1,-0.3361530685414728,0.9,-0.3649118890848321
16,AZ,TUCSON,2018-07,4.35,Refinancing of Apt,1.918467142857143,2.431532857142857,0.39621501239058726,1.9587813636363633,2.3912186363636363,0.39923714395120513,2.0789990909090905,2.271000909090909,0.40519406082889753,2.1733236363636363,2.1766763636363633,0.40925951811540784,2.3391181818181823,2.0108818181818173,0.4168262767049459,2.519525454545455,1.8304745454545448,0.40065703002904235,2.7944931818181815,1.5555068181818181,0.3951448242320057,1.8933333333333329,2.456666666666667,0.3833543850474854,2.1680952380952383,2.1819047619047613,0.4007365033541354,2.3876190476190478,1.962380952380952,0.41781399730983204,2.7776190476190483,1.5723809523809513,0.546145423048507,2.8890476190476195,1.4609523809523801,0.47166215748671936,2.944761904761905,1.4052380952380945,0.1677560907450627,3.006666666666667,1.3433333333333328,0.022448398101973504,50593420247.4287,0.31327016828081167,12917630009.557,0.6232035535831797,85.8866598662335,-0.29410538694896604,2.0,-0.3361530685414728,0.8,-0.3649118890848321
