,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-4),Corr with auto_vol(-4),student_vol(4),Corr with student_vol(4),credit_tightness,Corr with credit_tightness,mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(4),Corr with mortgage 90(4)
0,NY,BUFFALO,2009-10,6.2,Refinancing of Apt,0.18474166666666667,6.015258333333334,-0.09208480908943653,0.22661833333333328,5.973381666666667,-0.09784794479721266,0.24403166666666665,5.955968333333334,-0.11228839852287013,0.2545108333333333,5.9454891666666665,-0.12742367416941455,0.2821075,5.9178925,-0.14887188495037754,0.5802633333333334,5.619736666666666,-0.12379361066062468,1.2295858333333334,4.970414166666667,-0.04024945113583118,0.04,6.16,-0.10985217754239357,0.16833333333333333,6.031666666666667,-0.09994890895329593,0.3858333333333334,5.814166666666667,-0.08832903421745492,2.394166666666667,3.805833333333333,0.2266624711534904,3.459166666666667,2.7408333333333332,0.5817812396469203,4.238333333333332,1.9616666666666678,0.6208475319681666,4.263333333333333,1.9366666666666674,0.5801920664668138,23455620687.4635,-0.6975088829769067,14228362706.5907,0.6369393224963434,101.129830992893,0.7043062113630468,3.6,0.8534017035767081,2.4,0.34549143830480916
1,NY,BUFFALO,2009-12,4.24,Refinancing of Apt,0.17885714285714288,4.061142857142857,-0.09208480908943653,0.2141833333333333,4.025816666666667,-0.09784794479721266,0.23288904761904766,4.007110952380953,-0.11228839852287013,0.24197238095238102,3.9980276190476194,-0.12742367416941455,0.2530461904761905,3.9869538095238095,-0.14887188495037754,0.4528776190476191,3.7871223809523813,-0.12379361066062468,0.9993009523809523,3.240699047619048,-0.04024945113583118,0.03181818181818183,4.208181818181818,-0.10985217754239357,0.16772727272727275,4.072272727272727,-0.09994890895329593,0.37136363636363634,3.868636363636364,-0.08832903421745492,2.3404545454545453,1.8995454545454549,0.2266624711534904,3.589999999999999,0.6500000000000012,0.5817812396469203,4.399545454545455,-0.1595454545454551,0.6208475319681666,4.494090909090908,-0.25409090909090803,0.5801920664668138,28639144125.4552,-0.6975088829769067,13493693756.3064,0.6369393224963434,96.94128995699529,0.7043062113630468,3.4,0.8534017035767081,2.3,0.34549143830480916
2,NY,BUFFALO,2010-12,5.725,Refinancing of Apt,0.24122190476190472,5.483778095238095,-0.09208480908943653,0.25412380952380953,5.47087619047619,-0.09784794479721266,0.26178857142857137,5.463211428571428,-0.11228839852287013,0.28196571428571415,5.443034285714285,-0.12742367416941455,0.30272333333333334,5.422276666666666,-0.14887188495037754,0.4583942857142857,5.266605714285714,-0.12379361066062468,0.7839004761904763,4.941099523809523,-0.04024945113583118,0.0854166666666667,5.6395833333333325,-0.10985217754239357,0.19333333333333338,5.531666666666666,-0.09994890895329593,0.2937499999999999,5.4312499999999995,-0.08832903421745492,1.9429166666666664,3.7820833333333335,0.2266624711534904,3.2949999999999995,2.43,0.5817812396469203,4.173333333333333,1.5516666666666667,0.6208475319681666,4.415,1.3099999999999996,0.5801920664668138,29160609360.1217,-0.6975088829769067,15995126134.7035,0.6369393224963434,94.7176548951663,0.7043062113630468,3.8,0.8534017035767081,2.2,0.34549143830480916
3,NY,BUFFALO,2011-07,3.75,Refinancing of Apt,0.12388095238095237,3.6261190476190475,-0.09208480908943653,0.1598857142857143,3.590114285714286,-0.09784794479721266,0.18661904761904766,3.5633809523809523,-0.11228839852287013,0.2182333333333334,3.5317666666666665,-0.12742367416941455,0.24991190476190472,3.5000880952380955,-0.14887188495037754,0.41392857142857137,3.3360714285714286,-0.12379361066062468,0.7452261904761905,3.0047738095238095,-0.04024945113583118,0.037500000000000006,3.7125,-0.10985217754239357,0.08400000000000002,3.666,-0.09994890895329593,0.185,3.565,-0.08832903421745492,1.541,2.209,0.2266624711534904,3.003,0.7469999999999999,0.5817812396469203,3.9475000000000002,-0.19750000000000023,0.6208475319681666,4.2705,-0.5205000000000002,0.5801920664668138,31565012894.7234,-0.6975088829769067,11784187253.6333,0.6369393224963434,90.5649414475864,0.7043062113630468,2.3,0.8534017035767081,2.4,0.34549143830480916
4,NY,BUFFALO,2013-10,4.6,Refinancing of Apt,0.10426086956521738,4.4957391304347825,-0.09208480908943653,0.13668260869565219,4.463317391304347,-0.09784794479721266,0.17241521739130433,4.427584782608696,-0.11228839852287013,0.21265,4.38735,-0.12742367416941455,0.2417652173913043,4.358234782608696,-0.14887188495037754,0.36121521739130424,4.238784782608695,-0.12379361066062468,0.6177847826086957,3.982215217391304,-0.04024945113583118,0.1059090909090909,4.494090909090909,-0.10985217754239357,0.07590909090909094,4.5240909090909085,-0.09994890895329593,0.12136363636363635,4.4786363636363635,-0.08832903421745492,1.366818181818182,3.2331818181818175,0.2266624711534904,2.615909090909091,1.9840909090909085,0.5817812396469203,3.3795454545454544,1.2204545454545452,0.6208475319681666,3.6759090909090903,0.9240909090909093,0.5801920664668138,41507587847.7023,-0.6975088829769067,10011024566.6146,0.6369393224963434,85.7873584996498,0.7043062113630468,3.1,0.8534017035767081,2.3,0.34549143830480916
5,NY,BUFFALO,2014-09,3.5,Refinancing of Apt,0.09027272727272727,3.409727272727273,-0.09208480908943653,0.12087045454545454,3.3791295454545454,-0.09784794479721266,0.15410454545454544,3.3458954545454547,-0.11228839852287013,0.19699999999999998,3.303,-0.12742367416941455,0.23403181818181817,3.265968181818182,-0.14887188495037754,0.32999090909090917,3.1700090909090908,-0.12379361066062468,0.5770545454545455,2.9229454545454545,-0.04024945113583118,0.01142857142857143,3.4885714285714284,-0.10985217754239357,0.04380952380952382,3.4561904761904763,-0.09994890895329593,0.10952380952380954,3.3904761904761904,-0.08832903421745492,1.7738095238095242,1.7261904761904758,0.2266624711534904,2.5342857142857147,0.9657142857142853,0.5817812396469203,3.0133333333333328,0.48666666666666725,0.6208475319681666,3.26,0.2400000000000002,0.5801920664668138,44462292713.4678,-0.6975088829769067,11733364706.6996,0.6369393224963434,82.2508390398281,0.7043062113630468,2.5,0.8534017035767081,2.3,0.34549143830480916
6,NY,BUFFALO,2014-10,3.95,Refinancing of Apt,0.09059565217391304,3.859404347826087,-0.09208480908943653,0.11953260869565213,3.830467391304348,-0.09784794479721266,0.15351739130434783,3.7964826086956522,-0.11228839852287013,0.1974043478260869,3.7525956521739134,-0.12742367416941455,0.2313760869565217,3.7186239130434786,-0.14887188495037754,0.3236195652173913,3.6263804347826087,-0.12379361066062468,0.5523869565217392,3.3976130434782608,-0.04024945113583118,0.020909090909090912,3.929090909090909,-0.10985217754239357,0.05045454545454548,3.899545454545455,-0.09994890895329593,0.10454545454545458,3.8454545454545457,-0.08832903421745492,1.5459090909090911,2.4040909090909093,0.2266624711534904,2.304090909090909,1.645909090909091,0.5817812396469203,2.7731818181818184,1.1768181818181818,0.6208475319681666,3.039999999999999,0.910000000000001,0.5801920664668138,43938467193.2505,-0.6975088829769067,11837215038.8922,0.6369393224963434,82.08517590205541,0.7043062113630468,2.8,0.8534017035767081,2.0,0.34549143830480916
7,NY,BUFFALO,2014-12,4.175,Refinancing of Apt,0.1101,4.0649,-0.09208480908943653,0.1330809523809524,4.041919047619047,-0.09784794479721266,0.16305,4.01195,-0.11228839852287013,0.20744285714285715,3.967557142857143,-0.12742367416941455,0.2446071428571429,3.930392857142857,-0.14887188495037754,0.34302142857142864,3.831978571428571,-0.12379361066062468,0.6021190476190476,3.5728809523809524,-0.04024945113583118,0.02500000000000001,4.1499999999999995,-0.10985217754239357,0.1063636363636364,4.068636363636363,-0.09994890895329593,0.21454545454545454,3.9604545454545454,-0.08832903421745492,1.64,2.535,0.2266624711534904,2.2072727272727275,1.9677272727272723,0.5817812396469203,2.5504545454545453,1.6245454545454545,0.6208475319681666,2.8331818181818185,1.3418181818181814,0.5801920664668138,45277214883.1472,-0.6975088829769067,11835194000.8273,0.6369393224963434,82.4770523961592,0.7043062113630468,2.8,0.8534017035767081,2.0,0.34549143830480916
8,NY,BUFFALO,2015-02,3.83,Refinancing of Apt,0.11784999999999998,3.7121500000000003,-0.09208480908943653,0.13764249999999997,3.6923575,-0.09784794479721266,0.17207499999999998,3.657925,-0.11228839852287013,0.2121925,3.6178075,-0.12742367416941455,0.25842,3.57158,-0.14887188495037754,0.37596500000000005,3.454035,-0.12379361066062468,0.6601375,3.1698625,-0.04024945113583118,0.017894736842105265,3.812105263157895,-0.10985217754239357,0.07105263157894741,3.758947368421053,-0.09994890895329593,0.22421052631578947,3.6057894736842107,-0.08832903421745492,1.472631578947368,2.357368421052632,0.2266624711534904,1.9752631578947366,1.8547368421052635,0.5817812396469203,2.3384210526315794,1.4915789473684207,0.6208475319681666,2.566315789473684,1.263684210526316,0.5801920664668138,44591810060.8257,-0.6975088829769067,11517159733.1957,0.6369393224963434,82.122236078369,0.7043062113630468,2.8,0.8534017035767081,2.1,0.34549143830480916
9,NY,BUFFALO,2016-12,3.3,Refinancing of Apt,0.5606285,2.7393715,-0.09208480908943653,0.6315605,2.6684395,-0.09784794479721266,0.7119585,2.5880414999999997,-0.11228839852287013,0.7883325000000001,2.5116674999999997,-0.12742367416941455,0.9753284999999998,2.3246715,-0.14887188495037754,1.3063339999999999,1.993666,-0.12379361066062468,1.6692235,1.6307764999999999,-0.04024945113583118,0.42333333333333334,2.8766666666666665,-0.10985217754239357,0.638095238095238,2.6619047619047618,-0.09994890895329593,0.8661904761904763,2.4338095238095234,-0.08832903421745492,1.9590476190476194,1.3409523809523805,0.2266624711534904,2.491904761904762,0.808095238095238,0.5817812396469203,2.835238095238095,0.4647619047619047,0.6208475319681666,3.1133333333333324,0.18666666666666742,0.5801920664668138,50596067254.1766,-0.6975088829769067,12388258203.7622,0.6369393224963434,88.1697673489486,0.7043062113630468,2.3,0.8534017035767081,1.5,0.34549143830480916
