,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-1),Corr with auto_vol(-1),student_vol(2),Corr with student_vol(2),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90(4),Corr with mortgage 90(4)
0,MI,GRAND RAPIDS,2010-11,4.13,Refinancing of Apt,0.22869727272727272,3.901302727272727,0.25156011109213566,0.24913818181818187,3.880861818181818,0.2514658908190581,0.2541922727272727,3.8758077272727274,0.24740805070885932,0.27004181818181816,3.8599581818181816,0.24172900533604727,0.2871204545454545,3.8428795454545455,0.23647933138373547,0.44597000000000014,3.68403,0.21080127027426426,0.7651345454545454,3.3648654545454546,0.19096919578901256,0.13400000000000004,3.996,0.26155907868564554,0.182,3.948,0.2533818822068643,0.25200000000000006,3.8779999999999997,0.25777420638315646,1.35,2.78,0.43546793906621134,2.7630000000000003,1.3669999999999995,0.4316742505196289,3.817999999999999,0.3120000000000007,0.2635952775948973,4.186,-0.05600000000000005,0.22133818021175988,30512069858.4251,0.31898016339414464,11568364841.7538,0.35132078772699166,93.74313363440879,-0.37189738762008956,2.9,-0.37122189649994414,2.6,-0.22105026811165532
1,MI,GRAND RAPIDS,2012-08,2.48,Refinancing of Apt,0.15374090909090915,2.3262590909090908,0.25156011109213566,0.18745454545454548,2.2925454545454547,0.2514658908190581,0.23783863636363634,2.2421613636363635,0.24740805070885932,0.3331136363636364,2.1468863636363635,0.24172900533604727,0.43259999999999993,2.0474,0.23647933138373547,0.7177749999999997,1.7622250000000004,0.21080127027426426,1.0426272727272727,1.4373727272727272,0.19096919578901256,0.09217391304347829,2.3878260869565215,0.26155907868564554,0.14043478260869566,2.3395652173913044,0.2533818822068643,0.18347826086956526,2.296521739130435,0.25777420638315646,0.7139130434782609,1.7660869565217392,0.43546793906621134,1.6782608695652175,0.8017391304347825,0.4316742505196289,2.3978260869565218,0.08217391304347821,0.2635952775948973,2.7708695652173914,-0.2908695652173914,0.22133818021175988,36601383816.48,0.31898016339414464,12022315813.7363,0.35132078772699166,90.2956809830492,-0.37189738762008956,3.1,-0.37122189649994414,2.1,-0.22105026811165532
2,MI,GRAND RAPIDS,2012-12,3.07,Refinancing of Apt,0.1631578947368421,2.906842105263158,0.25156011109213566,0.1875157894736842,2.8824842105263158,0.2514658908190581,0.21092631578947374,2.859073684210526,0.24740805070885932,0.2552894736842105,2.8147105263157894,0.24172900533604727,0.30947368421052623,2.7605263157894737,0.23647933138373547,0.5145657894736843,2.5554342105263155,0.21080127027426426,0.8483157894736841,2.2216842105263157,0.19096919578901256,0.039500000000000014,3.0305,0.26155907868564554,0.11950000000000005,2.9505,0.2533818822068643,0.1585,2.9114999999999998,0.25777420638315646,0.6960000000000001,2.3739999999999997,0.43546793906621134,1.7189999999999999,1.351,0.4316742505196289,2.4675000000000002,0.6024999999999996,0.2635952775948973,2.8835,0.18649999999999967,0.22133818021175988,38410438812.4053,0.31898016339414464,11080080767.5225,0.35132078772699166,88.920473853359,-0.37189738762008956,2.2,-0.37122189649994414,1.7,-0.22105026811165532
3,MI,GRAND RAPIDS,2013-07,4.2,Refinancing of Apt,0.12117913043478262,4.0788208695652175,0.25156011109213566,0.15611695652173913,4.043883043478261,0.2514658908190581,0.19111913043478265,4.008880869565218,0.24740805070885932,0.232388695652174,3.9676113043478263,0.24172900533604727,0.26758260869565215,3.932417391304348,0.23647933138373547,0.40307869565217386,3.7969213043478263,0.21080127027426426,0.6838491304347826,3.5161508695652177,0.19096919578901256,0.020909090909090912,4.17909090909091,0.26155907868564554,0.07363636363636367,4.126363636363637,0.2533818822068643,0.12181818181818184,4.078181818181818,0.25777420638315646,1.4031818181818183,2.796818181818182,0.43546793906621134,2.5822727272727275,1.6177272727272727,0.4316742505196289,3.3072727272727276,0.8927272727272726,0.2635952775948973,3.605,0.5950000000000002,0.22133818021175988,41507587847.7023,0.31898016339414464,10216278752.7557,0.35132078772699166,85.7873584996498,-0.37189738762008956,2.4,-0.37122189649994414,1.3,-0.22105026811165532
4,MI,GRAND RAPIDS,2013-08,3.6,Refinancing of Apt,0.11782999999999999,3.48217,0.25156011109213566,0.1493142857142857,3.4506857142857146,0.2514658908190581,0.1840704761904762,3.415929523809524,0.24740805070885932,0.22633523809523812,3.373664761904762,0.24172900533604727,0.2633952380952381,3.336604761904762,0.23647933138373547,0.3949285714285714,3.205071428571429,0.21080127027426426,0.6679499999999999,2.9320500000000003,0.19096919578901256,0.03681818181818183,3.5631818181818184,0.26155907868564554,0.07181818181818184,3.5281818181818183,0.2533818822068643,0.12681818181818183,3.473181818181818,0.25777420638315646,1.5204545454545455,2.0795454545454546,0.43546793906621134,2.7372727272727273,0.8627272727272728,0.4316742505196289,3.488181818181818,0.11181818181818226,0.2635952775948973,3.757727272727273,-0.15772727272727272,0.22133818021175988,41471481477.9035,0.31898016339414464,9473893018.88319,0.35132078772699166,88.4263020205016,-0.37189738762008956,2.7,-0.37122189649994414,1.3,-0.22105026811165532
5,MI,GRAND RAPIDS,2014-10,4.75,Refinancing of Apt,0.09059565217391304,4.659404347826087,0.25156011109213566,0.11953260869565213,4.6304673913043475,0.2514658908190581,0.15351739130434783,4.596482608695652,0.24740805070885932,0.1974043478260869,4.552595652173913,0.24172900533604727,0.2313760869565217,4.518623913043478,0.23647933138373547,0.3236195652173913,4.426380434782609,0.21080127027426426,0.5523869565217392,4.197613043478261,0.19096919578901256,0.020909090909090912,4.7290909090909095,0.26155907868564554,0.05045454545454548,4.699545454545454,0.2533818822068643,0.10454545454545458,4.6454545454545455,0.25777420638315646,1.5459090909090911,3.204090909090909,0.43546793906621134,2.304090909090909,2.445909090909091,0.4316742505196289,2.7731818181818184,1.9768181818181816,0.2635952775948973,3.039999999999999,1.7100000000000009,0.22133818021175988,44885858708.7515,0.31898016339414464,14245911418.8887,0.35132078772699166,80.33849809561521,-0.37189738762008956,1.7,-0.37122189649994414,1.0,-0.22105026811165532
6,MI,GRAND RAPIDS,2015-02,3.88,Refinancing of Apt,0.11784999999999998,3.76215,0.25156011109213566,0.13764249999999997,3.7423575,0.2514658908190581,0.17207499999999998,3.707925,0.24740805070885932,0.2121925,3.6678075,0.24172900533604727,0.25842,3.62158,0.23647933138373547,0.37596500000000005,3.504035,0.21080127027426426,0.6601375,3.2198624999999996,0.19096919578901256,0.017894736842105265,3.8621052631578947,0.26155907868564554,0.07105263157894741,3.8089473684210526,0.2533818822068643,0.22421052631578947,3.6557894736842105,0.25777420638315646,1.472631578947368,2.407368421052632,0.43546793906621134,1.9752631578947366,1.9047368421052633,0.4316742505196289,2.3384210526315794,1.5415789473684205,0.2635952775948973,2.566315789473684,1.3136842105263158,0.22133818021175988,45667781053.6763,0.31898016339414464,11835194000.8273,0.35132078772699166,83.34061286074021,-0.37189738762008956,1.8,-0.37122189649994414,0.9,-0.22105026811165532
7,MI,GRAND RAPIDS,2015-05,3.18,Refinancing of Apt,0.12315789473684212,3.0568421052631582,0.25156011109213566,0.14795,3.0320500000000004,0.2514658908190581,0.1842289473684211,2.995771052631579,0.24740805070885932,0.2296,2.9504,0.24172900533604727,0.2795368421052632,2.900463157894737,0.23647933138373547,0.41659473684210524,2.763405263157895,0.21080127027426426,0.7346236842105265,2.4453763157894737,0.19096919578901256,0.013000000000000001,3.1670000000000003,0.26155907868564554,0.07950000000000002,3.1005000000000003,0.2533818822068643,0.24100000000000002,2.939,0.25777420638315646,1.5385000000000002,1.6415,0.43546793906621134,2.1975000000000002,0.9824999999999999,0.4316742505196289,2.692,0.488,0.2635952775948973,2.9550000000000005,0.22499999999999964,0.22133818021175988,47036055605.935,0.31898016339414464,11834405659.8436,0.35132078772699166,82.89218119322959,-0.37189738762008956,2.1,-0.37122189649994414,0.7,-0.22105026811165532
8,MI,GRAND RAPIDS,2015-08,4.15,Refinancing of Apt,0.13010000000000005,4.019900000000001,0.25156011109213566,0.151965,3.9980350000000002,0.2514658908190581,0.1967275,3.9532725,0.24740805070885932,0.2610100000000001,3.88899,0.24172900533604727,0.3207975,3.8292025000000005,0.23647933138373547,0.5193599999999999,3.6306400000000005,0.21080127027426426,0.8364375,3.3135625000000006,0.19096919578901256,0.03523809523809525,4.114761904761905,0.26155907868564554,0.22000000000000006,3.93,0.2533818822068643,0.3757142857142857,3.7742857142857145,0.25777420638315646,1.5414285714285714,2.608571428571429,0.43546793906621134,2.167142857142857,1.9828571428571435,0.4316742505196289,2.5466666666666664,1.603333333333334,0.2635952775948973,2.8557142857142854,1.294285714285715,0.22133818021175988,48668534366.8701,0.31898016339414464,11758109185.709,0.35132078772699166,81.9752078939728,-0.37189738762008956,2.0,-0.37122189649994414,0.8,-0.22105026811165532
9,MI,GRAND RAPIDS,2016-01,3.67,Refinancing of Apt,0.36607999999999996,3.3039199999999997,0.25156011109213566,0.387725,3.282275,0.2514658908190581,0.42545,3.24455,0.24740805070885932,0.5163949999999999,3.1536049999999998,0.24172900533604727,0.6195525000000001,3.0504474999999998,0.23647933138373547,0.8560224999999999,2.8139775,0.21080127027426426,1.1534299999999997,2.51657,0.19096919578901256,0.22736842105263158,3.4426315789473683,0.26155907868564554,0.43473684210526314,3.2352631578947366,0.2533818822068643,0.5431578947368422,3.1268421052631576,0.25777420638315646,1.5184210526315787,2.1515789473684213,0.43546793906621134,2.085263157894737,1.5847368421052628,0.4316742505196289,2.4889473684210524,1.1810526315789476,0.2635952775948973,2.8584210526315785,0.8115789473684214,0.22133818021175988,48291644449.3811,0.31898016339414464,11362184412.0981,0.35132078772699166,84.0267577476249,-0.37189738762008956,1.6,-0.37122189649994414,0.6,-0.22105026811165532
