,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-4),Corr with auto_vol(-4),student_vol(4),Corr with student_vol(4),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(3),Corr with mortgage 90(3),long,lat
0,2010-12,WV,MARTINSBURG,2010-12,4.4,"(-77.962563, 39.453365999999995)",25401,12495.18,Refinancing of Apt,0.24122190476190472,-0.7614830732301834,0.25412380952380953,-0.76394033947022,0.26178857142857137,-0.7745711252055469,0.28196571428571415,-0.7840226145432565,0.30272333333333334,-0.7928251828299195,0.4583942857142857,-0.787026965399936,0.7839004761904763,-0.755757293393518,0.0854166666666667,-0.7713613745149566,0.19333333333333338,-0.7773547775462517,0.2937499999999999,-0.7995164996980191,1.9429166666666664,0.30509891746840284,3.2949999999999995,0.7397627974807454,4.173333333333333,0.785133642421663,4.415,0.8347266733476073,29160609360.1217,-0.9151183068480426,15995126134.7035,0.9193145699814527,94.51558950569391,0.888304621492581,4.7,0.9512421640297739,5.1,0.9235675263990923,-77.962563,39.453365999999995
1,2015-07,WV,MARTINSBURG,2015-07,3.55,"(-77.979403, 39.478696)",25401,69296.1,Refinancing of Apt,0.1263,-0.7614830732301834,0.1488782608695652,-0.76394033947022,0.1881586956521739,-0.7745711252055469,0.23940652173913043,-0.7840226145432565,0.29066956521739135,-0.7928251828299195,0.46192391304347824,-0.787026965399936,0.7858413043478262,-0.755757293393518,0.030000000000000002,-0.7713613745149566,0.11636363636363636,-0.7773547775462517,0.2968181818181819,-0.7995164996980191,1.632272727272727,0.30509891746840284,2.3245454545454547,0.7397627974807454,2.7663636363636357,0.785133642421663,3.066363636363636,0.8347266733476073,47944164595.1044,-0.9151183068480426,10798655053.3939,0.9193145699814527,79.25862065623551,0.888304621492581,3.2,0.9512421640297739,2.4,0.9235675263990923,-77.979403,39.478696
2,2016-06,WV,MARTINSBURG,2016-06,3.87,"(-77.955463, 39.478584999999995)",25404,79327.75,Refinancing of Apt,0.3904409090909091,-0.7614830732301834,0.41572500000000007,-0.76394033947022,0.4527090909090909,-0.7745711252055469,0.5394386363636363,-0.7840226145432565,0.6516204545454546,-0.7928251828299195,0.9360386363636366,-0.787026965399936,1.2592227272727274,-0.755757293393518,0.22136363636363632,-0.7713613745149566,0.40409090909090906,-0.7773547775462517,0.5522727272727272,-0.7995164996980191,1.1663636363636367,0.30509891746840284,1.6440909090909095,0.7397627974807454,2.019090909090909,0.785133642421663,2.452272727272727,0.8347266733476073,48927223434.2447,-0.9151183068480426,11692339154.1207,0.9193145699814527,83.5754036116387,0.888304621492581,3.3,0.9512421640297739,2.1,0.9235675263990923,-77.955463,39.478584999999995
3,2017-05,WV,MARTINSBURG,2017-05,3.49,"(-77.96029, 39.478053)",25404,13702.02,Refinancing of Apt,0.9286509523809523,-0.7614830732301834,0.9479980952380954,-0.76394033947022,1.0114261904761905,-0.7745711252055469,1.0843647619047618,-0.7840226145432565,1.185849523809524,-0.7928251828299195,1.424545714285714,-0.787026965399936,1.7495038095238098,-0.755757293393518,0.7281818181818184,-0.7713613745149566,1.035,-0.7773547775462517,1.1227272727272726,-0.7995164996980191,1.836818181818182,0.30509891746840284,2.3036363636363633,0.7397627974807454,2.695909090909091,0.785133642421663,2.9590909090909094,0.8347266733476073,49588706606.1033,-0.9151183068480426,11813706431.8634,0.9193145699814527,84.4501908643932,0.888304621492581,3.1,0.9512421640297739,1.2,0.9235675263990923,-77.96029,39.478053
