,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol,Corr with auto_vol,student_vol(-4),Corr with student_vol(-4),credit_tightness,Corr with credit_tightness,mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90(-4),Corr with mortgage 90(-4),long,lat
0,2009-12,IL,ROCK ISLAND,2009-12,4.5,"(-90.73112900000001, 40.746965)",56635.92,Refinancing of Apt,0.17885714285714288,-0.20611188084122414,0.2141833333333333,-0.22475990534486506,0.23288904761904766,-0.24564377683911934,0.24197238095238102,-0.26075049436157133,0.2530461904761905,-0.2862321014693728,0.4528776190476191,-0.3306662889237968,0.9993009523809523,-0.36172066753638243,0.03181818181818183,-0.17260666260314728,0.16772727272727275,-0.2368955629841846,0.37136363636363634,-0.28346003460796526,2.3404545454545453,0.2038126762960075,3.589999999999999,0.5650324649221266,4.399545454545455,0.5838672585924932,4.494090909090908,0.61427997631414,25435545396.8332,-0.3656353969283831,12931336765.2583,-0.55481113211351,96.94128995699529,-0.21877826261058192,2.6,0.9435879672249908,2.6,0.5429951360080543,-90.73112900000001,40.746965
1,2011-11,IL,ROCK ISLAND,2011-11,3.59,"(-90.56260999999999, 41.491665000000005)",23348.53,Refinancing of Apt,0.14255090909090912,-0.20611188084122414,0.19244863636363635,-0.22475990534486506,0.2536463636363637,-0.24564377683911934,0.3593790909090909,-0.26075049436157133,0.47529181818181826,-0.2862321014693728,0.6805422727272729,-0.3306662889237968,1.000305,-0.36172066753638243,0.013999999999999999,-0.17260666260314728,0.04650000000000002,-0.2368955629841846,0.11200000000000002,-0.28346003460796526,0.908,0.2038126762960075,2.0134999999999996,0.5650324649221266,2.7180000000000004,0.5838672585924932,3.0155000000000003,0.61427997631414,34825519831.2788,-0.3656353969283831,13238482167.5647,-0.55481113211351,90.35087768078328,-0.21877826261058192,2.2,0.9435879672249908,2.3,0.5429951360080543,-90.56260999999999,41.491665000000005
2,2014-04,IL,ROCK ISLAND,2014-04,4.55,"(-90.572776, 41.509609000000005)",26070.59,Refinancing of Apt,0.08864000000000001,-0.20611188084122414,0.120115,-0.22475990534486506,0.1517,-0.24564377683911934,0.1918625,-0.26075049436157133,0.227495,-0.2862321014693728,0.32422500000000004,-0.3306662889237968,0.550005,-0.36172066753638243,0.023333333333333345,-0.17260666260314728,0.05333333333333336,-0.2368955629841846,0.10761904761904763,-0.28346003460796526,1.7009523809523805,0.2038126762960075,2.705238095238095,0.5650324649221266,3.265238095238095,0.5838672585924932,3.5176190476190476,0.61427997631414,44109559396.2995,-0.3656353969283831,9402239044.86975,-0.55481113211351,82.56600445924391,-0.21877826261058192,2.5,0.9435879672249908,1.8,0.5429951360080543,-90.572776,41.509609000000005
3,2014-06,IL,ROCK ISLAND,2014-06,4.6,"(-90.5787, 41.5095)",15800.33,Refinancing of Apt,0.09278571428571428,-0.20611188084122414,0.12241428571428574,-0.22475990534486506,0.1523738095238095,-0.24564377683911934,0.19377380952380954,-0.26075049436157133,0.2309452380952381,-0.2862321014693728,0.32388809523809525,-0.3306662889237968,0.5421714285714285,-0.36172066753638243,0.024285714285714296,-0.17260666260314728,0.06047619047619051,-0.2368955629841846,0.10476190476190479,-0.28346003460796526,1.679047619047619,0.2038126762960075,2.5985714285714288,0.5650324649221266,3.1533333333333333,0.5838672585924932,3.4199999999999995,0.61427997631414,43938467193.2505,-0.3656353969283831,10011024566.6146,-0.55481113211351,81.9669757663089,-0.21877826261058192,2.6,0.9435879672249908,1.8,0.5429951360080543,-90.5787,41.5095
4,2017-12,IL,ROCK ISLAND,2017-12,3.14,"(-90.58666, 41.477455)",17621.5,Refinancing of Apt,1.3144094736842107,-0.20611188084122414,1.3913115789473685,-0.22475990534486506,1.4850410526315792,-0.24564377683911934,1.5354463157894738,-0.26075049436157133,1.6017521052631578,-0.2862321014693728,1.7680373684210524,-0.3306662889237968,2.0434931578947366,-0.36172066753638243,1.204,-0.17260666260314728,1.4950000000000003,-0.2368955629841846,1.7005,-0.28346003460796526,2.1819999999999995,0.2038126762960075,2.4025,0.5650324649221266,2.5970000000000004,0.5838672585924932,2.768,0.61427997631414,50617906919.2487,-0.3656353969283831,12103218541.1776,-0.55481113211351,88.55316323110772,-0.21877826261058192,1.5,0.9435879672249908,0.9,0.5429951360080543,-90.58666,41.477455
