,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(2),Corr with auto_vol(2),student_vol(2),Corr with student_vol(2),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90(-2),Corr with mortgage 90(-2)
0,2010-01,OH,TOLEDO,2010-01,4.0,"(-83.662965, 41.60125)",7317.49,Refinancing of Apt,0.172129,0.20978251710586981,0.207845,0.21117849044414888,0.23159750000000004,0.2125426811948555,0.24093950000000003,0.21132784093342166,0.25011950000000005,0.20106292062454073,0.39936099999999997,0.14186218975070103,0.8985025,0.11367700879089046,0.022631578947368423,0.25661009416940145,0.14842105263157898,0.22896739814195147,0.3457894736842104,0.23693283232306128,2.4842105263157896,0.491048366624494,3.7331578947368427,0.517017412545002,4.501578947368422,0.4065910761487112,4.604736842105263,0.35438875019011173,27482962505.147003,0.17456468515059326,14217328271.8582,0.6178726431915711,99.0214107435932,-0.4897604256155553,3.7,-0.35141540832359003,3.8,0.15089597467213042
1,2010-09,OH,TOLEDO,2010-09,3.55,"(-83.6295927, 41.683406299999994)",14708.28,Refinancing of Apt,0.22657136363636363,0.20978251710586981,0.251059090909091,0.21117849044414888,0.25699454545454536,0.2125426811948555,0.2738163636363636,0.21132784093342166,0.2913659090909092,0.20106292062454073,0.4777727272727273,0.14186218975070103,0.8043745454545456,0.11367700879089046,0.1166666666666667,0.25661009416940145,0.19333333333333336,0.22896739814195147,0.2566666666666666,0.23693283232306128,1.4104761904761904,0.491048366624494,2.6476190476190475,0.517017412545002,3.4690476190476183,0.4065910761487112,3.773333333333333,0.35438875019011173,30207558860.6451,0.17456468515059326,11082139451.8714,0.6178726431915711,94.7176548951663,-0.4897604256155553,3.9,-0.35141540832359003,3.3,0.15089597467213042
2,2012-03,OH,TOLEDO,2012-03,4.0,"(-83.655721, 41.619597999999996)",4635.7,Refinancing of Apt,0.14720000000000003,0.20978251710586981,0.1893409090909091,0.21117849044414888,0.24185227272727275,0.2125426811948555,0.35079999999999995,0.21132784093342166,0.4732886363636363,0.20106292062454073,0.741275,0.14186218975070103,1.0534477272727274,0.11367700879089046,0.06363636363636366,0.25661009416940145,0.14227272727272727,0.22896739814195147,0.19000000000000003,0.23693283232306128,1.0172727272727273,0.491048366624494,2.1727272727272724,0.517017412545002,2.9404545454545454,0.4065910761487112,3.281363636363636,0.35438875019011173,36777908030.9335,0.17456468515059326,12770391029.1034,0.6178726431915711,89.56768058609659,-0.4897604256155553,3.4,-0.35141540832359003,3.5,0.15089597467213042
3,2012-06,OH,TOLEDO,2012-06,3.65,"(-83.668701, 41.651643)",15112.41,Refinancing of Apt,0.163,0.20978251710586981,0.19464736842105262,0.21117849044414888,0.24319736842105263,0.2125426811948555,0.3459342105263157,0.21132784093342166,0.46558684210526313,0.20106292062454073,0.7364000000000004,0.14186218975070103,1.0691894736842107,0.11367700879089046,0.05190476190476193,0.25661009416940145,0.14809523809523809,0.22896739814195147,0.18904761904761905,0.23693283232306128,0.7114285714285714,0.491048366624494,1.6223809523809525,0.517017412545002,2.3061904761904763,0.4065910761487112,2.698095238095238,0.35438875019011173,37160101000.5239,0.17456468515059326,11986368496.8635,0.6178726431915711,89.513287195688,-0.4897604256155553,3.4,-0.35141540832359003,3.0,0.15089597467213042
4,2012-07,OH,TOLEDO,2012-07,3.5,"(-83.68625300000001, 41.667234)",3850.22,Refinancing of Apt,0.16720454545454547,0.20978251710586981,0.19873636363636368,0.21117849044414888,0.24646136363636365,0.2125426811948555,0.34024999999999994,0.21132784093342166,0.4535545454545455,0.20106292062454073,0.7302181818181818,0.14186218975070103,1.0653181818181816,0.11367700879089046,0.06952380952380956,0.25661009416940145,0.14571428571428574,0.22896739814195147,0.18571428571428572,0.23693283232306128,0.6195238095238095,0.491048366624494,1.5266666666666664,0.517017412545002,2.217142857142857,0.4065910761487112,2.5900000000000003,0.35438875019011173,37571290060.6541,0.17456468515059326,11631947675.6117,0.6178726431915711,90.37816904639429,-0.4897604256155553,3.4,-0.35141540832359003,2.9,0.15089597467213042
5,2012-08,OH,TOLEDO,2012-08,2.75,"(-83.705488, 41.642185)",14102.28,Refinancing of Apt,0.15374090909090915,0.20978251710586981,0.18745454545454548,0.21117849044414888,0.23783863636363634,0.2125426811948555,0.3331136363636364,0.21132784093342166,0.43259999999999993,0.20106292062454073,0.7177749999999997,0.14186218975070103,1.0426272727272727,0.11367700879089046,0.09217391304347829,0.25661009416940145,0.14043478260869566,0.22896739814195147,0.18347826086956526,0.23693283232306128,0.7139130434782609,0.491048366624494,1.6782608695652175,0.517017412545002,2.3978260869565218,0.4065910761487112,2.7708695652173914,0.35438875019011173,37685204803.0042,0.17456468515059326,12022315813.7363,0.6178726431915711,90.2956809830492,-0.4897604256155553,3.8,-0.35141540832359003,2.7,0.15089597467213042
6,2013-04,OH,TOLEDO,2013-04,3.39,"(-83.626427, 41.696769)",11127.69,Refinancing of Apt,0.1539047619047619,0.20978251710586981,0.17210476190476193,0.21117849044414888,0.19953333333333334,0.2125426811948555,0.24005714285714277,0.21132784093342166,0.27714285714285714,0.20106292062454073,0.4360190476190476,0.14186218975070103,0.7168333333333334,0.11367700879089046,0.049090909090909116,0.25661009416940145,0.09409090909090913,0.22896739814195147,0.12454545454545456,0.23693283232306128,0.7104545454545454,0.491048366624494,1.7590909090909093,0.517017412545002,2.5500000000000003,0.4065910761487112,2.9327272727272726,0.35438875019011173,41507587847.7023,0.17456468515059326,9260696074.4491,0.6178726431915711,90.32258801944451,-0.4897604256155553,3.2,-0.35141540832359003,3.0,0.15089597467213042
7,2013-12,OH,TOLEDO,2013-12,4.475,"(-83.66792099999999, 41.596035)",20198.08,Refinancing of Apt,0.10022500000000001,0.20978251710586981,0.1273025,0.21117849044414888,0.16723,0.2125426811948555,0.2127325,0.21132784093342166,0.24389749999999996,0.20106292062454073,0.34639499999999995,0.14186218975070103,0.579045,0.11367700879089046,0.019047619047619053,0.25661009416940145,0.09523809523809526,0.22896739814195147,0.13285714285714287,0.23693283232306128,1.5761904761904764,0.491048366624494,2.901904761904762,0.517017412545002,3.6266666666666674,0.4065910761487112,3.889047619047619,0.35438875019011173,43204378466.7468,0.17456468515059326,10011024566.6146,0.6178726431915711,80.910251046009,-0.4897604256155553,2.2,-0.35141540832359003,2.8,0.15089597467213042
8,2014-10,OH,TOLEDO,2014-10,4.45,"(-83.557693, 41.662896999999994)",7773.95,Refinancing of Apt,0.09059565217391304,0.20978251710586981,0.11953260869565213,0.21117849044414888,0.15351739130434783,0.2125426811948555,0.1974043478260869,0.21132784093342166,0.2313760869565217,0.20106292062454073,0.3236195652173913,0.14186218975070103,0.5523869565217392,0.11367700879089046,0.020909090909090912,0.25661009416940145,0.05045454545454548,0.22896739814195147,0.10454545454545458,0.23693283232306128,1.5459090909090911,0.491048366624494,2.304090909090909,0.517017412545002,2.7731818181818184,0.4065910761487112,3.039999999999999,0.35438875019011173,45241950015.4561,0.17456468515059326,14245911418.8887,0.6178726431915711,80.33849809561521,-0.4897604256155553,2.6,-0.35141540832359003,1.9,0.15089597467213042
9,2015-01,OH,TOLEDO,2015-01,4.25,"(-83.567983, 41.652724)",15627.67,Refinancing of Apt,0.11871428571428574,0.20978251710586981,0.1349785714285714,0.21117849044414888,0.16807857142857144,0.2125426811948555,0.2135952380952381,0.21132784093342166,0.2543190476190476,0.20106292062454073,0.35825714285714294,0.14186218975070103,0.6221666666666666,0.11367700879089046,0.018000000000000006,0.25661009416940145,0.08300000000000003,0.22896739814195147,0.19549999999999998,0.23693283232306128,1.3744999999999998,0.491048366624494,1.8814999999999997,0.517017412545002,2.199,0.4065910761487112,2.455,0.35438875019011173,47944164595.1044,0.17456468515059326,12019442988.8631,0.6178726431915711,79.25862065623551,-0.4897604256155553,2.4,-0.35141540832359003,1.8,0.15089597467213042
