,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(2),Corr with auto_vol(2),student_vol(-3),Corr with student_vol(-3),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(3),Corr with mortgage 90(3)
0,MD,WASHINGTON,2013-09,4.35,All,0.11272380952380952,4.23727619047619,-0.27103616482752635,0.14323238095238094,4.206767619047619,-0.14432066502209862,0.18057476190476196,4.169425238095238,-0.09607969949232785,0.22133904761904755,4.128660952380952,-0.08129418579056644,0.2531785714285715,4.096821428571428,-0.1257420268000175,0.38033809523809525,3.9696619047619044,-0.12192727615150609,0.6526857142857143,3.6973142857142856,-0.20023217893179948,0.017500000000000005,4.3325,0.1321590684230836,0.04150000000000001,4.3084999999999996,-0.10254233508705296,0.11850000000000002,4.2315,-0.2597713050710002,1.5959999999999999,2.7539999999999996,-0.011668958210813865,2.8095,1.5404999999999998,0.47178128573232614,3.526,0.8239999999999998,0.5081686315236115,3.7870000000000004,0.5629999999999993,0.5170494521998877,41658198449.9001,-0.6495648446237247,9260696074.4491,-0.742904194602855,89.95115518901541,0.6726111413193233,2.2,0.7465250478391461,3.3,0.606929616620199
1,MD,WASHINGTON,2014-03,3.99,All,0.0888,3.9012000000000002,-0.27103616482752635,0.1207452380952381,3.869254761904762,-0.14432066502209862,0.15488333333333335,3.835116666666667,-0.09607969949232785,0.19711666666666672,3.7928833333333336,-0.08129418579056644,0.23409761904761903,3.755902380952381,-0.1257420268000175,0.33106666666666673,3.6589333333333336,-0.12192727615150609,0.5571428571428573,3.432857142857143,-0.20023217893179948,0.051428571428571455,3.9385714285714286,0.1321590684230836,0.07857142857142858,3.9114285714285715,-0.10254233508705296,0.1280952380952381,3.861904761904762,-0.2597713050710002,1.6395238095238096,2.350476190476191,-0.011668958210813865,2.7233333333333327,1.2666666666666675,0.47178128573232614,3.3466666666666667,0.6433333333333335,0.5081686315236115,3.6209523809523807,0.3690476190476195,0.5170494521998877,44462292713.4678,-0.6495648446237247,9402239044.86975,-0.742904194602855,85.3165844012547,0.6726111413193233,2.3,0.7465250478391461,2.8,0.606929616620199
2,MD,WASHINGTON,2014-05,4.2,All,0.08842000000000001,4.11158,-0.27103616482752635,0.1198375,4.0801625,-0.14432066502209862,0.15035749999999998,4.0496425,-0.09607969949232785,0.1914675,4.0085325,-0.08129418579056644,0.22609000000000004,3.97391,-0.1257420268000175,0.3231200000000001,3.87688,-0.12192727615150609,0.537955,3.662045,-0.20023217893179948,0.026666666666666665,4.173333333333334,0.1321590684230836,0.05190476190476192,4.148095238095238,-0.10254233508705296,0.0966666666666667,4.1033333333333335,-0.2597713050710002,1.5928571428571427,2.6071428571428577,-0.011668958210813865,2.559047619047619,1.6409523809523812,0.47178128573232614,3.1152380952380954,1.0847619047619048,0.5081686315236115,3.3899999999999997,0.8100000000000005,0.5170494521998877,44931729222.7983,-0.6495648446237247,10011024566.6146,-0.742904194602855,83.69462947740479,0.6726111413193233,2.1,0.7465250478391461,2.7,0.606929616620199
3,MD,WASHINGTON,2014-06,3.62,All,0.09278571428571428,3.527214285714286,-0.27103616482752635,0.12241428571428574,3.4975857142857145,-0.14432066502209862,0.1523738095238095,3.4676261904761905,-0.09607969949232785,0.19377380952380954,3.4262261904761906,-0.08129418579056644,0.2309452380952381,3.389054761904762,-0.1257420268000175,0.32388809523809525,3.2961119047619047,-0.12192727615150609,0.5421714285714285,3.0778285714285714,-0.20023217893179948,0.024285714285714296,3.5957142857142856,0.1321590684230836,0.06047619047619051,3.5595238095238098,-0.10254233508705296,0.10476190476190479,3.5152380952380953,-0.2597713050710002,1.679047619047619,1.9409523809523812,-0.011668958210813865,2.5985714285714288,1.0214285714285714,0.47178128573232614,3.1533333333333333,0.4666666666666668,0.5081686315236115,3.4199999999999995,0.20000000000000062,0.5170494521998877,45277214883.1472,-0.6495648446237247,10653400066.5467,-0.742904194602855,80.910251046009,0.6726111413193233,1.9,0.7465250478391461,2.6,0.606929616620199
4,MD,WASHINGTON,2014-07,4.08,All,0.09286956521739129,3.9871304347826086,-0.27103616482752635,0.12270652173913045,3.9572934782608695,-0.14432066502209862,0.15438695652173914,3.925613043478261,-0.09607969949232785,0.1955586956521739,3.8844413043478263,-0.08129418579056644,0.23417391304347826,3.8458260869565217,-0.1257420268000175,0.32826086956521744,3.7517391304347827,-0.12192727615150609,0.5557695652173912,3.524230434782609,-0.20023217893179948,0.024090909090909093,4.055909090909091,0.1321590684230836,0.059545454545454575,4.0204545454545455,-0.10254233508705296,0.11136363636363639,3.9686363636363637,-0.2597713050710002,1.699545454545455,2.380454545454545,-0.011668958210813865,2.542272727272727,1.537727272727273,0.47178128573232614,3.071363636363636,1.0086363636363642,0.5081686315236115,3.3318181818181816,0.7481818181818185,0.5170494521998877,44885858708.7515,-0.6495648446237247,11032404366.8063,-0.742904194602855,82.56600445924391,0.6726111413193233,2.1,0.7465250478391461,2.5,0.606929616620199
5,MD,WASHINGTON,2014-09,3.705,All,0.09027272727272727,3.614727272727273,-0.27103616482752635,0.12087045454545454,3.5841295454545454,-0.14432066502209862,0.15410454545454544,3.5508954545454547,-0.09607969949232785,0.19699999999999998,3.508,-0.08129418579056644,0.23403181818181817,3.470968181818182,-0.1257420268000175,0.32999090909090917,3.375009090909091,-0.12192727615150609,0.5770545454545455,3.1279454545454546,-0.20023217893179948,0.01142857142857143,3.6935714285714285,0.1321590684230836,0.04380952380952382,3.6611904761904763,-0.10254233508705296,0.10952380952380954,3.5954761904761905,-0.2597713050710002,1.7738095238095242,1.931190476190476,-0.011668958210813865,2.5342857142857147,1.1707142857142854,0.47178128573232614,3.0133333333333328,0.6916666666666673,0.5081686315236115,3.26,0.4450000000000003,0.5170494521998877,44940573200.2924,-0.6495648446237247,10121843859.6075,-0.742904194602855,81.9669757663089,0.6726111413193233,2.1,0.7465250478391461,2.5,0.606929616620199
6,MD,WASHINGTON,2014-11,3.97,All,0.09656999999999999,3.8734300000000004,-0.27103616482752635,0.12222499999999999,3.8477750000000004,-0.14432066502209862,0.1548075,3.8151925,-0.09607969949232785,0.20246,3.7675400000000003,-0.08129418579056644,0.23286250000000003,3.7371375000000002,-0.1257420268000175,0.32679500000000006,3.643205,-0.12192727615150609,0.56206,3.40794,-0.20023217893179948,0.04166666666666668,3.9283333333333337,0.1321590684230836,0.06944444444444448,3.9005555555555556,-0.10254233508705296,0.13444444444444448,3.8355555555555556,-0.2597713050710002,1.6205555555555557,2.3494444444444444,-0.011668958210813865,2.325555555555556,1.6444444444444444,0.47178128573232614,2.7644444444444445,1.2055555555555557,0.5081686315236115,3.038333333333333,0.9316666666666671,0.5170494521998877,45667781053.6763,-0.6495648446237247,11117378455.0815,-0.742904194602855,81.06604477988621,0.6726111413193233,2.1,0.7465250478391461,2.3,0.606929616620199
7,MD,WASHINGTON,2015-02,4.0,All,0.11784999999999998,3.88215,-0.27103616482752635,0.13764249999999997,3.8623575,-0.14432066502209862,0.17207499999999998,3.827925,-0.09607969949232785,0.2121925,3.7878075,-0.08129418579056644,0.25842,3.74158,-0.1257420268000175,0.37596500000000005,3.624035,-0.12192727615150609,0.6601375,3.3398624999999997,-0.20023217893179948,0.017894736842105265,3.982105263157895,0.1321590684230836,0.07105263157894741,3.9289473684210527,-0.10254233508705296,0.22421052631578947,3.7757894736842106,-0.2597713050710002,1.472631578947368,2.527368421052632,-0.011668958210813865,1.9752631578947366,2.0247368421052636,0.47178128573232614,2.3384210526315794,1.6615789473684206,0.5081686315236115,2.566315789473684,1.433684210526316,0.5170494521998877,47036055605.935,-0.6495648446237247,11357071284.6333,-0.742904194602855,82.72786465890579,0.6726111413193233,2.0,0.7465250478391461,2.1,0.606929616620199
8,MD,WASHINGTON,2015-03,3.305,All,0.12134999999999999,3.18365,-0.27103616482752635,0.14022954545454547,3.1647704545454545,-0.14432066502209862,0.17560000000000003,3.1294,-0.09607969949232785,0.21958181818181813,3.085418181818182,-0.08129418579056644,0.26829772727272727,3.0367022727272728,-0.1257420268000175,0.39945,2.9055500000000003,-0.12192727615150609,0.700025,2.604975,-0.20023217893179948,0.02272727272727273,3.2822727272727272,0.1321590684230836,0.11000000000000001,3.1950000000000003,-0.10254233508705296,0.25363636363636366,3.0513636363636367,-0.2597713050710002,1.5190909090909088,1.7859090909090913,-0.011668958210813865,2.042727272727273,1.2622727272727272,0.47178128573232614,2.4068181818181817,0.8981818181818184,0.5081686315236115,2.626363636363636,0.6786363636363641,0.5170494521998877,47692027772.9219,-0.6495648446237247,14245911418.8887,-0.742904194602855,82.4770523961592,0.6726111413193233,1.9,0.7465250478391461,2.1,0.606929616620199
9,MD,WASHINGTON,2015-07,3.5,All,0.1263,3.3737,-0.27103616482752635,0.1488782608695652,3.3511217391304347,-0.14432066502209862,0.1881586956521739,3.3118413043478263,-0.09607969949232785,0.23940652173913043,3.2605934782608696,-0.08129418579056644,0.29066956521739135,3.2093304347826086,-0.1257420268000175,0.46192391304347824,3.0380760869565218,-0.12192727615150609,0.7858413043478262,2.714158695652174,-0.20023217893179948,0.030000000000000002,3.47,0.1321590684230836,0.11636363636363636,3.3836363636363638,-0.10254233508705296,0.2968181818181819,3.203181818181818,-0.2597713050710002,1.632272727272727,1.867727272727273,-0.011668958210813865,2.3245454545454547,1.1754545454545453,0.47178128573232614,2.7663636363636357,0.7336363636363643,0.5081686315236115,3.066363636363636,0.43363636363636404,0.5170494521998877,49379202635.7798,-0.6495648446237247,11835194000.8273,-0.742904194602855,79.25862065623551,0.6726111413193233,1.9,0.7465250478391461,1.9,0.606929616620199
