,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(1),Corr with auto_vol(1),student_vol(2),Corr with student_vol(2),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(4),Corr with mortgage 90(4)
0,2010-11,CA,SAN FRANCISCO,2010-11,5.38,"(-122.463, 37.7648)",54240.33,All,0.22869727272727272,-0.1697564553911795,0.24913818181818187,-0.1598815360689047,0.2541922727272727,-0.14583378148178397,0.27004181818181816,-0.12069055140159483,0.2871204545454545,-0.08908481994452415,0.44597000000000014,-0.056305767690691844,0.7651345454545454,-0.027066809085110246,0.13400000000000004,-0.16875234787307064,0.182,-0.16858331230333948,0.25200000000000006,-0.15633908451548675,1.35,-0.06384780653842927,2.7630000000000003,0.08582010660556223,3.817999999999999,0.12534525687080486,4.186,0.13126668838548244,31044830349.9256,-0.2387491365355225,11568364841.7538,0.3636661291108751,93.74313363440879,0.1908470346901784,2.0,0.3021286568462571,4.1,0.2878354114562473
1,2010-12,CA,SAN FRANCISCO,2010-12,3.59,"(-122.435, 37.7805)",47892.22,All,0.24122190476190472,-0.1697564553911795,0.25412380952380953,-0.1598815360689047,0.26178857142857137,-0.14583378148178397,0.28196571428571415,-0.12069055140159483,0.30272333333333334,-0.08908481994452415,0.4583942857142857,-0.056305767690691844,0.7839004761904763,-0.027066809085110246,0.0854166666666667,-0.16875234787307064,0.19333333333333338,-0.16858331230333948,0.2937499999999999,-0.15633908451548675,1.9429166666666664,-0.06384780653842927,3.2949999999999995,0.08582010660556223,4.173333333333333,0.12534525687080486,4.415,0.13126668838548244,31618591270.7387,-0.2387491365355225,11726514214.1317,0.3636661291108751,91.59671843464591,0.1908470346901784,1.9,0.3021286568462571,4.1,0.2878354114562473
2,2011-04,CA,SAN FRANCISCO,2011-04,4.23,"(-122.41136100000001, 37.783390999999995)",12503.69,All,0.14759444444444447,-0.1697564553911795,0.19237777777777781,-0.1598815360689047,0.22143500000000005,-0.14583378148178397,0.25190277777777786,-0.12069055140159483,0.28138222222222226,-0.08908481994452415,0.44229888888888896,-0.056305767690691844,0.7700555555555555,-0.027066809085110246,0.029500000000000005,-0.16875234787307064,0.11950000000000002,-0.16858331230333948,0.24650000000000002,-0.15633908451548675,2.169,-0.06384780653842927,3.4549999999999996,0.08582010660556223,4.276000000000001,0.12534525687080486,4.5015,0.13126668838548244,31041077337.2648,-0.2387491365355225,12472473242.0863,0.3636661291108751,90.5649414475864,0.1908470346901784,1.9,0.3021286568462571,3.4,0.2878354114562473
3,2011-07,CA,SAN FRANCISCO,2011-07,4.4,"(-122.391347, 37.786598)",310208.51,All,0.12388095238095237,-0.1697564553911795,0.1598857142857143,-0.1598815360689047,0.18661904761904766,-0.14583378148178397,0.2182333333333334,-0.12069055140159483,0.24991190476190472,-0.08908481994452415,0.41392857142857137,-0.056305767690691844,0.7452261904761905,-0.027066809085110246,0.037500000000000006,-0.16875234787307064,0.08400000000000002,-0.16858331230333948,0.185,-0.15633908451548675,1.541,-0.06384780653842927,3.003,0.08582010660556223,3.9475000000000002,0.12534525687080486,4.2705,0.13126668838548244,31754785132.2305,-0.2387491365355225,11655650147.2578,0.3636661291108751,91.3646878868074,0.1908470346901784,1.9,0.3021286568462571,3.2,0.2878354114562473
4,2011-10,CA,SAN FRANCISCO,2011-10,3.65,"(-122.47215, 37.71212)",162417.17,All,0.1416352380952381,-0.1697564553911795,0.19074095238095234,-0.1598815360689047,0.24373904761904758,-0.14583378148178397,0.3185252380952381,-0.12069055140159483,0.4064785714285714,-0.08908481994452415,0.59521,-0.056305767690691844,0.9086428571428572,-0.027066809085110246,0.013500000000000003,-0.16875234787307064,0.05450000000000003,-0.16858331230333948,0.1145,-0.15633908451548675,1.0614999999999999,-0.06384780653842927,2.1519999999999997,0.08582010660556223,2.8695,0.12534525687080486,3.128,0.13126668838548244,34825519831.2788,-0.2387491365355225,11508699084.1195,0.3636661291108751,90.7743282432688,0.1908470346901784,1.9,0.3021286568462571,3.1,0.2878354114562473
5,2011-11,CA,SAN FRANCISCO,2011-11,3.83,"(28.2251325, -26.0301375)",160075.25,All,0.14255090909090912,-0.1697564553911795,0.19244863636363635,-0.1598815360689047,0.2536463636363637,-0.14583378148178397,0.3593790909090909,-0.12069055140159483,0.47529181818181826,-0.08908481994452415,0.6805422727272729,-0.056305767690691844,1.000305,-0.027066809085110246,0.013999999999999999,-0.16875234787307064,0.04650000000000002,-0.16858331230333948,0.11200000000000002,-0.15633908451548675,0.908,-0.06384780653842927,2.0134999999999996,0.08582010660556223,2.7180000000000004,0.12534525687080486,3.0155000000000003,0.13126668838548244,35344521679.5642,-0.2387491365355225,11510278467.2037,0.3636661291108751,90.6452366150782,0.1908470346901784,1.8,0.3021286568462571,3.0,0.2878354114562473
6,2012-01,CA,SAN FRANCISCO,2012-01,8.2,"(120.92, 14.31)",272668.66,All,0.14564761904761903,-0.1697564553911795,0.2014238095238095,-0.1598815360689047,0.28289523809523814,-0.14583378148178397,0.41424761904761903,-0.12069055140159483,0.5659000000000001,-0.08908481994452415,0.7969761904761906,-0.056305767690691844,1.1145476190476191,-0.027066809085110246,0.0245,-0.16875234787307064,0.06550000000000003,-0.16858331230333948,0.11500000000000003,-0.15633908451548675,0.835,-0.06384780653842927,1.9664999999999995,0.08582010660556223,2.6950000000000003,0.12534525687080486,3.026,0.13126668838548244,35532707747.113,-0.2387491365355225,11251067892.2966,0.3636661291108751,89.00857713430821,0.1908470346901784,1.8,0.3021286568462571,2.8,0.2878354114562473
7,2013-01,CA,SAN FRANCISCO,2013-01,2.3,"(-122.409103, 37.79361)",23195.4,All,0.16043181818181818,-0.1697564553911795,0.17947272727272726,-0.1598815360689047,0.20497272727272725,-0.14583378148178397,0.2497954545454545,-0.12069055140159483,0.30261363636363625,-0.08908481994452415,0.48810454545454546,-0.056305767690691844,0.8142727272727271,-0.027066809085110246,0.05190476190476192,-0.16875234787307064,0.10761904761904766,-0.16858331230333948,0.14523809523809525,-0.15633908451548675,0.8052380952380951,-0.06384780653842927,1.9147619047619049,0.08582010660556223,2.681428571428571,0.12534525687080486,3.0804761904761913,0.13126668838548244,39658399389.4891,-0.2387491365355225,9855625468.0504,0.3636661291108751,86.5850023909696,0.1908470346901784,1.3,0.3021286568462571,1.7,0.2878354114562473
8,2013-05,CA,SAN FRANCISCO,2013-05,2.61,"(-122.399735, 37.782678999999995)",16052.55,All,0.1435047619047619,-0.1697564553911795,0.1638380952380952,-0.1598815360689047,0.19670952380952378,-0.14583378148178397,0.23396000000000003,-0.12069055140159483,0.27416904761904765,-0.08908481994452415,0.42137333333333327,-0.056305767690691844,0.6936104761904763,-0.027066809085110246,0.020454545454545458,-0.16875234787307064,0.08090909090909093,-0.16858331230333948,0.11863636363636366,-0.15633908451548675,0.840909090909091,-0.06384780653842927,1.9281818181818182,0.08582010660556223,2.7286363636363635,0.12534525687080486,3.112727272727273,0.13126668838548244,41507587847.7023,-0.2387491365355225,8901986132.75728,0.3636661291108751,88.1059676388142,0.1908470346901784,1.3,0.3021286568462571,1.3,0.2878354114562473
9,2013-06,CA,SAN FRANCISCO,2013-06,3.22,"(-122.44685600000001, 37.798827)",22562.81,All,0.13074,-0.1697564553911795,0.15964599999999998,-0.1598815360689047,0.19319250000000002,-0.14583378148178397,0.23164600000000002,-0.12069055140159483,0.27374,-0.08908481994452415,0.4139935,-0.056305767690691844,0.6839425000000002,-0.027066809085110246,0.0345,-0.16875234787307064,0.08750000000000002,-0.16858331230333948,0.142,-0.15633908451548675,1.2035,-0.06384780653842927,2.3000000000000003,0.08582010660556223,3.0740000000000003,0.12534525687080486,3.400000000000001,0.13126668838548244,41471481477.9035,-0.2387491365355225,10210246554.7955,0.3636661291108751,86.47441597957871,0.1908470346901784,1.1,0.3021286568462571,1.3,0.2878354114562473
10,2014-08,CA,SAN FRANCISCO,2014-08,4.25,"(1.60094, 42.56638)",251841.7,All,0.090785,-0.1697564553911795,0.121725,-0.1598815360689047,0.15602,-0.14583378148178397,0.19527250000000002,-0.12069055140159483,0.23465000000000003,-0.08908481994452415,0.32965500000000003,-0.056305767690691844,0.55889,-0.027066809085110246,0.030000000000000006,-0.16875234787307064,0.0523809523809524,-0.16858331230333948,0.10714285714285714,-0.15633908451548675,1.6314285714285717,-0.06384780653842927,2.42,0.08582010660556223,2.9366666666666665,0.12534525687080486,3.2009523809523808,0.13126668838548244,44885858708.7515,-0.2387491365355225,10950177839.1879,0.3636661291108751,82.72786465890579,0.1908470346901784,1.0,0.3021286568462571,1.0,0.2878354114562473
11,2015-03,CA,SAN FRANCISCO,2015-03,4.1,"(-122.387491, 37.736508)",59355.84,All,0.12134999999999999,-0.1697564553911795,0.14022954545454547,-0.1598815360689047,0.17560000000000003,-0.14583378148178397,0.21958181818181813,-0.12069055140159483,0.26829772727272727,-0.08908481994452415,0.39945,-0.056305767690691844,0.700025,-0.027066809085110246,0.02272727272727273,-0.16875234787307064,0.11000000000000001,-0.16858331230333948,0.25363636363636366,-0.15633908451548675,1.5190909090909088,-0.06384780653842927,2.042727272727273,0.08582010660556223,2.4068181818181817,0.12534525687080486,2.626363636363636,0.13126668838548244,47036055605.935,-0.2387491365355225,11119760586.3258,0.3636661291108751,82.75451956383341,0.1908470346901784,1.0,0.3021286568462571,0.8,0.2878354114562473
