,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(1),Corr with auto_vol(1),student_vol(-4),Corr with student_vol(-4),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-1),Corr with mortgage 90(-1)
10,2013-02,OH,CLEVELAND,2013-02,2.48,"(-81.61483199999999, 41.506408)",51585.98,All,0.15464999999999998,0.2549746659445297,0.17315,0.25936781167970413,0.20129999999999998,0.25913506582039536,0.2455,0.25392246295526244,0.29049499999999995,0.2363847736284132,0.463425,0.19148684157377818,0.761875,0.15863468387379095,0.0768421052631579,0.2731560479594547,0.12421052631578947,0.2487800160221712,0.15736842105263157,0.24362568104694052,0.8463157894736841,0.4469676081092155,1.9842105263157896,0.48956179536045064,2.782631578947368,0.3766877372429542,3.165263157894737,0.29884303053799416,39298206327.5877,0.17535895220166006,12022315813.7363,-0.4521695765190039,88.29263433660921,-0.4044644158308598,3.4,-0.34912470271935964,4.0,-0.21617624665553292
11,2013-03,OH,CLEVELAND,2013-03,3.205,"(-81.613163, 41.539257)",18473.629999999997,All,0.15505000000000002,0.2549746659445297,0.17309999999999998,0.25936781167970413,0.20345,0.25913506582039536,0.2419,0.25392246295526244,0.28190000000000004,0.2363847736284132,0.44782500000000003,0.19148684157377818,0.7351250000000001,0.15863468387379095,0.07800000000000003,0.2731560479594547,0.11450000000000005,0.2487800160221712,0.14750000000000002,0.24362568104694052,0.8185000000000002,0.4469676081092155,1.9575,0.48956179536045064,2.7840000000000003,0.3766877372429542,3.1625000000000005,0.29884303053799416,40395555554.9932,0.17535895220166006,10740081615.3953,-0.4521695765190039,89.95115518901541,-0.4044644158308598,3.5,-0.34912470271935964,3.9,-0.21617624665553292
12,2013-08,OH,CLEVELAND,2013-08,3.75,"(-81.836115, 41.481764)",11349.83,All,0.11782999999999999,0.2549746659445297,0.1493142857142857,0.25936781167970413,0.1840704761904762,0.25913506582039536,0.22633523809523812,0.25392246295526244,0.2633952380952381,0.2363847736284132,0.3949285714285714,0.19148684157377818,0.6679499999999999,0.15863468387379095,0.03681818181818183,0.2731560479594547,0.07181818181818184,0.2487800160221712,0.12681818181818183,0.24362568104694052,1.5204545454545455,0.4469676081092155,2.7372727272727273,0.48956179536045064,3.488181818181818,0.3766877372429542,3.757727272727273,0.29884303053799416,41062625933.5941,0.17535895220166006,9123117418.53368,-0.4521695765190039,88.4263020205016,-0.4044644158308598,2.7,-0.34912470271935964,3.2,-0.21617624665553292
13,2013-10,OH,CLEVELAND,2013-10,4.925,"(-81.624496, 41.510293)",16937.105,All,0.10426086956521738,0.2549746659445297,0.13668260869565219,0.25936781167970413,0.17241521739130433,0.25913506582039536,0.21265,0.25392246295526244,0.2417652173913043,0.2363847736284132,0.36121521739130424,0.19148684157377818,0.6177847826086957,0.15863468387379095,0.1059090909090909,0.2731560479594547,0.07590909090909094,0.2487800160221712,0.12136363636363635,0.24362568104694052,1.366818181818182,0.4469676081092155,2.615909090909091,0.48956179536045064,3.3795454545454544,0.3766877372429542,3.6759090909090903,0.29884303053799416,41658198449.9001,0.17535895220166006,9260696074.4491,-0.4521695765190039,84.4459748156831,-0.4044644158308598,3.1,-0.34912470271935964,3.1,-0.21617624665553292
14,2014-03,OH,CLEVELAND,2014-03,3.98,"(-81.660625, 41.490832)",64587.8,All,0.0888,0.2549746659445297,0.1207452380952381,0.25936781167970413,0.15488333333333335,0.25913506582039536,0.19711666666666672,0.25392246295526244,0.23409761904761903,0.2363847736284132,0.33106666666666673,0.19148684157377818,0.5571428571428573,0.15863468387379095,0.051428571428571455,0.2731560479594547,0.07857142857142858,0.2487800160221712,0.1280952380952381,0.24362568104694052,1.6395238095238096,0.4469676081092155,2.7233333333333327,0.48956179536045064,3.3466666666666667,0.3766877372429542,3.6209523809523807,0.29884303053799416,44109559396.2995,0.17535895220166006,10396023519.0372,-0.4521695765190039,81.9669757663089,-0.4044644158308598,2.9,-0.34912470271935964,3.1,-0.21617624665553292
15,2014-06,OH,CLEVELAND,2014-06,4.5,"(-81.733427, 41.485013)",14445.69,All,0.09278571428571428,0.2549746659445297,0.12241428571428574,0.25936781167970413,0.1523738095238095,0.25913506582039536,0.19377380952380954,0.25392246295526244,0.2309452380952381,0.2363847736284132,0.32388809523809525,0.19148684157377818,0.5421714285714285,0.15863468387379095,0.024285714285714296,0.2731560479594547,0.06047619047619051,0.2487800160221712,0.10476190476190479,0.24362568104694052,1.679047619047619,0.4469676081092155,2.5985714285714288,0.48956179536045064,3.1533333333333333,0.3766877372429542,3.4199999999999995,0.29884303053799416,44931729222.7983,0.17535895220166006,10011024566.6146,-0.4521695765190039,82.2508390398281,-0.4044644158308598,2.4,-0.34912470271935964,2.7,-0.21617624665553292
16,2014-07,OH,CLEVELAND,2014-07,4.5,"(-81.604794, 41.498552000000004)",31802.85,All,0.09286956521739129,0.2549746659445297,0.12270652173913045,0.25936781167970413,0.15438695652173914,0.25913506582039536,0.1955586956521739,0.25392246295526244,0.23417391304347826,0.2363847736284132,0.32826086956521744,0.19148684157377818,0.5557695652173912,0.15863468387379095,0.024090909090909093,0.2731560479594547,0.059545454545454575,0.2487800160221712,0.11136363636363639,0.24362568104694052,1.699545454545455,0.4469676081092155,2.542272727272727,0.48956179536045064,3.071363636363636,0.3766877372429542,3.3318181818181816,0.29884303053799416,45277214883.1472,0.17535895220166006,10653400066.5467,-0.4521695765190039,82.08517590205541,-0.4044644158308598,2.1,-0.34912470271935964,2.8,-0.21617624665553292
17,2014-09,OH,CLEVELAND,2014-09,4.55,"(-81.55452700000001, 41.514618)",28533.37,All,0.09027272727272727,0.2549746659445297,0.12087045454545454,0.25936781167970413,0.15410454545454544,0.25913506582039536,0.19699999999999998,0.25392246295526244,0.23403181818181817,0.2363847736284132,0.32999090909090917,0.19148684157377818,0.5770545454545455,0.15863468387379095,0.01142857142857143,0.2731560479594547,0.04380952380952382,0.2487800160221712,0.10952380952380954,0.24362568104694052,1.7738095238095242,0.4469676081092155,2.5342857142857147,0.48956179536045064,3.0133333333333328,0.3766877372429542,3.26,0.29884303053799416,44591810060.8257,0.17535895220166006,9507943209.106209,-0.4521695765190039,82.4770523961592,-0.4044644158308598,2.2,-0.34912470271935964,2.6,-0.21617624665553292
18,2014-12,OH,CLEVELAND,2014-12,3.65,"(-81.80423470000001, 41.439889)",45158.58,All,0.1101,0.2549746659445297,0.1330809523809524,0.25936781167970413,0.16305,0.25913506582039536,0.20744285714285715,0.25392246295526244,0.2446071428571429,0.2363847736284132,0.34302142857142864,0.19148684157377818,0.6021190476190476,0.15863468387379095,0.02500000000000001,0.2731560479594547,0.1063636363636364,0.2487800160221712,0.21454545454545454,0.24362568104694052,1.64,0.4469676081092155,2.2072727272727275,0.48956179536045064,2.5504545454545453,0.3766877372429542,2.8331818181818185,0.29884303053799416,45667781053.6763,0.17535895220166006,11117378455.0815,-0.4521695765190039,82.23381292700279,-0.4044644158308598,2.5,-0.34912470271935964,2.4,-0.21617624665553292
19,2015-02,OH,CLEVELAND,2015-02,4.4,"(-81.684226, 41.504082000000004)",48747.05,All,0.11784999999999998,0.2549746659445297,0.13764249999999997,0.25936781167970413,0.17207499999999998,0.25913506582039536,0.2121925,0.25392246295526244,0.25842,0.2363847736284132,0.37596500000000005,0.19148684157377818,0.6601375,0.15863468387379095,0.017894736842105265,0.2731560479594547,0.07105263157894741,0.2487800160221712,0.22421052631578947,0.24362568104694052,1.472631578947368,0.4469676081092155,1.9752631578947366,0.48956179536045064,2.3384210526315794,0.3766877372429542,2.566315789473684,0.29884303053799416,47944164595.1044,0.17535895220166006,10950177839.1879,-0.4521695765190039,83.34061286074021,-0.4044644158308598,2.6,-0.34912470271935964,2.4,-0.21617624665553292
20,2015-04,OH,CLEVELAND,2015-04,2.775,"(-81.637126, 41.47418)",37056.82,All,0.12200000000000003,0.2549746659445297,0.14605250000000003,0.25936781167970413,0.18076750000000003,0.25913506582039536,0.22830999999999996,0.25392246295526244,0.27596,0.2363847736284132,0.404505,0.19148684157377818,0.6969449999999999,0.15863468387379095,0.018181818181818188,0.2731560479594547,0.09363636363636368,0.2487800160221712,0.23363636363636367,0.24362568104694052,1.3545454545454545,0.4469676081092155,1.9349999999999996,0.48956179536045064,2.334090909090909,0.3766877372429542,2.5859090909090905,0.29884303053799416,47692027772.9219,0.17535895220166006,14245911418.8887,-0.4521695765190039,81.7923503982947,-0.4044644158308598,2.7,-0.34912470271935964,2.3,-0.21617624665553292
21,2015-07,OH,CLEVELAND,2015-07,3.9,"(-81.70714, 41.48966)",66752.71,All,0.1263,0.2549746659445297,0.1488782608695652,0.25936781167970413,0.1881586956521739,0.25913506582039536,0.23940652173913043,0.25392246295526244,0.29066956521739135,0.2363847736284132,0.46192391304347824,0.19148684157377818,0.7858413043478262,0.15863468387379095,0.030000000000000002,0.2731560479594547,0.11636363636363636,0.2487800160221712,0.2968181818181819,0.24362568104694052,1.632272727272727,0.4469676081092155,2.3245454545454547,0.48956179536045064,2.7663636363636357,0.3766877372429542,3.066363636363636,0.29884303053799416,48836554747.323,0.17535895220166006,12019442988.8631,-0.4521695765190039,82.4529898168143,-0.4044644158308598,2.0,-0.34912470271935964,2.2,-0.21617624665553292
22,2015-08,OH,CLEVELAND,2015-08,3.65,"(-81.793626, 41.375662)",17854.33,All,0.13010000000000005,0.2549746659445297,0.151965,0.25936781167970413,0.1967275,0.25913506582039536,0.2610100000000001,0.25392246295526244,0.3207975,0.2363847736284132,0.5193599999999999,0.19148684157377818,0.8364375,0.15863468387379095,0.03523809523809525,0.2731560479594547,0.22000000000000006,0.2487800160221712,0.3757142857142857,0.24362568104694052,1.5414285714285714,0.4469676081092155,2.167142857142857,0.48956179536045064,2.5466666666666664,0.3766877372429542,2.8557142857142854,0.29884303053799416,49379202635.7798,0.17535895220166006,11835194000.8273,-0.4521695765190039,81.9752078939728,-0.4044644158308598,2.2,-0.34912470271935964,2.2,-0.21617624665553292
23,2015-12,OH,CLEVELAND,2015-12,4.0,"(-81.63301899999999, 41.477058)",10489.84,All,0.2286238095238095,0.2549746659445297,0.289352380952381,0.25936781167970413,0.3523071428571429,0.25913506582039536,0.44092857142857156,0.25392246295526244,0.5332357142857143,0.2363847736284132,0.7638285714285715,0.19148684157377818,1.0841380952380955,0.15863468387379095,0.17181818181818184,0.2731560479594547,0.4990909090909091,0.2487800160221712,0.6536363636363638,0.24362568104694052,1.6986363636363635,0.4469676081092155,2.2427272727272736,0.48956179536045064,2.6072727272727274,0.3766877372429542,2.97,0.29884303053799416,48154770296.6926,0.17535895220166006,10986955735.8103,-0.4521695765190039,83.5754036116387,-0.4044644158308598,2.4,-0.34912470271935964,2.0,-0.21617624665553292
24,2016-06,OH,CLEVELAND,2016-06,3.13,"(-81.652668, 41.471689000000005)",12226.98,All,0.3904409090909091,0.2549746659445297,0.41572500000000007,0.25936781167970413,0.4527090909090909,0.25913506582039536,0.5394386363636363,0.25392246295526244,0.6516204545454546,0.2363847736284132,0.9360386363636366,0.19148684157377818,1.2592227272727274,0.15863468387379095,0.22136363636363632,0.2731560479594547,0.40409090909090906,0.2487800160221712,0.5522727272727272,0.24362568104694052,1.1663636363636367,0.4469676081092155,1.6440909090909095,0.48956179536045064,2.019090909090909,0.3766877372429542,2.452272727272727,0.29884303053799416,49692544708.3448,0.17535895220166006,11240513229.2606,-0.4521695765190039,88.3913281030881,-0.4044644158308598,2.0,-0.34912470271935964,1.9,-0.21617624665553292
25,2016-09,OH,CLEVELAND,2016-09,3.56,"(-81.651685, 41.494389)",53566.68,All,0.42159363636363634,0.2549746659445297,0.4495609090909092,0.25936781167970413,0.5270018181818182,0.25913506582039536,0.6625254545454545,0.25392246295526244,0.8496804545454547,0.2363847736284132,1.2471445454545458,0.19148684157377818,1.5560313636363639,0.15863468387379095,0.1914285714285715,0.2731560479594547,0.4671428571428572,0.2487800160221712,0.5933333333333333,0.24362568104694052,1.178095238095238,0.4469676081092155,1.6304761904761906,0.48956179536045064,2.0152380952380957,0.3766877372429542,2.350476190476191,0.29884303053799416,50034086230.3872,0.17535895220166006,11703539581.608,-0.4521695765190039,88.1697673489486,-0.4044644158308598,2.1,-0.34912470271935964,1.8,-0.21617624665553292
26,2016-12,OH,CLEVELAND,2016-12,3.45,"(-81.683799, 41.50261)",28829.85,All,0.5606285,0.2549746659445297,0.6315605,0.25936781167970413,0.7119585,0.25913506582039536,0.7883325000000001,0.25392246295526244,0.9753284999999998,0.2363847736284132,1.3063339999999999,0.19148684157377818,1.6692235,0.15863468387379095,0.42333333333333334,0.2731560479594547,0.638095238095238,0.2487800160221712,0.8661904761904763,0.24362568104694052,1.9590476190476194,0.4469676081092155,2.491904761904762,0.48956179536045064,2.835238095238095,0.3766877372429542,3.1133333333333324,0.29884303053799416,49588706606.1033,0.17535895220166006,11412820253.2316,-0.4521695765190039,88.7707153640316,-0.4044644158308598,2.3,-0.34912470271935964,1.7,-0.21617624665553292
27,2017-02,OH,CLEVELAND,2017-02,3.27,"(-81.602777, 41.5091)",23604.47,All,0.6863609999999999,0.2549746659445297,0.7163664999999999,0.25936781167970413,0.7767084999999999,0.25913506582039536,0.8480275,0.25392246295526244,1.0445964999999997,0.2363847736284132,1.3514585000000001,0.19148684157377818,1.723958,0.15863468387379095,0.48210526315789465,0.2731560479594547,0.653157894736842,0.2487800160221712,0.8205263157894739,0.24362568104694052,1.9015789473684213,0.4469676081092155,2.4189473684210525,0.48956179536045064,2.763684210526316,0.3766877372429542,3.0321052631578946,0.29884303053799416,48441183549.9275,0.17535895220166006,11692339154.1207,-0.4521695765190039,89.1832712740787,-0.4044644158308598,2.4,-0.34912470271935964,1.8,-0.21617624665553292
28,2017-10,OH,CLEVELAND,2017-10,3.59,"(-81.637126, 41.47418)",31713.2,All,1.1834895238095235,0.2549746659445297,1.2040609090909093,0.25936781167970413,1.2385486363636362,0.25913506582039536,1.287584090909091,0.25392246295526244,1.3607931818181818,0.2363847736284132,1.541957272727273,0.19148684157377818,1.8208568181818179,0.15863468387379095,0.9957142857142858,0.2731560479594547,1.2495238095238093,0.2487800160221712,1.3976190476190478,0.24362568104694052,1.9809523809523806,0.4469676081092155,2.3600000000000003,0.48956179536045064,2.649047619047619,0.3766877372429542,2.8780952380952383,0.29884303053799416,50938614889.0817,0.17535895220166006,12745337772.3068,-0.4521695765190039,88.1148323663994,-0.4044644158308598,2.3,-0.34912470271935964,1.4,-0.21617624665553292
29,2017-11,OH,CLEVELAND,2017-11,4.02,"(-81.683753, 41.480468)",38317.265,All,1.183300476190476,0.2549746659445297,1.2036563636363637,0.25936781167970413,1.2878790909090911,0.25913506582039536,1.3757831818181818,0.25392246295526244,1.4342040909090912,0.2363847736284132,1.6264599999999996,0.19148684157377818,1.9015695454545458,0.15863468387379095,1.09,0.2731560479594547,1.3895238095238096,0.2487800160221712,1.5600000000000003,0.24362568104694052,2.05,0.4469676081092155,2.353333333333333,0.48956179536045064,2.6023809523809525,0.3766877372429542,2.801904761904762,0.29884303053799416,50617906919.2487,0.17535895220166006,11814606928.6527,-0.4521695765190039,87.010875232225,-0.4044644158308598,2.3,-0.34912470271935964,1.4,-0.21617624665553292
30,2018-01,OH,CLEVELAND,2018-01,3.56,"(-81.661302, 41.492225)",42555.79,All,1.4378880952380952,0.2549746659445297,1.467563181818182,0.25936781167970413,1.5610881818181819,0.25913506582039536,1.6355336363636364,0.25392246295526244,1.733970909090909,0.2363847736284132,1.9067609090909092,0.19148684157377818,2.196459545454545,0.15863468387379095,1.3000000000000003,0.2731560479594547,1.6199999999999994,0.2487800160221712,1.8028571428571425,0.24362568104694052,2.381904761904762,0.4469676081092155,2.5838095238095242,0.48956179536045064,2.7342857142857144,0.3766877372429542,2.8776190476190475,0.29884303053799416,49574400061.0285,0.17535895220166006,11813706431.8634,-0.4521695765190039,88.437943439718,-0.4044644158308598,2.4,-0.34912470271935964,1.3,-0.21617624665553292
31,2018-03,OH,CLEVELAND,2018-03,3.63,"(-81.613326, 41.503719)",66476.42,All,1.5183047619047625,0.2549746659445297,1.6006185714285712,0.25936781167970413,1.7991309523809524,0.25913506582039536,1.9184628571428568,0.25392246295526244,2.173357619047619,0.2363847736284132,2.345182380952381,0.19148684157377818,2.596475714285714,0.15863468387379095,1.636666666666667,0.2731560479594547,1.917142857142857,0.2487800160221712,2.0628571428571427,0.24362568104694052,2.6295238095238096,0.4469676081092155,2.8423809523809527,0.48956179536045064,2.9733333333333327,0.3766877372429542,3.0914285714285716,0.29884303053799416,50505964400.0098,0.17535895220166006,11707722927.962,-0.4521695765190039,87.17587933428369,-0.4044644158308598,2.2,-0.34912470271935964,1.1,-0.21617624665553292
32,2018-05,OH,CLEVELAND,2018-05,3.85,"(-81.655508, 41.493297)",22406.73,All,1.7065971428571427,0.2549746659445297,1.7524533333333332,0.25936781167970413,1.94629,0.25913506582039536,2.0937409523809523,0.25392246295526244,2.3356085714285713,0.2363847736284132,2.499740476190476,0.19148684157377818,2.754757142857143,0.15863468387379095,1.706818181818182,0.2731560479594547,2.0731818181818187,0.2487800160221712,2.2736363636363635,0.24362568104694052,2.816818181818181,0.4469676081092155,2.977727272727273,0.48956179536045064,3.0518181818181818,0.3766877372429542,3.1318181818181827,0.29884303053799416,50165072031.0326,0.17535895220166006,11226317067.5623,-0.4521695765190039,85.8866598662335,-0.4044644158308598,2.2,-0.34912470271935964,1.0,-0.21617624665553292
