,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(3),Corr with auto_vol(3),student_vol(4),Corr with student_vol(4),credit_tightness(1),Corr with credit_tightness(1),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(2),Corr with mortgage 90(2),long,lat
0,2010-05,MO,ST. LOUIS,2010-05,4.4,"(-90.272544, 38.674393)",6409.0,All,0.2957715789473684,0.19722075151717505,0.3152057894736842,0.19589442864135392,0.3354642105263158,0.19168616118259055,0.39242105263157895,0.18410036427460175,0.45851421052631586,0.16602134517756464,0.6592468421052632,0.12664386716922604,1.129987894736842,0.11128829379666101,0.147,0.2123112437393186,0.22350000000000003,0.19530227839794992,0.37099999999999994,0.19829989548085897,2.1799999999999997,0.5321651436893382,3.4199999999999995,0.6868642044114641,4.1145,0.5884828525458683,4.286,0.5230101627889379,29160609360.1217,-0.15543824530681635,12342273869.2704,0.48897726323967405,95.78917846656341,-0.09738817287706472,3.5,-0.1020767145547105,3.3,0.10885586852140017,-90.272544,38.674393
1,2010-07,MO,ST. LOUIS,2010-07,3.77,"(-90.424236, 38.693020000000004)",39713.99,All,0.26711500000000005,0.19722075151717505,0.31483090909090916,0.19589442864135392,0.3341213636363637,0.19168616118259055,0.41480272727272727,0.18410036427460175,0.5103277272727272,0.16602134517756464,0.7185045454545452,0.12664386716922604,1.117797727272727,0.11128829379666101,0.15666666666666668,0.2123112437393186,0.20047619047619053,0.19530227839794992,0.2914285714285714,0.19829989548085897,1.7628571428571433,0.5321651436893382,3.0114285714285716,0.6868642044114641,3.796190476190476,0.5884828525458683,3.994285714285714,0.5230101627889379,30512069858.4251,-0.15543824530681635,11082139451.8714,0.48897726323967405,95.6415096715633,-0.09738817287706472,3.8,-0.1020767145547105,3.3,0.10885586852140017,-90.424236,38.693020000000004
2,2010-09,MO,ST. LOUIS,2010-09,3.41,"(-90.19, 38.63)",58765.4,All,0.22657136363636363,0.19722075151717505,0.251059090909091,0.19589442864135392,0.25699454545454536,0.19168616118259055,0.2738163636363636,0.18410036427460175,0.2913659090909092,0.16602134517756464,0.4777727272727273,0.12664386716922604,0.8043745454545456,0.11128829379666101,0.1166666666666667,0.2123112437393186,0.19333333333333336,0.19530227839794992,0.2566666666666666,0.19829989548085897,1.4104761904761904,0.5321651436893382,2.6476190476190475,0.6868642044114641,3.4690476190476183,0.5884828525458683,3.773333333333333,0.5230101627889379,31044830349.9256,-0.15543824530681635,11568364841.7538,0.48897726323967405,92.4549564204629,-0.09738817287706472,3.9,-0.1020767145547105,3.1,0.10885586852140017,-90.19,38.63
3,2010-12,MO,ST. LOUIS,2010-12,5.6,"(-90.231605, 38.632412)",52271.775,All,0.24122190476190472,0.19722075151717505,0.25412380952380953,0.19589442864135392,0.26178857142857137,0.19168616118259055,0.28196571428571415,0.18410036427460175,0.30272333333333334,0.16602134517756464,0.4583942857142857,0.12664386716922604,0.7839004761904763,0.11128829379666101,0.0854166666666667,0.2123112437393186,0.19333333333333338,0.19530227839794992,0.2937499999999999,0.19829989548085897,1.9429166666666664,0.5321651436893382,3.2949999999999995,0.6868642044114641,4.173333333333333,0.5884828525458683,4.415,0.5230101627889379,31565012894.7234,-0.15543824530681635,15995126134.7035,0.48897726323967405,94.0022251537174,-0.09738817287706472,3.8,-0.1020767145547105,3.2,0.10885586852140017,-90.231605,38.632412
4,2011-07,MO,ST. LOUIS,2011-07,4.125,"(122.57, 10.74)",8915.56,All,0.12388095238095237,0.19722075151717505,0.1598857142857143,0.19589442864135392,0.18661904761904766,0.19168616118259055,0.2182333333333334,0.18410036427460175,0.24991190476190472,0.16602134517756464,0.41392857142857137,0.12664386716922604,0.7452261904761905,0.11128829379666101,0.037500000000000006,0.2123112437393186,0.08400000000000002,0.19530227839794992,0.185,0.19829989548085897,1.541,0.5321651436893382,3.003,0.6868642044114641,3.9475000000000002,0.5884828525458683,4.2705,0.5230101627889379,34623712775.9563,-0.15543824530681635,11784187253.6333,0.48897726323967405,88.33905735772379,-0.09738817287706472,3.5,-0.1020767145547105,3.0,0.10885586852140017,122.57,10.74
5,2011-09,MO,ST. LOUIS,2011-09,3.95,"(-90.252121, 38.640155)",21263.61,All,0.14525181818181823,0.19722075151717505,0.1884,0.19589442864135392,0.23085045454545455,0.19168616118259055,0.2845913636363636,0.18410036427460175,0.3502268181818181,0.16602134517756464,0.5222018181818182,0.12664386716922604,0.8332045454545454,0.11128829379666101,0.005714285714285713,0.2123112437393186,0.04333333333333335,0.19530227839794992,0.10476190476190479,0.19829989548085897,0.9004761904761904,0.5321651436893382,1.9752380952380955,0.6868642044114641,2.8271428571428574,0.5884828525458683,3.182380952380953,0.5230101627889379,35344521679.5642,-0.15543824530681635,11510278467.2037,0.48897726323967405,91.3646878868074,-0.09738817287706472,3.4,-0.1020767145547105,3.2,0.10885586852140017,-90.252121,38.640155
6,2011-10,MO,ST. LOUIS,2011-10,3.75,"(-94.63475600000001, 39.016518)",11238.55,All,0.1416352380952381,0.19722075151717505,0.19074095238095234,0.19589442864135392,0.24373904761904758,0.19168616118259055,0.3185252380952381,0.18410036427460175,0.4064785714285714,0.16602134517756464,0.59521,0.12664386716922604,0.9086428571428572,0.11128829379666101,0.013500000000000003,0.2123112437393186,0.05450000000000003,0.19530227839794992,0.1145,0.19829989548085897,1.0614999999999999,0.5321651436893382,2.1519999999999997,0.6868642044114641,2.8695,0.5884828525458683,3.128,0.5230101627889379,35385458151.3724,-0.15543824530681635,10728874885.7875,0.48897726323967405,90.35087768078328,-0.09738817287706472,3.7,-0.1020767145547105,3.2,0.10885586852140017,-94.63475600000001,39.016518
7,2012-03,MO,ST. LOUIS,2012-03,3.4,"(-90.2295, 38.6722)",15768.66,All,0.14720000000000003,0.19722075151717505,0.1893409090909091,0.19589442864135392,0.24185227272727275,0.19168616118259055,0.35079999999999995,0.18410036427460175,0.4732886363636363,0.16602134517756464,0.741275,0.12664386716922604,1.0534477272727274,0.11128829379666101,0.06363636363636366,0.2123112437393186,0.14227272727272727,0.19530227839794992,0.19000000000000003,0.19829989548085897,1.0172727272727273,0.5321651436893382,2.1727272727272724,0.6868642044114641,2.9404545454545454,0.5884828525458683,3.281363636363636,0.5230101627889379,36186315501.0541,-0.15543824530681635,16111780903.4699,0.48897726323967405,89.00857713430821,-0.09738817287706472,3.4,-0.1020767145547105,3.0,0.10885586852140017,-90.2295,38.6722
8,2012-08,MO,ST. LOUIS,2012-08,3.0,"(-90.2893, 38.6612)",18593.65,All,0.15374090909090915,0.19722075151717505,0.18745454545454548,0.19589442864135392,0.23783863636363634,0.19168616118259055,0.3331136363636364,0.18410036427460175,0.43259999999999993,0.16602134517756464,0.7177749999999997,0.12664386716922604,1.0426272727272727,0.11128829379666101,0.09217391304347829,0.2123112437393186,0.14043478260869566,0.19530227839794992,0.18347826086956526,0.19829989548085897,0.7139130434782609,0.5321651436893382,1.6782608695652175,0.6868642044114641,2.3978260869565218,0.5884828525458683,2.7708695652173914,0.5230101627889379,38410438812.4053,-0.15543824530681635,11337096053.4966,0.48897726323967405,89.513287195688,-0.09738817287706472,3.6,-0.1020767145547105,2.8,0.10885586852140017,-90.2893,38.6612
9,2012-12,MO,ST. LOUIS,2012-12,2.85,"(-90.321508, 38.510764)",16130.46,All,0.1631578947368421,0.19722075151717505,0.1875157894736842,0.19589442864135392,0.21092631578947374,0.19168616118259055,0.2552894736842105,0.18410036427460175,0.30947368421052623,0.16602134517756464,0.5145657894736843,0.12664386716922604,0.8483157894736841,0.11128829379666101,0.039500000000000014,0.2123112437393186,0.11950000000000005,0.19530227839794992,0.1585,0.19829989548085897,0.6960000000000001,0.5321651436893382,1.7189999999999999,0.6868642044114641,2.4675000000000002,0.5884828525458683,2.8835,0.5230101627889379,39298206327.5877,-0.15543824530681635,9123117418.53368,0.48897726323967405,91.578064558499,-0.09738817287706472,3.7,-0.1020767145547105,2.7,0.10885586852140017,-90.321508,38.510764
