,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(4),Corr with student_vol(4),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(4),Corr with mortgage 90(4),long,lat
0,2012-06,VA,ALEXANDRIA,2012-06,2.52,"(-77.047, 38.8051)",22302,45747.19,All,0.163,0.9118125598264839,0.19464736842105262,0.9160977085877983,0.24319736842105263,0.9213139846606633,0.3459342105263157,0.9274126840971197,0.46558684210526313,0.9414115535685386,0.7364000000000004,0.9487797906555442,1.0691894736842107,0.9463020736300932,0.05190476190476193,0.9152351727851175,0.14809523809523809,0.9100012782481499,0.18904761904761905,0.9083036598890575,0.7114285714285714,0.8104091682020218,1.6223809523809525,0.7414653570801796,2.3061904761904763,0.6464154126616943,2.698095238095238,0.5714552486343794,37685204803.0042,0.9832126246215944,12022315813.7363,0.9982428466705562,90.37816904639429,-0.9954177985525694,3.0,-0.9998352265788113,4.3,-0.9965257927525238,-77.047,38.8051
1,2016-09,VA,ALEXANDRIA,2016-09,3.08,"(-77.080832, 38.787369)",22303,50028.74,All,0.42159363636363634,0.9118125598264839,0.4495609090909092,0.9160977085877983,0.5270018181818182,0.9213139846606633,0.6625254545454545,0.9274126840971197,0.8496804545454547,0.9414115535685386,1.2471445454545458,0.9487797906555442,1.5560313636363639,0.9463020736300932,0.1914285714285715,0.9152351727851175,0.4671428571428572,0.9100012782481499,0.5933333333333333,0.9083036598890575,1.178095238095238,0.8104091682020218,1.6304761904761906,0.7414653570801796,2.0152380952380957,0.6464154126616943,2.350476190476191,0.5714552486343794,49588706606.1033,0.9832126246215944,12351593318.9066,0.9982428466705562,87.62096056152771,-0.9954177985525694,2.1,-0.9998352265788113,1.5,-0.9965257927525238,-77.080832,38.787369
2,2018-02,VA,ALEXANDRIA,2018-02,3.25,"(-77.133066, 38.719438000000004)",22309,74120.86,All,1.4432573684210526,0.9118125598264839,1.4712210000000003,0.9160977085877983,1.6018225000000001,0.9213139846606633,1.722691,0.9274126840971197,1.874672,0.9414115535685386,2.0893395000000003,0.9487797906555442,2.3701375000000002,0.9463020736300932,1.3805263157894736,0.9152351727851175,1.7857894736842108,0.9100012782481499,1.9636842105263155,0.9083036598890575,2.599473684210526,0.8104091682020218,2.8589473684210525,0.7414653570801796,3.016842105263158,0.6464154126616943,3.1310526315789478,0.5714552486343794,50165072031.0326,0.9832126246215944,12484889768.5791,0.9982428466705562,87.17587933428369,-0.9954177985525694,1.8,-0.9998352265788113,1.0,-0.9965257927525238,-77.133066,38.719438000000004
