,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(1),Corr with student_vol(1),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(-3),Corr with mortgage 90(-3)
0,2010-02,TN,KNOXVILLE,2010-02,4.88,"(-83.976288, 36.014584)",19650.68,All,0.172487,0.33689679817064755,0.20809400000000006,0.3380330560772885,0.22906349999999992,0.33486079187548057,0.23978050000000012,0.32827223547362233,0.25051950000000006,0.3160572075196604,0.38779850000000005,0.2842728190844132,0.8515799999999999,0.28064143134460545,0.05736842105263157,0.33156589251651974,0.18105263157894735,0.3409161518760928,0.34578947368421054,0.3626940817452683,2.363684210526315,0.74830350211483,3.691052631578947,0.6217902309132951,4.481052631578947,0.4115126869029128,4.619473684210526,0.32916970575162235,28389074974.2894,-0.06650100111566033,14217328271.8582,0.5118427470533496,101.129830992893,0.061845951602888756,3.9,-0.266223388553637,2.4,-0.10634850479062587
1,2010-08,TN,KNOXVILLE,2010-08,3.88,"(-84.013181, 35.938755)",16313.44,All,0.23101619047619049,0.33689679817064755,0.2659952380952381,0.3380330560772885,0.27546238095238096,0.33486079187548057,0.3123080952380952,0.32827223547362233,0.3625466666666667,0.3160572075196604,0.5790957142857143,0.2842728190844132,0.9435780952380955,0.28064143134460545,0.15409090909090908,0.33156589251651974,0.19136363636363637,0.3409161518760928,0.25909090909090904,0.3626940817452683,1.4654545454545451,0.74830350211483,2.6986363636363637,0.6217902309132951,3.516818181818181,0.4115126869029128,3.8031818181818178,0.32916970575162235,31044830349.9256,-0.06650100111566033,12342273869.2704,0.5118427470533496,99.0214107435932,0.061845951602888756,4.0,-0.266223388553637,2.5,-0.10634850479062587
2,2010-09,TN,KNOXVILLE,2010-09,3.78,"(-84.1509, 35.933334)",24463.59,All,0.22657136363636363,0.33689679817064755,0.251059090909091,0.3380330560772885,0.25699454545454536,0.33486079187548057,0.2738163636363636,0.32827223547362233,0.2913659090909092,0.3160572075196604,0.4777727272727273,0.2842728190844132,0.8043745454545456,0.28064143134460545,0.1166666666666667,0.33156589251651974,0.19333333333333336,0.3409161518760928,0.2566666666666666,0.3626940817452683,1.4104761904761904,0.74830350211483,2.6476190476190475,0.6217902309132951,3.4690476190476183,0.4115126869029128,3.773333333333333,0.32916970575162235,31618591270.7387,-0.06650100111566033,11822726022.5574,0.5118427470533496,98.6449594200431,0.061845951602888756,4.1,-0.266223388553637,2.6,-0.10634850479062587
3,2010-11,TN,KNOXVILLE,2010-11,3.6050000000000004,"(-84.171931, 35.952292)",48955.39,All,0.22869727272727272,0.33689679817064755,0.24913818181818187,0.3380330560772885,0.2541922727272727,0.33486079187548057,0.27004181818181816,0.32827223547362233,0.2871204545454545,0.3160572075196604,0.44597000000000014,0.2842728190844132,0.7651345454545454,0.28064143134460545,0.13400000000000004,0.33156589251651974,0.182,0.3409161518760928,0.25200000000000006,0.3626940817452683,1.35,0.74830350211483,2.7630000000000003,0.6217902309132951,3.817999999999999,0.4115126869029128,4.186,0.32916970575162235,31565012894.7234,-0.06650100111566033,10792773250.4017,0.5118427470533496,95.21340255359091,0.061845951602888756,4.1,-0.266223388553637,2.4,-0.10634850479062587
4,2011-01,TN,KNOXVILLE,2011-01,4.15,"(-83.921, 35.9604)",27733.22,All,0.2391115000000001,0.33689679817064755,0.25406500000000004,0.3380330560772885,0.2606254999999999,0.33486079187548057,0.2827834999999999,0.32827223547362233,0.30341049999999997,0.3160572075196604,0.4554005000000002,0.2842728190844132,0.7818229999999999,0.28064143134460545,0.14099999999999996,0.33156589251651974,0.1815,0.3409161518760928,0.27349999999999997,0.3626940817452683,1.9944999999999997,0.74830350211483,3.3940000000000006,0.6217902309132951,4.281000000000001,0.4115126869029128,4.5230000000000015,0.32916970575162235,31041077337.2648,-0.06650100111566033,11726514214.1317,0.5118427470533496,94.51558950569391,0.061845951602888756,3.8,-0.266223388553637,2.3,-0.10634850479062587
5,2012-10,TN,KNOXVILLE,2012-10,2.65,"(-83.914746, 35.934838)",5191.31,All,0.15320434782608702,0.33689679817064755,0.17955217391304346,0.3380330560772885,0.21346521739130433,0.33486079187548057,0.2717391304347827,0.32827223547362233,0.3304891304347827,0.3160572075196604,0.5823021739130435,0.2842728190844132,0.9185760869565219,0.28064143134460545,0.10952380952380951,0.33156589251651974,0.14904761904761904,0.3409161518760928,0.17952380952380956,0.3626940817452683,0.7085714285714285,0.74830350211483,1.7461904761904758,0.6217902309132951,2.505714285714286,0.4115126869029128,2.90047619047619,0.32916970575162235,39658399389.4891,-0.06650100111566033,10740081615.3953,0.5118427470533496,89.56768058609659,0.061845951602888756,3.9,-0.266223388553637,2.1,-0.10634850479062587
6,2012-11,TN,KNOXVILLE,2012-11,2.7733333333333334,"(-84.08536409999999, 35.9307029)",51285.35666666667,All,0.1555,0.33689679817064755,0.18060909090909089,0.3380330560772885,0.20888636363636362,0.33486079187548057,0.25813636363636355,0.32827223547362233,0.31102272727272723,0.3160572075196604,0.528347727272727,0.2842728190844132,0.8631931818181818,0.28064143134460545,0.12449999999999999,0.33156589251651974,0.14450000000000002,0.3409161518760928,0.17850000000000002,0.3626940817452683,0.665,0.74830350211483,1.654,0.6217902309132951,2.3894999999999995,0.4115126869029128,2.8034999999999997,0.32916970575162235,39298206327.5877,-0.06650100111566033,11337096053.4966,0.5118427470533496,89.02745876405929,0.061845951602888756,3.9,-0.266223388553637,1.9,-0.10634850479062587
7,2012-12,TN,KNOXVILLE,2012-12,2.67,"(-83.970241, 35.996618)",49823.799999999996,All,0.1631578947368421,0.33689679817064755,0.1875157894736842,0.3380330560772885,0.21092631578947374,0.33486079187548057,0.2552894736842105,0.32827223547362233,0.30947368421052623,0.3160572075196604,0.5145657894736843,0.2842728190844132,0.8483157894736841,0.28064143134460545,0.039500000000000014,0.33156589251651974,0.11950000000000005,0.3409161518760928,0.1585,0.3626940817452683,0.6960000000000001,0.74830350211483,1.7189999999999999,0.6217902309132951,2.4675000000000002,0.4115126869029128,2.8835,0.32916970575162235,40395555554.9932,-0.06650100111566033,11154944519.578999,0.5118427470533496,89.6061116730853,0.061845951602888756,3.8,-0.266223388553637,2.0,-0.10634850479062587
8,2013-04,TN,KNOXVILLE,2013-04,3.4,"(-84.082089, 35.900979)",10106.44,All,0.1539047619047619,0.33689679817064755,0.17210476190476193,0.3380330560772885,0.19953333333333334,0.33486079187548057,0.24005714285714277,0.32827223547362233,0.27714285714285714,0.3160572075196604,0.4360190476190476,0.2842728190844132,0.7168333333333334,0.28064143134460545,0.049090909090909116,0.33156589251651974,0.09409090909090913,0.3409161518760928,0.12454545454545456,0.3626940817452683,0.7104545454545454,0.74830350211483,1.7590909090909093,0.6217902309132951,2.5500000000000003,0.4115126869029128,2.9327272727272726,0.32916970575162235,41334062733.8549,-0.06650100111566033,9498561196.652071,0.5118427470533496,89.2801736441717,0.061845951602888756,3.4,-0.266223388553637,2.2,-0.10634850479062587
9,2013-08,TN,KNOXVILLE,2013-08,3.97,"(-83.86055999999999, 36.007021)",51180.095,All,0.11782999999999999,0.33689679817064755,0.1493142857142857,0.3380330560772885,0.1840704761904762,0.33486079187548057,0.22633523809523812,0.32827223547362233,0.2633952380952381,0.3160572075196604,0.3949285714285714,0.2842728190844132,0.6679499999999999,0.28064143134460545,0.03681818181818183,0.33156589251651974,0.07181818181818184,0.3409161518760928,0.12681818181818183,0.3626940817452683,1.5204545454545455,0.74830350211483,2.7372727272727273,0.6217902309132951,3.488181818181818,0.4115126869029128,3.757727272727273,0.32916970575162235,41561863313.5151,-0.06650100111566033,10216278752.7557,0.5118427470533496,86.5850023909696,0.061845951602888756,3.3,-0.266223388553637,1.6,-0.10634850479062587
