,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(2),Corr with auto_vol(2),student_vol(1),Corr with student_vol(1),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90,Corr with mortgage 90,long,lat
10,2013-09,TX,AUSTIN,2013-09,3.8,"(-97.6939, 30.464177000000003)",90500.17,All,0.11272380952380952,0.38714334992862937,0.14323238095238094,0.38866726516273553,0.18057476190476196,0.3842813462653118,0.22133904761904755,0.3670033848368205,0.2531785714285715,0.3431083641944995,0.38033809523809525,0.2878433093007915,0.6526857142857143,0.291594802699177,0.017500000000000005,0.40293090780672747,0.04150000000000001,0.3892486815617873,0.11850000000000002,0.3925255273913855,1.5959999999999999,0.6601091641166904,2.8095,0.7871385893742604,3.526,0.6945854662657123,3.7870000000000004,0.5919518580068551,41658198449.9001,-0.1687490901313603,9473893018.88319,0.3869680361881142,88.29263433660921,0.3683454166241562,2.3,0.1297504959431148,1.4,0.10326654213383336,-97.6939,30.464177000000003
11,2014-08,TX,AUSTIN,2014-08,3.785,"(-97.692516, 30.270297999999997)",21231.655,All,0.090785,0.38714334992862937,0.121725,0.38866726516273553,0.15602,0.3842813462653118,0.19527250000000002,0.3670033848368205,0.23465000000000003,0.3431083641944995,0.32965500000000003,0.2878433093007915,0.55889,0.291594802699177,0.030000000000000006,0.40293090780672747,0.0523809523809524,0.3892486815617873,0.10714285714285714,0.3925255273913855,1.6314285714285717,0.6601091641166904,2.42,0.7871385893742604,2.9366666666666665,0.6945854662657123,3.2009523809523808,0.5919518580068551,44591810060.8257,-0.1687490901313603,11159124696.1814,0.3869680361881142,82.56600445924391,0.3683454166241562,1.8,0.1297504959431148,1.1,0.10326654213383336,-97.692516,30.270297999999997
12,2015-03,TX,AUSTIN,2015-03,4.0,"(-97.7257, 30.2226)",112007.51,All,0.12134999999999999,0.38714334992862937,0.14022954545454547,0.38866726516273553,0.17560000000000003,0.3842813462653118,0.21958181818181813,0.3670033848368205,0.26829772727272727,0.3431083641944995,0.39945,0.2878433093007915,0.700025,0.291594802699177,0.02272727272727273,0.40293090780672747,0.11000000000000001,0.3892486815617873,0.25363636363636366,0.3925255273913855,1.5190909090909088,0.6601091641166904,2.042727272727273,0.7871385893742604,2.4068181818181817,0.6945854662657123,2.626363636363636,0.5919518580068551,47692027772.9219,-0.1687490901313603,11835194000.8273,0.3869680361881142,82.72786465890579,0.3683454166241562,2.1,0.1297504959431148,1.0,0.10326654213383336,-97.7257,30.2226
13,2015-05,TX,AUSTIN,2015-05,3.18,"(-97.787725, 30.202253999999996)",7725.53,All,0.12315789473684212,0.38714334992862937,0.14795,0.38866726516273553,0.1842289473684211,0.3842813462653118,0.2296,0.3670033848368205,0.2795368421052632,0.3431083641944995,0.41659473684210524,0.2878433093007915,0.7346236842105265,0.291594802699177,0.013000000000000001,0.40293090780672747,0.07950000000000002,0.3892486815617873,0.24100000000000002,0.3925255273913855,1.5385000000000002,0.6601091641166904,2.1975000000000002,0.7871385893742604,2.692,0.6945854662657123,2.9550000000000005,0.5919518580068551,48668534366.8701,-0.1687490901313603,11517159733.1957,0.3869680361881142,80.33849809561521,0.3683454166241562,1.7,0.1297504959431148,0.9,0.10326654213383336,-97.787725,30.202253999999996
14,2015-08,TX,AUSTIN,2015-08,3.65,"(-97.64670699999999, 30.389764000000003)",91074.55,All,0.13010000000000005,0.38714334992862937,0.151965,0.38866726516273553,0.1967275,0.3842813462653118,0.2610100000000001,0.3670033848368205,0.3207975,0.3431083641944995,0.5193599999999999,0.2878433093007915,0.8364375,0.291594802699177,0.03523809523809525,0.40293090780672747,0.22000000000000006,0.3892486815617873,0.3757142857142857,0.3925255273913855,1.5414285714285714,0.6601091641166904,2.167142857142857,0.7871385893742604,2.5466666666666664,0.6945854662657123,2.8557142857142854,0.5919518580068551,48752987466.2114,-0.1687490901313603,11492007418.0579,0.3869680361881142,79.25862065623551,0.3683454166241562,1.7,0.1297504959431148,0.8,0.10326654213383336,-97.64670699999999,30.389764000000003
15,2015-09,TX,AUSTIN,2015-09,3.5250000000000004,"(-97.67036800000001, 30.445733)",46634.225,All,0.1344409090909091,0.38714334992862937,0.15661363636363634,0.38866726516273553,0.20107727272727274,0.3842813462653118,0.26589318181818195,0.3670033848368205,0.3311113636363637,0.3431083641944995,0.5371681818181817,0.2878433093007915,0.8526636363636364,0.291594802699177,0.008571428571428572,0.40293090780672747,0.17952380952380947,0.3892486815617873,0.3733333333333333,0.3925255273913855,1.4900000000000002,0.6601091641166904,2.1728571428571435,0.7871385893742604,2.618095238095238,0.6945854662657123,2.9528571428571433,0.5919518580068551,48491901272.6637,-0.1687490901313603,11758109185.709,0.3869680361881142,83.34061286074021,0.3683454166241562,1.4,0.1297504959431148,0.8,0.10326654213383336,-97.67036800000001,30.445733
16,2015-10,TX,AUSTIN,2015-10,3.36,"(-97.645051, 30.389153000000004)",78264.24,All,0.13160454545454547,0.38714334992862937,0.15531363636363638,0.38866726516273553,0.19451136363636365,0.3842813462653118,0.2514522727272726,0.3670033848368205,0.32135909090909087,0.3431083641944995,0.5284272727272726,0.2878433093007915,0.8378659090909092,0.291594802699177,0.014285714285714287,0.40293090780672747,0.11380952380952382,0.3892486815617873,0.26333333333333336,0.3925255273913855,1.3857142857142857,0.6601091641166904,2.0699999999999994,0.7871385893742604,2.5028571428571427,0.6945854662657123,2.8880952380952376,0.5919518580068551,48291644449.3811,-0.1687490901313603,10798655053.3939,0.3869680361881142,82.75451956383341,0.3683454166241562,1.5,0.1297504959431148,0.9,0.10326654213383336,-97.645051,30.389153000000004
17,2016-03,TX,AUSTIN,2016-03,3.39,"(-97.703293, 30.31955)",38731.18,All,0.3739333333333333,0.38714334992862937,0.39734047619047613,0.38866726516273553,0.43639523809523806,0.3842813462653118,0.5204357142857143,0.3670033848368205,0.632,0.3431083641944995,0.9009761904761905,0.2878433093007915,1.2156690476190475,0.291594802699177,0.2531818181818182,0.40293090780672747,0.47,0.3892486815617873,0.6563636363636364,0.3925255273913855,1.3759090909090912,0.6601091641166904,1.889090909090909,0.7871385893742604,2.2759090909090913,0.6945854662657123,2.6845454545454546,0.5919518580068551,49276189942.4712,-0.1687490901313603,10916249757.9916,0.3869680361881142,81.9752078939728,0.3683454166241562,1.7,0.1297504959431148,0.7,0.10326654213383336,-97.703293,30.31955
18,2016-04,TX,AUSTIN,2016-04,3.25,"(-97.776905, 30.432645)",83776.82,All,0.38031428571428566,0.38714334992862937,0.39864523809523805,0.38866726516273553,0.4373976190476192,0.3842813462653118,0.5229452380952381,0.3670033848368205,0.6327499999999999,0.3431083641944995,0.9025404761904764,0.2878433093007915,1.2222214285714286,0.291594802699177,0.18761904761904763,0.40293090780672747,0.37238095238095237,0.3892486815617873,0.5557142857142858,0.3925255273913855,1.2580952380952382,0.6601091641166904,1.8052380952380953,0.7871385893742604,2.2104761904761907,0.6945854662657123,2.6233333333333335,0.5919518580068551,49206523977.8161,-0.1687490901313603,11703539581.608,0.3869680361881142,82.3313446344394,0.3683454166241562,1.7,0.1297504959431148,0.8,0.10326654213383336,-97.776905,30.432645
19,2016-09,TX,AUSTIN,2016-09,3.25,"(-97.62618499999999, 30.296753000000002)",56378.21,All,0.42159363636363634,0.38714334992862937,0.4495609090909092,0.38866726516273553,0.5270018181818182,0.3842813462653118,0.6625254545454545,0.3670033848368205,0.8496804545454547,0.3431083641944995,1.2471445454545458,0.2878433093007915,1.5560313636363639,0.291594802699177,0.1914285714285715,0.40293090780672747,0.4671428571428572,0.3892486815617873,0.5933333333333333,0.3925255273913855,1.178095238095238,0.6601091641166904,1.6304761904761906,0.7871385893742604,2.0152380952380957,0.6945854662657123,2.350476190476191,0.5919518580068551,49971382532.5922,-0.1687490901313603,11692339154.1207,0.3869680361881142,85.2359522201137,0.3683454166241562,1.5,0.1297504959431148,0.6,0.10326654213383336,-97.62618499999999,30.296753000000002
20,2016-10,TX,AUSTIN,2016-10,2.5,"(-97.8017, 30.2307)",62339.3,All,0.4307719047619048,0.38714334992862937,0.457582380952381,0.38866726516273553,0.5307795238095238,0.3842813462653118,0.6609890476190475,0.3670033848368205,0.8786828571428573,0.3431083641944995,1.258856666666667,0.2878433093007915,1.577814761904762,0.291594802699177,0.24400000000000005,0.40293090780672747,0.47700000000000004,0.3892486815617873,0.6595000000000001,0.3925255273913855,1.2719999999999998,0.6601091641166904,1.7645000000000004,0.7871385893742604,2.1705,0.6945854662657123,2.5004999999999997,0.5919518580068551,51124149514.2735,-0.1687490901313603,12137144620.0221,0.3869680361881142,85.1896726255448,0.3683454166241562,1.6,0.1297504959431148,0.7,0.10326654213383336,-97.8017,30.2307
21,2016-12,TX,AUSTIN,2016-12,3.43,"(-97.773198, 30.197488)",100183.21,All,0.5606285,0.38714334992862937,0.6315605,0.38866726516273553,0.7119585,0.3842813462653118,0.7883325000000001,0.3670033848368205,0.9753284999999998,0.3431083641944995,1.3063339999999999,0.2878433093007915,1.6692235,0.291594802699177,0.42333333333333334,0.40293090780672747,0.638095238095238,0.3892486815617873,0.8661904761904763,0.3925255273913855,1.9590476190476194,0.6601091641166904,2.491904761904762,0.7871385893742604,2.835238095238095,0.6945854662657123,3.1133333333333324,0.5919518580068551,48913265551.9221,-0.1687490901313603,12351593318.9066,0.3869680361881142,88.1942388876454,0.3683454166241562,1.6,0.1297504959431148,0.7,0.10326654213383336,-97.773198,30.197488
22,2017-09,TX,AUSTIN,2017-09,3.0,"(-97.80005200000001, 30.162924)",58997.17999999999,All,1.1784444999999997,0.38714334992862937,1.1967471428571432,0.38866726516273553,1.23492,0.3842813462653118,1.2721638095238097,0.3670033848368205,1.3232957142857147,0.3431083641944995,1.4732157142857143,0.2878433093007915,1.738246666666667,0.291594802699177,0.9940000000000001,0.40293090780672747,1.171,0.3892486815617873,1.2799999999999998,0.3925255273913855,1.7975,0.6601091641166904,2.2020000000000004,0.7871385893742604,2.5300000000000002,0.6945854662657123,2.7764999999999995,0.5919518580068551,50938614889.0817,-0.1687490901313603,11537595366.1601,0.3869680361881142,89.1832712740787,0.3683454166241562,1.4,0.1297504959431148,0.5,0.10326654213383336,-97.80005200000001,30.162924
23,2017-11,TX,AUSTIN,2017-11,3.325,"(-97.686098, 30.41115)",41796.229999999996,All,1.183300476190476,0.38714334992862937,1.2036563636363637,0.38866726516273553,1.2878790909090911,0.3842813462653118,1.3757831818181818,0.3670033848368205,1.4342040909090912,0.3431083641944995,1.6264599999999996,0.2878433093007915,1.9015695454545458,0.291594802699177,1.09,0.40293090780672747,1.3895238095238096,0.3892486815617873,1.5600000000000003,0.3925255273913855,2.05,0.6601091641166904,2.353333333333333,0.7871385893742604,2.6023809523809525,0.6945854662657123,2.801904761904762,0.5919518580068551,49589347299.2381,-0.1687490901313603,11223830878.8235,0.3869680361881142,88.11497433433529,0.3683454166241562,1.7,0.1297504959431148,0.5,0.10326654213383336,-97.686098,30.41115
24,2017-12,TX,AUSTIN,2017-12,3.6500000000000004,"(-97.763038, 30.152005)",140249.535,All,1.3144094736842107,0.38714334992862937,1.3913115789473685,0.38866726516273553,1.4850410526315792,0.3842813462653118,1.5354463157894738,0.3670033848368205,1.6017521052631578,0.3431083641944995,1.7680373684210524,0.2878433093007915,2.0434931578947366,0.291594802699177,1.204,0.40293090780672747,1.4950000000000003,0.3892486815617873,1.7005,0.3925255273913855,2.1819999999999995,0.6601091641166904,2.4025,0.7871385893742604,2.5970000000000004,0.6945854662657123,2.768,0.5919518580068551,49574400061.0285,-0.1687490901313603,11226317067.5623,0.3869680361881142,88.23467488709129,0.3683454166241562,1.5,0.1297504959431148,0.5,0.10326654213383336,-97.763038,30.152005
25,2018-04,TX,AUSTIN,2018-04,4.12,"(-97.71081655, 30.16554292)",172087.49,All,1.7027510000000003,0.38714334992862937,1.7432829999999995,0.38866726516273553,1.896724,0.3842813462653118,2.0408605,0.3670033848368205,2.349426,0.3431083641944995,2.493657999999999,0.2878433093007915,2.7355454999999997,0.291594802699177,1.6604761904761904,0.40293090780672747,1.9780952380952381,0.3892486815617873,2.153809523809524,0.3925255273913855,2.701904761904762,0.6601091641166904,2.869047619047619,0.7871385893742604,2.9595238095238092,0.6945854662657123,3.0719047619047624,0.5919518580068551,50165072031.0326,-0.1687490901313603,12109088557.0787,0.3869680361881142,88.55316323110772,0.3683454166241562,1.9,0.1297504959431148,0.5,0.10326654213383336,-97.71081655,30.16554292
26,2018-05,TX,AUSTIN,2018-05,3.7800000000000002,"(-97.722757, 30.29247)",7202706.895,All,1.7065971428571427,0.38714334992862937,1.7524533333333332,0.38866726516273553,1.94629,0.3842813462653118,2.0937409523809523,0.3670033848368205,2.3356085714285713,0.3431083641944995,2.499740476190476,0.2878433093007915,2.754757142857143,0.291594802699177,1.706818181818182,0.40293090780672747,2.0731818181818187,0.3892486815617873,2.2736363636363635,0.3925255273913855,2.816818181818181,0.6601091641166904,2.977727272727273,0.7871385893742604,3.0518181818181818,0.6945854662657123,3.1318181818181827,0.5919518580068551,50800995008.8069,-0.1687490901313603,12484889768.5791,0.3869680361881142,88.1148323663994,0.3683454166241562,1.6,0.1297504959431148,0.5,0.10326654213383336,-97.722757,30.29247
27,2018-07,TX,AUSTIN,2018-07,4.3149999999999995,"(-97.65442, 30.431649)",144014.03,All,1.918467142857143,0.38714334992862937,1.9587813636363633,0.38866726516273553,2.0789990909090905,0.3842813462653118,2.1733236363636363,0.3670033848368205,2.3391181818181823,0.3431083641944995,2.519525454545455,0.2878433093007915,2.7944931818181815,0.291594802699177,1.8933333333333329,0.40293090780672747,2.1680952380952383,0.3892486815617873,2.3876190476190478,0.3925255273913855,2.7776190476190483,0.6601091641166904,2.8890476190476195,0.7871385893742604,2.944761904761905,0.6945854662657123,3.006666666666667,0.5919518580068551,50593420247.4287,-0.1687490901313603,12917630009.557,0.3869680361881142,88.50967086025801,0.3683454166241562,1.2,0.1297504959431148,0.4,0.10326654213383336,-97.65442,30.431649
28,2018-08,TX,AUSTIN,2018-08,4.23,"(-97.705892, 30.219490000000004)",168289.36,All,1.916485,0.38714334992862937,1.9541377272727276,0.38866726516273553,2.074109545454545,0.3842813462653118,2.18963,0.3670033848368205,2.323575,0.3431083641944995,2.5196563636363636,0.2878433093007915,2.8215668181818185,0.291594802699177,1.9408695652173917,0.40293090780672747,2.244347826086957,0.3892486815617873,2.445652173913043,0.3925255273913855,2.7678260869565223,0.6601091641166904,2.889130434782609,0.7871385893742604,2.970434782608696,0.6945854662657123,3.041739130434783,0.5919518580068551,51507450037.54,-0.1687490901313603,12115078194.3566,0.3869680361881142,88.437943439718,0.3683454166241562,1.5,0.1297504959431148,0.5,0.10326654213383336,-97.705892,30.219490000000004
