,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-4),Corr with auto_vol(-4),student_vol(2),Corr with student_vol(2),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(1),Corr with mortgage 90(1)
10,2013-03,CO,DENVER,2013-03,2.92,"(-75.37876991, 39.87880641)",72892.2,All,0.15505000000000002,0.1790941536012891,0.17309999999999998,0.1803220047821287,0.20345,0.17226904537339402,0.2419,0.16022388256211295,0.28190000000000004,0.14502079883523183,0.44782500000000003,0.11145628686112262,0.7351250000000001,0.09217143365302471,0.07800000000000003,0.19716730695258283,0.11450000000000005,0.173849097265816,0.14750000000000002,0.167059129462558,0.8185000000000002,0.4076579956619488,1.9575,0.4015560682238344,2.7840000000000003,0.2928962691402811,3.1625000000000005,0.2567369892665718,38410438812.4053,0.05221513284792641,9498561196.652071,0.3627252070095375,88.29263433660921,-0.2660849719765452,2.0,0.08273257865415043,1.5,0.07358790912923935
11,2013-09,CO,DENVER,2013-09,2.95,"(-75.23333000000001, 4.433330000000001)",12507.24,All,0.11272380952380952,0.1790941536012891,0.14323238095238094,0.1803220047821287,0.18057476190476196,0.17226904537339402,0.22133904761904755,0.16022388256211295,0.2531785714285715,0.14502079883523183,0.38033809523809525,0.11145628686112262,0.6526857142857143,0.09217143365302471,0.017500000000000005,0.19716730695258283,0.04150000000000001,0.173849097265816,0.11850000000000002,0.167059129462558,1.5959999999999999,0.4076579956619488,2.8095,0.4015560682238344,3.526,0.2928962691402811,3.7870000000000004,0.2567369892665718,40995097959.5386,0.05221513284792641,10396023519.0372,0.3627252070095375,88.4263020205016,-0.2660849719765452,1.7,0.08273257865415043,1.1,0.07358790912923935
12,2013-10,CO,DENVER,2013-10,3.88,"(-104.96257290000001, 39.7434815)",8106.43,All,0.10426086956521738,0.1790941536012891,0.13668260869565219,0.1803220047821287,0.17241521739130433,0.17226904537339402,0.21265,0.16022388256211295,0.2417652173913043,0.14502079883523183,0.36121521739130424,0.11145628686112262,0.6177847826086957,0.09217143365302471,0.1059090909090909,0.19716730695258283,0.07590909090909094,0.173849097265816,0.12136363636363635,0.167059129462558,1.366818181818182,0.4076579956619488,2.615909090909091,0.4015560682238344,3.3795454545454544,0.2928962691402811,3.6759090909090903,0.2567369892665718,41507587847.7023,0.05221513284792641,9402239044.86975,0.3627252070095375,85.3165844012547,-0.2660849719765452,1.8,0.08273257865415043,1.1,0.07358790912923935
13,2013-12,CO,DENVER,2013-12,4.5,"(-9.0, 52.833330000000004)",36792.4,All,0.10022500000000001,0.1790941536012891,0.1273025,0.1803220047821287,0.16723,0.17226904537339402,0.2127325,0.16022388256211295,0.24389749999999996,0.14502079883523183,0.34639499999999995,0.11145628686112262,0.579045,0.09217143365302471,0.019047619047619053,0.19716730695258283,0.09523809523809526,0.173849097265816,0.13285714285714287,0.167059129462558,1.5761904761904764,0.4076579956619488,2.901904761904762,0.4015560682238344,3.6266666666666674,0.2928962691402811,3.889047619047619,0.2567369892665718,41334062733.8549,0.05221513284792641,10011024566.6146,0.3627252070095375,83.69462947740479,-0.2660849719765452,1.7,0.08273257865415043,1.1,0.07358790912923935
14,2014-01,CO,DENVER,2014-01,4.08,"(-104.98866799999999, 39.721465)",44758.6,All,0.09003181818181817,0.1790941536012891,0.1219931818181818,0.1803220047821287,0.1597090909090909,0.17226904537339402,0.204425,0.16022388256211295,0.23822954545454544,0.14502079883523183,0.33795909090909093,0.11145628686112262,0.5752999999999999,0.09217143365302471,0.017142857142857144,0.19716730695258283,0.0690476190476191,0.173849097265816,0.11619047619047623,0.167059129462558,1.6466666666666665,0.4076579956619488,2.858095238095238,0.4015560682238344,3.521904761904762,0.2928962691402811,3.76904761904762,0.2567369892665718,41062625933.5941,0.05221513284792641,10653400066.5467,0.3627252070095375,80.910251046009,-0.2660849719765452,1.5,0.08273257865415043,1.0,0.07358790912923935
15,2014-03,CO,DENVER,2014-03,4.12,"(-105.02386100000001, 39.793053)",15412.54,All,0.0888,0.1790941536012891,0.1207452380952381,0.1803220047821287,0.15488333333333335,0.17226904537339402,0.19711666666666672,0.16022388256211295,0.23409761904761903,0.14502079883523183,0.33106666666666673,0.11145628686112262,0.5571428571428573,0.09217143365302471,0.051428571428571455,0.19716730695258283,0.07857142857142858,0.173849097265816,0.1280952380952381,0.167059129462558,1.6395238095238096,0.4076579956619488,2.7233333333333327,0.4015560682238344,3.3466666666666667,0.2928962691402811,3.6209523809523807,0.2567369892665718,41658198449.9001,0.05221513284792641,9507943209.106209,0.3627252070095375,82.11515832772571,-0.2660849719765452,1.5,0.08273257865415043,0.9,0.07358790912923935
16,2014-06,CO,DENVER,2014-06,5.24,"(-105.0257273, 39.8138598)",53593.45,All,0.09278571428571428,0.1790941536012891,0.12241428571428574,0.1803220047821287,0.1523738095238095,0.17226904537339402,0.19377380952380954,0.16022388256211295,0.2309452380952381,0.14502079883523183,0.32388809523809525,0.11145628686112262,0.5421714285714285,0.09217143365302471,0.024285714285714296,0.19716730695258283,0.06047619047619051,0.173849097265816,0.10476190476190479,0.167059129462558,1.679047619047619,0.4076579956619488,2.5985714285714288,0.4015560682238344,3.1533333333333333,0.2928962691402811,3.4199999999999995,0.2567369892665718,43204378466.7468,0.05221513284792641,11117378455.0815,0.3627252070095375,81.06604477988621,-0.2660849719765452,1.4,0.08273257865415043,1.0,0.07358790912923935
17,2014-07,CO,DENVER,2014-07,4.865,"(-104.9213, 39.7644)",42812.33,All,0.09286956521739129,0.1790941536012891,0.12270652173913045,0.1803220047821287,0.15438695652173914,0.17226904537339402,0.1955586956521739,0.16022388256211295,0.23417391304347826,0.14502079883523183,0.32826086956521744,0.11145628686112262,0.5557695652173912,0.09217143365302471,0.024090909090909093,0.19716730695258283,0.059545454545454575,0.173849097265816,0.11136363636363639,0.167059129462558,1.699545454545455,0.4076579956619488,2.542272727272727,0.4015560682238344,3.071363636363636,0.2928962691402811,3.3318181818181816,0.2567369892665718,44555116847.5878,0.05221513284792641,11159124696.1814,0.3627252070095375,82.2508390398281,-0.2660849719765452,1.6,0.08273257865415043,1.0,0.07358790912923935
18,2014-08,CO,DENVER,2014-08,3.48,"(-104.905854, 39.637063)",179360.14,All,0.090785,0.1790941536012891,0.121725,0.1803220047821287,0.15602,0.17226904537339402,0.19527250000000002,0.16022388256211295,0.23465000000000003,0.14502079883523183,0.32965500000000003,0.11145628686112262,0.55889,0.09217143365302471,0.030000000000000006,0.19716730695258283,0.0523809523809524,0.173849097265816,0.10714285714285714,0.167059129462558,1.6314285714285717,0.4076579956619488,2.42,0.4015560682238344,2.9366666666666665,0.2928962691402811,3.2009523809523808,0.2567369892665718,44109559396.2995,0.05221513284792641,10950177839.1879,0.3627252070095375,82.08517590205541,-0.2660849719765452,1.3,0.08273257865415043,0.9,0.07358790912923935
19,2014-10,CO,DENVER,2014-10,4.85,"(-104.936168, 39.666296)",82417.15,All,0.09059565217391304,0.1790941536012891,0.11953260869565213,0.1803220047821287,0.15351739130434783,0.17226904537339402,0.1974043478260869,0.16022388256211295,0.2313760869565217,0.14502079883523183,0.3236195652173913,0.11145628686112262,0.5523869565217392,0.09217143365302471,0.020909090909090912,0.19716730695258283,0.05045454545454548,0.173849097265816,0.10454545454545458,0.167059129462558,1.5459090909090911,0.4076579956619488,2.304090909090909,0.4015560682238344,2.7731818181818184,0.2928962691402811,3.039999999999999,0.2567369892665718,43938467193.2505,0.05221513284792641,14245911418.8887,0.3627252070095375,82.4770523961592,-0.2660849719765452,1.4,0.08273257865415043,0.9,0.07358790912923935
20,2014-11,CO,DENVER,2014-11,4.5,"(-7.5, 53.685)",6625.59,All,0.09656999999999999,0.1790941536012891,0.12222499999999999,0.1803220047821287,0.1548075,0.17226904537339402,0.20246,0.16022388256211295,0.23286250000000003,0.14502079883523183,0.32679500000000006,0.11145628686112262,0.56206,0.09217143365302471,0.04166666666666668,0.19716730695258283,0.06944444444444448,0.173849097265816,0.13444444444444448,0.167059129462558,1.6205555555555557,0.4076579956619488,2.325555555555556,0.4015560682238344,2.7644444444444445,0.2928962691402811,3.038333333333333,0.2567369892665718,44931729222.7983,0.05221513284792641,11733364706.6996,0.3627252070095375,80.33849809561521,-0.2660849719765452,1.4,0.08273257865415043,0.9,0.07358790912923935
21,2015-04,CO,DENVER,2015-04,3.58,"(-104.98251699999999, 39.751033)",56116.705,All,0.12200000000000003,0.1790941536012891,0.14605250000000003,0.1803220047821287,0.18076750000000003,0.17226904537339402,0.22830999999999996,0.16022388256211295,0.27596,0.14502079883523183,0.404505,0.11145628686112262,0.6969449999999999,0.09217143365302471,0.018181818181818188,0.19716730695258283,0.09363636363636368,0.173849097265816,0.23363636363636367,0.167059129462558,1.3545454545454545,0.4076579956619488,1.9349999999999996,0.4015560682238344,2.334090909090909,0.2928962691402811,2.5859090909090905,0.2567369892665718,45241950015.4561,0.05221513284792641,11517159733.1957,0.3627252070095375,82.75451956383341,-0.2660849719765452,1.5,0.08273257865415043,0.7,0.07358790912923935
22,2015-06,CO,DENVER,2015-06,3.18,"(-105.01, 39.76)",54188.12,All,0.12293636363636364,0.1790941536012891,0.14681590909090908,0.1803220047821287,0.1858840909090909,0.17226904537339402,0.23472954545454539,0.16022388256211295,0.2827113636363637,0.14502079883523183,0.43974545454545466,0.11145628686112262,0.7702659090909093,0.09217143365302471,0.007727272727272728,0.19716730695258283,0.08681818181818185,0.173849097265816,0.2754545454545455,0.167059129462558,1.6836363636363636,0.4076579956619488,2.3636363636363638,0.4015560682238344,2.8454545454545452,0.2928962691402811,3.1118181818181814,0.2567369892665718,45758876905.2845,0.05221513284792641,10986955735.8103,0.3627252070095375,82.89218119322959,-0.2660849719765452,1.1,0.08273257865415043,0.7,0.07358790912923935
23,2016-04,CO,DENVER,2016-04,4.2,"(-104.835275, 39.775878999999996)",22662.72,All,0.38031428571428566,0.1790941536012891,0.39864523809523805,0.1803220047821287,0.4373976190476192,0.17226904537339402,0.5229452380952381,0.16022388256211295,0.6327499999999999,0.14502079883523183,0.9025404761904764,0.11145628686112262,1.2222214285714286,0.09217143365302471,0.18761904761904763,0.19716730695258283,0.37238095238095237,0.173849097265816,0.5557142857142858,0.167059129462558,1.2580952380952382,0.4076579956619488,1.8052380952380953,0.4015560682238344,2.2104761904761907,0.2928962691402811,2.6233333333333335,0.2567369892665718,48291644449.3811,0.05221513284792641,11496937509.4445,0.3627252070095375,85.1896726255448,-0.2660849719765452,1.4,0.08273257865415043,0.5,0.07358790912923935
24,2016-07,CO,DENVER,2016-07,3.9,"(-105.10411200000001, 40.201388)",38519.47,All,0.41380476190476195,0.1790941536012891,0.43819285714285716,0.1803220047821287,0.4828833333333333,0.17226904537339402,0.5734595238095239,0.16022388256211295,0.6963095238095237,0.14502079883523183,0.9990666666666668,0.11145628686112262,1.31707619047619,0.09217143365302471,0.2635000000000001,0.19716730695258283,0.4040000000000001,0.173849097265816,0.5135000000000001,0.167059129462558,1.0715,0.4076579956619488,1.504,0.4015560682238344,1.8224999999999998,0.2928962691402811,2.227,0.2567369892665718,48187387172.2131,0.05221513284792641,11482367114.4991,0.3627252070095375,88.3913281030881,-0.2660849719765452,1.1,0.08273257865415043,0.5,0.07358790912923935
25,2016-08,CO,DENVER,2016-08,3.85,"(-104.888433, 39.692021000000004)",15183.79,All,0.41817045454545454,0.1790941536012891,0.4429568181818182,0.1803220047821287,0.5122418181818182,0.17226904537339402,0.6351372727272727,0.16022388256211295,0.810223181818182,0.14502079883523183,1.1977463636363632,0.11145628686112262,1.5097959090909088,0.09217143365302471,0.2608695652173914,0.19716730695258283,0.4460869565217393,0.173849097265816,0.5682608695652173,0.167059129462558,1.1330434782608694,0.4076579956619488,1.5565217391304347,0.4015560682238344,1.8895652173913038,0.2928962691402811,2.261739130434783,0.2567369892665718,48887248013.451,0.05221513284792641,11692339154.1207,0.3627252070095375,88.43997566936979,-0.2660849719765452,1.1,0.08273257865415043,0.4,0.07358790912923935
26,2016-10,CO,DENVER,2016-10,3.5035,"(-104.92523500000001, 39.668646)",9603.4925,All,0.4307719047619048,0.1790941536012891,0.457582380952381,0.1803220047821287,0.5307795238095238,0.17226904537339402,0.6609890476190475,0.16022388256211295,0.8786828571428573,0.14502079883523183,1.258856666666667,0.11145628686112262,1.577814761904762,0.09217143365302471,0.24400000000000005,0.19716730695258283,0.47700000000000004,0.173849097265816,0.6595000000000001,0.167059129462558,1.2719999999999998,0.4076579956619488,1.7645000000000004,0.4015560682238344,2.1705,0.2928962691402811,2.5004999999999997,0.2567369892665718,49206523977.8161,0.05221513284792641,12605986919.9069,0.3627252070095375,88.1697673489486,-0.2660849719765452,1.1,0.08273257865415043,0.5,0.07358790912923935
27,2016-11,CO,DENVER,2016-11,3.315,"(-104.8652197, 39.6846333)",138750.155,All,0.4339245454545454,0.1790941536012891,0.45880500000000013,0.1803220047821287,0.5631090909090911,0.17226904537339402,0.7006386363636362,0.16022388256211295,0.9084640909090909,0.14502079883523183,1.2693081818181815,0.11145628686112262,1.6029650000000002,0.09217143365302471,0.29999999999999993,0.19716730695258283,0.5834999999999999,0.173849097265816,0.736,0.167059129462558,1.596,0.4076579956619488,2.142,0.4015560682238344,2.5369999999999995,0.2928962691402811,2.8620000000000005,0.2567369892665718,49692544708.3448,0.05221513284792641,12351593318.9066,0.3627252070095375,87.62096056152771,-0.2660849719765452,1.2,0.08273257865415043,0.4,0.07358790912923935
28,2017-02,CO,DENVER,2017-02,4.52,"(-104.94206100000001, 39.759997999999996)",6724.26,All,0.6863609999999999,0.1790941536012891,0.7163664999999999,0.1803220047821287,0.7767084999999999,0.17226904537339402,0.8480275,0.16022388256211295,1.0445964999999997,0.14502079883523183,1.3514585000000001,0.11145628686112262,1.723958,0.09217143365302471,0.48210526315789465,0.19716730695258283,0.653157894736842,0.173849097265816,0.8205263157894739,0.167059129462558,1.9015789473684213,0.4076579956619488,2.4189473684210525,0.4015560682238344,2.763684210526316,0.2928962691402811,3.0321052631578946,0.2567369892665718,50034086230.3872,0.05221513284792641,12388258203.7622,0.3627252070095375,89.1200725980081,-0.2660849719765452,1.4,0.08273257865415043,0.4,0.07358790912923935
29,2017-03,CO,DENVER,2017-03,3.7,"(-76.24025300000001, 41.055825)",199947.6,All,0.8095565217391305,0.1790941536012891,0.8706386956521739,0.1803220047821287,0.9286352173913045,0.17226904537339402,0.982656956521739,0.16022388256211295,1.134713043478261,0.14502079883523183,1.4258673913043478,0.11145628686112262,1.8069104347826086,0.09217143365302471,0.662608695652174,0.19716730695258283,0.8856521739130436,0.173849097265816,1.0104347826086957,0.167059129462558,2.013478260869565,0.4076579956619488,2.4817391304347827,0.4015560682238344,2.8317391304347823,0.2928962691402811,3.0813043478260873,0.2567369892665718,49971382532.5922,0.05221513284792641,12747516848.3499,0.3627252070095375,89.1832712740787,-0.2660849719765452,1.2,0.08273257865415043,0.4,0.07358790912923935
30,2017-05,CO,DENVER,2017-05,3.68,"(-105.00753300000001, 39.762291)",11522.34,All,0.9286509523809523,0.1790941536012891,0.9479980952380954,0.1803220047821287,1.0114261904761905,0.17226904537339402,1.0843647619047618,0.16022388256211295,1.185849523809524,0.14502079883523183,1.424545714285714,0.11145628686112262,1.7495038095238098,0.09217143365302471,0.7281818181818184,0.19716730695258283,1.035,0.173849097265816,1.1227272727272726,0.167059129462558,1.836818181818182,0.4076579956619488,2.3036363636363633,0.4015560682238344,2.695909090909091,0.2928962691402811,2.9590909090909094,0.2567369892665718,49588706606.1033,0.05221513284792641,11814606928.6527,0.3627252070095375,88.11497433433529,-0.2660849719765452,1.4,0.08273257865415043,0.4,0.07358790912923935
31,2017-08,CO,DENVER,2017-08,4.49,"(-104.885218, 39.690484999999995)",118947.68,All,1.1775518181818179,0.1790941536012891,1.197803181818182,0.1803220047821287,1.2317690909090908,0.17226904537339402,1.264191818181818,0.16022388256211295,1.314176818181818,0.14502079883523183,1.453699090909091,0.11145628686112262,1.7253381818181814,0.09217143365302471,0.9795652173913042,0.19716730695258283,1.1291304347826083,0.173849097265816,1.2291304347826086,0.167059129462558,1.7765217391304353,0.4076579956619488,2.209130434782609,0.4015560682238344,2.552173913043478,0.2928962691402811,2.795217391304348,0.2567369892665718,47316214443.3566,0.05221513284792641,11537595366.1601,0.3627252070095375,87.46440959377459,-0.2660849719765452,1.1,0.08273257865415043,0.4,0.07358790912923935
32,2017-09,CO,DENVER,2017-09,3.4,"(15.166670000000002, 47.25)",94633.34,All,1.1784444999999997,0.1790941536012891,1.1967471428571432,0.1803220047821287,1.23492,0.17226904537339402,1.2721638095238097,0.16022388256211295,1.3232957142857147,0.14502079883523183,1.4732157142857143,0.11145628686112262,1.738246666666667,0.09217143365302471,0.9940000000000001,0.19716730695258283,1.171,0.173849097265816,1.2799999999999998,0.167059129462558,1.7975,0.4076579956619488,2.2020000000000004,0.4015560682238344,2.5300000000000002,0.2928962691402811,2.7764999999999995,0.2567369892665718,48693341763.9087,0.05221513284792641,11707722927.962,0.3627252070095375,87.3618752869242,-0.2660849719765452,1.2,0.08273257865415043,0.4,0.07358790912923935
33,2017-11,CO,DENVER,2017-11,3.25,"(-105.020969, 39.756938)",9375.03,All,1.183300476190476,0.1790941536012891,1.2036563636363637,0.1803220047821287,1.2878790909090911,0.17226904537339402,1.3757831818181818,0.16022388256211295,1.4342040909090912,0.14502079883523183,1.6264599999999996,0.11145628686112262,1.9015695454545458,0.09217143365302471,1.09,0.19716730695258283,1.3895238095238096,0.173849097265816,1.5600000000000003,0.167059129462558,2.05,0.4076579956619488,2.353333333333333,0.4015560682238344,2.6023809523809525,0.2928962691402811,2.801904761904762,0.2567369892665718,48416221734.2909,0.05221513284792641,11226317067.5623,0.3627252070095375,88.1148323663994,-0.2660849719765452,1.2,0.08273257865415043,0.4,0.07358790912923935
