,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-4),Corr with auto_vol(-4),student_vol(-2),Corr with student_vol(-2),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-2),Corr with mortgage 90(-2)
0,WI,MILWAUKEE,2010-06,4.5,All,0.29840136363636366,4.201598636363636,0.1591653143617401,0.3291213636363637,4.1708786363636365,0.16217887006201323,0.3487363636363637,4.151263636363637,0.16562116465069013,0.4336950000000001,4.066305,0.16321346183087676,0.5368986363636363,3.9631013636363637,0.16445331413946843,0.7518195454545455,3.7481804545454542,0.13972573095593593,1.187955909090909,3.312044090909091,0.13996709090428447,0.07954545454545457,4.420454545454546,0.16533748715388313,0.19090909090909092,4.309090909090909,0.17246158606720197,0.3181818181818181,4.181818181818182,0.19314105615393634,1.9963636363636363,2.503636363636364,0.648720969688853,3.2040909090909095,1.2959090909090905,0.8096251817052418,3.9499999999999997,0.5500000000000003,0.6678565431579687,4.127727272727272,0.372272727272728,0.5917653018823061,25116521917.8418,0.09591992750849196,13493693756.3064,0.23133094623986108,92.4549564204629,-0.2571544516015915,2.6,-0.20617609688581134,3.2,-0.117311361995181
1,WI,MILWAUKEE,2011-06,4.4,All,0.12706818181818183,4.272931818181818,0.1591653143617401,0.1615431818181819,4.2384568181818185,0.16217887006201323,0.18716409090909092,4.212835909090909,0.16562116465069013,0.21923909090909086,4.1807609090909095,0.16321346183087676,0.24782409090909094,4.15217590909091,0.16445331413946843,0.39758,4.002420000000001,0.13972573095593593,0.7268749999999999,3.6731250000000006,0.13996709090428447,0.0190909090909091,4.380909090909091,0.16533748715388313,0.1013636363636364,4.298636363636364,0.17246158606720197,0.18090909090909094,4.21909090909091,0.19314105615393634,1.5799999999999998,2.8200000000000003,0.648720969688853,3.002272727272727,1.3977272727272734,0.8096251817052418,3.9145454545454546,0.4854545454545458,0.6678565431579687,4.2327272727272724,0.1672727272727279,0.5917653018823061,32217867353.4185,0.09591992750849196,15995126134.7035,0.23133094623986108,91.3646878868074,-0.2571544516015915,2.2,-0.20617609688581134,2.8,-0.117311361995181
2,WI,MILWAUKEE,2011-07,3.94,All,0.12388095238095237,3.8161190476190474,0.1591653143617401,0.1598857142857143,3.7801142857142858,0.16217887006201323,0.18661904761904766,3.7533809523809523,0.16562116465069013,0.2182333333333334,3.7217666666666664,0.16321346183087676,0.24991190476190472,3.690088095238095,0.16445331413946843,0.41392857142857137,3.5260714285714285,0.13972573095593593,0.7452261904761905,3.1947738095238094,0.13996709090428447,0.037500000000000006,3.9025,0.16533748715388313,0.08400000000000002,3.856,0.17246158606720197,0.185,3.755,0.19314105615393634,1.541,2.399,0.648720969688853,3.003,0.9369999999999998,0.8096251817052418,3.9475000000000002,-0.007500000000000284,0.6678565431579687,4.2705,-0.33050000000000024,0.5917653018823061,31565012894.7234,0.09591992750849196,13753511368.0623,0.23133094623986108,90.35087768078328,-0.2571544516015915,2.1,-0.20617609688581134,2.8,-0.117311361995181
3,WI,MILWAUKEE,2011-11,3.42,All,0.14255090909090912,3.2774490909090908,0.1591653143617401,0.19244863636363635,3.2275513636363637,0.16217887006201323,0.2536463636363637,3.1663536363636364,0.16562116465069013,0.3593790909090909,3.060620909090909,0.16321346183087676,0.47529181818181826,2.9447081818181817,0.16445331413946843,0.6805422727272729,2.739457727272727,0.13972573095593593,1.000305,2.419695,0.13996709090428447,0.013999999999999999,3.406,0.16533748715388313,0.04650000000000002,3.3735,0.17246158606720197,0.11200000000000002,3.308,0.19314105615393634,0.908,2.512,0.648720969688853,2.0134999999999996,1.4065000000000003,0.8096251817052418,2.7180000000000004,0.7019999999999995,0.6678565431579687,3.0155000000000003,0.40449999999999964,0.5917653018823061,31992172727.7437,0.09591992750849196,11655650147.2578,0.23133094623986108,90.0868950067716,-0.2571544516015915,2.7,-0.20617609688581134,2.8,-0.117311361995181
4,WI,MILWAUKEE,2011-12,3.75,All,0.1499335,3.6000665,0.1591653143617401,0.2029985,3.5470015,0.16217887006201323,0.2836085,3.4663915,0.16562116465069013,0.40829250000000006,3.3417075,0.16321346183087676,0.5557375,3.1942625,0.16445331413946843,0.7798775000000001,2.9701225,0.13972573095593593,1.1003555000000003,2.6496445,0.13996709090428447,0.0033333333333333335,3.7466666666666666,0.16533748715388313,0.048571428571428585,3.7014285714285715,0.17246158606720197,0.11523809523809528,3.6347619047619046,0.19314105615393634,0.8914285714285713,2.8585714285714285,0.648720969688853,1.9780952380952384,1.7719047619047616,0.8096251817052418,2.6676190476190476,1.0823809523809524,0.6678565431579687,2.9823809523809524,0.7676190476190476,0.5917653018823061,31754785132.2305,0.09591992750849196,10258833668.6773,0.23133094623986108,89.00857713430821,-0.2571544516015915,2.7,-0.20617609688581134,2.8,-0.117311361995181
5,WI,MILWAUKEE,2012-01,3.525,All,0.14564761904761903,3.3793523809523807,0.1591653143617401,0.2014238095238095,3.3235761904761905,0.16217887006201323,0.28289523809523814,3.242104761904762,0.16562116465069013,0.41424761904761903,3.110752380952381,0.16321346183087676,0.5659000000000001,2.9591,0.16445331413946843,0.7969761904761906,2.728023809523809,0.13972573095593593,1.1145476190476191,2.410452380952381,0.13996709090428447,0.0245,3.5004999999999997,0.16533748715388313,0.06550000000000003,3.4595,0.17246158606720197,0.11500000000000003,3.4099999999999997,0.19314105615393634,0.835,2.69,0.648720969688853,1.9664999999999995,1.5585000000000004,0.8096251817052418,2.6950000000000003,0.8299999999999996,0.6678565431579687,3.026,0.4990000000000001,0.5917653018823061,33690910289.8878,0.09591992750849196,11784187253.6333,0.23133094623986108,89.6038877472871,-0.2571544516015915,2.7,-0.20617609688581134,3.0,-0.117311361995181
6,WI,MILWAUKEE,2012-03,3.5,All,0.14720000000000003,3.3528,0.1591653143617401,0.1893409090909091,3.3106590909090907,0.16217887006201323,0.24185227272727275,3.258147727272727,0.16562116465069013,0.35079999999999995,3.1492,0.16321346183087676,0.4732886363636363,3.026711363636364,0.16445331413946843,0.741275,2.758725,0.13972573095593593,1.0534477272727274,2.4465522727272724,0.13996709090428447,0.06363636363636366,3.4363636363636365,0.16533748715388313,0.14227272727272727,3.357727272727273,0.17246158606720197,0.19000000000000003,3.31,0.19314105615393634,1.0172727272727273,2.4827272727272724,0.648720969688853,2.1727272727272724,1.3272727272727276,0.8096251817052418,2.9404545454545454,0.5595454545454546,0.6678565431579687,3.281363636363636,0.21863636363636418,0.5917653018823061,34825519831.2788,0.09591992750849196,11510278467.2037,0.23133094623986108,89.02745876405929,-0.2571544516015915,2.5,-0.20617609688581134,3.0,-0.117311361995181
7,WI,MILWAUKEE,2012-04,2.95,All,0.14868421052631575,2.8013157894736844,0.1591653143617401,0.18980526315789473,2.7601947368421054,0.16217887006201323,0.23982894736842097,2.710171052631579,0.16562116465069013,0.34777368421052635,2.6022263157894736,0.16321346183087676,0.46680789473684203,2.483192105263158,0.16445331413946843,0.7313999999999999,2.2186000000000003,0.13972573095593593,1.048621052631579,1.9013789473684213,0.13996709090428447,0.0666666666666667,2.8833333333333333,0.16533748715388313,0.13904761904761903,2.810952380952381,0.17246158606720197,0.18333333333333335,2.7666666666666666,0.19314105615393634,0.8947619047619045,2.0552380952380958,0.648720969688853,2.0528571428571425,0.8971428571428577,0.8096251817052418,2.8166666666666664,0.13333333333333375,0.6678565431579687,3.1842857142857137,-0.23428571428571354,0.5917653018823061,35344521679.5642,0.09591992750849196,10728874885.7875,0.23133094623986108,89.6061116730853,-0.2571544516015915,2.7,-0.20617609688581134,3.0,-0.117311361995181
8,WI,MILWAUKEE,2012-06,2.29,All,0.163,2.1270000000000002,0.1591653143617401,0.19464736842105262,2.0953526315789475,0.16217887006201323,0.24319736842105263,2.0468026315789474,0.16562116465069013,0.3459342105263157,1.9440657894736844,0.16321346183087676,0.46558684210526313,1.824413157894737,0.16445331413946843,0.7364000000000004,1.5535999999999996,0.13972573095593593,1.0691894736842107,1.2208105263157893,0.13996709090428447,0.05190476190476193,2.238095238095238,0.16533748715388313,0.14809523809523809,2.1419047619047618,0.17246158606720197,0.18904761904761905,2.100952380952381,0.19314105615393634,0.7114285714285714,1.5785714285714287,0.648720969688853,1.6223809523809525,0.6676190476190476,0.8096251817052418,2.3061904761904763,-0.01619047619047631,0.6678565431579687,2.698095238095238,-0.40809523809523807,0.5917653018823061,35532707747.113,0.09591992750849196,11641401212.0971,0.23133094623986108,90.37816904639429,-0.2571544516015915,2.3,-0.20617609688581134,2.7,-0.117311361995181
9,WI,MILWAUKEE,2012-10,2.535,All,0.15320434782608702,2.381795652173913,0.1591653143617401,0.17955217391304346,2.355447826086957,0.16217887006201323,0.21346521739130433,2.321534782608696,0.16562116465069013,0.2717391304347827,2.2632608695652174,0.16321346183087676,0.3304891304347827,2.2045108695652176,0.16445331413946843,0.5823021739130435,1.9526978260869567,0.13972573095593593,0.9185760869565219,1.6164239130434783,0.13996709090428447,0.10952380952380951,2.4254761904761906,0.16533748715388313,0.14904761904761904,2.3859523809523813,0.17246158606720197,0.17952380952380956,2.3554761904761907,0.19314105615393634,0.7085714285714285,1.8264285714285715,0.648720969688853,1.7461904761904758,0.7888095238095243,0.8096251817052418,2.505714285714286,0.02928571428571436,0.6678565431579687,2.90047619047619,-0.36547619047619007,0.5917653018823061,36186315501.0541,0.09591992750849196,11986368496.8635,0.23133094623986108,88.794109524791,-0.2571544516015915,2.4,-0.20617609688581134,2.6,-0.117311361995181
