,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(3),Corr with auto_vol(3),student_vol(-3),Corr with student_vol(-3),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(-4),Corr with mortgage 90(-4)
10,2012-12,TX,DALLAS,2012-12,3.28,"(-96.94536, 32.668102000000005)",58200.23,All,0.1631578947368421,0.28711618709457826,0.1875157894736842,0.28884262942084243,0.21092631578947374,0.2848573053261705,0.2552894736842105,0.2771773080040916,0.30947368421052623,0.26760434280085804,0.5145657894736843,0.21887233691849056,0.8483157894736841,0.18592158124865377,0.039500000000000014,0.29360816524673167,0.11950000000000005,0.27177704671477937,0.1585,0.2710591621953965,0.6960000000000001,0.43600660085179305,1.7189999999999999,0.4474422726252488,2.4675000000000002,0.34768251085582785,2.8835,0.29500080171758203,39298206327.5877,0.09937736337322615,11631947675.6117,-0.4213279859004784,88.920473853359,-0.2312859033075868,4.2,-0.19985590816037438,2.8,-0.09428791105584856
11,2013-01,TX,DALLAS,2013-01,2.49,"(-96.86411, 32.746906)",31835.01,All,0.16043181818181818,0.28711618709457826,0.17947272727272726,0.28884262942084243,0.20497272727272725,0.2848573053261705,0.2497954545454545,0.2771773080040916,0.30261363636363625,0.26760434280085804,0.48810454545454546,0.21887233691849056,0.8142727272727271,0.18592158124865377,0.05190476190476192,0.29360816524673167,0.10761904761904766,0.27177704671477937,0.14523809523809525,0.2710591621953965,0.8052380952380951,0.43600660085179305,1.9147619047619049,0.4474422726252488,2.681428571428571,0.34768251085582785,3.0804761904761913,0.29500080171758203,40395555554.9932,0.09937736337322615,12022315813.7363,-0.4213279859004784,86.5850023909696,-0.2312859033075868,4.2,-0.19985590816037438,2.8,-0.09428791105584856
12,2013-04,TX,DALLAS,2013-04,2.75,"(-96.908057, 32.713217)",41860.49,All,0.1539047619047619,0.28711618709457826,0.17210476190476193,0.28884262942084243,0.19953333333333334,0.2848573053261705,0.24005714285714277,0.2771773080040916,0.27714285714285714,0.26760434280085804,0.4360190476190476,0.21887233691849056,0.7168333333333334,0.18592158124865377,0.049090909090909116,0.29360816524673167,0.09409090909090913,0.27177704671477937,0.12454545454545456,0.2710591621953965,0.7104545454545454,0.43600660085179305,1.7590909090909093,0.4474422726252488,2.5500000000000003,0.34768251085582785,2.9327272727272726,0.29500080171758203,41471481477.9035,0.09937736337322615,11154944519.578999,-0.4213279859004784,90.32258801944451,-0.2312859033075868,3.3,-0.19985590816037438,2.7,-0.09428791105584856
13,2013-05,TX,DALLAS,2013-05,3.57,"(-100.0, 31.0)",50447.92,All,0.1435047619047619,0.28711618709457826,0.1638380952380952,0.28884262942084243,0.19670952380952378,0.2848573053261705,0.23396000000000003,0.2771773080040916,0.27416904761904765,0.26760434280085804,0.42137333333333327,0.21887233691849056,0.6936104761904763,0.18592158124865377,0.020454545454545458,0.29360816524673167,0.08090909090909093,0.27177704671477937,0.11863636363636366,0.2710591621953965,0.840909090909091,0.43600660085179305,1.9281818181818182,0.4474422726252488,2.7286363636363635,0.34768251085582785,3.112727272727273,0.29500080171758203,41334062733.8549,0.09937736337322615,11080080767.5225,-0.4213279859004784,88.1059676388142,-0.2312859033075868,3.4,-0.19985590816037438,2.7,-0.09428791105584856
14,2013-12,TX,DALLAS,2013-12,4.43,"(-96.85323100000001, 32.99418)",93521.25,All,0.10022500000000001,0.28711618709457826,0.1273025,0.28884262942084243,0.16723,0.2848573053261705,0.2127325,0.2771773080040916,0.24389749999999996,0.26760434280085804,0.34639499999999995,0.21887233691849056,0.579045,0.18592158124865377,0.019047619047619053,0.29360816524673167,0.09523809523809526,0.27177704671477937,0.13285714285714287,0.2710591621953965,1.5761904761904764,0.43600660085179305,2.901904761904762,0.4474422726252488,3.6266666666666674,0.34768251085582785,3.889047619047619,0.29500080171758203,44555116847.5878,0.09937736337322615,10216278752.7557,-0.4213279859004784,80.910251046009,-0.2312859033075868,3.7,-0.19985590816037438,2.1,-0.09428791105584856
15,2014-04,TX,DALLAS,2014-04,4.0,"(-96.664022, 32.749558)",22389.38,All,0.08864000000000001,0.28711618709457826,0.120115,0.28884262942084243,0.1517,0.2848573053261705,0.1918625,0.2771773080040916,0.227495,0.26760434280085804,0.32422500000000004,0.21887233691849056,0.550005,0.18592158124865377,0.023333333333333345,0.29360816524673167,0.05333333333333336,0.27177704671477937,0.10761904761904763,0.2710591621953965,1.7009523809523805,0.43600660085179305,2.705238095238095,0.4474422726252488,3.265238095238095,0.34768251085582785,3.5176190476190476,0.29500080171758203,44931729222.7983,0.09937736337322615,9438159522.248821,-0.4213279859004784,81.64661519553,-0.2312859033075868,2.8,-0.19985590816037438,2.2,-0.09428791105584856
16,2014-10,TX,DALLAS,2014-10,3.69,"(-96.67667800000001, 32.773534999999995)",45090.26,All,0.09059565217391304,0.28711618709457826,0.11953260869565213,0.28884262942084243,0.15351739130434783,0.2848573053261705,0.1974043478260869,0.2771773080040916,0.2313760869565217,0.26760434280085804,0.3236195652173913,0.21887233691849056,0.5523869565217392,0.18592158124865377,0.020909090909090912,0.29360816524673167,0.05045454545454548,0.27177704671477937,0.10454545454545458,0.2710591621953965,1.5459090909090911,0.43600660085179305,2.304090909090909,0.4474422726252488,2.7731818181818184,0.34768251085582785,3.039999999999999,0.29500080171758203,45667781053.6763,0.09937736337322615,10638305940.4607,-0.4213279859004784,80.33849809561521,-0.2312859033075868,3.1,-0.19985590816037438,1.9,-0.09428791105584856
17,2015-05,TX,DALLAS,2015-05,3.74,"(-96.78929000000001, 32.77763)",145791.93,All,0.12315789473684212,0.28711618709457826,0.14795,0.28884262942084243,0.1842289473684211,0.2848573053261705,0.2296,0.2771773080040916,0.2795368421052632,0.26760434280085804,0.41659473684210524,0.21887233691849056,0.7346236842105265,0.18592158124865377,0.013000000000000001,0.29360816524673167,0.07950000000000002,0.27177704671477937,0.24100000000000002,0.2710591621953965,1.5385000000000002,0.43600660085179305,2.1975000000000002,0.4474422726252488,2.692,0.34768251085582785,2.9550000000000005,0.29500080171758203,48836554747.323,0.09937736337322615,11837215038.8922,-0.4213279859004784,82.89218119322959,-0.2312859033075868,2.6,-0.19985590816037438,2.0,-0.09428791105584856
18,2015-06,TX,DALLAS,2015-06,3.48,"(-96.748085, 32.91774)",101289.38,All,0.12293636363636364,0.28711618709457826,0.14681590909090908,0.28884262942084243,0.1858840909090909,0.2848573053261705,0.23472954545454539,0.2771773080040916,0.2827113636363637,0.26760434280085804,0.43974545454545466,0.21887233691849056,0.7702659090909093,0.18592158124865377,0.007727272727272728,0.29360816524673167,0.08681818181818185,0.27177704671477937,0.2754545454545455,0.2710591621953965,1.6836363636363636,0.43600660085179305,2.3636363636363638,0.4474422726252488,2.8454545454545452,0.34768251085582785,3.1118181818181814,0.29500080171758203,49379202635.7798,0.09937736337322615,12019442988.8631,-0.4213279859004784,81.36742750908279,-0.2312859033075868,2.4,-0.19985590816037438,1.9,-0.09428791105584856
19,2015-10,TX,DALLAS,2015-10,3.375,"(-96.95573859999999, 32.6612365)",63807.035,All,0.13160454545454547,0.28711618709457826,0.15531363636363638,0.28884262942084243,0.19451136363636365,0.2848573053261705,0.2514522727272726,0.2771773080040916,0.32135909090909087,0.26760434280085804,0.5284272727272726,0.21887233691849056,0.8378659090909092,0.18592158124865377,0.014285714285714287,0.29360816524673167,0.11380952380952382,0.27177704671477937,0.26333333333333336,0.2710591621953965,1.3857142857142857,0.43600660085179305,2.0699999999999994,0.4474422726252488,2.5028571428571427,0.34768251085582785,2.8880952380952376,0.29500080171758203,48154770296.6926,0.09937736337322615,11834405659.8436,-0.4213279859004784,83.80897781081251,-0.2312859033075868,3.0,-0.19985590816037438,1.6,-0.09428791105584856
20,2015-11,TX,DALLAS,2015-11,3.56,"(-96.855287, 32.912015999999994)",36192.05,All,0.13066666666666668,0.28711618709457826,0.1559214285714286,0.28884262942084243,0.20844761904761913,0.2848573053261705,0.286702380952381,0.2771773080040916,0.3709714285714286,0.26760434280085804,0.6063738095238096,0.21887233691849056,0.9343738095238093,0.18592158124865377,0.07105263157894738,0.29360816524673167,0.32789473684210524,0.27177704671477937,0.47684210526315784,0.2710591621953965,1.6710526315789473,0.43600660085179305,2.2631578947368416,0.4474422726252488,2.6863157894736847,0.34768251085582785,3.03,0.29500080171758203,48927223434.2447,0.09937736337322615,10986955735.8103,-0.4213279859004784,85.06205357591242,-0.2312859033075868,2.8,-0.19985590816037438,1.6,-0.09428791105584856
21,2016-01,TX,DALLAS,2016-01,3.35,"(-97.8915261, 33.175504100000005)",35666.06,All,0.36607999999999996,0.28711618709457826,0.387725,0.28884262942084243,0.42545,0.2848573053261705,0.5163949999999999,0.2771773080040916,0.6195525000000001,0.26760434280085804,0.8560224999999999,0.21887233691849056,1.1534299999999997,0.18592158124865377,0.22736842105263158,0.29360816524673167,0.43473684210526314,0.27177704671477937,0.5431578947368422,0.2710591621953965,1.5184210526315787,0.43600660085179305,2.085263157894737,0.4474422726252488,2.4889473684210524,0.34768251085582785,2.8584210526315785,0.29500080171758203,48887248013.451,0.09937736337322615,11758109185.709,-0.4213279859004784,84.0267577476249,-0.2312859033075868,3.1,-0.19985590816037438,1.5,-0.09428791105584856
22,2016-02,TX,DALLAS,2016-02,3.28,"(-96.839904, 32.820085)",117950.09,All,0.3714619047619048,0.28711618709457826,0.39233095238095245,0.28884262942084243,0.43129761904761904,0.2848573053261705,0.5186452380952381,0.2771773080040916,0.6227190476190477,0.26760434280085804,0.8697642857142857,0.21887233691849056,1.1407690476190477,0.18592158124865377,0.25600000000000006,0.29360816524673167,0.445,0.27177704671477937,0.534,0.2710591621953965,1.222,0.43600660085179305,1.7794999999999999,0.4474422726252488,2.1990000000000003,0.34768251085582785,2.623,0.29500080171758203,49276189942.4712,0.09937736337322615,10798655053.3939,-0.4213279859004784,85.2359522201137,-0.2312859033075868,2.6,-0.19985590816037438,1.5,-0.09428791105584856
23,2016-03,TX,DALLAS,2016-03,3.75,"(-96.82199190000001, 32.7603874)",94716.78,All,0.3739333333333333,0.28711618709457826,0.39734047619047613,0.28884262942084243,0.43639523809523806,0.2848573053261705,0.5204357142857143,0.2771773080040916,0.632,0.26760434280085804,0.9009761904761905,0.21887233691849056,1.2156690476190475,0.18592158124865377,0.2531818181818182,0.29360816524673167,0.47,0.27177704671477937,0.6563636363636364,0.2710591621953965,1.3759090909090912,0.43600660085179305,1.889090909090909,0.4474422726252488,2.2759090909090913,0.34768251085582785,2.6845454545454546,0.29500080171758203,49206523977.8161,0.09937736337322615,13039171751.3192,-0.4213279859004784,85.1896726255448,-0.2312859033075868,2.4,-0.19985590816037438,1.4,-0.09428791105584856
24,2016-04,TX,DALLAS,2016-04,3.88,"(-96.941909, 32.664703)",26136.35,All,0.38031428571428566,0.28711618709457826,0.39864523809523805,0.28884262942084243,0.4373976190476192,0.2848573053261705,0.5229452380952381,0.2771773080040916,0.6327499999999999,0.26760434280085804,0.9025404761904764,0.21887233691849056,1.2222214285714286,0.18592158124865377,0.18761904761904763,0.29360816524673167,0.37238095238095237,0.27177704671477937,0.5557142857142858,0.2710591621953965,1.2580952380952382,0.43600660085179305,1.8052380952380953,0.4474422726252488,2.2104761904761907,0.34768251085582785,2.6233333333333335,0.29500080171758203,49692544708.3448,0.09937736337322615,11404853913.5663,-0.4213279859004784,87.39008859346599,-0.2312859033075868,2.2,-0.19985590816037438,1.4,-0.09428791105584856
25,2016-05,TX,DALLAS,2016-05,3.83,"(-96.767099, 32.672286)",47416.89,All,0.38527368421052627,0.28711618709457826,0.4053315789473685,0.28884262942084243,0.4424947368421052,0.2848573053261705,0.5332263157894737,0.2771773080040916,0.6455710526315791,0.26760434280085804,0.9348736842105263,0.21887233691849056,1.2675078947368421,0.18592158124865377,0.2261904761904762,0.29360816524673167,0.4185714285714286,0.27177704671477937,0.5914285714285713,0.2710591621953965,1.3004761904761903,0.43600660085179305,1.8061904761904766,0.4474422726252488,2.2166666666666663,0.34768251085582785,2.627619047619048,0.29500080171758203,50596067254.1766,0.09937736337322615,11240513229.2606,-0.4213279859004784,88.1942388876454,-0.2312859033075868,2.4,-0.19985590816037438,1.4,-0.09428791105584856
26,2016-06,TX,DALLAS,2016-06,3.76,"(-96.795777, 32.782542)",121259.65,All,0.3904409090909091,0.28711618709457826,0.41572500000000007,0.28884262942084243,0.4527090909090909,0.2848573053261705,0.5394386363636363,0.2771773080040916,0.6516204545454546,0.26760434280085804,0.9360386363636366,0.21887233691849056,1.2592227272727274,0.18592158124865377,0.22136363636363632,0.29360816524673167,0.40409090909090906,0.27177704671477937,0.5522727272727272,0.2710591621953965,1.1663636363636367,0.43600660085179305,1.6440909090909095,0.4474422726252488,2.019090909090909,0.34768251085582785,2.452272727272727,0.29500080171758203,50249654907.7038,0.09937736337322615,11362184412.0981,-0.4213279859004784,88.3913281030881,-0.2312859033075868,2.5,-0.19985590816037438,1.4,-0.09428791105584856
27,2016-09,TX,DALLAS,2016-09,2.98,"(-96.76431099999999, 32.845039)",166372.48,All,0.42159363636363634,0.28711618709457826,0.4495609090909092,0.28884262942084243,0.5270018181818182,0.2848573053261705,0.6625254545454545,0.2771773080040916,0.8496804545454547,0.26760434280085804,1.2471445454545458,0.21887233691849056,1.5560313636363639,0.18592158124865377,0.1914285714285715,0.29360816524673167,0.4671428571428572,0.27177704671477937,0.5933333333333333,0.2710591621953965,1.178095238095238,0.43600660085179305,1.6304761904761906,0.4474422726252488,2.0152380952380957,0.34768251085582785,2.350476190476191,0.29500080171758203,51124149514.2735,0.09937736337322615,11496937509.4445,-0.4213279859004784,88.1697673489486,-0.2312859033075868,2.6,-0.19985590816037438,1.1,-0.09428791105584856
28,2016-11,TX,DALLAS,2016-11,3.6,"(-96.777505, 32.796732)",137128.19,All,0.4339245454545454,0.28711618709457826,0.45880500000000013,0.28884262942084243,0.5631090909090911,0.2848573053261705,0.7006386363636362,0.2771773080040916,0.9084640909090909,0.26760434280085804,1.2693081818181815,0.21887233691849056,1.6029650000000002,0.18592158124865377,0.29999999999999993,0.29360816524673167,0.5834999999999999,0.27177704671477937,0.736,0.2710591621953965,1.596,0.43600660085179305,2.142,0.4474422726252488,2.5369999999999995,0.34768251085582785,2.8620000000000005,0.29500080171758203,48913265551.9221,0.09937736337322615,11412820253.2316,-0.4213279859004784,84.4501908643932,-0.2312859033075868,2.6,-0.19985590816037438,1.1,-0.09428791105584856
29,2017-06,TX,DALLAS,2017-06,3.495,"(-96.768327, 32.670121)",48799.54,All,1.0640909090909094,0.28711618709457826,1.1183336363636365,0.28884262942084243,1.1714068181818182,0.2848573053261705,1.2101513636363637,0.2771773080040916,1.2624095454545452,0.26760434280085804,1.4322822727272726,0.21887233691849056,1.7322577272727273,0.18592158124865377,0.8413636363636363,0.29360816524673167,1.1095454545454546,0.27177704671477937,1.200909090909091,0.2710591621953965,1.7740909090909094,0.43600660085179305,2.186818181818182,0.4474422726252488,2.5399999999999996,0.34768251085582785,2.796363636363637,0.29500080171758203,49256214828.7987,0.09937736337322615,12509011080.2031,-0.4213279859004784,89.9213768261837,-0.2312859033075868,2.3,-0.19985590816037438,1.1,-0.09428791105584856
30,2017-07,TX,DALLAS,2017-07,3.51,"(-96.870809, 32.763067)",46171.130000000005,All,1.1766928571428568,0.28711618709457826,1.1913757142857144,0.28884262942084243,1.2280366666666667,0.2848573053261705,1.2566676190476191,0.2771773080040916,1.307512857142857,0.26760434280085804,1.4570814285714284,0.21887233691849056,1.7410885714285718,0.18592158124865377,0.9720000000000001,0.29360816524673167,1.1284999999999996,0.27177704671477937,1.2235,0.2710591621953965,1.8720000000000003,0.43600660085179305,2.3179999999999996,0.4474422726252488,2.6505,0.34768251085582785,2.884,0.29500080171758203,49855182727.6109,0.09937736337322615,12388258203.7622,-0.4213279859004784,87.46440959377459,-0.2312859033075868,2.5,-0.19985590816037438,1.0,-0.09428791105584856
31,2017-09,TX,DALLAS,2017-09,3.27,"(-96.851748, 32.815321999999995)",16803.18,All,1.1784444999999997,0.28711618709457826,1.1967471428571432,0.28884262942084243,1.23492,0.2848573053261705,1.2721638095238097,0.2771773080040916,1.3232957142857147,0.26760434280085804,1.4732157142857143,0.21887233691849056,1.738246666666667,0.18592158124865377,0.9940000000000001,0.29360816524673167,1.171,0.27177704671477937,1.2799999999999998,0.2710591621953965,1.7975,0.43600660085179305,2.2020000000000004,0.4474422726252488,2.5300000000000002,0.34768251085582785,2.7764999999999995,0.29500080171758203,50617906919.2487,0.09937736337322615,12745337772.3068,-0.4213279859004784,88.55316323110772,-0.2312859033075868,2.3,-0.19985590816037438,0.9,-0.09428791105584856
32,2017-11,TX,DALLAS,2017-11,3.27,"(-96.769963, 32.69643)",30402.96,All,1.183300476190476,0.28711618709457826,1.2036563636363637,0.28884262942084243,1.2878790909090911,0.2848573053261705,1.3757831818181818,0.2771773080040916,1.4342040909090912,0.26760434280085804,1.6264599999999996,0.21887233691849056,1.9015695454545458,0.18592158124865377,1.09,0.29360816524673167,1.3895238095238096,0.27177704671477937,1.5600000000000003,0.2710591621953965,2.05,0.43600660085179305,2.353333333333333,0.4474422726252488,2.6023809523809525,0.34768251085582785,2.801904761904762,0.29500080171758203,49574400061.0285,0.09937736337322615,12103218541.1776,-0.4213279859004784,87.010875232225,-0.2312859033075868,2.4,-0.19985590816037438,0.9,-0.09428791105584856
33,2017-12,TX,DALLAS,2017-12,3.3,"(-96.817571, 32.929884)",172728.14,All,1.3144094736842107,0.28711618709457826,1.3913115789473685,0.28884262942084243,1.4850410526315792,0.2848573053261705,1.5354463157894738,0.2771773080040916,1.6017521052631578,0.26760434280085804,1.7680373684210524,0.21887233691849056,2.0434931578947366,0.18592158124865377,1.204,0.29360816524673167,1.4950000000000003,0.27177704671477937,1.7005,0.2710591621953965,2.1819999999999995,0.43600660085179305,2.4025,0.4474422726252488,2.5970000000000004,0.34768251085582785,2.768,0.29500080171758203,50828048870.0026,0.09937736337322615,11813706431.8634,-0.4213279859004784,88.50967086025801,-0.2312859033075868,2.7,-0.19985590816037438,0.9,-0.09428791105584856
34,2018-01,TX,DALLAS,2018-01,3.62,"(-96.7531, 32.803391)",76692.7,All,1.4378880952380952,0.28711618709457826,1.467563181818182,0.28884262942084243,1.5610881818181819,0.2848573053261705,1.6355336363636364,0.2771773080040916,1.733970909090909,0.26760434280085804,1.9067609090909092,0.21887233691849056,2.196459545454545,0.18592158124865377,1.3000000000000003,0.29360816524673167,1.6199999999999994,0.27177704671477937,1.8028571428571425,0.2710591621953965,2.381904761904762,0.43600660085179305,2.5838095238095242,0.4474422726252488,2.7342857142857144,0.34768251085582785,2.8776190476190475,0.29500080171758203,50505964400.0098,0.09937736337322615,11537595366.1601,-0.4213279859004784,88.437943439718,-0.2312859033075868,2.9,-0.19985590816037438,0.9,-0.09428791105584856
