,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(2),Corr with auto_vol(2),student_vol(-2),Corr with student_vol(-2),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(2),Corr with mortgage 30-89(2),mortgage 90(-4),Corr with mortgage 90(-4)
0,MA,BOSTON,2009-11,3.78,All,0.1780742857142857,3.601925714285714,0.1683261904667712,0.21678666666666663,3.563213333333333,0.16696144033920163,0.2378266666666667,3.542173333333333,0.160800425136134,0.24931714285714288,3.530682857142857,0.1583987310119647,0.2681409523809524,3.511859047619047,0.1462380404181326,0.516785238095238,3.263214761904762,0.11380266312514284,1.0843766666666663,2.6956233333333337,0.08531039824456595,0.052631578947368446,3.727368421052631,0.189061515316767,0.15473684210526314,3.6252631578947367,0.14667253602512828,0.3131578947368421,3.466842105263158,0.11726314787901075,2.230526315789474,1.549473684210526,0.08530231982861414,3.402631578947368,0.377368421052632,0.17758160245346816,4.235263157894737,-0.45526315789473726,0.18858317543753633,4.314736842105263,-0.534736842105263,0.17416228459033062,25615073952.9669,-0.24530063586471074,12891808542.898,0.2088468004058549,105.55167238105,0.16721826549529697,3.2,0.25385327899805793,3.1,0.28373504906825137
1,MA,BOSTON,2010-11,5.1,All,0.22869727272727272,4.8713027272727265,0.1683261904667712,0.24913818181818187,4.8508618181818175,0.16696144033920163,0.2541922727272727,4.845807727272727,0.160800425136134,0.27004181818181816,4.829958181818181,0.1583987310119647,0.2871204545454545,4.812879545454545,0.1462380404181326,0.44597000000000014,4.65403,0.11380266312514284,0.7651345454545454,4.334865454545454,0.08531039824456595,0.13400000000000004,4.965999999999999,0.189061515316767,0.182,4.917999999999999,0.14667253602512828,0.25200000000000006,4.848,0.11726314787901075,1.35,3.7499999999999996,0.08530231982861414,2.7630000000000003,2.3369999999999993,0.17758160245346816,3.817999999999999,1.2820000000000005,0.18858317543753633,4.186,0.9139999999999997,0.17416228459033062,31618591270.7387,-0.24530063586471074,12342273869.2704,0.2088468004058549,95.21340255359091,0.16721826549529697,3.0,0.25385327899805793,3.3,0.28373504906825137
2,MA,BOSTON,2011-06,4.75,All,0.12706818181818183,4.622931818181818,0.1683261904667712,0.1615431818181819,4.588456818181818,0.16696144033920163,0.18716409090909092,4.562835909090909,0.160800425136134,0.21923909090909086,4.530760909090909,0.1583987310119647,0.24782409090909094,4.5021759090909095,0.1462380404181326,0.39758,4.35242,0.11380266312514284,0.7268749999999999,4.023125,0.08531039824456595,0.0190909090909091,4.7309090909090905,0.189061515316767,0.1013636363636364,4.6486363636363635,0.14667253602512828,0.18090909090909094,4.569090909090909,0.11726314787901075,1.5799999999999998,3.17,0.08530231982861414,3.002272727272727,1.747727272727273,0.17758160245346816,3.9145454545454546,0.8354545454545454,0.18858317543753633,4.2327272727272724,0.5172727272727276,0.17416228459033062,31754785132.2305,-0.24530063586471074,15995126134.7035,0.2088468004058549,93.74313363440879,0.16721826549529697,2.7,0.25385327899805793,3.3,0.28373504906825137
3,MA,BOSTON,2011-10,3.8,All,0.1416352380952381,3.6583647619047617,0.1683261904667712,0.19074095238095234,3.6092590476190476,0.16696144033920163,0.24373904761904758,3.5562609523809523,0.160800425136134,0.3185252380952381,3.481474761904762,0.1583987310119647,0.4064785714285714,3.3935214285714284,0.1462380404181326,0.59521,3.20479,0.11380266312514284,0.9086428571428572,2.8913571428571427,0.08531039824456595,0.013500000000000003,3.7864999999999998,0.189061515316767,0.05450000000000003,3.7455,0.14667253602512828,0.1145,3.6854999999999998,0.11726314787901075,1.0614999999999999,2.7385,0.08530231982861414,2.1519999999999997,1.6480000000000001,0.17758160245346816,2.8695,0.9304999999999999,0.18858317543753633,3.128,0.6719999999999997,0.17416228459033062,35344521679.5642,-0.24530063586471074,12477113046.1263,0.2088468004058549,90.24550000965358,0.16721826549529697,2.6,0.25385327899805793,3.0,0.28373504906825137
4,MA,BOSTON,2011-12,3.6896,All,0.1499335,3.5396665,0.1683261904667712,0.2029985,3.4866015,0.16696144033920163,0.2836085,3.4059915,0.160800425136134,0.40829250000000006,3.2813075,0.1583987310119647,0.5557375,3.1338625,0.1462380404181326,0.7798775000000001,2.9097225,0.11380266312514284,1.1003555000000003,2.5892444999999995,0.08531039824456595,0.0033333333333333335,3.6862666666666666,0.189061515316767,0.048571428571428585,3.6410285714285715,0.14667253602512828,0.11523809523809528,3.5743619047619046,0.11726314787901075,0.8914285714285713,2.7981714285714285,0.08530231982861414,1.9780952380952384,1.7115047619047616,0.17758160245346816,2.6676190476190476,1.0219809523809524,0.18858317543753633,2.9823809523809524,0.7072190476190476,0.17416228459033062,35532707747.113,-0.24530063586471074,10258833668.6773,0.2088468004058549,88.33905735772379,0.16721826549529697,2.4,0.25385327899805793,3.0,0.28373504906825137
5,MA,BOSTON,2012-01,4.6,All,0.14564761904761903,4.454352380952381,0.1683261904667712,0.2014238095238095,4.39857619047619,0.16696144033920163,0.28289523809523814,4.317104761904761,0.160800425136134,0.41424761904761903,4.185752380952381,0.1583987310119647,0.5659000000000001,4.0341,0.1462380404181326,0.7969761904761906,3.803023809523809,0.11380266312514284,1.1145476190476191,3.4854523809523803,0.08531039824456595,0.0245,4.5755,0.189061515316767,0.06550000000000003,4.5344999999999995,0.14667253602512828,0.11500000000000003,4.484999999999999,0.11726314787901075,0.835,3.7649999999999997,0.08530231982861414,1.9664999999999995,2.6335,0.17758160245346816,2.6950000000000003,1.9049999999999994,0.18858317543753633,3.026,1.5739999999999998,0.17416228459033062,35767585536.868996,-0.24530063586471074,11784187253.6333,0.2088468004058549,90.4806728327692,0.16721826549529697,2.5,0.25385327899805793,3.0,0.28373504906825137
6,MA,BOSTON,2012-03,4.45,All,0.14720000000000003,4.3028,0.1683261904667712,0.1893409090909091,4.260659090909091,0.16696144033920163,0.24185227272727275,4.208147727272728,0.160800425136134,0.35079999999999995,4.099200000000001,0.1583987310119647,0.4732886363636363,3.976711363636364,0.1462380404181326,0.741275,3.7087250000000003,0.11380266312514284,1.0534477272727274,3.3965522727272726,0.08531039824456595,0.06363636363636366,4.386363636363637,0.189061515316767,0.14227272727272727,4.307727272727273,0.14667253602512828,0.19000000000000003,4.26,0.11726314787901075,1.0172727272727273,3.4327272727272726,0.08530231982861414,2.1727272727272724,2.277272727272728,0.17758160245346816,2.9404545454545454,1.5095454545454547,0.18858317543753633,3.281363636363636,1.1686363636363644,0.17416228459033062,36777908030.9335,-0.24530063586471074,11510278467.2037,0.2088468004058549,90.35087768078328,0.16721826549529697,2.6,0.25385327899805793,3.1,0.28373504906825137
7,MA,BOSTON,2012-05,4.8,All,0.15161363636363637,4.648386363636363,0.1683261904667712,0.19053181818181822,4.6094681818181815,0.16696144033920163,0.23893181818181805,4.5610681818181815,0.160800425136134,0.3457045454545453,4.454295454545455,0.1583987310119647,0.4665318181818183,4.333468181818182,0.1462380404181326,0.732990909090909,4.067009090909091,0.11380266312514284,1.0615068181818177,3.738493181818182,0.08531039824456595,0.06590909090909093,4.7340909090909085,0.189061515316767,0.14545454545454548,4.654545454545454,0.14667253602512828,0.19181818181818186,4.608181818181818,0.11726314787901075,0.7618181818181818,4.038181818181818,0.08530231982861414,1.8031818181818189,2.996818181818181,0.17758160245346816,2.525909090909091,2.274090909090909,0.18858317543753633,2.930909090909091,1.8690909090909087,0.17416228459033062,36601383816.48,-0.24530063586471074,11251067892.2966,0.2088468004058549,90.7743282432688,0.16721826549529697,2.7,0.25385327899805793,3.1,0.28373504906825137
8,MA,BOSTON,2012-06,3.8699999999999997,All,0.163,3.707,0.1683261904667712,0.19464736842105262,3.675352631578947,0.16696144033920163,0.24319736842105263,3.626802631578947,0.160800425136134,0.3459342105263157,3.524065789473684,0.1583987310119647,0.46558684210526313,3.4044131578947363,0.1462380404181326,0.7364000000000004,3.1335999999999995,0.11380266312514284,1.0691894736842107,2.800810526315789,0.08531039824456595,0.05190476190476193,3.8180952380952378,0.189061515316767,0.14809523809523809,3.7219047619047614,0.14667253602512828,0.18904761904761905,3.6809523809523808,0.11726314787901075,0.7114285714285714,3.1585714285714284,0.08530231982861414,1.6223809523809525,2.247619047619047,0.17758160245346816,2.3061904761904763,1.5638095238095233,0.18858317543753633,2.698095238095238,1.1719047619047616,0.17416228459033062,37160101000.5239,-0.24530063586471074,11641401212.0971,0.2088468004058549,90.6452366150782,0.16721826549529697,2.7,0.25385327899805793,3.1,0.28373504906825137
9,MA,BOSTON,2012-10,4.15,All,0.15320434782608702,3.996795652173913,0.1683261904667712,0.17955217391304346,3.970447826086957,0.16696144033920163,0.21346521739130433,3.936534782608696,0.160800425136134,0.2717391304347827,3.8782608695652177,0.1583987310119647,0.3304891304347827,3.819510869565218,0.1462380404181326,0.5823021739130435,3.567697826086957,0.11380266312514284,0.9185760869565219,3.2314239130434785,0.08531039824456595,0.10952380952380951,4.040476190476191,0.189061515316767,0.14904761904761904,4.0009523809523815,0.14667253602512828,0.17952380952380956,3.970476190476191,0.11726314787901075,0.7085714285714285,3.4414285714285717,0.08530231982861414,1.7461904761904758,2.4038095238095245,0.17758160245346816,2.505714285714286,1.6442857142857146,0.18858317543753633,2.90047619047619,1.2495238095238101,0.17416228459033062,38808856509.5085,-0.24530063586471074,11986368496.8635,0.2088468004058549,89.56768058609659,0.16721826549529697,2.8,0.25385327899805793,2.8,0.28373504906825137
10,MA,BOSTON,2012-12,3.09,All,0.1631578947368421,2.926842105263158,0.1683261904667712,0.1875157894736842,2.9024842105263158,0.16696144033920163,0.21092631578947374,2.879073684210526,0.160800425136134,0.2552894736842105,2.8347105263157895,0.1583987310119647,0.30947368421052623,2.7805263157894737,0.1462380404181326,0.5145657894736843,2.5754342105263155,0.11380266312514284,0.8483157894736841,2.2416842105263157,0.08531039824456595,0.039500000000000014,3.0505,0.189061515316767,0.11950000000000005,2.9705,0.14667253602512828,0.1585,2.9314999999999998,0.11726314787901075,0.6960000000000001,2.3939999999999997,0.08530231982861414,1.7189999999999999,1.371,0.17758160245346816,2.4675000000000002,0.6224999999999996,0.18858317543753633,2.8835,0.20649999999999968,0.17416228459033062,39658399389.4891,-0.24530063586471074,12022315813.7363,0.2088468004058549,89.6061116730853,0.16721826549529697,2.4,0.25385327899805793,2.8,0.28373504906825137
11,MA,BOSTON,2013-03,2.75,All,0.15505000000000002,2.59495,0.1683261904667712,0.17309999999999998,2.5769,0.16696144033920163,0.20345,2.54655,0.160800425136134,0.2419,2.5080999999999998,0.1583987310119647,0.28190000000000004,2.4680999999999997,0.1462380404181326,0.44782500000000003,2.302175,0.11380266312514284,0.7351250000000001,2.014875,0.08531039824456595,0.07800000000000003,2.672,0.189061515316767,0.11450000000000005,2.6355,0.14667253602512828,0.14750000000000002,2.6025,0.11726314787901075,0.8185000000000002,1.9314999999999998,0.08530231982861414,1.9575,0.7925,0.17758160245346816,2.7840000000000003,-0.03400000000000025,0.18858317543753633,3.1625000000000005,-0.41250000000000053,0.17416228459033062,40995097959.5386,-0.24530063586471074,11154944519.578999,0.2088468004058549,90.2956809830492,0.16721826549529697,2.4,0.25385327899805793,2.5,0.28373504906825137
12,MA,BOSTON,2013-06,2.29,All,0.13074,2.15926,0.1683261904667712,0.15964599999999998,2.130354,0.16696144033920163,0.19319250000000002,2.0968075,0.160800425136134,0.23164600000000002,2.058354,0.1583987310119647,0.27374,2.01626,0.1462380404181326,0.4139935,1.8760065,0.11380266312514284,0.6839425000000002,1.6060575,0.08531039824456595,0.0345,2.2555,0.189061515316767,0.08750000000000002,2.2025,0.14667253602512828,0.142,2.148,0.11726314787901075,1.2035,1.0865,0.08530231982861414,2.3000000000000003,-0.010000000000000231,0.17758160245346816,3.0740000000000003,-0.7840000000000003,0.18858317543753633,3.400000000000001,-1.1100000000000008,0.17416228459033062,41334062733.8549,-0.24530063586471074,9123117418.53368,0.2088468004058549,88.794109524791,0.16721826549529697,2.4,0.25385327899805793,2.5,0.28373504906825137
