,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol,Corr with auto_vol,student_vol(4),Corr with student_vol(4),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(-3),Corr with mortgage 90(-3)
0,VA,VIRGINIA BEACH,2011-06,3.6500000000000004,All,0.12706818181818183,3.5229318181818186,0.20499184595993927,0.1615431818181819,3.4884568181818185,0.21168017758455634,0.18716409090909092,3.4628359090909093,0.21635335327009741,0.21923909090909086,3.4307609090909095,0.22283445401897767,0.24782409090909094,3.4021759090909094,0.22613166411991442,0.39758,3.2524200000000003,0.19434835175348364,0.7268749999999999,2.9231250000000006,0.16971804332945112,0.0190909090909091,3.6309090909090913,0.2210899803956281,0.1013636363636364,3.548636363636364,0.1935042469502642,0.18090909090909094,3.4690909090909092,0.2086554513017999,1.5799999999999998,2.0700000000000003,0.44962543299944585,3.002272727272727,0.6477272727272734,0.4562191556097398,3.9145454545454546,-0.2645454545454542,0.26131761999885517,4.2327272727272724,-0.5827272727272721,0.19059594736413674,31300541846.2612,0.3094100920838083,10258833668.6773,0.3654654447856862,91.3646878868074,-0.5666619167059531,3.5,-0.41100955840607095,3.3,-0.3837527511259903
1,VA,VIRGINIA BEACH,2011-12,4.2,All,0.1499335,4.0500665,0.20499184595993927,0.2029985,3.9970015,0.21168017758455634,0.2836085,3.9163915,0.21635335327009741,0.40829250000000006,3.7917075000000002,0.22283445401897767,0.5557375,3.6442625,0.22613166411991442,0.7798775000000001,3.4201225,0.19434835175348364,1.1003555000000003,3.0996445,0.16971804332945112,0.0033333333333333335,4.196666666666667,0.2210899803956281,0.048571428571428585,4.151428571428571,0.1935042469502642,0.11523809523809528,4.084761904761905,0.2086554513017999,0.8914285714285713,3.3085714285714287,0.44962543299944585,1.9780952380952384,2.221904761904762,0.4562191556097398,2.6676190476190476,1.5323809523809526,0.26131761999885517,2.9823809523809524,1.2176190476190478,0.19059594736413674,35344521679.5642,0.3094100920838083,11641401212.0971,0.3654654447856862,89.00857713430821,-0.5666619167059531,4.0,-0.41100955840607095,3.0,-0.3837527511259903
2,VA,VIRGINIA BEACH,2012-07,3.18,All,0.16720454545454547,3.0127954545454547,0.20499184595993927,0.19873636363636368,2.9812636363636367,0.21168017758455634,0.24646136363636365,2.9335386363636364,0.21635335327009741,0.34024999999999994,2.8397500000000004,0.22283445401897767,0.4535545454545455,2.7264454545454546,0.22613166411991442,0.7302181818181818,2.4497818181818185,0.19434835175348364,1.0653181818181816,2.1146818181818183,0.16971804332945112,0.06952380952380956,3.1104761904761906,0.2210899803956281,0.14571428571428574,3.0342857142857143,0.1935042469502642,0.18571428571428572,2.9942857142857147,0.2086554513017999,0.6195238095238095,2.560476190476191,0.44962543299944585,1.5266666666666664,1.6533333333333338,0.4562191556097398,2.217142857142857,0.9628571428571431,0.26131761999885517,2.5900000000000003,0.5899999999999999,0.19059594736413674,36601383816.48,0.3094100920838083,10740081615.3953,0.3654654447856862,90.2956809830492,-0.5666619167059531,3.7,-0.41100955840607095,3.2,-0.3837527511259903
3,VA,VIRGINIA BEACH,2012-08,3.1,All,0.15374090909090915,2.946259090909091,0.20499184595993927,0.18745454545454548,2.9125454545454548,0.21168017758455634,0.23783863636363634,2.8621613636363636,0.21635335327009741,0.3331136363636364,2.7668863636363636,0.22283445401897767,0.43259999999999993,2.6674,0.22613166411991442,0.7177749999999997,2.3822250000000005,0.19434835175348364,1.0426272727272727,2.0573727272727274,0.16971804332945112,0.09217391304347829,3.0078260869565216,0.2210899803956281,0.14043478260869566,2.9595652173913045,0.1935042469502642,0.18347826086956526,2.916521739130435,0.2086554513017999,0.7139130434782609,2.3860869565217393,0.44962543299944585,1.6782608695652175,1.4217391304347826,0.4562191556097398,2.3978260869565218,0.7021739130434783,0.26131761999885517,2.7708695652173914,0.3291304347826087,0.19059594736413674,37160101000.5239,0.3094100920838083,11337096053.4966,0.3654654447856862,89.2801736441717,-0.5666619167059531,3.9,-0.41100955840607095,3.4,-0.3837527511259903
4,VA,VIRGINIA BEACH,2013-01,2.5549999999999997,All,0.16043181818181818,2.3945681818181814,0.20499184595993927,0.17947272727272726,2.3755272727272723,0.21168017758455634,0.20497272727272725,2.3500272727272726,0.21635335327009741,0.2497954545454545,2.3052045454545453,0.22283445401897767,0.30261363636363625,2.2523863636363632,0.22613166411991442,0.48810454545454546,2.0668954545454543,0.19434835175348364,0.8142727272727271,1.7407272727272725,0.16971804332945112,0.05190476190476192,2.503095238095238,0.2210899803956281,0.10761904761904766,2.447380952380952,0.1935042469502642,0.14523809523809525,2.4097619047619045,0.2086554513017999,0.8052380952380951,1.7497619047619046,0.44962543299944585,1.9147619047619049,0.6402380952380948,0.4562191556097398,2.681428571428571,-0.12642857142857133,0.26131761999885517,3.0804761904761913,-0.5254761904761915,0.19059594736413674,39268596272.9965,0.3094100920838083,9498561196.652071,0.3654654447856862,88.29263433660921,-0.5666619167059531,4.0,-0.41100955840607095,3.3,-0.3837527511259903
5,VA,VIRGINIA BEACH,2013-03,2.72,All,0.15505000000000002,2.56495,0.20499184595993927,0.17309999999999998,2.5469000000000004,0.21168017758455634,0.20345,2.51655,0.21635335327009741,0.2419,2.4781000000000004,0.22283445401897767,0.28190000000000004,2.4381000000000004,0.22613166411991442,0.44782500000000003,2.2721750000000003,0.19434835175348364,0.7351250000000001,1.9848750000000002,0.16971804332945112,0.07800000000000003,2.6420000000000003,0.2210899803956281,0.11450000000000005,2.6055,0.1935042469502642,0.14750000000000002,2.5725000000000002,0.2086554513017999,0.8185000000000002,1.9015,0.44962543299944585,1.9575,0.7625000000000002,0.4562191556097398,2.7840000000000003,-0.06400000000000006,0.26131761999885517,3.1625000000000005,-0.44250000000000034,0.19059594736413674,39298206327.5877,0.3094100920838083,8901986132.75728,0.3654654447856862,90.32258801944451,-0.5666619167059531,3.9,-0.41100955840607095,3.2,-0.3837527511259903
6,VA,VIRGINIA BEACH,2013-04,2.95,All,0.1539047619047619,2.7960952380952384,0.20499184595993927,0.17210476190476193,2.777895238095238,0.21168017758455634,0.19953333333333334,2.750466666666667,0.21635335327009741,0.24005714285714277,2.7099428571428574,0.22283445401897767,0.27714285714285714,2.672857142857143,0.22613166411991442,0.4360190476190476,2.5139809523809524,0.19434835175348364,0.7168333333333334,2.2331666666666665,0.16971804332945112,0.049090909090909116,2.900909090909091,0.2210899803956281,0.09409090909090913,2.855909090909091,0.1935042469502642,0.12454545454545456,2.8254545454545457,0.2086554513017999,0.7104545454545454,2.2395454545454547,0.44962543299944585,1.7590909090909093,1.190909090909091,0.4562191556097398,2.5500000000000003,0.3999999999999999,0.26131761999885517,2.9327272727272726,0.01727272727272755,0.19059594736413674,40395555554.9932,0.3094100920838083,10210246554.7955,0.3654654447856862,88.1059676388142,-0.5666619167059531,3.6,-0.41100955840607095,3.2,-0.3837527511259903
7,VA,VIRGINIA BEACH,2013-10,4.25,All,0.10426086956521738,4.145739130434783,0.20499184595993927,0.13668260869565219,4.1133173913043475,0.21168017758455634,0.17241521739130433,4.077584782608696,0.21635335327009741,0.21265,4.03735,0.22283445401897767,0.2417652173913043,4.008234782608696,0.22613166411991442,0.36121521739130424,3.888784782608696,0.19434835175348364,0.6177847826086957,3.6322152173913045,0.16971804332945112,0.1059090909090909,4.1440909090909095,0.2210899803956281,0.07590909090909094,4.174090909090909,0.1935042469502642,0.12136363636363635,4.128636363636364,0.2086554513017999,1.366818181818182,2.883181818181818,0.44962543299944585,2.615909090909091,1.6340909090909088,0.4562191556097398,3.3795454545454544,0.8704545454545456,0.26131761999885517,3.6759090909090903,0.5740909090909097,0.19059594736413674,41244159430.5284,0.3094100920838083,10011024566.6146,0.3654654447856862,83.69462947740479,-0.5666619167059531,3.0,-0.41100955840607095,2.6,-0.3837527511259903
8,VA,VIRGINIA BEACH,2014-02,4.3,All,0.08627,4.21373,0.20499184595993927,0.11939250000000004,4.1806075,0.21168017758455634,0.155105,4.144895,0.21635335327009741,0.19663749999999997,4.1033625,0.22283445401897767,0.23520249999999998,4.0647975,0.22613166411991442,0.3308,3.9692,0.19434835175348364,0.554605,3.745395,0.16971804332945112,0.046842105263157914,4.253157894736842,0.2210899803956281,0.08105263157894738,4.218947368421053,0.1935042469502642,0.11684210526315793,4.1831578947368415,0.2086554513017999,1.5157894736842106,2.784210526315789,0.44962543299944585,2.7094736842105265,1.5905263157894733,0.4562191556097398,3.3847368421052626,0.9152631578947372,0.26131761999885517,3.6626315789473685,0.6373684210526314,0.19059594736413674,43204378466.7468,0.3094100920838083,10121843859.6075,0.3654654447856862,81.9669757663089,-0.5666619167059531,3.5,-0.41100955840607095,2.5,-0.3837527511259903
9,VA,VIRGINIA BEACH,2015-01,3.77,All,0.11871428571428574,3.6512857142857142,0.20499184595993927,0.1349785714285714,3.6350214285714286,0.21168017758455634,0.16807857142857144,3.6019214285714285,0.21635335327009741,0.2135952380952381,3.556404761904762,0.22283445401897767,0.2543190476190476,3.5156809523809525,0.22613166411991442,0.35825714285714294,3.411742857142857,0.19434835175348364,0.6221666666666666,3.1478333333333333,0.16971804332945112,0.018000000000000006,3.7520000000000002,0.2210899803956281,0.08300000000000003,3.687,0.1935042469502642,0.19549999999999998,3.5745,0.2086554513017999,1.3744999999999998,2.3955,0.44962543299944585,1.8814999999999997,1.8885000000000003,0.4562191556097398,2.199,1.5710000000000002,0.26131761999885517,2.455,1.315,0.19059594736413674,45667781053.6763,0.3094100920838083,11119760586.3258,0.3654654447856862,83.34061286074021,-0.5666619167059531,3.1,-0.41100955840607095,2.0,-0.3837527511259903
