,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-2),Corr with auto_vol(-2),student_vol(4),Corr with student_vol(4),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(4),Corr with mortgage 90(4),long,lat
10,2011-11,IN,INDIANAPOLIS,2011-11,4.21,"(-86.173012, 39.781552000000005)",34160.7,All,0.14255090909090912,0.20390986906946168,0.19244863636363635,0.20844851709755413,0.2536463636363637,0.20931322995583798,0.3593790909090909,0.1960985986819263,0.47529181818181826,0.17477869486538963,0.6805422727272729,0.126517934819052,1.000305,0.11690601077010146,0.013999999999999999,0.21473270829984403,0.04650000000000002,0.20465060910382818,0.11200000000000002,0.22030560306575245,0.908,0.5578825933649937,2.0134999999999996,0.6698394123264915,2.7180000000000004,0.5689776923827595,3.0155000000000003,0.5001083517115721,33690910289.8878,-0.11601271636515409,11251067892.2966,0.2389730692185902,90.5649414475864,0.130059146084322,3.6,-0.10377387755465231,3.6,0.061435830490180886,-86.173012,39.781552000000005
11,2011-12,IN,INDIANAPOLIS,2011-12,3.6739999999999995,"(-85.484801, 39.354661)",15096.888,All,0.1499335,0.20390986906946168,0.2029985,0.20844851709755413,0.2836085,0.20931322995583798,0.40829250000000006,0.1960985986819263,0.5557375,0.17477869486538963,0.7798775000000001,0.126517934819052,1.1003555000000003,0.11690601077010146,0.0033333333333333335,0.21473270829984403,0.048571428571428585,0.20465060910382818,0.11523809523809528,0.22030560306575245,0.8914285714285713,0.5578825933649937,1.9780952380952384,0.6698394123264915,2.6676190476190476,0.5689776923827595,2.9823809523809524,0.5001083517115721,34623712775.9563,-0.11601271636515409,11641401212.0971,0.2389730692185902,88.33905735772379,0.130059146084322,3.8,-0.10377387755465231,3.4,0.061435830490180886,-85.484801,39.354661
12,2012-02,IN,INDIANAPOLIS,2012-02,3.1,"(-86.193794, 39.913344)",22802.44,All,0.1410714285714286,0.20390986906946168,0.19146190476190478,0.20844851709755413,0.2500238095238095,0.20931322995583798,0.3686547619047619,0.1960985986819263,0.5032404761904763,0.17477869486538963,0.7572880952380953,0.126517934819052,1.0711880952380954,0.11690601077010146,0.06350000000000003,0.21473270829984403,0.124,0.20465060910382818,0.161,0.22030560306575245,0.8310000000000001,0.5578825933649937,1.9674999999999998,0.6698394123264915,2.7479999999999998,0.5689776923827595,3.109,0.5001083517115721,35344521679.5642,-0.11601271636515409,14585937143.4485,0.2389730692185902,91.3646878868074,0.130059146084322,3.6,-0.10377387755465231,3.3,0.061435830490180886,-86.193794,39.913344
13,2012-03,IN,INDIANAPOLIS,2012-03,3.42,"(-86.157901, 39.817283)",14769.744999999999,All,0.14720000000000003,0.20390986906946168,0.1893409090909091,0.20844851709755413,0.24185227272727275,0.20931322995583798,0.35079999999999995,0.1960985986819263,0.4732886363636363,0.17477869486538963,0.741275,0.126517934819052,1.0534477272727274,0.11690601077010146,0.06363636363636366,0.21473270829984403,0.14227272727272727,0.20465060910382818,0.19000000000000003,0.22030560306575245,1.0172727272727273,0.5578825933649937,2.1727272727272724,0.6698394123264915,2.9404545454545454,0.5689776923827595,3.281363636363636,0.5001083517115721,35385458151.3724,-0.11601271636515409,16111780903.4699,0.2389730692185902,90.35087768078328,0.130059146084322,3.1,-0.10377387755465231,3.3,0.061435830490180886,-86.157901,39.817283
14,2012-04,IN,INDIANAPOLIS,2012-04,3.1566666666666667,"(-86.134423, 39.837614)",33078.03,All,0.14868421052631575,0.20390986906946168,0.18980526315789473,0.20844851709755413,0.23982894736842097,0.20931322995583798,0.34777368421052635,0.1960985986819263,0.46680789473684203,0.17477869486538963,0.7313999999999999,0.126517934819052,1.048621052631579,0.11690601077010146,0.0666666666666667,0.21473270829984403,0.13904761904761903,0.20465060910382818,0.18333333333333335,0.22030560306575245,0.8947619047619045,0.5578825933649937,2.0528571428571425,0.6698394123264915,2.8166666666666664,0.5689776923827595,3.1842857142857137,0.5001083517115721,35532707747.113,-0.11601271636515409,11986368496.8635,0.2389730692185902,90.48744874686929,0.130059146084322,3.2,-0.10377387755465231,3.3,0.061435830490180886,-86.134423,39.837614
15,2012-05,IN,INDIANAPOLIS,2012-05,3.04,"(44.0, 42.18333)",21374.865,All,0.15161363636363637,0.20390986906946168,0.19053181818181822,0.20844851709755413,0.23893181818181805,0.20931322995583798,0.3457045454545453,0.1960985986819263,0.4665318181818183,0.17477869486538963,0.732990909090909,0.126517934819052,1.0615068181818177,0.11690601077010146,0.06590909090909093,0.21473270829984403,0.14545454545454548,0.20465060910382818,0.19181818181818186,0.22030560306575245,0.7618181818181818,0.5578825933649937,1.8031818181818189,0.6698394123264915,2.525909090909091,0.5689776923827595,2.930909090909091,0.5001083517115721,35767585536.868996,-0.11601271636515409,11631947675.6117,0.2389730692185902,90.7743282432688,0.130059146084322,3.6,-0.10377387755465231,3.3,0.061435830490180886,44.0,42.18333
16,2012-06,IN,INDIANAPOLIS,2012-06,2.64,"(-86.156961, 39.691652000000005)",20077.36,All,0.163,0.20390986906946168,0.19464736842105262,0.20844851709755413,0.24319736842105263,0.20931322995583798,0.3459342105263157,0.1960985986819263,0.46558684210526313,0.17477869486538963,0.7364000000000004,0.126517934819052,1.0691894736842107,0.11690601077010146,0.05190476190476193,0.21473270829984403,0.14809523809523809,0.20465060910382818,0.18904761904761905,0.22030560306575245,0.7114285714285714,0.5578825933649937,1.6223809523809525,0.6698394123264915,2.3061904761904763,0.5689776923827595,2.698095238095238,0.5001083517115721,36623269866.4569,-0.11601271636515409,12022315813.7363,0.2389730692185902,90.6452366150782,0.130059146084322,3.7,-0.10377387755465231,3.2,0.061435830490180886,-86.156961,39.691652000000005
17,2012-07,IN,INDIANAPOLIS,2012-07,2.7100000000000004,"(-86.151927, 39.782084999999995)",7094.236666666667,All,0.16720454545454547,0.20390986906946168,0.19873636363636368,0.20844851709755413,0.24646136363636365,0.20931322995583798,0.34024999999999994,0.1960985986819263,0.4535545454545455,0.17477869486538963,0.7302181818181818,0.126517934819052,1.0653181818181816,0.11690601077010146,0.06952380952380956,0.21473270829984403,0.14571428571428574,0.20465060910382818,0.18571428571428572,0.22030560306575245,0.6195238095238095,0.5578825933649937,1.5266666666666664,0.6698394123264915,2.217142857142857,0.5689776923827595,2.5900000000000003,0.5001083517115721,36777908030.9335,-0.11601271636515409,10740081615.3953,0.2389730692185902,90.0868950067716,0.130059146084322,3.9,-0.10377387755465231,3.4,0.061435830490180886,-86.151927,39.782084999999995
18,2012-08,IN,INDIANAPOLIS,2012-08,3.35,"(-86.1604, 39.768177)",73870.55,All,0.15374090909090915,0.20390986906946168,0.18745454545454548,0.20844851709755413,0.23783863636363634,0.20931322995583798,0.3331136363636364,0.1960985986819263,0.43259999999999993,0.17477869486538963,0.7177749999999997,0.126517934819052,1.0426272727272727,0.11690601077010146,0.09217391304347829,0.21473270829984403,0.14043478260869566,0.20465060910382818,0.18347826086956526,0.22030560306575245,0.7139130434782609,0.5578825933649937,1.6782608695652175,0.6698394123264915,2.3978260869565218,0.5689776923827595,2.7708695652173914,0.5001083517115721,36186315501.0541,-0.11601271636515409,11337096053.4966,0.2389730692185902,89.00857713430821,0.130059146084322,3.6,-0.10377387755465231,3.3,0.061435830490180886,-86.1604,39.768177
19,2012-09,IN,INDIANAPOLIS,2012-09,2.3625,"(122.56, 10.7)",13393.425,All,0.15189500000000006,0.20390986906946168,0.183625,0.20844851709755413,0.22133750000000002,0.20931322995583798,0.3079875,0.1960985986819263,0.3856325000000001,0.17477869486538963,0.6716749999999999,0.126517934819052,0.9997750000000002,0.11690601077010146,0.07526315789473685,0.21473270829984403,0.13736842105263158,0.20465060910382818,0.17578947368421055,0.22030560306575245,0.6689473684210526,0.5578825933649937,1.7231578947368422,0.6698394123264915,2.488421052631579,0.5689776923827595,2.8815789473684212,0.5001083517115721,36601383816.48,-0.11601271636515409,11154944519.578999,0.2389730692185902,89.6038877472871,0.130059146084322,4.0,-0.10377387755465231,3.3,0.061435830490180886,122.56,10.7
20,2012-10,IN,INDIANAPOLIS,2012-10,2.185,"(-75.241635, 39.833008)",22592.405000000002,All,0.15320434782608702,0.20390986906946168,0.17955217391304346,0.20844851709755413,0.21346521739130433,0.20931322995583798,0.2717391304347827,0.1960985986819263,0.3304891304347827,0.17477869486538963,0.5823021739130435,0.126517934819052,0.9185760869565219,0.11690601077010146,0.10952380952380951,0.21473270829984403,0.14904761904761904,0.20465060910382818,0.17952380952380956,0.22030560306575245,0.7085714285714285,0.5578825933649937,1.7461904761904758,0.6698394123264915,2.505714285714286,0.5689776923827595,2.90047619047619,0.5001083517115721,37160101000.5239,-0.11601271636515409,11080080767.5225,0.2389730692185902,89.56768058609659,0.130059146084322,4.0,-0.10377387755465231,3.2,0.061435830490180886,-75.241635,39.833008
21,2012-11,IN,INDIANAPOLIS,2012-11,2.52,"(-85.24510079999999, 40.9635798)",51723.5925,All,0.1555,0.20390986906946168,0.18060909090909089,0.20844851709755413,0.20888636363636362,0.20931322995583798,0.25813636363636355,0.1960985986819263,0.31102272727272723,0.17477869486538963,0.528347727272727,0.126517934819052,0.8631931818181818,0.11690601077010146,0.12449999999999999,0.21473270829984403,0.14450000000000002,0.20465060910382818,0.17850000000000002,0.22030560306575245,0.665,0.5578825933649937,1.654,0.6698394123264915,2.3894999999999995,0.5689776923827595,2.8034999999999997,0.5001083517115721,37571290060.6541,-0.11601271636515409,9855625468.0504,0.2389730692185902,89.02745876405929,0.130059146084322,3.6,-0.10377387755465231,3.0,0.061435830490180886,-85.24510079999999,40.9635798
22,2012-12,IN,INDIANAPOLIS,2012-12,2.65,"(-86.00319499999999, 39.834677)",43616.285,All,0.1631578947368421,0.20390986906946168,0.1875157894736842,0.20844851709755413,0.21092631578947374,0.20931322995583798,0.2552894736842105,0.1960985986819263,0.30947368421052623,0.17477869486538963,0.5145657894736843,0.126517934819052,0.8483157894736841,0.11690601077010146,0.039500000000000014,0.21473270829984403,0.11950000000000005,0.20465060910382818,0.1585,0.22030560306575245,0.6960000000000001,0.5578825933649937,1.7189999999999999,0.6698394123264915,2.4675000000000002,0.5689776923827595,2.8835,0.5001083517115721,37685204803.0042,-0.11601271636515409,9123117418.53368,0.2389730692185902,89.6061116730853,0.130059146084322,3.8,-0.10377387755465231,2.8,0.061435830490180886,-86.00319499999999,39.834677
23,2013-01,IN,INDIANAPOLIS,2013-01,2.7933333333333334,"(-86.541199, 39.184447)",15895.853333333333,All,0.16043181818181818,0.20390986906946168,0.17947272727272726,0.20844851709755413,0.20497272727272725,0.20931322995583798,0.2497954545454545,0.1960985986819263,0.30261363636363625,0.17477869486538963,0.48810454545454546,0.126517934819052,0.8142727272727271,0.11690601077010146,0.05190476190476192,0.21473270829984403,0.10761904761904766,0.20465060910382818,0.14523809523809525,0.22030560306575245,0.8052380952380951,0.5578825933649937,1.9147619047619049,0.6698394123264915,2.681428571428571,0.5689776923827595,3.0804761904761913,0.5001083517115721,38410438812.4053,-0.11601271636515409,9498561196.652071,0.2389730692185902,89.513287195688,0.130059146084322,3.9,-0.10377387755465231,2.7,0.061435830490180886,-86.541199,39.184447
24,2013-02,IN,INDIANAPOLIS,2013-02,2.865,"(-86.262214, 39.778296000000005)",25053.965,All,0.15464999999999998,0.20390986906946168,0.17315,0.20844851709755413,0.20129999999999998,0.20931322995583798,0.2455,0.1960985986819263,0.29049499999999995,0.17477869486538963,0.463425,0.126517934819052,0.761875,0.11690601077010146,0.0768421052631579,0.21473270829984403,0.12421052631578947,0.20465060910382818,0.15736842105263157,0.22030560306575245,0.8463157894736841,0.5578825933649937,1.9842105263157896,0.6698394123264915,2.782631578947368,0.5689776923827595,3.165263157894737,0.5001083517115721,38808856509.5085,-0.11601271636515409,9260696074.4491,0.2389730692185902,90.37816904639429,0.130059146084322,3.5,-0.10377387755465231,2.8,0.061435830490180886,-86.262214,39.778296000000005
25,2013-03,IN,INDIANAPOLIS,2013-03,2.9375,"(122.66667, 11.0)",53419.495,All,0.15505000000000002,0.20390986906946168,0.17309999999999998,0.20844851709755413,0.20345,0.20931322995583798,0.2419,0.1960985986819263,0.28190000000000004,0.17477869486538963,0.44782500000000003,0.126517934819052,0.7351250000000001,0.11690601077010146,0.07800000000000003,0.21473270829984403,0.11450000000000005,0.20465060910382818,0.14750000000000002,0.22030560306575245,0.8185000000000002,0.5578825933649937,1.9575,0.6698394123264915,2.7840000000000003,0.5689776923827595,3.1625000000000005,0.5001083517115721,39268596272.9965,-0.11601271636515409,8901986132.75728,0.2389730692185902,90.2956809830492,0.130059146084322,3.2,-0.10377387755465231,2.6,0.061435830490180886,122.66667,11.0
26,2013-04,IN,INDIANAPOLIS,2013-04,3.3660000000000005,"(1.738436, 52.61224)",24843.398,All,0.1539047619047619,0.20390986906946168,0.17210476190476193,0.20844851709755413,0.19953333333333334,0.20931322995583798,0.24005714285714277,0.1960985986819263,0.27714285714285714,0.17477869486538963,0.4360190476190476,0.126517934819052,0.7168333333333334,0.11690601077010146,0.049090909090909116,0.21473270829984403,0.09409090909090913,0.20465060910382818,0.12454545454545456,0.22030560306575245,0.7104545454545454,0.5578825933649937,1.7590909090909093,0.6698394123264915,2.5500000000000003,0.5689776923827595,2.9327272727272726,0.5001083517115721,39658399389.4891,-0.11601271636515409,10210246554.7955,0.2389730692185902,89.2801736441717,0.130059146084322,3.0,-0.10377387755465231,2.6,0.061435830490180886,1.738436,52.61224
27,2013-05,IN,INDIANAPOLIS,2013-05,3.6099999999999994,"(-86.14606500000001, 39.667453)",33235.512,All,0.1435047619047619,0.20390986906946168,0.1638380952380952,0.20844851709755413,0.19670952380952378,0.20931322995583798,0.23396000000000003,0.1960985986819263,0.27416904761904765,0.17477869486538963,0.42137333333333327,0.126517934819052,0.6936104761904763,0.11690601077010146,0.020454545454545458,0.21473270829984403,0.08090909090909093,0.20465060910382818,0.11863636363636366,0.22030560306575245,0.840909090909091,0.5578825933649937,1.9281818181818182,0.6698394123264915,2.7286363636363635,0.5689776923827595,3.112727272727273,0.5001083517115721,39298206327.5877,-0.11601271636515409,10216278752.7557,0.2389730692185902,91.578064558499,0.130059146084322,2.9,-0.10377387755465231,2.6,0.061435830490180886,-86.14606500000001,39.667453
28,2013-06,IN,INDIANAPOLIS,2013-06,3.7,"(-86.130779, 39.650512)",22777.94,All,0.13074,0.20390986906946168,0.15964599999999998,0.20844851709755413,0.19319250000000002,0.20931322995583798,0.23164600000000002,0.1960985986819263,0.27374,0.17477869486538963,0.4139935,0.126517934819052,0.6839425000000002,0.11690601077010146,0.0345,0.21473270829984403,0.08750000000000002,0.20465060910382818,0.142,0.22030560306575245,1.2035,0.5578825933649937,2.3000000000000003,0.6698394123264915,3.0740000000000003,0.5689776923827595,3.400000000000001,0.5001083517115721,40395555554.9932,-0.11601271636515409,9473893018.88319,0.2389730692185902,88.794109524791,0.130059146084322,3.1,-0.10377387755465231,2.6,0.061435830490180886,-86.130779,39.650512
29,2013-07,IN,INDIANAPOLIS,2013-07,3.88,"(-86.120035, 39.873047)",23217.79,All,0.12117913043478262,0.20390986906946168,0.15611695652173913,0.20844851709755413,0.19111913043478265,0.20931322995583798,0.232388695652174,0.1960985986819263,0.26758260869565215,0.17477869486538963,0.40307869565217386,0.126517934819052,0.6838491304347826,0.11690601077010146,0.020909090909090912,0.21473270829984403,0.07363636363636367,0.20465060910382818,0.12181818181818184,0.22030560306575245,1.4031818181818183,0.5578825933649937,2.5822727272727275,0.6698394123264915,3.3072727272727276,0.5689776923827595,3.605,0.5001083517115721,40995097959.5386,-0.11601271636515409,10396023519.0372,0.2389730692185902,88.920473853359,0.130059146084322,3.1,-0.10377387755465231,2.5,0.061435830490180886,-86.120035,39.873047
30,2013-08,IN,INDIANAPOLIS,2013-08,3.69,"(-86.233205, 39.818321000000005)",19011.96,All,0.11782999999999999,0.20390986906946168,0.1493142857142857,0.20844851709755413,0.1840704761904762,0.20931322995583798,0.22633523809523812,0.1960985986819263,0.2633952380952381,0.17477869486538963,0.3949285714285714,0.126517934819052,0.6679499999999999,0.11690601077010146,0.03681818181818183,0.21473270829984403,0.07181818181818184,0.20465060910382818,0.12681818181818183,0.22030560306575245,1.5204545454545455,0.5578825933649937,2.7372727272727273,0.6698394123264915,3.488181818181818,0.5689776923827595,3.757727272727273,0.5001083517115721,41507587847.7023,-0.11601271636515409,9402239044.86975,0.2389730692185902,86.5850023909696,0.130059146084322,3.0,-0.10377387755465231,2.4,0.061435830490180886,-86.233205,39.818321000000005
31,2013-09,IN,INDIANAPOLIS,2013-09,3.82,"(-86.279579, 39.747386)",6912.69,All,0.11272380952380952,0.20390986906946168,0.14323238095238094,0.20844851709755413,0.18057476190476196,0.20931322995583798,0.22133904761904755,0.1960985986819263,0.2531785714285715,0.17477869486538963,0.38033809523809525,0.126517934819052,0.6526857142857143,0.11690601077010146,0.017500000000000005,0.21473270829984403,0.04150000000000001,0.20465060910382818,0.11850000000000002,0.22030560306575245,1.5959999999999999,0.5578825933649937,2.8095,0.6698394123264915,3.526,0.5689776923827595,3.7870000000000004,0.5001083517115721,41471481477.9035,-0.11601271636515409,9438159522.248821,0.2389730692185902,88.29263433660921,0.130059146084322,2.8,-0.10377387755465231,2.4,0.061435830490180886,-86.279579,39.747386
32,2014-01,IN,INDIANAPOLIS,2014-01,4.4399999999999995,"(-86.09326800000001, 39.769337)",20945.315,All,0.09003181818181817,0.20390986906946168,0.1219931818181818,0.20844851709755413,0.1597090909090909,0.20931322995583798,0.204425,0.1960985986819263,0.23822954545454544,0.17477869486538963,0.33795909090909093,0.126517934819052,0.5752999999999999,0.11690601077010146,0.017142857142857144,0.21473270829984403,0.0690476190476191,0.20465060910382818,0.11619047619047623,0.22030560306575245,1.6466666666666665,0.5578825933649937,2.858095238095238,0.6698394123264915,3.521904761904762,0.5689776923827595,3.76904761904762,0.5001083517115721,41658198449.9001,-0.11601271636515409,9507943209.106209,0.2389730692185902,86.47441597957871,0.130059146084322,3.2,-0.10377387755465231,2.3,0.061435830490180886,-86.09326800000001,39.769337
33,2014-02,IN,INDIANAPOLIS,2014-02,3.8,"(-85.87206505, 39.71809125)",25102.26,All,0.08627,0.20390986906946168,0.11939250000000004,0.20844851709755413,0.155105,0.20931322995583798,0.19663749999999997,0.1960985986819263,0.23520249999999998,0.17477869486538963,0.3308,0.126517934819052,0.554605,0.11690601077010146,0.046842105263157914,0.21473270829984403,0.08105263157894738,0.20465060910382818,0.11684210526315793,0.22030560306575245,1.5157894736842106,0.5578825933649937,2.7094736842105265,0.6698394123264915,3.3847368421052626,0.5689776923827595,3.6626315789473685,0.5001083517115721,41561863313.5151,-0.11601271636515409,10121843859.6075,0.2389730692185902,85.7873584996498,0.130059146084322,2.6,-0.10377387755465231,2.2,0.061435830490180886,-85.87206505,39.71809125
