,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-2),Corr with auto_vol(-2),student_vol(4),Corr with student_vol(4),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(4),Corr with mortgage 90(4),long,lat
34,2014-03,IN,INDIANAPOLIS,2014-03,3.9,"(-86.1584, 39.7683)",16515.28,All,0.0888,0.20390986906946168,0.1207452380952381,0.20844851709755413,0.15488333333333335,0.20931322995583798,0.19711666666666672,0.1960985986819263,0.23409761904761903,0.17477869486538963,0.33106666666666673,0.126517934819052,0.5571428571428573,0.11690601077010146,0.051428571428571455,0.21473270829984403,0.07857142857142858,0.20465060910382818,0.1280952380952381,0.22030560306575245,1.6395238095238096,0.5578825933649937,2.7233333333333327,0.6698394123264915,3.3466666666666667,0.5689776923827595,3.6209523809523807,0.5001083517115721,42151687038.4775,-0.11601271636515409,10638305940.4607,0.2389730692185902,88.4263020205016,0.130059146084322,2.7,-0.10377387755465231,2.2,0.061435830490180886,-86.1584,39.7683
35,2014-06,IN,INDIANAPOLIS,2014-06,3.573333333333333,"(-86.016132, 39.716193)",34082.363333333335,All,0.09278571428571428,0.20390986906946168,0.12241428571428574,0.20844851709755413,0.1523738095238095,0.20931322995583798,0.19377380952380954,0.1960985986819263,0.2309452380952381,0.17477869486538963,0.32388809523809525,0.126517934819052,0.5421714285714285,0.11690601077010146,0.024285714285714296,0.21473270829984403,0.06047619047619051,0.20465060910382818,0.10476190476190479,0.22030560306575245,1.679047619047619,0.5578825933649937,2.5985714285714288,0.6698394123264915,3.1533333333333333,0.5689776923827595,3.4199999999999995,0.5001083517115721,44109559396.2995,-0.11601271636515409,10950177839.1879,0.2389730692185902,83.69462947740479,0.130059146084322,2.7,-0.10377387755465231,2.1,0.061435830490180886,-86.016132,39.716193
36,2014-07,IN,INDIANAPOLIS,2014-07,3.7,"(81.6, 21.27)",15086.13,All,0.09286956521739129,0.20390986906946168,0.12270652173913045,0.20844851709755413,0.15438695652173914,0.20931322995583798,0.1955586956521739,0.1960985986819263,0.23417391304347826,0.17477869486538963,0.32826086956521744,0.126517934819052,0.5557695652173912,0.11690601077010146,0.024090909090909093,0.21473270829984403,0.059545454545454575,0.20465060910382818,0.11136363636363639,0.22030560306575245,1.699545454545455,0.5578825933649937,2.542272727272727,0.6698394123264915,3.071363636363636,0.5689776923827595,3.3318181818181816,0.5001083517115721,44462292713.4678,-0.11601271636515409,11357071284.6333,0.2389730692185902,80.910251046009,0.130059146084322,2.9,-0.10377387755465231,2.1,0.061435830490180886,81.6,21.27
37,2014-08,IN,INDIANAPOLIS,2014-08,3.54,"(-86.191864, 39.902349)",27729.6,All,0.090785,0.20390986906946168,0.121725,0.20844851709755413,0.15602,0.20931322995583798,0.19527250000000002,0.1960985986819263,0.23465000000000003,0.17477869486538963,0.32965500000000003,0.126517934819052,0.55889,0.11690601077010146,0.030000000000000006,0.21473270829984403,0.0523809523809524,0.20465060910382818,0.10714285714285714,0.22030560306575245,1.6314285714285717,0.5578825933649937,2.42,0.6698394123264915,2.9366666666666665,0.5689776923827595,3.2009523809523808,0.5001083517115721,43938467193.2505,-0.11601271636515409,14245911418.8887,0.2389730692185902,82.56600445924391,0.130059146084322,2.9,-0.10377387755465231,2.1,0.061435830490180886,-86.191864,39.902349
38,2014-09,IN,INDIANAPOLIS,2014-09,3.3,"(-86.082513, 39.686848)",20671.93,All,0.09027272727272727,0.20390986906946168,0.12087045454545454,0.20844851709755413,0.15410454545454544,0.20931322995583798,0.19699999999999998,0.1960985986819263,0.23403181818181817,0.17477869486538963,0.32999090909090917,0.126517934819052,0.5770545454545455,0.11690601077010146,0.01142857142857143,0.21473270829984403,0.04380952380952382,0.20465060910382818,0.10952380952380954,0.22030560306575245,1.7738095238095242,0.5578825933649937,2.5342857142857147,0.6698394123264915,3.0133333333333328,0.5689776923827595,3.26,0.5001083517115721,44931729222.7983,-0.11601271636515409,11733364706.6996,0.2389730692185902,82.11515832772571,0.130059146084322,2.8,-0.10377387755465231,2.1,0.061435830490180886,-86.082513,39.686848
39,2014-10,IN,INDIANAPOLIS,2014-10,3.83,"(-86.06585799999999, 39.789381)",50714.94999999999,All,0.09059565217391304,0.20390986906946168,0.11953260869565213,0.20844851709755413,0.15351739130434783,0.20931322995583798,0.1974043478260869,0.1960985986819263,0.2313760869565217,0.17477869486538963,0.3236195652173913,0.126517934819052,0.5523869565217392,0.11690601077010146,0.020909090909090912,0.21473270829984403,0.05045454545454548,0.20465060910382818,0.10454545454545458,0.22030560306575245,1.5459090909090911,0.5578825933649937,2.304090909090909,0.6698394123264915,2.7731818181818184,0.5689776923827595,3.039999999999999,0.5001083517115721,45277214883.1472,-0.11601271636515409,11837215038.8922,0.2389730692185902,81.9669757663089,0.130059146084322,2.9,-0.10377387755465231,2.0,0.061435830490180886,-86.06585799999999,39.789381
40,2014-11,IN,INDIANAPOLIS,2014-11,3.435,"(-119.82331940000002, 39.5141576)",12534.98,All,0.09656999999999999,0.20390986906946168,0.12222499999999999,0.20844851709755413,0.1548075,0.20931322995583798,0.20246,0.1960985986819263,0.23286250000000003,0.17477869486538963,0.32679500000000006,0.126517934819052,0.56206,0.11690601077010146,0.04166666666666668,0.21473270829984403,0.06944444444444448,0.20465060910382818,0.13444444444444448,0.22030560306575245,1.6205555555555557,0.5578825933649937,2.325555555555556,0.6698394123264915,2.7644444444444445,0.5689776923827595,3.038333333333333,0.5001083517115721,44885858708.7515,-0.11601271636515409,12019442988.8631,0.2389730692185902,81.64661519553,0.130059146084322,3.0,-0.10377387755465231,2.0,0.061435830490180886,-119.82331940000002,39.5141576
41,2014-12,IN,INDIANAPOLIS,2014-12,3.455,"(-86.19411600000001, 39.892055)",43604.62,All,0.1101,0.20390986906946168,0.1330809523809524,0.20844851709755413,0.16305,0.20931322995583798,0.20744285714285715,0.1960985986819263,0.2446071428571429,0.17477869486538963,0.34302142857142864,0.126517934819052,0.6021190476190476,0.11690601077010146,0.02500000000000001,0.21473270829984403,0.1063636363636364,0.20465060910382818,0.21454545454545454,0.22030560306575245,1.64,0.5578825933649937,2.2072727272727275,0.6698394123264915,2.5504545454545453,0.5689776923827595,2.8331818181818185,0.5001083517115721,44591810060.8257,-0.11601271636515409,11835194000.8273,0.2389730692185902,81.06604477988621,0.130059146084322,3.0,-0.10377387755465231,1.8,0.061435830490180886,-86.19411600000001,39.892055
42,2015-01,IN,INDIANAPOLIS,2015-01,3.35,"(-85.134463, 39.667986)",3641.82,All,0.11871428571428574,0.20390986906946168,0.1349785714285714,0.20844851709755413,0.16807857142857144,0.20931322995583798,0.2135952380952381,0.1960985986819263,0.2543190476190476,0.17477869486538963,0.35825714285714294,0.126517934819052,0.6221666666666666,0.11690601077010146,0.018000000000000006,0.21473270829984403,0.08300000000000003,0.20465060910382818,0.19549999999999998,0.22030560306575245,1.3744999999999998,0.5578825933649937,1.8814999999999997,0.6698394123264915,2.199,0.5689776923827595,2.455,0.5001083517115721,44940573200.2924,-0.11601271636515409,11119760586.3258,0.2389730692185902,82.2508390398281,0.130059146084322,3.0,-0.10377387755465231,1.8,0.061435830490180886,-85.134463,39.667986
43,2015-05,IN,INDIANAPOLIS,2015-05,2.95,"(-86.183289, 39.670313)",42246.855,All,0.12315789473684212,0.20390986906946168,0.14795,0.20844851709755413,0.1842289473684211,0.20931322995583798,0.2296,0.1960985986819263,0.2795368421052632,0.17477869486538963,0.41659473684210524,0.126517934819052,0.7346236842105265,0.11690601077010146,0.013000000000000001,0.21473270829984403,0.07950000000000002,0.20465060910382818,0.24100000000000002,0.22030560306575245,1.5385000000000002,0.5578825933649937,2.1975000000000002,0.6698394123264915,2.692,0.5689776923827595,2.9550000000000005,0.5001083517115721,47944164595.1044,-0.11601271636515409,11492007418.0579,0.2389730692185902,80.33849809561521,0.130059146084322,2.5,-0.10377387755465231,1.7,0.061435830490180886,-86.183289,39.670313
44,2015-06,IN,INDIANAPOLIS,2015-06,3.5,"(-86.14, 39.79)",59887.880000000005,All,0.12293636363636364,0.20390986906946168,0.14681590909090908,0.20844851709755413,0.1858840909090909,0.20931322995583798,0.23472954545454539,0.1960985986819263,0.2827113636363637,0.17477869486538963,0.43974545454545466,0.126517934819052,0.7702659090909093,0.11690601077010146,0.007727272727272728,0.21473270829984403,0.08681818181818185,0.20465060910382818,0.2754545454545455,0.22030560306575245,1.6836363636363636,0.5578825933649937,2.3636363636363638,0.6698394123264915,2.8454545454545452,0.5689776923827595,3.1118181818181814,0.5001083517115721,47036055605.935,-0.11601271636515409,11758109185.709,0.2389730692185902,82.122236078369,0.130059146084322,2.2,-0.10377387755465231,1.6,0.061435830490180886,-86.14,39.79
45,2015-07,IN,INDIANAPOLIS,2015-07,3.44,"(-86.282088, 39.808994)",35883.18,All,0.1263,0.20390986906946168,0.1488782608695652,0.20844851709755413,0.1881586956521739,0.20931322995583798,0.23940652173913043,0.1960985986819263,0.29066956521739135,0.17477869486538963,0.46192391304347824,0.126517934819052,0.7858413043478262,0.11690601077010146,0.030000000000000002,0.21473270829984403,0.11636363636363636,0.20465060910382818,0.2968181818181819,0.22030560306575245,1.632272727272727,0.5578825933649937,2.3245454545454547,0.6698394123264915,2.7663636363636357,0.5689776923827595,3.066363636363636,0.5001083517115721,47692027772.9219,-0.11601271636515409,10798655053.3939,0.2389730692185902,82.23381292700279,0.130059146084322,2.5,-0.10377387755465231,1.6,0.061435830490180886,-86.282088,39.808994
46,2015-08,IN,INDIANAPOLIS,2015-08,3.375,"(-86.0431418, 39.8870112)",22333.925,All,0.13010000000000005,0.20390986906946168,0.151965,0.20844851709755413,0.1967275,0.20931322995583798,0.2610100000000001,0.1960985986819263,0.3207975,0.17477869486538963,0.5193599999999999,0.126517934819052,0.8364375,0.11690601077010146,0.03523809523809525,0.21473270829984403,0.22000000000000006,0.20465060910382818,0.3757142857142857,0.22030560306575245,1.5414285714285714,0.5578825933649937,2.167142857142857,0.6698394123264915,2.5466666666666664,0.5689776923827595,2.8557142857142854,0.5001083517115721,48997735451.5931,-0.11601271636515409,13039171751.3192,0.2389730692185902,79.25862065623551,0.130059146084322,2.8,-0.10377387755465231,1.7,0.061435830490180886,-86.0431418,39.8870112
47,2015-09,IN,INDIANAPOLIS,2015-09,4.0,"(-86.09604300000001, 39.867356)",9660.19,All,0.1344409090909091,0.20390986906946168,0.15661363636363634,0.20844851709755413,0.20107727272727274,0.20931322995583798,0.26589318181818195,0.1960985986819263,0.3311113636363637,0.17477869486538963,0.5371681818181817,0.126517934819052,0.8526636363636364,0.11690601077010146,0.008571428571428572,0.21473270829984403,0.17952380952380947,0.20465060910382818,0.3733333333333333,0.22030560306575245,1.4900000000000002,0.5578825933649937,2.1728571428571435,0.6698394123264915,2.618095238095238,0.5689776923827595,2.9528571428571433,0.5001083517115721,48668534366.8701,-0.11601271636515409,11404853913.5663,0.2389730692185902,83.34061286074021,0.130059146084322,2.4,-0.10377387755465231,1.7,0.061435830490180886,-86.09604300000001,39.867356
48,2015-10,IN,INDIANAPOLIS,2015-10,3.65,"(-86.0395696, 39.8878402)",11109.89,All,0.13160454545454547,0.20390986906946168,0.15531363636363638,0.20844851709755413,0.19451136363636365,0.20931322995583798,0.2514522727272726,0.1960985986819263,0.32135909090909087,0.17477869486538963,0.5284272727272726,0.126517934819052,0.8378659090909092,0.11690601077010146,0.014285714285714287,0.21473270829984403,0.11380952380952382,0.20465060910382818,0.26333333333333336,0.22030560306575245,1.3857142857142857,0.5578825933649937,2.0699999999999994,0.6698394123264915,2.5028571428571427,0.5689776923827595,2.8880952380952376,0.5001083517115721,48836554747.323,-0.11601271636515409,11240513229.2606,0.2389730692185902,82.75451956383341,0.130059146084322,2.6,-0.10377387755465231,1.8,0.061435830490180886,-86.0395696,39.8878402
49,2015-12,IN,INDIANAPOLIS,2015-12,3.4,"(-86.16881500000001, 39.777725)",15136.79,All,0.2286238095238095,0.20390986906946168,0.289352380952381,0.20844851709755413,0.3523071428571429,0.20931322995583798,0.44092857142857156,0.1960985986819263,0.5332357142857143,0.17477869486538963,0.7638285714285715,0.126517934819052,1.0841380952380955,0.11690601077010146,0.17181818181818184,0.21473270829984403,0.4990909090909091,0.20465060910382818,0.6536363636363638,0.22030560306575245,1.6986363636363635,0.5578825933649937,2.2427272727272736,0.6698394123264915,2.6072727272727274,0.5689776923827595,2.97,0.5001083517115721,48752987466.2114,-0.11601271636515409,10916249757.9916,0.2389730692185902,82.89218119322959,0.130059146084322,2.7,-0.10377387755465231,1.4,0.061435830490180886,-86.16881500000001,39.777725
50,2016-01,IN,INDIANAPOLIS,2016-01,3.39,"(-86.17681400000001, 39.873173)",32262.41,All,0.36607999999999996,0.20390986906946168,0.387725,0.20844851709755413,0.42545,0.20931322995583798,0.5163949999999999,0.1960985986819263,0.6195525000000001,0.17477869486538963,0.8560224999999999,0.126517934819052,1.1534299999999997,0.11690601077010146,0.22736842105263158,0.21473270829984403,0.43473684210526314,0.20465060910382818,0.5431578947368422,0.22030560306575245,1.5184210526315787,0.5578825933649937,2.085263157894737,0.6698394123264915,2.4889473684210524,0.5689776923827595,2.8584210526315785,0.5001083517115721,48491901272.6637,-0.11601271636515409,11703539581.608,0.2389730692185902,81.36742750908279,0.130059146084322,2.8,-0.10377387755465231,1.4,0.061435830490180886,-86.17681400000001,39.873173
51,2016-04,IN,INDIANAPOLIS,2016-04,3.48,"(-86.145648, 39.757020000000004)",27413.515,All,0.38031428571428566,0.20390986906946168,0.39864523809523805,0.20844851709755413,0.4373976190476192,0.20931322995583798,0.5229452380952381,0.1960985986819263,0.6327499999999999,0.17477869486538963,0.9025404761904764,0.126517934819052,1.2222214285714286,0.11690601077010146,0.18761904761904763,0.21473270829984403,0.37238095238095237,0.20465060910382818,0.5557142857142858,0.22030560306575245,1.2580952380952382,0.5578825933649937,1.8052380952380953,0.6698394123264915,2.2104761904761907,0.5689776923827595,2.6233333333333335,0.5001083517115721,48927223434.2447,-0.11601271636515409,11412820253.2316,0.2389730692185902,82.3313446344394,0.130059146084322,2.0,-0.10377387755465231,1.3,0.061435830490180886,-86.145648,39.757020000000004
52,2016-09,IN,INDIANAPOLIS,2016-09,3.28,"(-77.133525, 38.840481)",51603.16,All,0.42159363636363634,0.20390986906946168,0.4495609090909092,0.20844851709755413,0.5270018181818182,0.20931322995583798,0.6625254545454545,0.1960985986819263,0.8496804545454547,0.17477869486538963,1.2471445454545458,0.126517934819052,1.5560313636363639,0.11690601077010146,0.1914285714285715,0.21473270829984403,0.4671428571428572,0.20465060910382818,0.5933333333333333,0.22030560306575245,1.178095238095238,0.5578825933649937,1.6304761904761906,0.6698394123264915,2.0152380952380957,0.5689776923827595,2.350476190476191,0.5001083517115721,49692544708.3448,-0.11601271636515409,12351593318.9066,0.2389730692185902,85.2359522201137,0.130059146084322,2.3,-0.10377387755465231,1.3,0.061435830490180886,-77.133525,38.840481
53,2016-10,IN,INDIANAPOLIS,2016-10,2.9,"(-86.123087, 39.782461)",5808.46,All,0.4307719047619048,0.20390986906946168,0.457582380952381,0.20844851709755413,0.5307795238095238,0.20931322995583798,0.6609890476190475,0.1960985986819263,0.8786828571428573,0.17477869486538963,1.258856666666667,0.126517934819052,1.577814761904762,0.11690601077010146,0.24400000000000005,0.21473270829984403,0.47700000000000004,0.20465060910382818,0.6595000000000001,0.22030560306575245,1.2719999999999998,0.5578825933649937,1.7645000000000004,0.6698394123264915,2.1705,0.5689776923827595,2.5004999999999997,0.5001083517115721,50596067254.1766,-0.11601271636515409,12722317795.1324,0.2389730692185902,85.1896726255448,0.130059146084322,2.6,-0.10377387755465231,1.2,0.061435830490180886,-86.123087,39.782461
54,2016-11,IN,INDIANAPOLIS,2016-11,2.95,"(-86.156499, 39.821036)",7893.47,All,0.4339245454545454,0.20390986906946168,0.45880500000000013,0.20844851709755413,0.5631090909090911,0.20931322995583798,0.7006386363636362,0.1960985986819263,0.9084640909090909,0.17477869486538963,1.2693081818181815,0.126517934819052,1.6029650000000002,0.11690601077010146,0.29999999999999993,0.21473270829984403,0.5834999999999999,0.20465060910382818,0.736,0.22030560306575245,1.596,0.5578825933649937,2.142,0.6698394123264915,2.5369999999999995,0.5689776923827595,2.8620000000000005,0.5001083517115721,50249654907.7038,-0.11601271636515409,12509011080.2031,0.2389730692185902,87.39008859346599,0.130059146084322,2.2,-0.10377387755465231,1.2,0.061435830490180886,-86.156499,39.821036
55,2017-01,IN,INDIANAPOLIS,2017-01,3.27,"(-86.13440899999999, 39.641665)",59511.27,All,0.6908933333333332,0.20390986906946168,0.720819523809524,0.20844851709755413,0.7713747619047617,0.20931322995583798,0.8375133333333332,0.1960985986819263,1.0256928571428574,0.17477869486538963,1.3400880952380954,0.126517934819052,1.7079285714285712,0.11690601077010146,0.496,0.21473270829984403,0.617,0.20465060910382818,0.8255000000000002,0.22030560306575245,1.9164999999999996,0.5578825933649937,2.4325,0.6698394123264915,2.7475,0.5689776923827595,3.0189999999999997,0.5001083517115721,49971382532.5922,-0.11601271636515409,12747516848.3499,0.2389730692185902,88.3913281030881,0.130059146084322,2.6,-0.10377387755465231,1.1,0.061435830490180886,-86.13440899999999,39.641665
56,2017-02,IN,INDIANAPOLIS,2017-02,3.23,"(-86.0522, 39.907)",69475.84,All,0.6863609999999999,0.20390986906946168,0.7163664999999999,0.20844851709755413,0.7767084999999999,0.20931322995583798,0.8480275,0.1960985986819263,1.0445964999999997,0.17477869486538963,1.3514585000000001,0.126517934819052,1.723958,0.11690601077010146,0.48210526315789465,0.21473270829984403,0.653157894736842,0.20465060910382818,0.8205263157894739,0.22030560306575245,1.9015789473684213,0.5578825933649937,2.4189473684210525,0.6698394123264915,2.763684210526316,0.5689776923827595,3.0321052631578946,0.5001083517115721,51124149514.2735,-0.11601271636515409,12745337772.3068,0.2389730692185902,88.43997566936979,0.130059146084322,2.3,-0.10377387755465231,1.2,0.061435830490180886,-86.0522,39.907
57,2017-03,IN,INDIANAPOLIS,2017-03,3.37,"(-86.247147, 39.845449)",18158.48,All,0.8095565217391305,0.20390986906946168,0.8706386956521739,0.20844851709755413,0.9286352173913045,0.20931322995583798,0.982656956521739,0.1960985986819263,1.134713043478261,0.17477869486538963,1.4258673913043478,0.126517934819052,1.8069104347826086,0.11690601077010146,0.662608695652174,0.21473270829984403,0.8856521739130436,0.20465060910382818,1.0104347826086957,0.22030560306575245,2.013478260869565,0.5578825933649937,2.4817391304347827,0.6698394123264915,2.8317391304347823,0.5689776923827595,3.0813043478260873,0.5001083517115721,49588706606.1033,-0.11601271636515409,11814606928.6527,0.2389730692185902,89.2057504560787,0.130059146084322,2.1,-0.10377387755465231,1.1,0.061435830490180886,-86.247147,39.845449
58,2017-04,IN,INDIANAPOLIS,2017-04,3.45,"(-86.10349599999999, 39.855542)",63078.31,All,0.9290682352941175,0.20390986906946168,0.9469605882352942,0.20844851709755413,0.9906858823529412,0.20931322995583798,1.0343464705882355,0.1960985986819263,1.1592282352941174,0.17477869486538963,1.4162570588235293,0.126517934819052,1.7758141176470588,0.11690601077010146,0.7457894736842106,0.21473270829984403,0.9489473684210525,0.20465060910382818,1.0421052631578949,0.22030560306575245,1.8242105263157897,0.5578825933649937,2.297368421052632,0.6698394123264915,2.6673684210526316,0.5689776923827595,2.9415789473684213,0.5001083517115721,48913265551.9221,-0.11601271636515409,12103218541.1776,0.2389730692185902,88.1697673489486,0.130059146084322,2.0,-0.10377387755465231,1.1,0.061435830490180886,-86.10349599999999,39.855542
59,2017-05,IN,INDIANAPOLIS,2017-05,3.3200000000000003,"(-86.08691800000001, 39.906919)",132187.16,All,0.9286509523809523,0.20390986906946168,0.9479980952380954,0.20844851709755413,1.0114261904761905,0.20931322995583798,1.0843647619047618,0.1960985986819263,1.185849523809524,0.17477869486538963,1.424545714285714,0.126517934819052,1.7495038095238098,0.11690601077010146,0.7281818181818184,0.21473270829984403,1.035,0.20465060910382818,1.1227272727272726,0.22030560306575245,1.836818181818182,0.5578825933649937,2.3036363636363633,0.6698394123264915,2.695909090909091,0.5689776923827595,2.9590909090909094,0.5001083517115721,48441183549.9275,-0.11601271636515409,11813706431.8634,0.2389730692185902,87.62096056152771,0.130059146084322,2.2,-0.10377387755465231,1.1,0.061435830490180886,-86.08691800000001,39.906919
60,2017-06,IN,INDIANAPOLIS,2017-06,3.2,"(-86.203743, 39.884018)",25746.39,All,1.0640909090909094,0.20390986906946168,1.1183336363636365,0.20844851709755413,1.1714068181818182,0.20931322995583798,1.2101513636363637,0.1960985986819263,1.2624095454545452,0.17477869486538963,1.4322822727272726,0.126517934819052,1.7322577272727273,0.11690601077010146,0.8413636363636363,0.21473270829984403,1.1095454545454546,0.20465060910382818,1.200909090909091,0.22030560306575245,1.7740909090909094,0.5578825933649937,2.186818181818182,0.6698394123264915,2.5399999999999996,0.5689776923827595,2.796363636363637,0.5001083517115721,47316214443.3566,-0.11601271636515409,11537595366.1601,0.2389730692185902,84.4501908643932,0.130059146084322,2.0,-0.10377387755465231,1.0,0.061435830490180886,-86.203743,39.884018
61,2017-08,IN,INDIANAPOLIS,2017-08,3.325,"(-86.241066, 39.85753)",48335.994999999995,All,1.1775518181818179,0.20390986906946168,1.197803181818182,0.20844851709755413,1.2317690909090908,0.20931322995583798,1.264191818181818,0.1960985986819263,1.314176818181818,0.17477869486538963,1.453699090909091,0.126517934819052,1.7253381818181814,0.11690601077010146,0.9795652173913042,0.21473270829984403,1.1291304347826083,0.20465060910382818,1.2291304347826086,0.22030560306575245,1.7765217391304353,0.5578825933649937,2.209130434782609,0.6698394123264915,2.552173913043478,0.5689776923827595,2.795217391304348,0.5001083517115721,49068548953.9206,-0.11601271636515409,11223830878.8235,0.2389730692185902,89.1200725980081,0.130059146084322,2.2,-0.10377387755465231,1.1,0.061435830490180886,-86.241066,39.85753
62,2017-12,IN,INDIANAPOLIS,2017-12,4.04,"(15.166670000000002, 47.25)",72688.09,All,1.3144094736842107,0.20390986906946168,1.3913115789473685,0.20844851709755413,1.4850410526315792,0.20931322995583798,1.5354463157894738,0.1960985986819263,1.6017521052631578,0.17477869486538963,1.7680373684210524,0.126517934819052,2.0434931578947366,0.11690601077010146,1.204,0.21473270829984403,1.4950000000000003,0.20465060910382818,1.7005,0.22030560306575245,2.1819999999999995,0.5578825933649937,2.4025,0.6698394123264915,2.5970000000000004,0.5689776923827595,2.768,0.5001083517115721,49855182727.6109,-0.11601271636515409,12344213844.2875,0.2389730692185902,88.23467488709129,0.130059146084322,2.4,-0.10377387755465231,0.9,0.061435830490180886,15.166670000000002,47.25
63,2018-01,IN,INDIANAPOLIS,2018-01,3.4450000000000003,"(-86.27342900000001, 39.816629)",55396.369999999995,All,1.4378880952380952,0.20390986906946168,1.467563181818182,0.20844851709755413,1.5610881818181819,0.20931322995583798,1.6355336363636364,0.1960985986819263,1.733970909090909,0.17477869486538963,1.9067609090909092,0.126517934819052,2.196459545454545,0.11690601077010146,1.3000000000000003,0.21473270829984403,1.6199999999999994,0.20465060910382818,1.8028571428571425,0.22030560306575245,2.381904761904762,0.5578825933649937,2.5838095238095242,0.6698394123264915,2.7342857142857144,0.5689776923827595,2.8776190476190475,0.5001083517115721,50938614889.0817,-0.11601271636515409,12109088557.0787,0.2389730692185902,89.9213768261837,0.130059146084322,2.7,-0.10377387755465231,1.0,0.061435830490180886,-86.27342900000001,39.816629
64,2018-02,IN,INDIANAPOLIS,2018-02,3.455,"(-86.184766, 39.664992)",34517.645000000004,All,1.4432573684210526,0.20390986906946168,1.4712210000000003,0.20844851709755413,1.6018225000000001,0.20931322995583798,1.722691,0.1960985986819263,1.874672,0.17477869486538963,2.0893395000000003,0.126517934819052,2.3701375000000002,0.11690601077010146,1.3805263157894736,0.21473270829984403,1.7857894736842108,0.20465060910382818,1.9636842105263155,0.22030560306575245,2.599473684210526,0.5578825933649937,2.8589473684210525,0.6698394123264915,3.016842105263158,0.5689776923827595,3.1310526315789478,0.5001083517115721,50617906919.2487,-0.11601271636515409,12484889768.5791,0.2389730692185902,87.46440959377459,0.130059146084322,2.3,-0.10377387755465231,1.0,0.061435830490180886,-86.184766,39.664992
65,2018-03,IN,INDIANAPOLIS,2018-03,3.75,"(-86.14784499999999, 39.769865)",74412.68,All,1.5183047619047625,0.20390986906946168,1.6006185714285712,0.20844851709755413,1.7991309523809524,0.20931322995583798,1.9184628571428568,0.1960985986819263,2.173357619047619,0.17477869486538963,2.345182380952381,0.126517934819052,2.596475714285714,0.11690601077010146,1.636666666666667,0.21473270829984403,1.917142857142857,0.20465060910382818,2.0628571428571427,0.22030560306575245,2.6295238095238096,0.5578825933649937,2.8423809523809527,0.6698394123264915,2.9733333333333327,0.5689776923827595,3.0914285714285716,0.5001083517115721,49589347299.2381,-0.11601271636515409,13062636860.3963,0.2389730692185902,87.3618752869242,0.130059146084322,2.0,-0.10377387755465231,1.0,0.061435830490180886,-86.14784499999999,39.769865
66,2018-07,IN,INDIANAPOLIS,2018-07,4.04,"(-86.216351, 39.785587)",31138.489999999998,All,1.918467142857143,0.20390986906946168,1.9587813636363633,0.20844851709755413,2.0789990909090905,0.20931322995583798,2.1733236363636363,0.1960985986819263,2.3391181818181823,0.17477869486538963,2.519525454545455,0.126517934819052,2.7944931818181815,0.11690601077010146,1.8933333333333329,0.21473270829984403,2.1680952380952383,0.20465060910382818,2.3876190476190478,0.22030560306575245,2.7776190476190483,0.5578825933649937,2.8890476190476195,0.6698394123264915,2.944761904761905,0.5689776923827595,3.006666666666667,0.5001083517115721,50407042046.8076,-0.11601271636515409,14022336972.3533,0.2389730692185902,88.50967086025801,0.130059146084322,2.2,-0.10377387755465231,0.9,0.061435830490180886,-86.216351,39.785587
