,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-4),Corr with auto_vol(-4),student_vol(-2),Corr with student_vol(-2),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-2),Corr with mortgage 90(-2)
0,2010-06,WI,MILWAUKEE,2010-06,4.5,"(-87.457146, 40.945570000000004)",6178.37,All,0.29840136363636366,0.17151874376094547,0.3291213636363637,0.17495755303610788,0.3487363636363637,0.17822622475463526,0.4336950000000001,0.17481239127366321,0.5368986363636363,0.17514585883110087,0.7518195454545455,0.1503798708096456,1.187955909090909,0.15154898822090737,0.07954545454545457,0.17414414270211614,0.19090909090909092,0.18451396568977196,0.3181818181818181,0.20555639751648233,1.9963636363636363,0.6593451175450964,3.2040909090909095,0.8090381954010814,3.9499999999999997,0.6681484158925318,4.127727272727272,0.5916963007446109,25116521917.8418,0.11438051857532579,13493693756.3064,0.24144258035386373,92.4549564204629,-0.2560028316224287,2.6,-0.2350873841247338,3.2,-0.14479003687920838
1,2011-06,WI,MILWAUKEE,2011-06,4.4,"(-87.967327, 42.980145)",27727.9,All,0.12706818181818183,0.17151874376094547,0.1615431818181819,0.17495755303610788,0.18716409090909092,0.17822622475463526,0.21923909090909086,0.17481239127366321,0.24782409090909094,0.17514585883110087,0.39758,0.1503798708096456,0.7268749999999999,0.15154898822090737,0.0190909090909091,0.17414414270211614,0.1013636363636364,0.18451396568977196,0.18090909090909094,0.20555639751648233,1.5799999999999998,0.6593451175450964,3.002272727272727,0.8090381954010814,3.9145454545454546,0.6681484158925318,4.2327272727272724,0.5916963007446109,32217867353.4185,0.11438051857532579,15995126134.7035,0.24144258035386373,91.3646878868074,-0.2560028316224287,2.2,-0.2350873841247338,2.8,-0.14479003687920838
2,2011-07,WI,MILWAUKEE,2011-07,3.94,"(-87.97301800000001, 43.162161)",31770.355000000003,All,0.12388095238095237,0.17151874376094547,0.1598857142857143,0.17495755303610788,0.18661904761904766,0.17822622475463526,0.2182333333333334,0.17481239127366321,0.24991190476190472,0.17514585883110087,0.41392857142857137,0.1503798708096456,0.7452261904761905,0.15154898822090737,0.037500000000000006,0.17414414270211614,0.08400000000000002,0.18451396568977196,0.185,0.20555639751648233,1.541,0.6593451175450964,3.003,0.8090381954010814,3.9475000000000002,0.6681484158925318,4.2705,0.5916963007446109,31565012894.7234,0.11438051857532579,13753511368.0623,0.24144258035386373,90.35087768078328,-0.2560028316224287,2.1,-0.2350873841247338,2.8,-0.14479003687920838
3,2011-11,WI,MILWAUKEE,2011-11,3.42,"(-87.976562, 43.061288)",7241.61,All,0.14255090909090912,0.17151874376094547,0.19244863636363635,0.17495755303610788,0.2536463636363637,0.17822622475463526,0.3593790909090909,0.17481239127366321,0.47529181818181826,0.17514585883110087,0.6805422727272729,0.1503798708096456,1.000305,0.15154898822090737,0.013999999999999999,0.17414414270211614,0.04650000000000002,0.18451396568977196,0.11200000000000002,0.20555639751648233,0.908,0.6593451175450964,2.0134999999999996,0.8090381954010814,2.7180000000000004,0.6681484158925318,3.0155000000000003,0.5916963007446109,31992172727.7437,0.11438051857532579,11655650147.2578,0.24144258035386373,90.0868950067716,-0.2560028316224287,2.7,-0.2350873841247338,2.8,-0.14479003687920838
4,2011-12,WI,MILWAUKEE,2011-12,3.75,"(-88.00274, 43.188621000000005)",26447.055,All,0.1499335,0.17151874376094547,0.2029985,0.17495755303610788,0.2836085,0.17822622475463526,0.40829250000000006,0.17481239127366321,0.5557375,0.17514585883110087,0.7798775000000001,0.1503798708096456,1.1003555000000003,0.15154898822090737,0.0033333333333333335,0.17414414270211614,0.048571428571428585,0.18451396568977196,0.11523809523809528,0.20555639751648233,0.8914285714285713,0.6593451175450964,1.9780952380952384,0.8090381954010814,2.6676190476190476,0.6681484158925318,2.9823809523809524,0.5916963007446109,31754785132.2305,0.11438051857532579,10258833668.6773,0.24144258035386373,89.00857713430821,-0.2560028316224287,2.7,-0.2350873841247338,2.8,-0.14479003687920838
5,2012-01,WI,MILWAUKEE,2012-01,3.525,"(-87.940993, 43.042233)",20476.010000000002,All,0.14564761904761903,0.17151874376094547,0.2014238095238095,0.17495755303610788,0.28289523809523814,0.17822622475463526,0.41424761904761903,0.17481239127366321,0.5659000000000001,0.17514585883110087,0.7969761904761906,0.1503798708096456,1.1145476190476191,0.15154898822090737,0.0245,0.17414414270211614,0.06550000000000003,0.18451396568977196,0.11500000000000003,0.20555639751648233,0.835,0.6593451175450964,1.9664999999999995,0.8090381954010814,2.6950000000000003,0.6681484158925318,3.026,0.5916963007446109,33690910289.8878,0.11438051857532579,11784187253.6333,0.24144258035386373,89.6038877472871,-0.2560028316224287,2.7,-0.2350873841247338,3.0,-0.14479003687920838
6,2012-03,WI,MILWAUKEE,2012-03,3.5,"(-88.053911, 43.114314)",23354.64,All,0.14720000000000003,0.17151874376094547,0.1893409090909091,0.17495755303610788,0.24185227272727275,0.17822622475463526,0.35079999999999995,0.17481239127366321,0.4732886363636363,0.17514585883110087,0.741275,0.1503798708096456,1.0534477272727274,0.15154898822090737,0.06363636363636366,0.17414414270211614,0.14227272727272727,0.18451396568977196,0.19000000000000003,0.20555639751648233,1.0172727272727273,0.6593451175450964,2.1727272727272724,0.8090381954010814,2.9404545454545454,0.6681484158925318,3.281363636363636,0.5916963007446109,34825519831.2788,0.11438051857532579,11510278467.2037,0.24144258035386373,89.02745876405929,-0.2560028316224287,2.5,-0.2350873841247338,3.0,-0.14479003687920838
7,2012-04,WI,MILWAUKEE,2012-04,2.95,"(-87.881632, 43.063306)",11461.96,All,0.14868421052631575,0.17151874376094547,0.18980526315789473,0.17495755303610788,0.23982894736842097,0.17822622475463526,0.34777368421052635,0.17481239127366321,0.46680789473684203,0.17514585883110087,0.7313999999999999,0.1503798708096456,1.048621052631579,0.15154898822090737,0.0666666666666667,0.17414414270211614,0.13904761904761903,0.18451396568977196,0.18333333333333335,0.20555639751648233,0.8947619047619045,0.6593451175450964,2.0528571428571425,0.8090381954010814,2.8166666666666664,0.6681484158925318,3.1842857142857137,0.5916963007446109,35344521679.5642,0.11438051857532579,10728874885.7875,0.24144258035386373,89.6061116730853,-0.2560028316224287,2.7,-0.2350873841247338,3.0,-0.14479003687920838
8,2012-06,WI,MILWAUKEE,2012-06,2.29,"(-87.989365, 43.160903999999995)",49457.2,All,0.163,0.17151874376094547,0.19464736842105262,0.17495755303610788,0.24319736842105263,0.17822622475463526,0.3459342105263157,0.17481239127366321,0.46558684210526313,0.17514585883110087,0.7364000000000004,0.1503798708096456,1.0691894736842107,0.15154898822090737,0.05190476190476193,0.17414414270211614,0.14809523809523809,0.18451396568977196,0.18904761904761905,0.20555639751648233,0.7114285714285714,0.6593451175450964,1.6223809523809525,0.8090381954010814,2.3061904761904763,0.6681484158925318,2.698095238095238,0.5916963007446109,35532707747.113,0.11438051857532579,11641401212.0971,0.24144258035386373,90.37816904639429,-0.2560028316224287,2.3,-0.2350873841247338,2.7,-0.14479003687920838
9,2012-10,WI,MILWAUKEE,2012-10,2.535,"(-87.903628, 43.043513)",82542.625,All,0.15320434782608702,0.17151874376094547,0.17955217391304346,0.17495755303610788,0.21346521739130433,0.17822622475463526,0.2717391304347827,0.17481239127366321,0.3304891304347827,0.17514585883110087,0.5823021739130435,0.1503798708096456,0.9185760869565219,0.15154898822090737,0.10952380952380951,0.17414414270211614,0.14904761904761904,0.18451396568977196,0.17952380952380956,0.20555639751648233,0.7085714285714285,0.6593451175450964,1.7461904761904758,0.8090381954010814,2.505714285714286,0.6681484158925318,2.90047619047619,0.5916963007446109,36186315501.0541,0.11438051857532579,11986368496.8635,0.24144258035386373,88.794109524791,-0.2560028316224287,2.4,-0.2350873841247338,2.6,-0.14479003687920838
