,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(1),Corr with auto_vol(1),student_vol(-4),Corr with student_vol(-4),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-1),Corr with mortgage 90(-1)
0,OH,CLEVELAND,2010-06,3.07,All,0.29840136363636366,2.771598636363636,0.2549746659445297,0.3291213636363637,2.740878636363636,0.25936781167970413,0.3487363636363637,2.721263636363636,0.25913506582039536,0.4336950000000001,2.6363049999999997,0.25392246295526244,0.5368986363636363,2.5331013636363635,0.2363847736284132,0.7518195454545455,2.3181804545454545,0.19148684157377818,1.187955909090909,1.8820440909090907,0.15863468387379095,0.07954545454545457,2.9904545454545453,0.2731560479594547,0.19090909090909092,2.879090909090909,0.2487800160221712,0.3181818181818181,2.751818181818182,0.24362568104694052,1.9963636363636363,1.0736363636363635,0.4469676081092155,3.2040909090909095,-0.1340909090909097,0.48956179536045064,3.9499999999999997,-0.8799999999999999,0.3766877372429542,4.127727272727272,-1.0577272727272722,0.29884303053799416,28477062769.4533,0.17535895220166006,14228362706.5907,-0.4521695765190039,94.51558950569391,-0.4044644158308598,3.4,-0.34912470271935964,4.2,-0.21617624665553292
1,OH,CLEVELAND,2010-07,4.1,All,0.26711500000000005,3.8328849999999997,0.2549746659445297,0.31483090909090916,3.7851690909090907,0.25936781167970413,0.3341213636363637,3.765878636363636,0.25913506582039536,0.41480272727272727,3.6851972727272724,0.25392246295526244,0.5103277272727272,3.5896722727272725,0.2363847736284132,0.7185045454545452,3.3814954545454543,0.19148684157377818,1.117797727272727,2.982202272727273,0.15863468387379095,0.15666666666666668,3.943333333333333,0.2731560479594547,0.20047619047619053,3.899523809523809,0.2487800160221712,0.2914285714285714,3.8085714285714283,0.24362568104694052,1.7628571428571433,2.3371428571428563,0.4469676081092155,3.0114285714285716,1.088571428571428,0.48956179536045064,3.796190476190476,0.30380952380952353,0.3766877372429542,3.994285714285714,0.10571428571428543,0.29884303053799416,29160609360.1217,0.17535895220166006,14217328271.8582,-0.4521695765190039,92.4549564204629,-0.4044644158308598,3.2,-0.34912470271935964,4.1,-0.21617624665553292
2,OH,CLEVELAND,2011-09,4.65,All,0.14525181818181823,4.504748181818182,0.2549746659445297,0.1884,4.461600000000001,0.25936781167970413,0.23085045454545455,4.4191495454545455,0.25913506582039536,0.2845913636363636,4.365408636363637,0.25392246295526244,0.3502268181818181,4.299773181818182,0.2363847736284132,0.5222018181818182,4.127798181818182,0.19148684157377818,0.8332045454545454,3.816795454545455,0.15863468387379095,0.005714285714285713,4.644285714285715,0.2731560479594547,0.04333333333333335,4.606666666666667,0.2487800160221712,0.10476190476190479,4.545238095238096,0.24362568104694052,0.9004761904761904,3.7495238095238097,0.4469676081092155,1.9752380952380955,2.6747619047619047,0.48956179536045064,2.8271428571428574,1.822857142857143,0.3766877372429542,3.182380952380953,1.4676190476190474,0.29884303053799416,34623712775.9563,0.17535895220166006,13753511368.0623,-0.4521695765190039,90.48744874686929,-0.4044644158308598,3.1,-0.34912470271935964,3.8,-0.21617624665553292
3,OH,CLEVELAND,2011-11,4.07,All,0.14255090909090912,3.927449090909091,0.2549746659445297,0.19244863636363635,3.877551363636364,0.25936781167970413,0.2536463636363637,3.816353636363637,0.25913506582039536,0.3593790909090909,3.7106209090909092,0.25392246295526244,0.47529181818181826,3.594708181818182,0.2363847736284132,0.6805422727272729,3.3894577272727275,0.19148684157377818,1.000305,3.0696950000000003,0.15863468387379095,0.013999999999999999,4.056,0.2731560479594547,0.04650000000000002,4.0235,0.2487800160221712,0.11200000000000002,3.958,0.24362568104694052,0.908,3.1620000000000004,0.4469676081092155,2.0134999999999996,2.0565000000000007,0.48956179536045064,2.7180000000000004,1.3519999999999999,0.3766877372429542,3.0155000000000003,1.0545,0.29884303053799416,35344521679.5642,0.17535895220166006,13238482167.5647,-0.4521695765190039,90.6452366150782,-0.4044644158308598,3.4,-0.34912470271935964,3.9,-0.21617624665553292
4,OH,CLEVELAND,2012-02,4.25,All,0.1410714285714286,4.108928571428572,0.2549746659445297,0.19146190476190478,4.058538095238095,0.25936781167970413,0.2500238095238095,3.9999761904761906,0.25913506582039536,0.3686547619047619,3.8813452380952382,0.25392246295526244,0.5032404761904763,3.7467595238095237,0.2363847736284132,0.7572880952380953,3.492711904761905,0.19148684157377818,1.0711880952380954,3.1788119047619046,0.15863468387379095,0.06350000000000003,4.1865,0.2731560479594547,0.124,4.126,0.2487800160221712,0.161,4.089,0.24362568104694052,0.8310000000000001,3.419,0.4469676081092155,1.9674999999999998,2.2825,0.48956179536045064,2.7479999999999998,1.5020000000000002,0.3766877372429542,3.109,1.141,0.29884303053799416,35767585536.868996,0.17535895220166006,10258833668.6773,-0.4521695765190039,89.6038877472871,-0.4044644158308598,3.3,-0.34912470271935964,4.1,-0.21617624665553292
5,OH,CLEVELAND,2012-08,2.33,All,0.15374090909090915,2.176259090909091,0.2549746659445297,0.18745454545454548,2.1425454545454548,0.25936781167970413,0.23783863636363634,2.0921613636363636,0.25913506582039536,0.3331136363636364,1.9968863636363636,0.25392246295526244,0.43259999999999993,1.8974000000000002,0.2363847736284132,0.7177749999999997,1.6122250000000005,0.19148684157377818,1.0426272727272727,1.2873727272727273,0.15863468387379095,0.09217391304347829,2.2378260869565216,0.2731560479594547,0.14043478260869566,2.1895652173913045,0.2487800160221712,0.18347826086956526,2.146521739130435,0.24362568104694052,0.7139130434782609,1.6160869565217393,0.4469676081092155,1.6782608695652175,0.6517391304347826,0.48956179536045064,2.3978260869565218,-0.0678260869565217,0.3766877372429542,2.7708695652173914,-0.4408695652173913,0.29884303053799416,37571290060.6541,0.17535895220166006,11641401212.0971,-0.4521695765190039,90.2956809830492,-0.4044644158308598,3.0,-0.34912470271935964,4.0,-0.21617624665553292
6,OH,CLEVELAND,2012-10,2.4,All,0.15320434782608702,2.2467956521739127,0.2549746659445297,0.17955217391304346,2.2204478260869562,0.25936781167970413,0.21346521739130433,2.1865347826086956,0.25913506582039536,0.2717391304347827,2.128260869565217,0.25392246295526244,0.3304891304347827,2.0695108695652173,0.2363847736284132,0.5823021739130435,1.8176978260869565,0.19148684157377818,0.9185760869565219,1.481423913043478,0.15863468387379095,0.10952380952380951,2.2904761904761903,0.2731560479594547,0.14904761904761904,2.250952380952381,0.2487800160221712,0.17952380952380956,2.2204761904761905,0.24362568104694052,0.7085714285714285,1.6914285714285713,0.4469676081092155,1.7461904761904758,0.6538095238095241,0.48956179536045064,2.505714285714286,-0.10571428571428587,0.3766877372429542,2.90047619047619,-0.5004761904761903,0.29884303053799416,38410438812.4053,0.17535895220166006,14585937143.4485,-0.4521695765190039,91.578064558499,-0.4044644158308598,3.4,-0.34912470271935964,3.8,-0.21617624665553292
7,OH,CLEVELAND,2012-11,2.64,All,0.1555,2.4845,0.2549746659445297,0.18060909090909089,2.459390909090909,0.25936781167970413,0.20888636363636362,2.4311136363636363,0.25913506582039536,0.25813636363636355,2.3818636363636365,0.25392246295526244,0.31102272727272723,2.328977272727273,0.2363847736284132,0.528347727272727,2.111652272727273,0.19148684157377818,0.8631931818181818,1.7768068181818184,0.15863468387379095,0.12449999999999999,2.5155000000000003,0.2731560479594547,0.14450000000000002,2.4955000000000003,0.2487800160221712,0.17850000000000002,2.4615,0.24362568104694052,0.665,1.975,0.4469676081092155,1.654,0.9860000000000002,0.48956179536045064,2.3894999999999995,0.2505000000000006,0.3766877372429542,2.8034999999999997,-0.16349999999999953,0.29884303053799416,38808856509.5085,0.17535895220166006,16111780903.4699,-0.4521695765190039,88.794109524791,-0.4044644158308598,3.6,-0.34912470271935964,3.9,-0.21617624665553292
8,OH,CLEVELAND,2012-12,2.59,All,0.1631578947368421,2.426842105263158,0.2549746659445297,0.1875157894736842,2.4024842105263158,0.25936781167970413,0.21092631578947374,2.379073684210526,0.25913506582039536,0.2552894736842105,2.3347105263157895,0.25392246295526244,0.30947368421052623,2.2805263157894737,0.2363847736284132,0.5145657894736843,2.0754342105263155,0.19148684157377818,0.8483157894736841,1.7416842105263157,0.15863468387379095,0.039500000000000014,2.5505,0.2731560479594547,0.11950000000000005,2.4705,0.2487800160221712,0.1585,2.4314999999999998,0.24362568104694052,0.6960000000000001,1.8939999999999997,0.4469676081092155,1.7189999999999999,0.871,0.48956179536045064,2.4675000000000002,0.12249999999999961,0.3766877372429542,2.8835,-0.2935000000000003,0.29884303053799416,39268596272.9965,0.17535895220166006,11986368496.8635,-0.4521695765190039,88.920473853359,-0.4044644158308598,3.5,-0.34912470271935964,4.0,-0.21617624665553292
9,OH,CLEVELAND,2013-01,3.27,All,0.16043181818181818,3.1095681818181817,0.2549746659445297,0.17947272727272726,3.0905272727272726,0.25936781167970413,0.20497272727272725,3.065027272727273,0.25913506582039536,0.2497954545454545,3.0202045454545456,0.25392246295526244,0.30261363636363625,2.967386363636364,0.2363847736284132,0.48810454545454546,2.7818954545454546,0.19148684157377818,0.8142727272727271,2.4557272727272728,0.15863468387379095,0.05190476190476192,3.218095238095238,0.2731560479594547,0.10761904761904766,3.1623809523809525,0.2487800160221712,0.14523809523809525,3.124761904761905,0.24362568104694052,0.8052380952380951,2.4647619047619047,0.4469676081092155,1.9147619047619049,1.3552380952380951,0.48956179536045064,2.681428571428571,0.588571428571429,0.3766877372429542,3.0804761904761913,0.18952380952380876,0.29884303053799416,39658399389.4891,0.17535895220166006,11631947675.6117,-0.4521695765190039,86.5850023909696,-0.4044644158308598,3.6,-0.34912470271935964,3.9,-0.21617624665553292
