,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(2),Corr with auto_vol(2),student_vol(2),Corr with student_vol(2),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(4),Corr with mortgage 90(4),long,lat
0,2010-03,LA,NEW ORLEANS,2010-03,3.78,"(-90.047723, 29.962533)",58636.21,All,0.20298217391304352,-0.04030155855752331,0.22118086956521738,-0.043174439692617264,0.23731173913043485,-0.04246765034421519,0.25031173913043475,-0.04430885397687715,0.2684247826086957,-0.04752546374719964,0.41060652173913054,-0.061861028026953355,0.8732952173913044,-0.06854574708162926,0.11652173913043477,-0.027847501380048392,0.22565217391304354,-0.04858931837487802,0.3956521739130435,-0.05885310752030414,2.433043478260869,-0.10326623222616604,3.7273913043478255,0.00956409974881582,4.489130434782608,0.09067449903558221,4.644782608695651,0.11407486187865476,27396832704.0094,-0.09847290216810259,11978266411.3233,-0.5153071775249283,95.78917846656341,-0.1649995480124909,4.5,0.3058204541311013,4.0,0.1818232179365659,-90.047723,29.962533
1,2010-07,LA,NEW ORLEANS,2010-07,4.04,"(-90.072319, 29.952634000000003)",43627.37,All,0.26711500000000005,-0.04030155855752331,0.31483090909090916,-0.043174439692617264,0.3341213636363637,-0.04246765034421519,0.41480272727272727,-0.04430885397687715,0.5103277272727272,-0.04752546374719964,0.7185045454545452,-0.061861028026953355,1.117797727272727,-0.06854574708162926,0.15666666666666668,-0.027847501380048392,0.20047619047619053,-0.04858931837487802,0.2914285714285714,-0.05885310752030414,1.7628571428571433,-0.10326623222616604,3.0114285714285716,0.00956409974881582,3.796190476190476,0.09067449903558221,3.994285714285714,0.11407486187865476,29826615528.9652,-0.09847290216810259,12342273869.2704,-0.5153071775249283,92.4549564204629,-0.1649995480124909,4.8,0.3058204541311013,4.3,0.1818232179365659,-90.072319,29.952634000000003
2,2011-11,LA,NEW ORLEANS,2011-11,4.25,"(-90.021619, 29.923070000000003)",39025.82,All,0.14255090909090912,-0.04030155855752331,0.19244863636363635,-0.043174439692617264,0.2536463636363637,-0.04246765034421519,0.3593790909090909,-0.04430885397687715,0.47529181818181826,-0.04752546374719964,0.6805422727272729,-0.061861028026953355,1.000305,-0.06854574708162926,0.013999999999999999,-0.027847501380048392,0.04650000000000002,-0.04858931837487802,0.11200000000000002,-0.05885310752030414,0.908,-0.10326623222616604,2.0134999999999996,0.00956409974881582,2.7180000000000004,0.09067449903558221,3.0155000000000003,0.11407486187865476,35385458151.3724,-0.09847290216810259,11510278467.2037,-0.5153071775249283,90.6452366150782,-0.1649995480124909,5.2,0.3058204541311013,4.2,0.1818232179365659,-90.021619,29.923070000000003
3,2012-01,LA,NEW ORLEANS,2012-01,4.4,"(-79.955151, 39.669837)",29354.15,All,0.14564761904761903,-0.04030155855752331,0.2014238095238095,-0.043174439692617264,0.28289523809523814,-0.04246765034421519,0.41424761904761903,-0.04430885397687715,0.5659000000000001,-0.04752546374719964,0.7969761904761906,-0.061861028026953355,1.1145476190476191,-0.06854574708162926,0.0245,-0.027847501380048392,0.06550000000000003,-0.04858931837487802,0.11500000000000003,-0.05885310752030414,0.835,-0.10326623222616604,1.9664999999999995,0.00956409974881582,2.6950000000000003,0.09067449903558221,3.026,0.11407486187865476,35767585536.868996,-0.09847290216810259,11251067892.2966,-0.5153071775249283,89.00857713430821,-0.1649995480124909,5.9,0.3058204541311013,3.9,0.1818232179365659,-79.955151,39.669837
4,2012-05,LA,NEW ORLEANS,2012-05,2.57,"(-90.07406, 29.949894)",121449.61,All,0.15161363636363637,-0.04030155855752331,0.19053181818181822,-0.043174439692617264,0.23893181818181805,-0.04246765034421519,0.3457045454545453,-0.04430885397687715,0.4665318181818183,-0.04752546374719964,0.732990909090909,-0.061861028026953355,1.0615068181818177,-0.06854574708162926,0.06590909090909093,-0.027847501380048392,0.14545454545454548,-0.04858931837487802,0.19181818181818186,-0.05885310752030414,0.7618181818181818,-0.10326623222616604,1.8031818181818189,0.00956409974881582,2.525909090909091,0.09067449903558221,2.930909090909091,0.11407486187865476,36601383816.48,-0.09847290216810259,16111780903.4699,-0.5153071775249283,89.6061116730853,-0.1649995480124909,4.9,0.3058204541311013,3.7,0.1818232179365659,-90.07406,29.949894
5,2013-01,LA,NEW ORLEANS,2013-01,7.64,"(122.58233600000001, 10.69852)",5977.0650000000005,All,0.16043181818181818,-0.04030155855752331,0.17947272727272726,-0.043174439692617264,0.20497272727272725,-0.04246765034421519,0.2497954545454545,-0.04430885397687715,0.30261363636363625,-0.04752546374719964,0.48810454545454546,-0.061861028026953355,0.8142727272727271,-0.06854574708162926,0.05190476190476192,-0.027847501380048392,0.10761904761904766,-0.04858931837487802,0.14523809523809525,-0.05885310752030414,0.8052380952380951,-0.10326623222616604,1.9147619047619049,0.00956409974881582,2.681428571428571,0.09067449903558221,3.0804761904761913,0.11407486187865476,39298206327.5877,-0.09847290216810259,9855625468.0504,-0.5153071775249283,86.5850023909696,-0.1649995480124909,5.4,0.3058204541311013,3.5,0.1818232179365659,122.58233600000001,10.69852
6,2013-03,LA,NEW ORLEANS,2013-03,3.2,"(-90.02695600000001, 30.030587)",10531.64,All,0.15505000000000002,-0.04030155855752331,0.17309999999999998,-0.043174439692617264,0.20345,-0.04246765034421519,0.2419,-0.04430885397687715,0.28190000000000004,-0.04752546374719964,0.44782500000000003,-0.061861028026953355,0.7351250000000001,-0.06854574708162926,0.07800000000000003,-0.027847501380048392,0.11450000000000005,-0.04858931837487802,0.14750000000000002,-0.05885310752030414,0.8185000000000002,-0.10326623222616604,1.9575,0.00956409974881582,2.7840000000000003,0.09067449903558221,3.1625000000000005,0.11407486187865476,40995097959.5386,-0.09847290216810259,9498561196.652071,-0.5153071775249283,89.95115518901541,-0.1649995480124909,4.5,0.3058204541311013,3.2,0.1818232179365659,-90.02695600000001,30.030587
7,2013-06,LA,NEW ORLEANS,2013-06,4.113333333333333,"(-90.074855, 29.948916999999998)",63996.55333333334,All,0.13074,-0.04030155855752331,0.15964599999999998,-0.043174439692617264,0.19319250000000002,-0.04246765034421519,0.23164600000000002,-0.04430885397687715,0.27374,-0.04752546374719964,0.4139935,-0.061861028026953355,0.6839425000000002,-0.06854574708162926,0.0345,-0.027847501380048392,0.08750000000000002,-0.04858931837487802,0.142,-0.05885310752030414,1.2035,-0.10326623222616604,2.3000000000000003,0.00956409974881582,3.0740000000000003,0.09067449903558221,3.400000000000001,0.11407486187865476,41334062733.8549,-0.09847290216810259,10210246554.7955,-0.5153071775249283,86.47441597957871,-0.1649995480124909,4.6,0.3058204541311013,3.3,0.1818232179365659,-90.074855,29.948916999999998
8,2013-08,LA,NEW ORLEANS,2013-08,5.45,"(-89.98756800000001, 30.046598)",32551.03,All,0.11782999999999999,-0.04030155855752331,0.1493142857142857,-0.043174439692617264,0.1840704761904762,-0.04246765034421519,0.22633523809523812,-0.04430885397687715,0.2633952380952381,-0.04752546374719964,0.3949285714285714,-0.061861028026953355,0.6679499999999999,-0.06854574708162926,0.03681818181818183,-0.027847501380048392,0.07181818181818184,-0.04858931837487802,0.12681818181818183,-0.05885310752030414,1.5204545454545455,-0.10326623222616604,2.7372727272727273,0.00956409974881582,3.488181818181818,0.09067449903558221,3.757727272727273,0.11407486187865476,41244159430.5284,-0.09847290216810259,9473893018.88319,-0.5153071775249283,88.4263020205016,-0.1649995480124909,4.7,0.3058204541311013,3.4,0.1818232179365659,-89.98756800000001,30.046598
9,2014-08,LA,NEW ORLEANS,2014-08,3.55,"(-90.068628, 29.942921999999996)",83217.75,All,0.090785,-0.04030155855752331,0.121725,-0.043174439692617264,0.15602,-0.04246765034421519,0.19527250000000002,-0.04430885397687715,0.23465000000000003,-0.04752546374719964,0.32965500000000003,-0.061861028026953355,0.55889,-0.06854574708162926,0.030000000000000006,-0.027847501380048392,0.0523809523809524,-0.04858931837487802,0.10714285714285714,-0.05885310752030414,1.6314285714285717,-0.10326623222616604,2.42,0.00956409974881582,2.9366666666666665,0.09067449903558221,3.2009523809523808,0.11407486187865476,44591810060.8257,-0.09847290216810259,10950177839.1879,-0.5153071775249283,82.72786465890579,-0.1649995480124909,4.7,0.3058204541311013,3.1,0.1818232179365659,-90.068628,29.942921999999996
