,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(1),Corr with auto_vol(1),student_vol(2),Corr with student_vol(2),credit_tightness(1),Corr with credit_tightness(1),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(3),Corr with mortgage 90(3),long,lat
0,2010-10,MS,JACKSON,2010-10,3.7,"(-90.107456, 32.3888082)",39211,39101.16,All,0.22598619047619048,0.22760069293136914,0.25051619047619045,0.22932892658256013,0.25605714285714287,0.22738818345074818,0.2720304761904762,0.22480210198899525,0.28884,0.21082800037995686,0.45499142857142844,0.1602994153704171,0.7680966666666665,0.11049751579572159,0.14050000000000004,0.24477512490882386,0.17650000000000005,0.19490609722654648,0.22800000000000006,0.1704248585176765,1.1824999999999999,0.2552110982106726,2.54,0.4490535319896098,3.524,0.38046223139043994,3.8724999999999996,0.2848643201636247,30207558860.6451,0.12006339710604694,10792773250.4017,-0.40449718979737653,92.8594669911348,-0.35644887060330543,5.9,-0.18179229156317772,5.1,0.15593031005445468,-90.107456,32.3888082
1,2011-11,MS,JACKSON,2011-11,4.69,"(-75.72226500000001, 39.888569)",39209,4334.9400000000005,All,0.14255090909090912,0.22760069293136914,0.19244863636363635,0.22932892658256013,0.2536463636363637,0.22738818345074818,0.3593790909090909,0.22480210198899525,0.47529181818181826,0.21082800037995686,0.6805422727272729,0.1602994153704171,1.000305,0.11049751579572159,0.013999999999999999,0.24477512490882386,0.04650000000000002,0.19490609722654648,0.11200000000000002,0.1704248585176765,0.908,0.2552110982106726,2.0134999999999996,0.4490535319896098,2.7180000000000004,0.38046223139043994,3.0155000000000003,0.2848643201636247,35344521679.5642,0.12006339710604694,11510278467.2037,-0.40449718979737653,90.48744874686929,-0.35644887060330543,6.7,-0.18179229156317772,4.9,0.15593031005445468,-75.72226500000001,39.888569
2,2012-04,MS,JACKSON,2012-04,3.03,"(-90.150527, 32.336498)",39216,34576.72,All,0.14868421052631575,0.22760069293136914,0.18980526315789473,0.22932892658256013,0.23982894736842097,0.22738818345074818,0.34777368421052635,0.22480210198899525,0.46680789473684203,0.21082800037995686,0.7313999999999999,0.1602994153704171,1.048621052631579,0.11049751579572159,0.0666666666666667,0.24477512490882386,0.13904761904761903,0.19490609722654648,0.18333333333333335,0.1704248585176765,0.8947619047619045,0.2552110982106726,2.0528571428571425,0.4490535319896098,2.8166666666666664,0.38046223139043994,3.1842857142857137,0.2848643201636247,36777908030.9335,0.12006339710604694,14585937143.4485,-0.40449718979737653,89.6038877472871,-0.35644887060330543,7.6,-0.18179229156317772,4.1,0.15593031005445468,-90.150527,32.336498
3,2012-12,MS,JACKSON,2012-12,2.51,"(-74.09172, 40.605302)",39211,16382.9,All,0.1631578947368421,0.22760069293136914,0.1875157894736842,0.22932892658256013,0.21092631578947374,0.22738818345074818,0.2552894736842105,0.22480210198899525,0.30947368421052623,0.21082800037995686,0.5145657894736843,0.1602994153704171,0.8483157894736841,0.11049751579572159,0.039500000000000014,0.24477512490882386,0.11950000000000005,0.19490609722654648,0.1585,0.1704248585176765,0.6960000000000001,0.2552110982106726,1.7189999999999999,0.4490535319896098,2.4675000000000002,0.38046223139043994,2.8835,0.2848643201636247,39268596272.9965,0.12006339710604694,11080080767.5225,-0.40449718979737653,91.578064558499,-0.35644887060330543,7.0,-0.18179229156317772,4.0,0.15593031005445468,-74.09172,40.605302
4,2013-06,MS,JACKSON,2013-06,3.61,"(-90.1848, 32.299)",39213,15786.45,All,0.13074,0.22760069293136914,0.15964599999999998,0.22932892658256013,0.19319250000000002,0.22738818345074818,0.23164600000000002,0.22480210198899525,0.27374,0.21082800037995686,0.4139935,0.1602994153704171,0.6839425000000002,0.11049751579572159,0.0345,0.24477512490882386,0.08750000000000002,0.19490609722654648,0.142,0.1704248585176765,1.2035,0.2552110982106726,2.3000000000000003,0.4490535319896098,3.0740000000000003,0.38046223139043994,3.400000000000001,0.2848643201636247,41471481477.9035,0.12006339710604694,10210246554.7955,-0.40449718979737653,90.32258801944451,-0.35644887060330543,6.3,-0.18179229156317772,3.2,0.15593031005445468,-90.1848,32.299
5,2013-12,MS,JACKSON,2013-12,4.37,"(-90.2482331, 32.3108576)",39209,15352.86,All,0.10022500000000001,0.22760069293136914,0.1273025,0.22932892658256013,0.16723,0.22738818345074818,0.2127325,0.22480210198899525,0.24389749999999996,0.21082800037995686,0.34639499999999995,0.1602994153704171,0.579045,0.11049751579572159,0.019047619047619053,0.24477512490882386,0.09523809523809526,0.19490609722654648,0.13285714285714287,0.1704248585176765,1.5761904761904764,0.2552110982106726,2.901904761904762,0.4490535319896098,3.6266666666666674,0.38046223139043994,3.889047619047619,0.2848643201636247,42151687038.4775,0.12006339710604694,10011024566.6146,-0.40449718979737653,84.4459748156831,-0.35644887060330543,5.6,-0.18179229156317772,3.4,0.15593031005445468,-90.2482331,32.3108576
6,2014-02,MS,JACKSON,2014-02,4.73,"(-90.190704, 32.369305)",39206,31118.36,All,0.08627,0.22760069293136914,0.11939250000000004,0.22932892658256013,0.155105,0.22738818345074818,0.19663749999999997,0.22480210198899525,0.23520249999999998,0.21082800037995686,0.3308,0.1602994153704171,0.554605,0.11049751579572159,0.046842105263157914,0.24477512490882386,0.08105263157894738,0.19490609722654648,0.11684210526315793,0.1704248585176765,1.5157894736842106,0.2552110982106726,2.7094736842105265,0.4490535319896098,3.3847368421052626,0.38046223139043994,3.6626315789473685,0.2848643201636247,44555116847.5878,0.12006339710604694,11032404366.8063,-0.40449718979737653,80.910251046009,-0.35644887060330543,6.0,-0.18179229156317772,3.2,0.15593031005445468,-90.190704,32.369305
7,2014-05,MS,JACKSON,2014-05,4.03,"(-88.6726347, 32.780739000000004)",39202,20373.31,All,0.08842000000000001,0.22760069293136914,0.1198375,0.22932892658256013,0.15035749999999998,0.22738818345074818,0.1914675,0.22480210198899525,0.22609000000000004,0.21082800037995686,0.3231200000000001,0.1602994153704171,0.537955,0.11049751579572159,0.026666666666666665,0.24477512490882386,0.05190476190476192,0.19490609722654648,0.0966666666666667,0.1704248585176765,1.5928571428571427,0.2552110982106726,2.559047619047619,0.4490535319896098,3.1152380952380954,0.38046223139043994,3.3899999999999997,0.2848643201636247,43938467193.2505,0.12006339710604694,10638305940.4607,-0.40449718979737653,81.9669757663089,-0.35644887060330543,5.3,-0.18179229156317772,3.3,0.15593031005445468,-88.6726347,32.780739000000004
8,2015-03,MS,JACKSON,2015-03,3.29,"(-90.108938, 32.386936999999996)",39211,27906.58,All,0.12134999999999999,0.22760069293136914,0.14022954545454547,0.22932892658256013,0.17560000000000003,0.22738818345074818,0.21958181818181813,0.22480210198899525,0.26829772727272727,0.21082800037995686,0.39945,0.1602994153704171,0.700025,0.11049751579572159,0.02272727272727273,0.24477512490882386,0.11000000000000001,0.19490609722654648,0.25363636363636366,0.1704248585176765,1.5190909090909088,0.2552110982106726,2.042727272727273,0.4490535319896098,2.4068181818181817,0.38046223139043994,2.626363636363636,0.2848643201636247,47036055605.935,0.12006339710604694,11119760586.3258,-0.40449718979737653,79.25862065623551,-0.35644887060330543,5.6,-0.18179229156317772,2.8,0.15593031005445468,-90.108938,32.386936999999996
9,2017-03,MS,JACKSON,2017-03,3.3,"(-90.194292, 32.343634)",39213,5405.64,All,0.8095565217391305,0.22760069293136914,0.8706386956521739,0.22932892658256013,0.9286352173913045,0.22738818345074818,0.982656956521739,0.22480210198899525,1.134713043478261,0.21082800037995686,1.4258673913043478,0.1602994153704171,1.8069104347826086,0.11049751579572159,0.662608695652174,0.24477512490882386,0.8856521739130436,0.19490609722654648,1.0104347826086957,0.1704248585176765,2.013478260869565,0.2552110982106726,2.4817391304347827,0.4490535319896098,2.8317391304347823,0.38046223139043994,3.0813043478260873,0.2848643201636247,47316214443.3566,0.12006339710604694,12747516848.3499,-0.40449718979737653,89.1200725980081,-0.35644887060330543,5.1,-0.18179229156317772,2.0,0.15593031005445468,-90.194292,32.343634
10,2018-02,MS,JACKSON,2018-02,3.39,"(-90.22577199999999, 32.311163)",39209,23455.56,All,1.4432573684210526,0.22760069293136914,1.4712210000000003,0.22932892658256013,1.6018225000000001,0.22738818345074818,1.722691,0.22480210198899525,1.874672,0.21082800037995686,2.0893395000000003,0.1602994153704171,2.3701375000000002,0.11049751579572159,1.3805263157894736,0.24477512490882386,1.7857894736842108,0.19490609722654648,1.9636842105263155,0.1704248585176765,2.599473684210526,0.2552110982106726,2.8589473684210525,0.4490535319896098,3.016842105263158,0.38046223139043994,3.1310526315789478,0.2848643201636247,50828048870.0026,0.12006339710604694,12344213844.2875,-0.40449718979737653,88.50967086025801,-0.35644887060330543,4.6,-0.18179229156317772,1.8,0.15593031005445468,-90.22577199999999,32.311163
11,2018-03,MS,JACKSON,2018-03,3.75,"(-90.29603900000001, 32.321844)",39209,43683.54,All,1.5183047619047625,0.22760069293136914,1.6006185714285712,0.22932892658256013,1.7991309523809524,0.22738818345074818,1.9184628571428568,0.22480210198899525,2.173357619047619,0.21082800037995686,2.345182380952381,0.1602994153704171,2.596475714285714,0.11049751579572159,1.636666666666667,0.24477512490882386,1.917142857142857,0.19490609722654648,2.0628571428571427,0.1704248585176765,2.6295238095238096,0.2552110982106726,2.8423809523809527,0.4490535319896098,2.9733333333333327,0.38046223139043994,3.0914285714285716,0.2848643201636247,50505964400.0098,0.12006339710604694,12109088557.0787,-0.40449718979737653,88.437943439718,-0.35644887060330543,4.9,-0.18179229156317772,1.6,0.15593031005445468,-90.29603900000001,32.321844
