,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol,Corr with auto_vol,student_vol,Corr with student_vol,credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(1),Corr with mortgage 90(1),long,lat
0,2010-11,CO,AURORA,2010-11,4.05,"(-104.81727, 39.653634000000004)",45361.19,All,0.22869727272727272,0.007906793495920718,0.24913818181818187,0.007259973449490835,0.2541922727272727,-0.005303788515705801,0.27004181818181816,-0.022757900058240903,0.2871204545454545,-0.06162070331898038,0.44597000000000014,-0.13181345849217727,0.7651345454545454,-0.15974388236016962,0.13400000000000004,0.008563813693818223,0.182,0.05522645455674119,0.25200000000000006,0.07700901376851102,1.35,0.3945674512439091,2.7630000000000003,0.2421778169846623,3.817999999999999,0.13112570533056334,4.186,0.12320334708592495,30207558860.6451,-0.07852920276717129,11082139451.8714,0.5305211452566924,95.6415096715633,-0.2749077676010266,2.8,-0.1259019433548135,2.7,0.07989003220102059,-104.81727,39.653634000000004
1,2011-06,CO,AURORA,2011-06,3.95,"(-104.75, 39.66)",38737.44,All,0.12706818181818183,0.007906793495920718,0.1615431818181819,0.007259973449490835,0.18716409090909092,-0.005303788515705801,0.21923909090909086,-0.022757900058240903,0.24782409090909094,-0.06162070331898038,0.39758,-0.13181345849217727,0.7268749999999999,-0.15974388236016962,0.0190909090909091,0.008563813693818223,0.1013636363636364,0.05522645455674119,0.18090909090909094,0.07700901376851102,1.5799999999999998,0.3945674512439091,3.002272727272727,0.2421778169846623,3.9145454545454546,0.13112570533056334,4.2327272727272724,0.12320334708592495,31300541846.2612,-0.07852920276717129,12472473242.0863,0.5305211452566924,91.59671843464591,-0.2749077676010266,2.4,-0.1259019433548135,2.5,0.07989003220102059,-104.75,39.66
2,2012-08,CO,AURORA,2012-08,2.48,"(-9.5, 52.06)",9372.17,All,0.15374090909090915,0.007906793495920718,0.18745454545454548,0.007259973449490835,0.23783863636363634,-0.005303788515705801,0.3331136363636364,-0.022757900058240903,0.43259999999999993,-0.06162070331898038,0.7177749999999997,-0.13181345849217727,1.0426272727272727,-0.15974388236016962,0.09217391304347829,0.008563813693818223,0.14043478260869566,0.05522645455674119,0.18347826086956526,0.07700901376851102,0.7139130434782609,0.3945674512439091,1.6782608695652175,0.2421778169846623,2.3978260869565218,0.13112570533056334,2.7708695652173914,0.12320334708592495,37160101000.5239,-0.07852920276717129,11986368496.8635,0.5305211452566924,89.6038877472871,-0.2749077676010266,2.4,-0.1259019433548135,1.9,0.07989003220102059,-9.5,52.06
3,2013-04,CO,AURORA,2013-04,3.13,"(-104.806377, 39.674052)",71963.34,All,0.1539047619047619,0.007906793495920718,0.17210476190476193,0.007259973449490835,0.19953333333333334,-0.005303788515705801,0.24005714285714277,-0.022757900058240903,0.27714285714285714,-0.06162070331898038,0.4360190476190476,-0.13181345849217727,0.7168333333333334,-0.15974388236016962,0.049090909090909116,0.008563813693818223,0.09409090909090913,0.05522645455674119,0.12454545454545456,0.07700901376851102,0.7104545454545454,0.3945674512439091,1.7590909090909093,0.2421778169846623,2.5500000000000003,0.13112570533056334,2.9327272727272726,0.12320334708592495,40395555554.9932,-0.07852920276717129,9123117418.53368,0.5305211452566924,91.578064558499,-0.2749077676010266,2.2,-0.1259019433548135,1.4,0.07989003220102059,-104.806377,39.674052
4,2014-03,CO,AURORA,2014-03,2.75,"(152.3428711, -24.883995000000002)",88861.2,All,0.0888,0.007906793495920718,0.1207452380952381,0.007259973449490835,0.15488333333333335,-0.005303788515705801,0.19711666666666672,-0.022757900058240903,0.23409761904761903,-0.06162070331898038,0.33106666666666673,-0.13181345849217727,0.5571428571428573,-0.15974388236016962,0.051428571428571455,0.008563813693818223,0.07857142857142858,0.05522645455674119,0.1280952380952381,0.07700901376851102,1.6395238095238096,0.3945674512439091,2.7233333333333327,0.2421778169846623,3.3466666666666667,0.13112570533056334,3.6209523809523807,0.12320334708592495,44555116847.5878,-0.07852920276717129,10653400066.5467,0.5305211452566924,85.3165844012547,-0.2749077676010266,1.7,-0.1259019433548135,0.9,0.07989003220102059,152.3428711,-24.883995000000002
5,2014-12,CO,AURORA,2014-12,4.5,"(9.08333, 45.81667)",9120.34,All,0.1101,0.007906793495920718,0.1330809523809524,0.007259973449490835,0.16305,-0.005303788515705801,0.20744285714285715,-0.022757900058240903,0.2446071428571429,-0.06162070331898038,0.34302142857142864,-0.13181345849217727,0.6021190476190476,-0.15974388236016962,0.02500000000000001,0.008563813693818223,0.1063636363636364,0.05522645455674119,0.21454545454545454,0.07700901376851102,1.64,0.3945674512439091,2.2072727272727275,0.2421778169846623,2.5504545454545453,0.13112570533056334,2.8331818181818185,0.12320334708592495,45241950015.4561,-0.07852920276717129,14245911418.8887,0.5305211452566924,82.2508390398281,-0.2749077676010266,1.3,-0.1259019433548135,0.9,0.07989003220102059,9.08333,45.81667
6,2015-03,CO,AURORA,2015-03,3.62,"(-104.80944699999999, 39.704240000000006)",188282.44,All,0.12134999999999999,0.007906793495920718,0.14022954545454547,0.007259973449490835,0.17560000000000003,-0.005303788515705801,0.21958181818181813,-0.022757900058240903,0.26829772727272727,-0.06162070331898038,0.39945,-0.13181345849217727,0.700025,-0.15974388236016962,0.02272727272727273,0.008563813693818223,0.11000000000000001,0.05522645455674119,0.25363636363636366,0.07700901376851102,1.5190909090909088,0.3945674512439091,2.042727272727273,0.2421778169846623,2.4068181818181817,0.13112570533056334,2.626363636363636,0.12320334708592495,47944164595.1044,-0.07852920276717129,12019442988.8631,0.5305211452566924,82.4770523961592,-0.2749077676010266,1.5,-0.1259019433548135,0.7,0.07989003220102059,-104.80944699999999,39.704240000000006
7,2015-12,CO,AURORA,2015-12,4.5,"(9.08333, 45.81667)",8360.31,All,0.2286238095238095,0.007906793495920718,0.289352380952381,0.007259973449490835,0.3523071428571429,-0.005303788515705801,0.44092857142857156,-0.022757900058240903,0.5332357142857143,-0.06162070331898038,0.7638285714285715,-0.13181345849217727,1.0841380952380955,-0.15974388236016962,0.17181818181818184,0.008563813693818223,0.4990909090909091,0.05522645455674119,0.6536363636363638,0.07700901376851102,1.6986363636363635,0.3945674512439091,2.2427272727272736,0.2421778169846623,2.6072727272727274,0.13112570533056334,2.97,0.12320334708592495,48291644449.3811,-0.07852920276717129,13039171751.3192,0.5305211452566924,81.36742750908279,-0.2749077676010266,1.3,-0.1259019433548135,0.6,0.07989003220102059,9.08333,45.81667
8,2016-11,CO,AURORA,2016-11,3.33,"(-104.85793400000001, 39.713193)",61855.18,All,0.4339245454545454,0.007906793495920718,0.45880500000000013,0.007259973449490835,0.5631090909090911,-0.005303788515705801,0.7006386363636362,-0.022757900058240903,0.9084640909090909,-0.06162070331898038,1.2693081818181815,-0.13181345849217727,1.6029650000000002,-0.15974388236016962,0.29999999999999993,0.008563813693818223,0.5834999999999999,0.05522645455674119,0.736,0.07700901376851102,1.596,0.3945674512439091,2.142,0.2421778169846623,2.5369999999999995,0.13112570533056334,2.8620000000000005,0.12320334708592495,49971382532.5922,-0.07852920276717129,12137144620.0221,0.5305211452566924,88.1942388876454,-0.2749077676010266,1.2,-0.1259019433548135,0.4,0.07989003220102059,-104.85793400000001,39.713193
9,2016-12,CO,AURORA,2016-12,2.97,"(-104.830526, 39.683921000000005)",64998.47,All,0.5606285,0.007906793495920718,0.6315605,0.007259973449490835,0.7119585,-0.005303788515705801,0.7883325000000001,-0.022757900058240903,0.9753284999999998,-0.06162070331898038,1.3063339999999999,-0.13181345849217727,1.6692235,-0.15974388236016962,0.42333333333333334,0.008563813693818223,0.638095238095238,0.05522645455674119,0.8661904761904763,0.07700901376851102,1.9590476190476194,0.3945674512439091,2.491904761904762,0.2421778169846623,2.835238095238095,0.13112570533056334,3.1133333333333324,0.12320334708592495,51124149514.2735,-0.07852920276717129,12605986919.9069,0.5305211452566924,88.3913281030881,-0.2749077676010266,1.2,-0.1259019433548135,0.4,0.07989003220102059,-104.830526,39.683921000000005
