,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(1),Corr with student_vol(1),credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-2),Corr with mortgage 90(-2),long,lat
0,2010-04,MI,DETROIT,2010-04,6.0,"(-84.672708, 43.380998)",48201,13696.72,All,0.24183250000000003,0.05482564872751188,0.2495495,0.05415274208406169,0.2597455000000001,0.05014772998424184,0.2840375,0.04247688554490143,0.3116065,0.03130765848893109,0.4758610000000001,0.0038888624979286153,0.9598030000000002,0.016837236695464507,0.15045454545454548,0.05912581477985963,0.2440909090909091,0.06448918476907695,0.44499999999999995,0.09155152664496927,2.581363636363637,0.5542617024003693,3.8468181818181817,0.7094987381902708,4.531363636363637,0.6200783370005792,4.693181818181819,0.5888154667255521,29160609360.1217,-0.1937426828475069,11978266411.3233,0.3448917219156727,99.3021234972081,0.13402425827335704,4.8,0.18155531686717855,6.4,0.17787039321677556,-84.672708,43.380998
1,2010-08,MI,DETROIT,2010-08,3.61,"(-97.74049825, 30.28066625)",48219,23838.34,All,0.23101619047619049,0.05482564872751188,0.2659952380952381,0.05415274208406169,0.27546238095238096,0.05014772998424184,0.3123080952380952,0.04247688554490143,0.3625466666666667,0.03130765848893109,0.5790957142857143,0.0038888624979286153,0.9435780952380955,0.016837236695464507,0.15409090909090908,0.05912581477985963,0.19136363636363637,0.06448918476907695,0.25909090909090904,0.09155152664496927,1.4654545454545451,0.5542617024003693,2.6986363636363637,0.7094987381902708,3.516818181818181,0.6200783370005792,3.8031818181818178,0.5888154667255521,31044830349.9256,-0.1937426828475069,12342273869.2704,0.3448917219156727,95.21340255359091,0.13402425827335704,4.1,0.18155531686717855,5.5,0.17787039321677556,-97.74049825,30.28066625
2,2010-10,MI,DETROIT,2010-10,2.95,"(-83.239011, 42.370067)",48228,24876.38,All,0.22598619047619048,0.05482564872751188,0.25051619047619045,0.05415274208406169,0.25605714285714287,0.05014772998424184,0.2720304761904762,0.04247688554490143,0.28884,0.03130765848893109,0.45499142857142844,0.0038888624979286153,0.7680966666666665,0.016837236695464507,0.14050000000000004,0.05912581477985963,0.17650000000000005,0.06448918476907695,0.22800000000000006,0.09155152664496927,1.1824999999999999,0.5542617024003693,2.54,0.7094987381902708,3.524,0.6200783370005792,3.8724999999999996,0.5888154667255521,32217867353.4185,-0.1937426828475069,11082139451.8714,0.3448917219156727,94.51558950569391,0.13402425827335704,4.4,0.18155531686717855,5.3,0.17787039321677556,-83.239011,42.370067
3,2011-03,MI,DETROIT,2011-03,5.71,"(-82.98917800000001, 42.353251)",48214,29051.71,All,0.2076739130434783,0.05482564872751188,0.23889782608695653,0.05415274208406169,0.2532847826086956,0.05014772998424184,0.2829456521739131,0.04247688554490143,0.30843478260869567,0.03130765848893109,0.4607826086956522,0.0038888624979286153,0.7797065217391305,0.016837236695464507,0.06478260869565221,0.05912581477985963,0.15652173913043482,0.06448918476907695,0.25913043478260867,0.09155152664496927,2.1134782608695653,0.5542617024003693,3.414347826086956,0.7094987381902708,4.26608695652174,0.6200783370005792,4.5139130434782615,0.5888154667255521,31992172727.7437,-0.1937426828475069,15995126134.7035,0.3448917219156727,93.74313363440879,0.13402425827335704,4.5,0.18155531686717855,4.9,0.17787039321677556,-82.98917800000001,42.353251
4,2012-02,MI,DETROIT,2012-02,3.48,"(-83.212339, 42.38025)",48227,9561.48,All,0.1410714285714286,0.05482564872751188,0.19146190476190478,0.05415274208406169,0.2500238095238095,0.05014772998424184,0.3686547619047619,0.04247688554490143,0.5032404761904763,0.03130765848893109,0.7572880952380953,0.0038888624979286153,1.0711880952380954,0.016837236695464507,0.06350000000000003,0.05912581477985963,0.124,0.06448918476907695,0.161,0.09155152664496927,0.8310000000000001,0.5542617024003693,1.9674999999999998,0.7094987381902708,2.7479999999999998,0.6200783370005792,3.109,0.5888154667255521,36186315501.0541,-0.1937426828475069,11251067892.2966,0.3448917219156727,90.7743282432688,0.13402425827335704,3.6,0.18155531686717855,4.3,0.17787039321677556,-83.212339,42.38025
5,2012-04,MI,DETROIT,2012-04,3.55,"(-83.022116, 42.345465000000004)",48207,50946.6,All,0.14868421052631575,0.05482564872751188,0.18980526315789473,0.05415274208406169,0.23982894736842097,0.05014772998424184,0.34777368421052635,0.04247688554490143,0.46680789473684203,0.03130765848893109,0.7313999999999999,0.0038888624979286153,1.048621052631579,0.016837236695464507,0.0666666666666667,0.05912581477985963,0.13904761904761903,0.06448918476907695,0.18333333333333335,0.09155152664496927,0.8947619047619045,0.5542617024003693,2.0528571428571425,0.7094987381902708,2.8166666666666664,0.6200783370005792,3.1842857142857137,0.5888154667255521,37160101000.5239,-0.1937426828475069,12770391029.1034,0.3448917219156727,90.0868950067716,0.13402425827335704,4.0,0.18155531686717855,4.2,0.17787039321677556,-83.022116,42.345465000000004
6,2012-05,MI,DETROIT,2012-05,3.37,"(-83.0487845, 42.3391875)",48201,30316.35,All,0.15161363636363637,0.05482564872751188,0.19053181818181822,0.05415274208406169,0.23893181818181805,0.05014772998424184,0.3457045454545453,0.04247688554490143,0.4665318181818183,0.03130765848893109,0.732990909090909,0.0038888624979286153,1.0615068181818177,0.016837236695464507,0.06590909090909093,0.05912581477985963,0.14545454545454548,0.06448918476907695,0.19181818181818186,0.09155152664496927,0.7618181818181818,0.5542617024003693,1.8031818181818189,0.7094987381902708,2.525909090909091,0.6200783370005792,2.930909090909091,0.5888154667255521,37571290060.6541,-0.1937426828475069,14585937143.4485,0.3448917219156727,89.00857713430821,0.13402425827335704,3.5,0.18155531686717855,4.1,0.17787039321677556,-83.0487845,42.3391875
7,2012-09,MI,DETROIT,2012-09,2.65,"(-83.927309, 43.414491)",48216,8774.05,All,0.15189500000000006,0.05482564872751188,0.183625,0.05415274208406169,0.22133750000000002,0.05014772998424184,0.3079875,0.04247688554490143,0.3856325000000001,0.03130765848893109,0.6716749999999999,0.0038888624979286153,0.9997750000000002,0.016837236695464507,0.07526315789473685,0.05912581477985963,0.13736842105263158,0.06448918476907695,0.17578947368421055,0.09155152664496927,0.6689473684210526,0.5542617024003693,1.7231578947368422,0.7094987381902708,2.488421052631579,0.6200783370005792,2.8815789473684212,0.5888154667255521,39268596272.9965,-0.1937426828475069,12022315813.7363,0.3448917219156727,89.6061116730853,0.13402425827335704,3.3,0.18155531686717855,3.7,0.17787039321677556,-83.927309,43.414491
8,2012-11,MI,DETROIT,2012-11,2.46,"(-83.03325500000001, 42.3548544)",48207,17197.7,All,0.1555,0.05482564872751188,0.18060909090909089,0.05415274208406169,0.20888636363636362,0.05014772998424184,0.25813636363636355,0.04247688554490143,0.31102272727272723,0.03130765848893109,0.528347727272727,0.0038888624979286153,0.8631931818181818,0.016837236695464507,0.12449999999999999,0.05912581477985963,0.14450000000000002,0.06448918476907695,0.17850000000000002,0.09155152664496927,0.665,0.5542617024003693,1.654,0.7094987381902708,2.3894999999999995,0.6200783370005792,2.8034999999999997,0.5888154667255521,39298206327.5877,-0.1937426828475069,11337096053.4966,0.3448917219156727,90.37816904639429,0.13402425827335704,3.5,0.18155531686717855,3.7,0.17787039321677556,-83.03325500000001,42.3548544
9,2013-01,MI,DETROIT,2013-01,3.6,"(-82.950343, 42.367084000000006)",48215,30485.04,All,0.16043181818181818,0.05482564872751188,0.17947272727272726,0.05415274208406169,0.20497272727272725,0.05014772998424184,0.2497954545454545,0.04247688554490143,0.30261363636363625,0.03130765848893109,0.48810454545454546,0.0038888624979286153,0.8142727272727271,0.016837236695464507,0.05190476190476192,0.05912581477985963,0.10761904761904766,0.06448918476907695,0.14523809523809525,0.09155152664496927,0.8052380952380951,0.5542617024003693,1.9147619047619049,0.7094987381902708,2.681428571428571,0.6200783370005792,3.0804761904761913,0.5888154667255521,40995097959.5386,-0.1937426828475069,11080080767.5225,0.3448917219156727,89.2801736441717,0.13402425827335704,3.4,0.18155531686717855,3.6,0.17787039321677556,-82.950343,42.367084000000006
