,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol,Corr with auto_vol,student_vol(4),Corr with student_vol(4),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(-3),Corr with mortgage 90(-3),long,lat
0,2011-06,VA,VIRGINIA BEACH,2011-06,3.6500000000000004,"(-77.34, 38.97)",141296.51499999998,All,0.12706818181818183,0.22130393228555872,0.1615431818181819,0.22780271399419463,0.18716409090909092,0.23170485318439815,0.21923909090909086,0.23677173781945612,0.24782409090909094,0.24160730785746976,0.39758,0.212493402739909,0.7268749999999999,0.19104484082987272,0.0190909090909091,0.23394806932868709,0.1013636363636364,0.20774149759374494,0.18090909090909094,0.22259372556564638,1.5799999999999998,0.4720392606191884,3.002272727272727,0.46516739005604973,3.9145454545454546,0.26078355542755544,4.2327272727272724,0.18848587178762916,31300541846.2612,0.3242428951609273,10258833668.6773,0.4049765746109249,91.3646878868074,-0.5648362583247493,3.5,-0.4447017087517115,3.3,-0.41263225246514196,-77.34,38.97
1,2011-12,VA,VIRGINIA BEACH,2011-12,4.2,"(-76.21694699999999, 36.807176)",29271.46,All,0.1499335,0.22130393228555872,0.2029985,0.22780271399419463,0.2836085,0.23170485318439815,0.40829250000000006,0.23677173781945612,0.5557375,0.24160730785746976,0.7798775000000001,0.212493402739909,1.1003555000000003,0.19104484082987272,0.0033333333333333335,0.23394806932868709,0.048571428571428585,0.20774149759374494,0.11523809523809528,0.22259372556564638,0.8914285714285713,0.4720392606191884,1.9780952380952384,0.46516739005604973,2.6676190476190476,0.26078355542755544,2.9823809523809524,0.18848587178762916,35344521679.5642,0.3242428951609273,11641401212.0971,0.4049765746109249,89.00857713430821,-0.5648362583247493,4.0,-0.4447017087517115,3.0,-0.41263225246514196,-76.21694699999999,36.807176
2,2012-07,VA,VIRGINIA BEACH,2012-07,3.18,"(-76.212765, 36.810655)",36324.85,All,0.16720454545454547,0.22130393228555872,0.19873636363636368,0.22780271399419463,0.24646136363636365,0.23170485318439815,0.34024999999999994,0.23677173781945612,0.4535545454545455,0.24160730785746976,0.7302181818181818,0.212493402739909,1.0653181818181816,0.19104484082987272,0.06952380952380956,0.23394806932868709,0.14571428571428574,0.20774149759374494,0.18571428571428572,0.22259372556564638,0.6195238095238095,0.4720392606191884,1.5266666666666664,0.46516739005604973,2.217142857142857,0.26078355542755544,2.5900000000000003,0.18848587178762916,36601383816.48,0.3242428951609273,10740081615.3953,0.4049765746109249,90.2956809830492,-0.5648362583247493,3.7,-0.4447017087517115,3.2,-0.41263225246514196,-76.212765,36.810655
3,2012-08,VA,VIRGINIA BEACH,2012-08,3.1,"(-75.9774, 36.853)",96971.3,All,0.15374090909090915,0.22130393228555872,0.18745454545454548,0.22780271399419463,0.23783863636363634,0.23170485318439815,0.3331136363636364,0.23677173781945612,0.43259999999999993,0.24160730785746976,0.7177749999999997,0.212493402739909,1.0426272727272727,0.19104484082987272,0.09217391304347829,0.23394806932868709,0.14043478260869566,0.20774149759374494,0.18347826086956526,0.22259372556564638,0.7139130434782609,0.4720392606191884,1.6782608695652175,0.46516739005604973,2.3978260869565218,0.26078355542755544,2.7708695652173914,0.18848587178762916,37160101000.5239,0.3242428951609273,11337096053.4966,0.4049765746109249,89.2801736441717,-0.5648362583247493,3.9,-0.4447017087517115,3.4,-0.41263225246514196,-75.9774,36.853
4,2013-01,VA,VIRGINIA BEACH,2013-01,2.5549999999999997,"(-76.119333, 36.904874)",27356.589999999997,All,0.16043181818181818,0.22130393228555872,0.17947272727272726,0.22780271399419463,0.20497272727272725,0.23170485318439815,0.2497954545454545,0.23677173781945612,0.30261363636363625,0.24160730785746976,0.48810454545454546,0.212493402739909,0.8142727272727271,0.19104484082987272,0.05190476190476192,0.23394806932868709,0.10761904761904766,0.20774149759374494,0.14523809523809525,0.22259372556564638,0.8052380952380951,0.4720392606191884,1.9147619047619049,0.46516739005604973,2.681428571428571,0.26078355542755544,3.0804761904761913,0.18848587178762916,39268596272.9965,0.3242428951609273,9498561196.652071,0.4049765746109249,88.29263433660921,-0.5648362583247493,4.0,-0.4447017087517115,3.3,-0.41263225246514196,-76.119333,36.904874
5,2013-03,VA,VIRGINIA BEACH,2013-03,2.72,"(-76.004834, 36.759426)",100197.34,All,0.15505000000000002,0.22130393228555872,0.17309999999999998,0.22780271399419463,0.20345,0.23170485318439815,0.2419,0.23677173781945612,0.28190000000000004,0.24160730785746976,0.44782500000000003,0.212493402739909,0.7351250000000001,0.19104484082987272,0.07800000000000003,0.23394806932868709,0.11450000000000005,0.20774149759374494,0.14750000000000002,0.22259372556564638,0.8185000000000002,0.4720392606191884,1.9575,0.46516739005604973,2.7840000000000003,0.26078355542755544,3.1625000000000005,0.18848587178762916,39298206327.5877,0.3242428951609273,8901986132.75728,0.4049765746109249,90.32258801944451,-0.5648362583247493,3.9,-0.4447017087517115,3.2,-0.41263225246514196,-76.004834,36.759426
6,2013-04,VA,VIRGINIA BEACH,2013-04,2.95,"(-76.177065, 36.866333000000004)",15745.67,All,0.1539047619047619,0.22130393228555872,0.17210476190476193,0.22780271399419463,0.19953333333333334,0.23170485318439815,0.24005714285714277,0.23677173781945612,0.27714285714285714,0.24160730785746976,0.4360190476190476,0.212493402739909,0.7168333333333334,0.19104484082987272,0.049090909090909116,0.23394806932868709,0.09409090909090913,0.20774149759374494,0.12454545454545456,0.22259372556564638,0.7104545454545454,0.4720392606191884,1.7590909090909093,0.46516739005604973,2.5500000000000003,0.26078355542755544,2.9327272727272726,0.18848587178762916,40395555554.9932,0.3242428951609273,10210246554.7955,0.4049765746109249,88.1059676388142,-0.5648362583247493,3.6,-0.4447017087517115,3.2,-0.41263225246514196,-76.177065,36.866333000000004
7,2013-10,VA,VIRGINIA BEACH,2013-10,4.25,"(-76.47475572, 37.08838089)",141748.57,All,0.10426086956521738,0.22130393228555872,0.13668260869565219,0.22780271399419463,0.17241521739130433,0.23170485318439815,0.21265,0.23677173781945612,0.2417652173913043,0.24160730785746976,0.36121521739130424,0.212493402739909,0.6177847826086957,0.19104484082987272,0.1059090909090909,0.23394806932868709,0.07590909090909094,0.20774149759374494,0.12136363636363635,0.22259372556564638,1.366818181818182,0.4720392606191884,2.615909090909091,0.46516739005604973,3.3795454545454544,0.26078355542755544,3.6759090909090903,0.18848587178762916,41244159430.5284,0.3242428951609273,10011024566.6146,0.4049765746109249,83.69462947740479,-0.5648362583247493,3.0,-0.4447017087517115,2.6,-0.41263225246514196,-76.47475572,37.08838089
8,2014-02,VA,VIRGINIA BEACH,2014-02,4.3,"(-76.087273, 36.773087)",62582.31,All,0.08627,0.22130393228555872,0.11939250000000004,0.22780271399419463,0.155105,0.23170485318439815,0.19663749999999997,0.23677173781945612,0.23520249999999998,0.24160730785746976,0.3308,0.212493402739909,0.554605,0.19104484082987272,0.046842105263157914,0.23394806932868709,0.08105263157894738,0.20774149759374494,0.11684210526315793,0.22259372556564638,1.5157894736842106,0.4720392606191884,2.7094736842105265,0.46516739005604973,3.3847368421052626,0.26078355542755544,3.6626315789473685,0.18848587178762916,43204378466.7468,0.3242428951609273,10121843859.6075,0.4049765746109249,81.9669757663089,-0.5648362583247493,3.5,-0.4447017087517115,2.5,-0.41263225246514196,-76.087273,36.773087
9,2015-01,VA,VIRGINIA BEACH,2015-01,3.77,"(-76.18757099999999, 36.771874)",121736.35,All,0.11871428571428574,0.22130393228555872,0.1349785714285714,0.22780271399419463,0.16807857142857144,0.23170485318439815,0.2135952380952381,0.23677173781945612,0.2543190476190476,0.24160730785746976,0.35825714285714294,0.212493402739909,0.6221666666666666,0.19104484082987272,0.018000000000000006,0.23394806932868709,0.08300000000000003,0.20774149759374494,0.19549999999999998,0.22259372556564638,1.3744999999999998,0.4720392606191884,1.8814999999999997,0.46516739005604973,2.199,0.26078355542755544,2.455,0.18848587178762916,45667781053.6763,0.3242428951609273,11119760586.3258,0.4049765746109249,83.34061286074021,-0.5648362583247493,3.1,-0.4447017087517115,2.0,-0.41263225246514196,-76.18757099999999,36.771874
