,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(1),Corr with student_vol(1),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(1),Corr with mortgage 90(1),long,lat
0,2009-11,PA,PITTSBURGH,2009-11,4.95,"(-79.921415, 40.469418)",22517.5,All,0.1780742857142857,0.20936927329656052,0.21678666666666663,0.20901080600942334,0.2378266666666667,0.20125410220247103,0.24931714285714288,0.1844716278855656,0.2681409523809524,0.16276351168715153,0.516785238095238,0.13679393818040003,1.0843766666666663,0.18237127077547186,0.052631578947368446,0.19693941659957578,0.15473684210526314,0.19776110723224444,0.3131578947368421,0.22445967309508297,2.230526315789474,0.6720514490910756,3.402631578947368,0.7029048084578263,4.235263157894737,0.5832658861260208,4.314736842105263,0.5064326424647478,27482962505.147003,-0.385292785873763,14018940117.4091,0.5561789160971425,105.55167238105,0.5128111534768166,3.9,0.30282119179362443,3.0,0.11401345600833701,-79.921415,40.469418
1,2010-01,PA,PITTSBURGH,2010-01,5.525,"(-79.92173100000001, 40.461531)",28708.425000000003,All,0.172129,0.20936927329656052,0.207845,0.20901080600942334,0.23159750000000004,0.20125410220247103,0.24093950000000003,0.1844716278855656,0.25011950000000005,0.16276351168715153,0.39936099999999997,0.13679393818040003,0.8985025,0.18237127077547186,0.022631578947368423,0.19693941659957578,0.14842105263157898,0.19776110723224444,0.3457894736842104,0.22445967309508297,2.4842105263157896,0.6720514490910756,3.7331578947368427,0.7029048084578263,4.501578947368422,0.5832658861260208,4.604736842105263,0.5064326424647478,27396832704.0094,-0.385292785873763,14228362706.5907,0.5561789160971425,103.99632208797199,0.5128111534768166,3.9,0.30282119179362443,3.0,0.11401345600833701,-79.92173100000001,40.461531
2,2010-04,PA,PITTSBURGH,2010-04,4.48,"(-79.63464599999999, 40.513709999999996)",47538.78,All,0.24183250000000003,0.20936927329656052,0.2495495,0.20901080600942334,0.2597455000000001,0.20125410220247103,0.2840375,0.1844716278855656,0.3116065,0.16276351168715153,0.4758610000000001,0.13679393818040003,0.9598030000000002,0.18237127077547186,0.15045454545454548,0.19693941659957578,0.2440909090909091,0.19776110723224444,0.44499999999999995,0.22445967309508297,2.581363636363637,0.6720514490910756,3.8468181818181817,0.7029048084578263,4.531363636363637,0.5832658861260208,4.693181818181819,0.5064326424647478,29160609360.1217,-0.385292785873763,11978266411.3233,0.5561789160971425,96.94128995699529,0.5128111534768166,4.3,0.30282119179362443,2.7,0.11401345600833701,-79.63464599999999,40.513709999999996
3,2011-04,PA,PITTSBURGH,2011-04,3.75,"(-79.956823, 40.472145000000005)",9922.26,All,0.14759444444444447,0.20936927329656052,0.19237777777777781,0.20901080600942334,0.22143500000000005,0.20125410220247103,0.25190277777777786,0.1844716278855656,0.28138222222222226,0.16276351168715153,0.44229888888888896,0.13679393818040003,0.7700555555555555,0.18237127077547186,0.029500000000000005,0.19693941659957578,0.11950000000000002,0.19776110723224444,0.24650000000000002,0.22445967309508297,2.169,0.6720514490910756,3.4549999999999996,0.7029048084578263,4.276000000000001,0.5832658861260208,4.5015,0.5064326424647478,31754785132.2305,-0.385292785873763,13753511368.0623,0.5561789160971425,94.7176548951663,0.5128111534768166,4.1,0.30282119179362443,2.5,0.11401345600833701,-79.956823,40.472145000000005
4,2011-06,PA,PITTSBURGH,2011-06,3.85,"(-80.00625699999999, 40.440562)",157353.85,All,0.12706818181818183,0.20936927329656052,0.1615431818181819,0.20901080600942334,0.18716409090909092,0.20125410220247103,0.21923909090909086,0.1844716278855656,0.24782409090909094,0.16276351168715153,0.39758,0.13679393818040003,0.7268749999999999,0.18237127077547186,0.0190909090909091,0.19693941659957578,0.1013636363636364,0.19776110723224444,0.18090909090909094,0.22445967309508297,1.5799999999999998,0.6720514490910756,3.002272727272727,0.7029048084578263,3.9145454545454546,0.5832658861260208,4.2327272727272724,0.5064326424647478,34623712775.9563,-0.385292785873763,13238482167.5647,0.5561789160971425,93.74313363440879,0.5128111534768166,3.6,0.30282119179362443,2.6,0.11401345600833701,-80.00625699999999,40.440562
5,2011-07,PA,PITTSBURGH,2011-07,3.42,"(-79.94802800000001, 40.452723)",19256.48,All,0.12388095238095237,0.20936927329656052,0.1598857142857143,0.20901080600942334,0.18661904761904766,0.20125410220247103,0.2182333333333334,0.1844716278855656,0.24991190476190472,0.16276351168715153,0.41392857142857137,0.13679393818040003,0.7452261904761905,0.18237127077547186,0.037500000000000006,0.19693941659957578,0.08400000000000002,0.19776110723224444,0.185,0.22445967309508297,1.541,0.6720514490910756,3.003,0.7029048084578263,3.9475000000000002,0.5832658861260208,4.2705,0.5064326424647478,34825519831.2788,-0.385292785873763,12477113046.1263,0.5561789160971425,91.59671843464591,0.5128111534768166,3.3,0.30282119179362443,2.7,0.11401345600833701,-79.94802800000001,40.452723
6,2011-10,PA,PITTSBURGH,2011-10,3.94,"(-80.067586, 40.330299)",41045.17,All,0.1416352380952381,0.20936927329656052,0.19074095238095234,0.20901080600942334,0.24373904761904758,0.20125410220247103,0.3185252380952381,0.1844716278855656,0.4064785714285714,0.16276351168715153,0.59521,0.13679393818040003,0.9086428571428572,0.18237127077547186,0.013500000000000003,0.19693941659957578,0.05450000000000003,0.19776110723224444,0.1145,0.22445967309508297,1.0614999999999999,0.6720514490910756,2.1519999999999997,0.7029048084578263,2.8695,0.5832658861260208,3.128,0.5064326424647478,35532707747.113,-0.385292785873763,11784187253.6333,0.5561789160971425,90.24550000965358,0.5128111534768166,3.6,0.30282119179362443,3.1,0.11401345600833701,-80.067586,40.330299
7,2011-12,PA,PITTSBURGH,2011-12,3.9,"(-79.968681, 40.426781)",71025.27,All,0.1499335,0.20936927329656052,0.2029985,0.20901080600942334,0.2836085,0.20125410220247103,0.40829250000000006,0.1844716278855656,0.5557375,0.16276351168715153,0.7798775000000001,0.13679393818040003,1.1003555000000003,0.18237127077547186,0.0033333333333333335,0.19693941659957578,0.048571428571428585,0.19776110723224444,0.11523809523809528,0.22445967309508297,0.8914285714285713,0.6720514490910756,1.9780952380952384,0.7029048084578263,2.6676190476190476,0.5832658861260208,2.9823809523809524,0.5064326424647478,36623269866.4569,-0.385292785873763,11510278467.2037,0.5561789160971425,88.33905735772379,0.5128111534768166,3.9,0.30282119179362443,3.1,0.11401345600833701,-79.968681,40.426781
8,2012-08,PA,PITTSBURGH,2012-08,2.35,"(-79.951092, 40.450996)",26319.2,All,0.15374090909090915,0.20936927329656052,0.18745454545454548,0.20901080600942334,0.23783863636363634,0.20125410220247103,0.3331136363636364,0.1844716278855656,0.43259999999999993,0.16276351168715153,0.7177749999999997,0.13679393818040003,1.0426272727272727,0.18237127077547186,0.09217391304347829,0.19693941659957578,0.14043478260869566,0.19776110723224444,0.18347826086956526,0.22445967309508297,0.7139130434782609,0.6720514490910756,1.6782608695652175,0.7029048084578263,2.3978260869565218,0.5832658861260208,2.7708695652173914,0.5064326424647478,38808856509.5085,-0.385292785873763,11631947675.6117,0.5561789160971425,89.00857713430821,0.5128111534768166,3.1,0.30282119179362443,2.7,0.11401345600833701,-79.951092,40.450996
9,2012-10,PA,PITTSBURGH,2012-10,2.75,"(-80.037339, 40.479993)",17830.07,All,0.15320434782608702,0.20936927329656052,0.17955217391304346,0.20901080600942334,0.21346521739130433,0.20125410220247103,0.2717391304347827,0.1844716278855656,0.3304891304347827,0.16276351168715153,0.5823021739130435,0.13679393818040003,0.9185760869565219,0.18237127077547186,0.10952380952380951,0.19693941659957578,0.14904761904761904,0.19776110723224444,0.17952380952380956,0.22445967309508297,0.7085714285714285,0.6720514490910756,1.7461904761904758,0.7029048084578263,2.505714285714286,0.5832658861260208,2.90047619047619,0.5064326424647478,39658399389.4891,-0.385292785873763,10740081615.3953,0.5561789160971425,89.56768058609659,0.5128111534768166,3.4,0.30282119179362443,2.8,0.11401345600833701,-80.037339,40.479993
