,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(4),Corr with auto_vol(4),student_vol(4),Corr with student_vol(4),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(3),Corr with mortgage 90(3)
10,IN,EVANSVILLE,2013-08,3.83,All,0.11782999999999999,3.71217,-0.08986167467796027,0.1493142857142857,3.6806857142857146,-0.09302113131658525,0.1840704761904762,3.645929523809524,-0.11038037986670346,0.22633523809523812,3.603664761904762,-0.13128051159812573,0.2633952380952381,3.566604761904762,-0.1507886184317251,0.3949285714285714,3.4350714285714288,-0.16128339812244746,0.6679499999999999,3.1620500000000002,-0.11978223315853889,0.03681818181818183,3.7931818181818184,-0.13293134803365347,0.07181818181818184,3.7581818181818183,-0.10649351600894187,0.12681818181818183,3.703181818181818,-0.06798401852850097,1.5204545454545455,2.3095454545454546,0.5053772612722114,2.7372727272727273,1.0927272727272728,0.6548052750496589,3.488181818181818,0.34181818181818224,0.61380119760413,3.757727272727273,0.07227272727272727,0.5878951994521232,41561863313.5151,-0.3808049316896174,9402239044.86975,0.714924005064903,88.29263433660921,0.3230449197358209,2.6,0.4640012216490551,1.9,0.47098081179366763
11,IN,EVANSVILLE,2013-09,3.99,All,0.11272380952380952,3.8772761904761905,-0.08986167467796027,0.14323238095238094,3.846767619047619,-0.09302113131658525,0.18057476190476196,3.8094252380952383,-0.11038037986670346,0.22133904761904755,3.7686609523809524,-0.13128051159812573,0.2531785714285715,3.736821428571429,-0.1507886184317251,0.38033809523809525,3.609661904761905,-0.16128339812244746,0.6526857142857143,3.337314285714286,-0.11978223315853889,0.017500000000000005,3.9725,-0.13293134803365347,0.04150000000000001,3.9485,-0.10649351600894187,0.11850000000000002,3.8715,-0.06798401852850097,1.5959999999999999,2.394,0.5053772612722114,2.8095,1.1805000000000003,0.6548052750496589,3.526,0.4640000000000004,0.61380119760413,3.7870000000000004,0.20299999999999985,0.5878951994521232,42151687038.4775,-0.3808049316896174,9438159522.248821,0.714924005064903,89.95115518901541,0.3230449197358209,2.8,0.4640012216490551,2.0,0.47098081179366763
12,IN,EVANSVILLE,2014-07,3.6,All,0.09286956521739129,3.5071304347826087,-0.08986167467796027,0.12270652173913045,3.4772934782608695,-0.09302113131658525,0.15438695652173914,3.445613043478261,-0.11038037986670346,0.1955586956521739,3.4044413043478263,-0.13128051159812573,0.23417391304347826,3.3658260869565217,-0.1507886184317251,0.32826086956521744,3.2717391304347827,-0.16128339812244746,0.5557695652173912,3.044230434782609,-0.11978223315853889,0.024090909090909093,3.575909090909091,-0.13293134803365347,0.059545454545454575,3.5404545454545455,-0.10649351600894187,0.11136363636363639,3.4886363636363638,-0.06798401852850097,1.699545454545455,1.9004545454545452,0.5053772612722114,2.542272727272727,1.057727272727273,0.6548052750496589,3.071363636363636,0.5286363636363642,0.61380119760413,3.3318181818181816,0.2681818181818185,0.5878951994521232,44940573200.2924,-0.3808049316896174,11357071284.6333,0.714924005064903,82.56600445924391,0.3230449197358209,2.9,0.4640012216490551,2.2,0.47098081179366763
13,IN,EVANSVILLE,2014-08,4.2,All,0.090785,4.109215,-0.08986167467796027,0.121725,4.0782750000000005,-0.09302113131658525,0.15602,4.04398,-0.11038037986670346,0.19527250000000002,4.0047275,-0.13128051159812573,0.23465000000000003,3.96535,-0.1507886184317251,0.32965500000000003,3.8703450000000004,-0.16128339812244746,0.55889,3.6411100000000003,-0.11978223315853889,0.030000000000000006,4.17,-0.13293134803365347,0.0523809523809524,4.147619047619048,-0.10649351600894187,0.10714285714285714,4.092857142857143,-0.06798401852850097,1.6314285714285717,2.5685714285714285,0.5053772612722114,2.42,1.7800000000000002,0.6548052750496589,2.9366666666666665,1.2633333333333336,0.61380119760413,3.2009523809523808,0.9990476190476194,0.5878951994521232,45241950015.4561,-0.3808049316896174,14245911418.8887,0.714924005064903,82.11515832772571,0.3230449197358209,3.1,0.4640012216490551,2.3,0.47098081179366763
14,IN,EVANSVILLE,2014-09,4.15,All,0.09027272727272727,4.059727272727273,-0.08986167467796027,0.12087045454545454,4.029129545454546,-0.09302113131658525,0.15410454545454544,3.995895454545455,-0.11038037986670346,0.19699999999999998,3.9530000000000003,-0.13128051159812573,0.23403181818181817,3.915968181818182,-0.1507886184317251,0.32999090909090917,3.820009090909091,-0.16128339812244746,0.5770545454545455,3.572945454545455,-0.11978223315853889,0.01142857142857143,4.138571428571429,-0.13293134803365347,0.04380952380952382,4.106190476190476,-0.10649351600894187,0.10952380952380954,4.040476190476191,-0.06798401852850097,1.7738095238095242,2.376190476190476,0.5053772612722114,2.5342857142857147,1.6157142857142857,0.6548052750496589,3.0133333333333328,1.1366666666666676,0.61380119760413,3.26,0.8900000000000006,0.5878951994521232,45667781053.6763,-0.3808049316896174,11733364706.6996,0.714924005064903,81.9669757663089,0.3230449197358209,2.9,0.4640012216490551,2.1,0.47098081179366763
15,IN,EVANSVILLE,2014-11,3.63,All,0.09656999999999999,3.53343,-0.08986167467796027,0.12222499999999999,3.507775,-0.09302113131658525,0.1548075,3.4751925,-0.11038037986670346,0.20246,3.42754,-0.13128051159812573,0.23286250000000003,3.3971375,-0.1507886184317251,0.32679500000000006,3.3032049999999997,-0.16128339812244746,0.56206,3.06794,-0.11978223315853889,0.04166666666666668,3.5883333333333334,-0.13293134803365347,0.06944444444444448,3.5605555555555553,-0.10649351600894187,0.13444444444444448,3.4955555555555553,-0.06798401852850097,1.6205555555555557,2.009444444444444,0.5053772612722114,2.325555555555556,1.304444444444444,0.6548052750496589,2.7644444444444445,0.8655555555555554,0.61380119760413,3.038333333333333,0.5916666666666668,0.5878951994521232,47944164595.1044,-0.3808049316896174,12019442988.8631,0.714924005064903,81.06604477988621,0.3230449197358209,2.4,0.4640012216490551,1.6,0.47098081179366763
16,IN,EVANSVILLE,2016-05,3.65,All,0.38527368421052627,3.2647263157894737,-0.08986167467796027,0.4053315789473685,3.2446684210526313,-0.09302113131658525,0.4424947368421052,3.207505263157895,-0.11038037986670346,0.5332263157894737,3.1167736842105263,-0.13128051159812573,0.6455710526315791,3.004428947368421,-0.1507886184317251,0.9348736842105263,2.7151263157894734,-0.16128339812244746,1.2675078947368421,2.382492105263158,-0.11978223315853889,0.2261904761904762,3.4238095238095236,-0.13293134803365347,0.4185714285714286,3.2314285714285713,-0.10649351600894187,0.5914285714285713,3.0585714285714287,-0.06798401852850097,1.3004761904761903,2.3495238095238093,0.5053772612722114,1.8061904761904766,1.8438095238095233,0.6548052750496589,2.2166666666666663,1.4333333333333336,0.61380119760413,2.627619047619048,1.022380952380952,0.5878951994521232,50249654907.7038,-0.3808049316896174,11482367114.4991,0.714924005064903,85.06205357591242,0.3230449197358209,2.2,0.4640012216490551,1.1,0.47098081179366763
17,IN,EVANSVILLE,2017-05,3.5,All,0.9286509523809523,2.571349047619048,-0.08986167467796027,0.9479980952380954,2.5520019047619047,-0.09302113131658525,1.0114261904761905,2.4885738095238095,-0.11038037986670346,1.0843647619047618,2.415635238095238,-0.13128051159812573,1.185849523809524,2.314150476190476,-0.1507886184317251,1.424545714285714,2.0754542857142857,-0.16128339812244746,1.7495038095238098,1.7504961904761902,-0.11978223315853889,0.7281818181818184,2.7718181818181815,-0.13293134803365347,1.035,2.465,-0.10649351600894187,1.1227272727272726,2.3772727272727274,-0.06798401852850097,1.836818181818182,1.663181818181818,0.5053772612722114,2.3036363636363633,1.1963636363636367,0.6548052750496589,2.695909090909091,0.8040909090909092,0.61380119760413,2.9590909090909094,0.5409090909090906,0.5878951994521232,49256214828.7987,-0.3808049316896174,11813706431.8634,0.714924005064903,84.4501908643932,0.3230449197358209,2.4,0.4640012216490551,0.8,0.47098081179366763
18,IN,EVANSVILLE,2017-12,3.77,All,1.3144094736842107,2.455590526315789,-0.08986167467796027,1.3913115789473685,2.3786884210526313,-0.09302113131658525,1.4850410526315792,2.2849589473684206,-0.11038037986670346,1.5354463157894738,2.2345536842105265,-0.13128051159812573,1.6017521052631578,2.168247894736842,-0.1507886184317251,1.7680373684210524,2.0019626315789476,-0.16128339812244746,2.0434931578947366,1.7265068421052634,-0.11978223315853889,1.204,2.566,-0.13293134803365347,1.4950000000000003,2.2749999999999995,-0.10649351600894187,1.7005,2.0695,-0.06798401852850097,2.1819999999999995,1.5880000000000005,0.5053772612722114,2.4025,1.3675000000000002,0.6548052750496589,2.5970000000000004,1.1729999999999996,0.61380119760413,2.768,1.0020000000000002,0.5878951994521232,50505964400.0098,-0.3808049316896174,12344213844.2875,0.714924005064903,89.9213768261837,0.3230449197358209,2.5,0.4640012216490551,0.8,0.47098081179366763
19,IN,EVANSVILLE,2018-03,3.45,All,1.5183047619047625,1.9316952380952377,-0.08986167467796027,1.6006185714285712,1.849381428571429,-0.09302113131658525,1.7991309523809524,1.6508690476190477,-0.11038037986670346,1.9184628571428568,1.5315371428571434,-0.13128051159812573,2.173357619047619,1.276642380952381,-0.1507886184317251,2.345182380952381,1.104817619047619,-0.16128339812244746,2.596475714285714,0.8535242857142862,-0.11978223315853889,1.636666666666667,1.8133333333333332,-0.13293134803365347,1.917142857142857,1.5328571428571431,-0.10649351600894187,2.0628571428571427,1.3871428571428575,-0.06798401852850097,2.6295238095238096,0.8204761904761906,0.5053772612722114,2.8423809523809527,0.6076190476190475,0.6548052750496589,2.9733333333333327,0.47666666666666746,0.61380119760413,3.0914285714285716,0.35857142857142854,0.5878951994521232,50800995008.8069,-0.3808049316896174,13062636860.3963,0.714924005064903,88.55316323110772,0.3230449197358209,2.2,0.4640012216490551,0.8,0.47098081179366763
