,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(4),Corr with auto_vol(4),student_vol(4),Corr with student_vol(4),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(3),Corr with mortgage 90(3)
0,IN,EVANSVILLE,2009-10,4.55,All,0.18474166666666667,4.365258333333333,-0.08986167467796027,0.22661833333333328,4.323381666666666,-0.09302113131658525,0.24403166666666665,4.305968333333333,-0.11038037986670346,0.2545108333333333,4.295489166666666,-0.13128051159812573,0.2821075,4.267892499999999,-0.1507886184317251,0.5802633333333334,3.9697366666666665,-0.16128339812244746,1.2295858333333334,3.3204141666666667,-0.11978223315853889,0.04,4.51,-0.13293134803365347,0.16833333333333333,4.381666666666667,-0.10649351600894187,0.3858333333333334,4.164166666666667,-0.06798401852850097,2.394166666666667,2.155833333333333,0.5053772612722114,3.459166666666667,1.0908333333333329,0.6548052750496589,4.238333333333332,0.3116666666666674,0.61380119760413,4.263333333333333,0.28666666666666707,0.5878951994521232,25116521917.8418,-0.3808049316896174,14228362706.5907,0.714924005064903,105.55167238105,0.3230449197358209,3.9,0.4640012216490551,3.0,0.47098081179366763
1,IN,EVANSVILLE,2010-09,3.64,All,0.22657136363636363,3.4134286363636366,-0.08986167467796027,0.251059090909091,3.388940909090909,-0.09302113131658525,0.25699454545454536,3.383005454545455,-0.11038037986670346,0.2738163636363636,3.3661836363636364,-0.13128051159812573,0.2913659090909092,3.348634090909091,-0.1507886184317251,0.4777727272727273,3.162227272727273,-0.16128339812244746,0.8043745454545456,2.8356254545454544,-0.11978223315853889,0.1166666666666667,3.5233333333333334,-0.13293134803365347,0.19333333333333336,3.4466666666666668,-0.10649351600894187,0.2566666666666666,3.3833333333333337,-0.06798401852850097,1.4104761904761904,2.2295238095238097,0.5053772612722114,2.6476190476190475,0.9923809523809526,0.6548052750496589,3.4690476190476183,0.17095238095238185,0.61380119760413,3.773333333333333,-0.13333333333333286,0.5878951994521232,31618591270.7387,-0.3808049316896174,11568364841.7538,0.714924005064903,95.78917846656341,0.3230449197358209,3.7,0.4640012216490551,2.5,0.47098081179366763
2,IN,EVANSVILLE,2010-12,5.8,All,0.24122190476190472,5.558778095238095,-0.08986167467796027,0.25412380952380953,5.54587619047619,-0.09302113131658525,0.26178857142857137,5.538211428571429,-0.11038037986670346,0.28196571428571415,5.518034285714286,-0.13128051159812573,0.30272333333333334,5.497276666666666,-0.1507886184317251,0.4583942857142857,5.3416057142857145,-0.16128339812244746,0.7839004761904763,5.016099523809523,-0.11978223315853889,0.0854166666666667,5.714583333333334,-0.13293134803365347,0.19333333333333338,5.6066666666666665,-0.10649351600894187,0.2937499999999999,5.50625,-0.06798401852850097,1.9429166666666664,3.8570833333333336,0.5053772612722114,3.2949999999999995,2.5050000000000003,0.6548052750496589,4.173333333333333,1.626666666666667,0.61380119760413,4.415,1.3849999999999998,0.5878951994521232,31252070876.7547,-0.3808049316896174,15995126134.7035,0.714924005064903,94.51558950569391,0.3230449197358209,3.8,0.4640012216490551,2.8,0.47098081179366763
3,IN,EVANSVILLE,2011-03,4.55,All,0.2076739130434783,4.342326086956522,-0.08986167467796027,0.23889782608695653,4.311102173913043,-0.09302113131658525,0.2532847826086956,4.296715217391304,-0.11038037986670346,0.2829456521739131,4.267054347826087,-0.13128051159812573,0.30843478260869567,4.2415652173913045,-0.1507886184317251,0.4607826086956522,4.089217391304348,-0.16128339812244746,0.7797065217391305,3.7702934782608692,-0.11978223315853889,0.06478260869565221,4.485217391304348,-0.13293134803365347,0.15652173913043482,4.393478260869565,-0.10649351600894187,0.25913043478260867,4.290869565217391,-0.06798401852850097,2.1134782608695653,2.4365217391304346,0.5053772612722114,3.414347826086956,1.1356521739130438,0.6548052750496589,4.26608695652174,0.2839130434782602,0.61380119760413,4.5139130434782615,0.03608695652173832,0.5878951994521232,31992172727.7437,-0.3808049316896174,13238482167.5647,0.714924005064903,94.7176548951663,0.3230449197358209,2.9,0.4640012216490551,2.8,0.47098081179366763
4,IN,EVANSVILLE,2011-04,3.51,All,0.14759444444444447,3.362405555555555,-0.08986167467796027,0.19237777777777781,3.317622222222222,-0.09302113131658525,0.22143500000000005,3.2885649999999997,-0.11038037986670346,0.25190277777777786,3.2580972222222218,-0.13128051159812573,0.28138222222222226,3.2286177777777776,-0.1507886184317251,0.44229888888888896,3.067701111111111,-0.16128339812244746,0.7700555555555555,2.7399444444444443,-0.11978223315853889,0.029500000000000005,3.4804999999999997,-0.13293134803365347,0.11950000000000002,3.3905,-0.10649351600894187,0.24650000000000002,3.2634999999999996,-0.06798401852850097,2.169,1.3409999999999997,0.5053772612722114,3.4549999999999996,0.05500000000000016,0.6548052750496589,4.276000000000001,-0.7660000000000009,0.61380119760413,4.5015,-0.9915000000000003,0.5878951994521232,31754785132.2305,-0.3808049316896174,12477113046.1263,0.714924005064903,94.0022251537174,0.3230449197358209,2.8,0.4640012216490551,2.7,0.47098081179366763
5,IN,EVANSVILLE,2011-11,3.6,All,0.14255090909090912,3.457449090909091,-0.08986167467796027,0.19244863636363635,3.407551363636364,-0.09302113131658525,0.2536463636363637,3.346353636363636,-0.11038037986670346,0.3593790909090909,3.240620909090909,-0.13128051159812573,0.47529181818181826,3.124708181818182,-0.1507886184317251,0.6805422727272729,2.9194577272727273,-0.16128339812244746,1.000305,2.599695,-0.11978223315853889,0.013999999999999999,3.5860000000000003,-0.13293134803365347,0.04650000000000002,3.5535,-0.10649351600894187,0.11200000000000002,3.488,-0.06798401852850097,0.908,2.692,0.5053772612722114,2.0134999999999996,1.5865000000000005,0.6548052750496589,2.7180000000000004,0.8819999999999997,0.61380119760413,3.0155000000000003,0.5844999999999998,0.5878951994521232,35767585536.868996,-0.3808049316896174,11251067892.2966,0.714924005064903,88.33905735772379,0.3230449197358209,3.6,0.4640012216490551,2.2,0.47098081179366763
6,IN,EVANSVILLE,2012-01,3.61,All,0.14564761904761903,3.4643523809523806,-0.08986167467796027,0.2014238095238095,3.4085761904761904,-0.09302113131658525,0.28289523809523814,3.327104761904762,-0.11038037986670346,0.41424761904761903,3.195752380952381,-0.13128051159812573,0.5659000000000001,3.0441,-0.1507886184317251,0.7969761904761906,2.813023809523809,-0.16128339812244746,1.1145476190476191,2.495452380952381,-0.11978223315853889,0.0245,3.5854999999999997,-0.13293134803365347,0.06550000000000003,3.5444999999999998,-0.10649351600894187,0.11500000000000003,3.4949999999999997,-0.06798401852850097,0.835,2.775,0.5053772612722114,1.9664999999999995,1.6435000000000004,0.6548052750496589,2.6950000000000003,0.9149999999999996,0.61380119760413,3.026,0.5840000000000001,0.5878951994521232,36777908030.9335,-0.3808049316896174,12770391029.1034,0.714924005064903,91.3646878868074,0.3230449197358209,4.2,0.4640012216490551,2.1,0.47098081179366763
7,IN,EVANSVILLE,2012-10,2.635,All,0.15320434782608702,2.4817956521739126,-0.08986167467796027,0.17955217391304346,2.4554478260869566,-0.09302113131658525,0.21346521739130433,2.4215347826086955,-0.11038037986670346,0.2717391304347827,2.363260869565217,-0.13128051159812573,0.3304891304347827,2.3045108695652172,-0.1507886184317251,0.5823021739130435,2.0526978260869564,-0.16128339812244746,0.9185760869565219,1.716423913043478,-0.11978223315853889,0.10952380952380951,2.52547619047619,-0.13293134803365347,0.14904761904761904,2.485952380952381,-0.10649351600894187,0.17952380952380956,2.4554761904761904,-0.06798401852850097,0.7085714285714285,1.9264285714285712,0.5053772612722114,1.7461904761904758,0.8888095238095239,0.6548052750496589,2.505714285714286,0.129285714285714,0.61380119760413,2.90047619047619,-0.2654761904761904,0.5878951994521232,39658399389.4891,-0.3808049316896174,11080080767.5225,0.714924005064903,89.02745876405929,0.3230449197358209,3.1,0.4640012216490551,2.1,0.47098081179366763
8,IN,EVANSVILLE,2013-03,2.89,All,0.15505000000000002,2.73495,-0.08986167467796027,0.17309999999999998,2.7169000000000003,-0.09302113131658525,0.20345,2.68655,-0.11038037986670346,0.2419,2.6481000000000003,-0.13128051159812573,0.28190000000000004,2.6081000000000003,-0.1507886184317251,0.44782500000000003,2.442175,-0.16128339812244746,0.7351250000000001,2.154875,-0.11978223315853889,0.07800000000000003,2.8120000000000003,-0.13293134803365347,0.11450000000000005,2.7755,-0.10649351600894187,0.14750000000000002,2.7425,-0.06798401852850097,0.8185000000000002,2.0715,0.5053772612722114,1.9575,0.9325000000000001,0.6548052750496589,2.7840000000000003,0.10599999999999987,0.61380119760413,3.1625000000000005,-0.2725000000000004,0.5878951994521232,41471481477.9035,-0.3808049316896174,8901986132.75728,0.714924005064903,89.2801736441717,0.3230449197358209,2.1,0.4640012216490551,1.8,0.47098081179366763
9,IN,EVANSVILLE,2013-06,2.985,All,0.13074,2.85426,-0.08986167467796027,0.15964599999999998,2.825354,-0.09302113131658525,0.19319250000000002,2.7918075,-0.11038037986670346,0.23164600000000002,2.753354,-0.13128051159812573,0.27374,2.71126,-0.1507886184317251,0.4139935,2.5710064999999998,-0.16128339812244746,0.6839425000000002,2.3010574999999998,-0.11978223315853889,0.0345,2.9505,-0.13293134803365347,0.08750000000000002,2.8975,-0.10649351600894187,0.142,2.843,-0.06798401852850097,1.2035,1.7814999999999999,0.5053772612722114,2.3000000000000003,0.6849999999999996,0.6548052750496589,3.0740000000000003,-0.08900000000000041,0.61380119760413,3.400000000000001,-0.4150000000000009,0.5878951994521232,41244159430.5284,-0.3808049316896174,9473893018.88319,0.714924005064903,88.920473853359,0.3230449197358209,2.2,0.4640012216490551,1.6,0.47098081179366763
