month,date,vol,vol_unadj,credit_score_group
86,2007-03,2600489547.62972,2234763984,Deep subprime
86,2007-03,3050339000.614,1531736112,Prime
86,2007-03,3685946936.4786,1519899576,Super-prime
87,2007-04,1326874103.82564,850558512,Subprime
87,2007-04,1707990875.16051,923720976,Near-prime
87,2007-04,2490973149.02889,1999512384,Deep subprime
87,2007-04,2970345094.39378,1349699064,Prime
87,2007-04,3595381474.33944,1529841240,Super-prime
88,2007-05,1265358514.65785,893192016,Subprime
88,2007-05,1544741150.76689,1007079576,Near-prime
88,2007-05,2182594491.51795,1861155408,Deep subprime
88,2007-05,2525890776.50885,1620265680,Prime
88,2007-05,3058767620.06781,1893532512,Super-prime
89,2007-06,1138504743.56513,974287056,Subprime
89,2007-06,1605543718.12392,1188608352,Near-prime
89,2007-06,2250169434.62761,1895480808,Deep subprime
89,2007-06,2620360758.35035,2000697600,Prime
89,2007-06,3027930981.22558,2600935272,Super-prime
90,2007-07,1058406382.30779,1002527784,Subprime
90,2007-07,1484475848.32026,1401087768,Near-prime
90,2007-07,2221382025.40706,1959614328,Deep subprime
90,2007-07,2481597793.32002,2329299288,Prime
90,2007-07,3013817780.37498,3209857008,Super-prime
91,2007-08,1113562588.19072,2490621264,Subprime
91,2007-08,1437304523.97754,3971844120,Near-prime
91,2007-08,2402839406.41971,3661919280,Deep subprime
91,2007-08,2451463560.06801,7735409304,Prime
91,2007-08,2879764086.17083,10445793720,Super-prime
92,2007-09,1196282018.48846,2084702232,Subprime
92,2007-09,1482057074.31103,2922425616,Near-prime
92,2007-09,2364382231.83262,3356467200,Deep subprime
92,2007-09,2538997675.11665,5122403760,Prime
92,2007-09,3382493948.18491,6503597892,Super-prime
93,2007-10,1157783814.88306,1319668800,Near-prime
93,2007-10,2033416975.75513,2663441808,Deep subprime
93,2007-10,2037580663.2581,2069090832,Prime
93,2007-10,2833317773.55294,2561315712,Super-prime
93,2007-10,896515849.183978,1100416440,Subprime
94,2007-11,1024750631.58322,807663288,Subprime
94,2007-11,1333894323.93165,984286152,Near-prime
94,2007-11,2111791286.80698,1980667992,Deep subprime
94,2007-11,2286171570.36643,1622803776,Prime
94,2007-11,3061437801.45252,1873725912,Super-prime
95,2007-12,1312482754.05257,748114008,Near-prime
95,2007-12,1988942826.37832,1453092984,Deep subprime
95,2007-12,2211762105.71297,1149046944,Prime
95,2007-12,2929322655.10697,1340507136,Super-prime
95,2007-12,992037992.527166,594932568,Subprime
96,2008-01,1018536006.22639,994575960,Subprime
96,2008-01,1395714082.92344,1201464672,Near-prime
96,2008-01,1983074343.9416,1982169768,Deep subprime
96,2008-01,2354255051.22927,1914096888,Prime
96,2008-01,2992624756.63767,2183052312,Super-prime
97,2008-02,1326069392.84648,828198576,Near-prime
97,2008-02,2193440160.99228,1965829512,Deep subprime
97,2008-02,2491742721.69842,1367288640,Prime
97,2008-02,3042796634.90788,1436172768,Super-prime
97,2008-02,997700981.635469,715222776,Subprime
98,2008-03,1118618179.03543,557729208,Near-prime
98,2008-03,2066013441.17387,969000552,Prime
98,2008-03,2069006132.83371,1755459384,Deep subprime
98,2008-03,2832161557.81954,1092113472,Super-prime
98,2008-03,789167284.050656,472917072,Subprime
99,2008-04,1087295424.17421,581069328,Near-prime
99,2008-04,1959311388.45516,875204520,Prime
99,2008-04,1988621514.96454,1612665648,Deep subprime
99,2008-04,2744409884.1508,1160221176,Super-prime
99,2008-04,872967674.855758,576964512,Subprime
100,2008-05,1115448991.34627,696666288,Near-prime
100,2008-05,1951238687.37573,1182047448,Prime
100,2008-05,2053581552.45049,1692997488,Deep subprime
100,2008-05,2541028083.23426,1477453704,Super-prime
100,2008-05,796271430.331141,543918624,Subprime
101,2008-06,1642177187.50653,1123811088,Prime
101,2008-06,1759082031.36761,1461312552,Deep subprime
101,2008-06,2014401867.89993,1582387992,Super-prime
101,2008-06,621649844.701205,514800624,Subprime
101,2008-06,900712189.319969,622480368,Near-prime
102,2008-07,1248868231.81379,1075477248,Near-prime
102,2008-07,2116823689.09554,1835732472,Prime
102,2008-07,2417686620.44041,2226465840,Deep subprime
102,2008-07,2704772710.00914,2698057560,Super-prime
102,2008-07,992976942.818309,936383616,Subprime
103,2008-08,1120428594.13984,2356144368,Subprime
103,2008-08,1407134714.17632,3848452296,Near-prime
103,2008-08,2504245601.85391,7873384584,Prime
103,2008-08,2623580690.59067,3740064000,Deep subprime
103,2008-08,3163443672.52163,10928014008,Super-prime
104,2008-09,1170169641.22376,2263992552,Subprime
104,2008-09,1490026363.90279,3269141328,Near-prime
104,2008-09,2588307204.25463,5793778568,Prime
104,2008-09,2754707512.27364,4258557168,Deep subprime
104,2008-09,3211999652.98705,6974622264,Super-prime
105,2008-10,1298742003.86871,1609024920,Subprime
105,2008-10,1652773285.0789,1951158912,Near-prime
105,2008-10,2935290767.15499,3067186752,Prime
105,2008-10,3018113376.4902,3935737032,Deep subprime
105,2008-10,3526086022.65687,3233667672,Super-prime
106,2008-11,1175289696.81406,838802160,Subprime
106,2008-11,1407495932.02946,905299152,Near-prime
106,2008-11,2506173090.28846,1507828488,Prime
106,2008-11,3016578505.59113,2580515328,Deep subprime
106,2008-11,3016690996.99078,1548055656,Super-prime
107,2008-12,1276762722.54812,789541368,Subprime
107,2008-12,1505929286.36851,831686136,Near-prime
107,2008-12,2730611237.08896,1417900776,Prime
107,2008-12,3229887660.84354,2481880560,Deep subprime
107,2008-12,3325968784.43865,1641132060,Super-prime
108,2009-01,1413193173.28694,1350488976,Subprime
108,2009-01,1586638408.8084,1343039592,Near-prime
108,2009-01,2704637385.07218,2196081096,Prime
108,2009-01,3415831346.22138,3306771264,Deep subprime
108,2009-01,3611505484.09869,2705969232,Super-prime
109,2009-02,1363249886.86797,929094384,Subprime
109,2009-02,1560952312.29582,936751416,Near-prime
109,2009-02,2718375586.19232,1408092624,Prime
109,2009-02,3191023404.73834,1434400056,Super-prime
109,2009-02,3381649982.05572,2909844840,Deep subprime
110,2009-03,1359491058.30195,839705280,Subprime
110,2009-03,1638093227.35027,826829904,Near-prime
110,2009-03,2546736604.61249,1186068120,Prime
110,2009-03,3178860864.79704,1242616656,Super-prime
110,2009-03,3280223290.52121,2747995368,Deep subprime
111,2009-04,1238741148.07188,813469920,Subprime
111,2009-04,1582815412.52419,839631240,Near-prime
111,2009-04,2529118085.15393,1103139432,Prime
111,2009-04,3135604133.96271,2656662648,Deep subprime
111,2009-04,3176325005.06151,1285199112,Super-prime
112,2009-05,1310174433.52987,877176336,Subprime
112,2009-05,1610792962.87933,998550240,Near-prime
112,2009-05,2792127918.10918,1646262504,Prime
112,2009-05,3234176755.84327,2603134152,Deep subprime
112,2009-05,3325166659.80498,1895253816,Super-prime
113,2009-06,1260833415.91147,849263064,Near-prime
113,2009-06,2177009496.94179,1428428772,Prime
113,2009-06,2425757383.67706,1869603648,Super-prime
113,2009-06,2581081209.18095,2218017792,Deep subprime
113,2009-06,983594216.927821,828121800,Subprime
114,2009-07,1209882892.00836,1106645520,Subprime
114,2009-07,1472308186.06941,1161710808,Near-prime
114,2009-07,2524617800.44787,2052672480,Prime
114,2009-07,3099185142.39119,2892269112,Deep subprime
114,2009-07,3157868042.16777,2949137136,Super-prime
115,2009-08,1249332355.61797,2669114712,Subprime
115,2009-08,1529041033.25294,4350780912,Near-prime
115,2009-08,2600020708.59999,8508401088,Prime
115,2009-08,3133765878.02076,4504448400,Deep subprime
115,2009-08,3323566863.99644,11811727032,Super-prime
116,2009-09,1248910018.35734,2475489384,Subprime
116,2009-09,1507604338.62854,3389259392,Near-prime
116,2009-09,2554552513.23484,5855060192,Prime
116,2009-09,3148327684.54897,6884053324,Super-prime
116,2009-09,3211034032.47846,5017987176,Deep subprime
117,2009-10,1480206464.60034,1775215200,Subprime
117,2009-10,1650150549.36803,1903543008,Near-prime
117,2009-10,2705040384.98527,2745801384,Prime
117,2009-10,3291241035.11284,2855272600,Super-prime
117,2009-10,3643777289.75376,4527987808,Deep subprime
118,2009-11,1560754425.63629,1119541008,Subprime
118,2009-11,1682311916.24683,1059838776,Near-prime
118,2009-11,2650700668.1884,1535435256,Prime
118,2009-11,3100038843.00645,1597784616,Super-prime
118,2009-11,3806562762.3437,3300781200,Deep subprime
119,2009-12,1456511991.73229,857540784,Subprime
119,2009-12,1653574524.8615,851296392,Near-prime
119,2009-12,2590874576.87438,1286862672,Prime
119,2009-12,3171595314.49298,1583728512,Super-prime
119,2009-12,3645328252.97048,2720370984,Deep subprime
120,2010-01,1421493391.05154,1303403688,Subprime
120,2010-01,1533179530.5857,1248490080,Near-prime
120,2010-01,2677836410.95509,2110076328,Prime
120,2010-01,3277130412.93434,2398126740,Super-prime
120,2010-01,3722061089.654,3473242296,Deep subprime
121,2010-02,1411682676.89957,947878008,Subprime
121,2010-02,1631607103.3454,963587424,Near-prime
121,2010-02,2584725774.27965,1295561592,Prime
121,2010-02,3193512316.5492,1429235856,Super-prime
121,2010-02,3593365025.69665,3101818632,Deep subprime
122,2010-03,1465462432.43583,951963696,Subprime
122,2010-03,1546206642.81408,792159960,Near-prime
122,2010-03,2821741460.58869,1312266480,Prime
122,2010-03,3167742590.27656,1264705200,Super-prime
122,2010-03,3511954017.63909,3128588520,Deep subprime
123,2010-04,1388273512.97801,907955592,Subprime
123,2010-04,1521886422.76817,812731968,Near-prime
123,2010-04,2666715891.49647,1155813336,Prime
123,2010-04,2873563418.20414,1126899984,Super-prime
123,2010-04,3481064798.06172,2873234688,Deep subprime
124,2010-05,1203732326.01912,840146088,Subprime
124,2010-05,1346660530.00026,874692504,Near-prime
124,2010-05,2297948728.65068,1393024416,Prime
124,2010-05,2800267862.74443,1674609000,Super-prime
124,2010-05,3147255125.23291,2604280032,Deep subprime
125,2010-06,1231392943.37733,1024254952,Subprime
125,2010-06,1396631758.06079,925070784,Near-prime
125,2010-06,2341412929.24606,1511816208,Prime
125,2010-06,2505261125.00967,1899299556,Super-prime
125,2010-06,3252874913.6967,2806347792,Deep subprime
126,2010-07,1173511239.6047,1015978992,Subprime
126,2010-07,1267423502.94321,951318264,Near-prime
126,2010-07,2047590060.29885,1612617192,Prime
126,2010-07,2614951159.06898,2365864088,Deep subprime
126,2010-07,2657473130.38456,2369037672,Super-prime
127,2010-08,1217996720.30415,2740027776,Subprime
127,2010-08,1377187740.4555,4134903000,Near-prime
127,2010-08,2277451644.48015,7883005008,Prime
127,2010-08,2874770223.70347,10793295360,Super-prime
127,2010-08,2937067633.85769,4416080304,Deep subprime
128,2010-09,1299133408.47132,2610357936,Subprime
128,2010-09,1474559079.56668,3328120176,Near-prime
128,2010-09,2437995703.16127,5580778668,Prime
128,2010-09,2953423264.58701,4667374728,Deep subprime
128,2010-09,3096093895.6404,6669314496,Super-prime
129,2010-10,1288645529.87526,1471084776,Subprime
129,2010-10,1390852332.9322,1526998152,Near-prime
129,2010-10,2317984205.29283,2215543416,Prime
129,2010-10,2924948462.45922,3431273548,Deep subprime
129,2010-10,2968847521.90339,2404569720,Super-prime
130,2010-11,1132679255.89246,827990376,Subprime
130,2010-11,1316717485.343,821952648,Near-prime
130,2010-11,2161048271.3597,1233130776,Prime
130,2010-11,2737298736.04337,2405821728,Deep subprime
130,2010-11,2856408501.65444,1526856672,Super-prime
131,2010-12,1133896508.63216,645597576,Subprime
131,2010-12,1281353128.44601,628188288,Near-prime
131,2010-12,2122958643.02713,1045267704,Prime
131,2010-12,2587238633.2488,1905083688,Deep subprime
131,2010-12,2862243462.58105,1472083688,Super-prime
132,2011-01,1222577148.37518,1091581080,Subprime
132,2011-01,1390198243.86857,1113734976,Near-prime
132,2011-01,2297008639.67622,1782080784,Prime
132,2011-01,2710417233.17345,2499589368,Deep subprime
132,2011-01,3082843107.80629,2245359072,Super-prime
133,2011-02,1196247500.00609,791252064,Subprime
133,2011-02,1386493585.15336,794356704,Near-prime
133,2011-02,2367673709.83485,1160452440,Prime
133,2011-02,2764858717.34901,2392336848,Deep subprime
133,2011-02,3004547741.19781,1342459344,Super-prime
134,2011-03,1207448465.783,806665464,Subprime
134,2011-03,1383324731.88913,722788200,Near-prime
134,2011-03,2321966531.60502,1052890200,Prime
134,2011-03,2736475522.0614,1068402384,Super-prime
134,2011-03,2869728204.13049,2427002904,Deep subprime
135,2011-04,1764090007.62987,1115329056,Subprime
135,2011-04,1898596532.63601,1004376120,Near-prime
135,2011-04,3476791962.04993,1452016224,Prime
135,2011-04,3490675389.11691,2934649752,Deep subprime
135,2011-04,4697639636.44938,1752266424,Super-prime
136,2011-05,1469552340.45665,1113472680,Subprime
136,2011-05,1639498601.23127,1152347736,Near-prime
136,2011-05,2594253459.2169,1677957024,Prime
136,2011-05,3336296699.22495,2958638160,Deep subprime
136,2011-05,3614581046.09199,2368425768,Super-prime
137,2011-06,1331807155.07803,888290424,Near-prime
137,2011-06,1398708930.81081,1166442600,Subprime
137,2011-06,2452780015.22849,1596040176,Prime
137,2011-06,2964057962.46732,2592915792,Deep subprime
137,2011-06,3198151532.48314,2473299096,Super-prime
138,2011-07,1536446180.56278,1275265200,Subprime
138,2011-07,1547256767.62967,1159348392,Near-prime
138,2011-07,2722317680.13921,2146252224,Prime
138,2011-07,3171078851.99881,2794529496,Super-prime
138,2011-07,3319581853.68581,2899566288,Deep subprime
139,2011-08,1449145554.12362,3410775528,Subprime
139,2011-08,1558374086.46209,4867694472,Near-prime
139,2011-08,2579369056.55723,9439064376,Prime
139,2011-08,2974359925.60419,11655925140,Super-prime
139,2011-08,3284572361.83422,5141241152,Deep subprime
140,2011-09,1322528434.94366,2678947320,Subprime
140,2011-09,1395739609.47308,3104251560,Near-prime
140,2011-09,2437035429.09189,5456905704,Prime
140,2011-09,2858813212.61496,5991890280,Super-prime
140,2011-09,2875015004.98097,4585702104,Deep subprime
141,2011-10,1185726438.12419,1313322672,Subprime
141,2011-10,1196073493.07703,1245321816,Near-prime
141,2011-10,2121281541.97385,1879049208,Prime
141,2011-10,2589382977.59142,2960077032,Deep subprime
141,2011-10,2670068227.75405,2064190680,Super-prime
142,2011-11,1239181789.54272,889124736,Subprime
142,2011-11,1365173588.74287,844206192,Near-prime
142,2011-11,2510529631.54416,1431014088,Prime
142,2011-11,2686008795.26359,2303144940,Deep subprime
142,2011-11,3211854135.23408,1775631444,Super-prime
143,2011-12,1145801518.63978,622639896,Subprime
143,2011-12,1305679321.36475,619134912,Near-prime
143,2011-12,2444945113.42546,1192494072,Prime
143,2011-12,2746154027.793,1947128352,Deep subprime
143,2011-12,3049126699.27467,1573838868,Super-prime
144,2012-01,1259618116.85024,1126691160,Subprime
144,2012-01,1428570344.00602,1167808032,Near-prime
144,2012-01,2407760306.81684,1894276056,Prime
144,2012-01,2815247322.24718,2099042508,Super-prime
144,2012-01,2854677588.50753,2685419664,Deep subprime
145,2012-02,1054802577.65866,729637656,Subprime
145,2012-02,1152865102.38231,686757108,Near-prime
145,2012-02,2363344913.68856,1195119240,Prime
145,2012-02,2473624088.97831,1170459752,Super-prime
145,2012-02,2700718539.22261,2449434408,Deep subprime
146,2012-03,1231116385.16095,826615032,Subprime
146,2012-03,1409739370.14778,748685448,Near-prime
146,2012-03,2334202194.2754,1046513640,Prime
146,2012-03,2622080273.55709,2228459184,Deep subprime
146,2012-03,3092558316.92278,1165394064,Super-prime
147,2012-04,1312672439.13841,843674064,Subprime
147,2012-04,1453891247.58271,786056808,Near-prime
147,2012-04,2334852519.76862,969011880,Prime
147,2012-04,2739143512.68668,2265891504,Deep subprime
147,2012-04,3087876557.56154,1171097424,Super-prime
148,2012-05,1512164569.79589,1239299688,Subprime
148,2012-05,1627143575.13003,1180331780,Near-prime
148,2012-05,2774964813.48852,2630407848,Deep subprime
148,2012-05,2835007422.89422,1906881888,Prime
148,2012-05,3175959180.4776,2208268656,Super-prime
149,2012-06,1666731229.61051,1340642808,Subprime
149,2012-06,1919714440.45641,1284424296,Near-prime
149,2012-06,3102684785.72854,1983221592,Prime
149,2012-06,3112297833.51343,2641115544,Deep subprime
149,2012-06,3635149331.67454,2724788208,Super-prime
150,2012-07,2018575272.93887,1732358496,Subprime
150,2012-07,2263529124.89058,1781464104,Near-prime
150,2012-07,2994982736.11008,2701601952,Deep subprime
150,2012-07,3668457170.86706,3026942304,Prime
150,2012-07,4209225687.26687,3987737100,Super-prime
151,2012-08,1401934220.47892,3290324964,Subprime
151,2012-08,1489035939.06199,4610214888,Near-prime
151,2012-08,2585335626.1415,4058889408,Deep subprime
151,2012-08,2597101567.13329,9625934424,Prime
151,2012-08,3111974117.3681,12144695304,Super-prime
152,2012-09,1378193511.81818,2599789800,Subprime
152,2012-09,1490966002.06306,3112914888,Near-prime
152,2012-09,2498219239.46603,5175578232,Prime
152,2012-09,2894281824.89713,4284607032,Deep subprime
152,2012-09,2983872202.21776,5567339424,Super-prime
153,2012-10,1452185127.85346,1658339136,Subprime
153,2012-10,1707004559.25052,1820757336,Near-prime
153,2012-10,2563048204.22479,2285285184,Prime
153,2012-10,2700495913.60675,3229224984,Deep subprime
153,2012-10,3241283633.28935,2665199700,Super-prime
154,2012-11,1158831548.69178,824262648,Subprime
154,2012-11,1164899057.72579,707618616,Near-prime
154,2012-11,2353109317.63104,1335877140,Prime
154,2012-11,2557309089.54499,2147835216,Deep subprime
154,2012-11,2655511012.62025,1484870616,Super-prime
155,2012-12,1340775330.27859,714021768,Subprime
155,2012-12,1535100856.10326,741483096,Near-prime
155,2012-12,2351969758.16817,1636133232,Deep subprime
155,2012-12,2526980103.67403,1258108728,Prime
155,2012-12,2788261476.60865,1440939456,Super-prime
156,2013-01,1313333885.71164,1184755968,Subprime
156,2013-01,1417375988.54945,1178072952,Near-prime
156,2013-01,2416529987.56096,1935590736,Prime
156,2013-01,2513535464.86646,2411517120,Deep subprime
156,2013-01,2737448186.3648,2152896432,Super-prime
157,2013-02,1266209095.10426,860221176,Subprime
157,2013-02,1429410005.8241,829999312,Near-prime
157,2013-02,2422283859.39606,1183238352,Prime
157,2013-02,2444019914.6854,2129783352,Deep subprime
157,2013-02,2654331917.85287,1217316552,Super-prime
158,2013-03,1237548854.07966,829664520,Subprime
158,2013-03,1401250870.04385,764250972,Near-prime
158,2013-03,1785733519.05491,819193200,Prime
158,2013-03,2249353340.26427,834998592,Super-prime
158,2013-03,2353842752.57746,2027429136,Deep subprime
159,2013-04,1012218233.82734,581806848,Near-prime
159,2013-04,1098585259.26007,750546792,Subprime
159,2013-04,1977161116.78419,844458996,Prime
159,2013-04,2114154081.72366,876230808,Super-prime
159,2013-04,2286039416.84942,1931930352,Deep subprime
160,2013-05,1111029290.72398,937401384,Subprime
160,2013-05,1198468720.04699,849234744,Near-prime
160,2013-05,1977012548.25351,1306650744,Prime
160,2013-05,2217002903.31488,2137311368,Deep subprime
160,2013-05,2260020820.07592,1588850976,Super-prime
161,2013-06,1034322059.52906,808433568,Subprime
161,2013-06,1165461100.61793,763697592,Near-prime
161,2013-06,1884651600.39277,1157308656,Prime
161,2013-06,2147304619.70644,1522321080,Super-prime
161,2013-06,2204648759.97682,1818642984,Deep subprime
162,2013-07,1017910303.01408,899051880,Subprime
162,2013-07,1163894610.74826,942499656,Near-prime
162,2013-07,1850901184.6306,1583014332,Prime
162,2013-07,2012093670.49902,1856804112,Deep subprime
162,2013-07,2203014867.37407,2237152284,Super-prime
163,2013-08,1188315533.18454,2636303928,Subprime
163,2013-08,1194448010.4758,3575956200,Near-prime
163,2013-08,2135451078.10178,7695002796,Prime
163,2013-08,2190639645.71155,3299975160,Deep subprime
163,2013-08,2537054521.44211,9348600792,Super-prime
164,2013-09,1181002573.8769,2296710624,Subprime
164,2013-09,1261321714.56641,2699771952,Near-prime
164,2013-09,2070414891.04379,4382812560,Prime
164,2013-09,2317030631.00645,3563293736,Deep subprime
164,2013-09,2598560098.65229,4941883488,Super-prime
165,2013-10,1099919882.73875,1216196064,Subprime
165,2013-10,1187858437.12855,1210869792,Near-prime
165,2013-10,1937302055.16683,1671451008,Prime
165,2013-10,2237720591.80481,2597005424,Deep subprime
165,2013-10,2438760000.58859,1962100836,Super-prime
166,2013-11,1143703565.95567,779552400,Subprime
166,2013-11,1282613820.95294,752947392,Near-prime
166,2013-11,2171364728.20549,1211337456,Prime
166,2013-11,2382879365.23448,1893694704,Deep subprime
166,2013-11,2650345697.8528,1456192200,Super-prime
167,2013-12,1120556359.10445,647926248,Subprime
167,2013-12,1168495526.78896,618681936,Near-prime
167,2013-12,1774190969.68134,956413920,Prime
167,2013-12,1987970657.46581,1118991720,Super-prime
167,2013-12,2414583845.27732,1797704712,Deep subprime
168,2014-01,1119982341.78853,996038904,Subprime
168,2014-01,1245415968.26904,1041125952,Near-prime
168,2014-01,1997372776.62651,1596335184,Prime
168,2014-01,2168788202.28261,2059603320,Deep subprime
168,2014-01,2339701903.18081,1877006352,Super-prime
169,2014-02,1095725503.594,784593528,Subprime
169,2014-02,1298672238.70024,771223920,Near-prime
169,2014-02,1994312127.76897,970319760,Prime
169,2014-02,2353529914.57452,1099721808,Super-prime
169,2014-02,2372795158.07144,2085355752,Deep subprime
