month,date,vol,vol_unadj,credit_score_group
170,2014-03,1216569288.26103,846407784,Subprime
170,2014-03,1506638222.80264,844826832,Near-prime
170,2014-03,2221687576.90448,1088157600,Prime
170,2014-03,2508737931.90666,2097232656,Deep subprime
170,2014-03,2524178151.25402,1006606272,Super-prime
171,2014-04,1357808548.40107,812608896,Near-prime
171,2014-04,1407935861.6466,980516136,Subprime
171,2014-04,2278894844.47252,2058234048,Deep subprime
171,2014-04,2494835593.86669,1096918656,Prime
171,2014-04,2641870647.70169,1173278976,Super-prime
172,2014-05,1214795073.19571,1005338592,Subprime
172,2014-05,1263568823.81077,845815560,Near-prime
172,2014-05,1853283267.58175,1743383352,Deep subprime
172,2014-05,2103073809.91887,1323454596,Prime
172,2014-05,2534894437.76548,1737770640,Super-prime
173,2014-06,1194220216.48227,970249152,Subprime
173,2014-06,1286209220.60047,879337488,Near-prime
173,2014-06,2082133927.63436,1314925128,Prime
173,2014-06,2256180722.27335,1947831912,Deep subprime
173,2014-06,2533916633.96971,1869835884,Super-prime
174,2014-07,1278229396.30716,1113050124,Subprime
174,2014-07,1383919925.33332,1103642976,Near-prime
174,2014-07,2218439486.55865,1929599640,Prime
174,2014-07,2251081811.77991,2024676024,Deep subprime
174,2014-07,2715066124.30703,2868926524,Super-prime
175,2014-08,1312260647.14158,2735474952,Subprime
175,2014-08,1472626955.73704,4251753168,Near-prime
175,2014-08,2227522629.72561,7600671540,Prime
175,2014-08,2335774700.47644,3369536616,Deep subprime
175,2014-08,2880296771.47003,9777872984,Super-prime
176,2014-09,1378805725.15966,2725978968,Subprime
176,2014-09,1502905207.04143,3279248040,Near-prime
176,2014-09,2234955177.38056,3538362960,Deep subprime
176,2014-09,2283186320.61028,4992155976,Prime
176,2014-09,2826932107.87402,5448499084,Super-prime
177,2014-10,1241443349.50459,1346328744,Subprime
177,2014-10,1463985856.31186,1457154624,Near-prime
177,2014-10,2281532346.76586,2586442296,Deep subprime
177,2014-10,2408377396.27193,2063707200,Prime
177,2014-10,2744263115.42499,2215099768,Super-prime
178,2014-11,1344295439.0788,892599888,Subprime
178,2014-11,1464553938.31106,822497544,Near-prime
178,2014-11,2348481094.67519,1786621344,Deep subprime
178,2014-11,2368458231.04365,1286653032,Prime
178,2014-11,3048902506.75984,1638392256,Super-prime
179,2014-12,1643954147.54072,1044880176,Subprime
179,2014-12,1754189757.18298,1031046528,Near-prime
179,2014-12,2656119455.37302,1565127540,Prime
179,2014-12,2995836154.95049,2408354016,Deep subprime
179,2014-12,3693219192.94266,2258112168,Super-prime
180,2015-01,1282069392.85067,1102611240,Subprime
180,2015-01,1557225262.16591,1287240840,Near-prime
180,2015-01,2284207682.26386,2071374576,Deep subprime
180,2015-01,2409680215.06232,1901382240,Prime
180,2015-01,3442852366.35792,2769982584,Super-prime
181,2015-02,1392026264.14531,1049285904,Subprime
181,2015-02,1619215630.67836,983131440,Near-prime
181,2015-02,2296674440.49393,2029441248,Deep subprime
181,2015-02,2470774901.48716,1217505840,Prime
181,2015-02,3282955331.62077,1601613168,Super-prime
182,2015-03,1489045937.0472,1111060320,Subprime
182,2015-03,1672299141.31558,967758744,Near-prime
182,2015-03,2344140655.83676,2196798840,Deep subprime
182,2015-03,2518999244.0608,1304129496,Prime
182,2015-03,3293898353.45267,1477725768,Super-prime
183,2015-04,1411373021.70573,1006414848,Subprime
183,2015-04,1682687658.09606,1025464920,Near-prime
183,2015-04,2220785544.55639,1002636576,Prime
183,2015-04,2333467752.83429,2020806816,Deep subprime
183,2015-04,3370898589.45422,1603870584,Super-prime
184,2015-05,1280640471.53474,1029500568,Subprime
184,2015-05,1628435284.24485,1051630008,Near-prime
184,2015-05,2214078397.91143,2019345864,Deep subprime
184,2015-05,2218074083.37419,1356156768,Prime
184,2015-05,3115759205.66993,2117587536,Super-prime
185,2015-06,1375053475.39279,1151162328,Subprime
185,2015-06,1652828915.27695,1173348816,Near-prime
185,2015-06,2163733050.94743,1956794928,Deep subprime
185,2015-06,2410978546.23783,1585719672,Prime
185,2015-06,3130698748.31446,2499344412,Super-prime
186,2015-07,1343787915.22036,1159946304,Subprime
186,2015-07,1607609113.28276,1267501296,Near-prime
186,2015-07,2231932201.0171,1965918240,Deep subprime
186,2015-07,2409048834.82735,2121886456,Prime
186,2015-07,3260522892.47449,3581286336,Super-prime
187,2015-08,1237602002.1858,2503518672,Subprime
187,2015-08,1523988142.02531,4388397732,Near-prime
187,2015-08,2052462728.75153,2945498280,Deep subprime
187,2015-08,2273151582.71757,7569122496,Prime
187,2015-08,3060665759.33252,9769304328,Super-prime
188,2015-09,1336234555.57997,2571728328,Subprime
188,2015-09,1507863022.89071,3238901256,Near-prime
188,2015-09,2099437321.49469,3273447552,Deep subprime
188,2015-09,2399794392.97959,5244514920,Prime
188,2015-09,3250953042.62226,6078702600,Super-prime
189,2015-10,1422194467.67932,1464613656,Subprime
189,2015-10,1489831546.69715,1404707448,Near-prime
189,2015-10,2199369082.65747,2355605760,Deep subprime
189,2015-10,2446799462.23424,2027509752,Prime
189,2015-10,3441627100.22557,2689317324,Super-prime
190,2015-11,1312939706.69204,917236488,Subprime
190,2015-11,1505020011.55994,870540744,Near-prime
190,2015-11,1996541278.92704,1576265712,Deep subprime
190,2015-11,2240813031.20575,1271830056,Prime
190,2015-11,3022112362.6979,1777680096,Super-prime
191,2015-12,1326933480.20714,897112968,Subprime
191,2015-12,1736996985.86703,1065150432,Near-prime
191,2015-12,2467222255.64444,1482300120,Prime
191,2015-12,2502817460.68826,2076745944,Deep subprime
191,2015-12,3694993857.06818,2335119564,Super-prime
192,2016-01,1325718722.05146,1120741584,Subprime
192,2016-01,1583203410.13831,1320143712,Near-prime
192,2016-01,2087103059.34198,1822691400,Deep subprime
192,2016-01,2460195260.22962,1937680536,Prime
192,2016-01,3199711723.51789,2542557960,Super-prime
193,2016-02,1396224129.57641,1158519240,Subprime
193,2016-02,1491797518.73963,961699536,Near-prime
193,2016-02,2040691043.38195,1892215704,Deep subprime
193,2016-02,2355546190.21497,1220792856,Prime
193,2016-02,3151074498.17453,1702891560,Super-prime
194,2016-03,1205968436.31993,959824584,Subprime
194,2016-03,1467655565.79568,863136312,Near-prime
194,2016-03,2090550558.5088,2121823560,Deep subprime
194,2016-03,2407779239.25647,1275231024,Prime
194,2016-03,3630268631.81772,1835125512,Super-prime
195,2016-04,1332650696.37931,932107128,Subprime
195,2016-04,1574866473.34929,928132752,Near-prime
195,2016-04,1988154154.16835,1631893392,Deep subprime
195,2016-04,2427172155.13935,1110161976,Prime
195,2016-04,2838678496.55432,1372600968,Super-prime
196,2016-05,1390459827.0264,1160991096,Subprime
196,2016-05,1632435643.14845,1092754032,Near-prime
196,2016-05,2039720445.60904,1950474120,Deep subprime
196,2016-05,2552270976.20255,1649811360,Prime
196,2016-05,3281178076.23131,2417286576,Super-prime
197,2016-06,1422782773.82174,1170624168,Subprime
197,2016-06,1664685575.18883,1189865568,Near-prime
197,2016-06,2039354025.89247,1849129728,Deep subprime
197,2016-06,2458144146.42541,1648145832,Prime
197,2016-06,3096219054.74216,2647608520,Super-prime
198,2016-07,1257770160.34232,1007889168,Subprime
198,2016-07,1551013966.83962,1157540160,Near-prime
198,2016-07,1934221824.82369,1559236776,Deep subprime
198,2016-07,2605695800.85053,2170656720,Prime
198,2016-07,3294192533.33467,3409389012,Super-prime
199,2016-08,1303249817.48179,2770026696,Subprime
199,2016-08,1585755895.71763,4825748592,Near-prime
199,2016-08,2094613052.1388,3240102600,Deep subprime
199,2016-08,2498557795.8025,8704675728,Prime
199,2016-08,3240462876.99462,10624881972,Super-prime
200,2016-09,1307490506.0294,2440946568,Subprime
200,2016-09,1600529982.56463,3345475944,Near-prime
200,2016-09,2119453186.48486,3245790768,Deep subprime
200,2016-09,2574203258.72369,5515849788,Prime
200,2016-09,3265766378.54851,5805759348,Super-prime
201,2016-10,1372216520.4218,1347577224,Subprime
201,2016-10,1741303358.62134,1577370504,Near-prime
201,2016-10,2005434737.7974,2037198912,Deep subprime
201,2016-10,2402708972.41091,1912118496,Prime
201,2016-10,3512511487.94602,2631256536,Super-prime
202,2016-11,1353635000.18745,992663736,Subprime
202,2016-11,1642528978.97991,988892880,Near-prime
202,2016-11,2152874347.34183,1761560688,Deep subprime
202,2016-11,2717510638.42685,1619161704,Prime
202,2016-11,3591912014.25243,2327612664,Super-prime
203,2016-12,1397722937.59811,955243056,Subprime
203,2016-12,1701175581.4982,1044973728,Near-prime
203,2016-12,2201485962.69491,1804212912,Deep subprime
203,2016-12,2671250694.03215,1556382456,Prime
203,2016-12,3591342728.73001,2220051072,Super-prime
204,2017-01,1324340207.84748,1207285152,Subprime
204,2017-01,1592908473.07662,1402379496,Near-prime
204,2017-01,2295409512.66935,2097353664,Deep subprime
204,2017-01,2607189836.81662,2186583552,Prime
204,2017-01,3571116637.31058,3079618920,Super-prime
205,2017-02,1405051038.5376,1153778040,Subprime
205,2017-02,1667124600.29884,1061332632,Near-prime
205,2017-02,2277771257.61959,2014002120,Deep subprime
205,2017-02,2699986361.93362,1380656616,Prime
205,2017-02,3603540711.11521,1986768288,Super-prime
206,2017-03,1285004378.42401,1033958400,Subprime
206,2017-03,1961415758.91121,1160212104,Near-prime
206,2017-03,2197631452.74816,2134690920,Deep subprime
206,2017-03,2576627075.43981,1349500368,Prime
206,2017-03,4080850977.6826,2184083472,Super-prime
207,2017-04,1212515982.50368,826668528,Subprime
207,2017-04,1588392212.8003,885247440,Near-prime
207,2017-04,2222082809.86928,1859093112,Deep subprime
207,2017-04,2798019827.90614,1283080344,Prime
207,2017-04,3697949940.046,1815456312,Super-prime
208,2017-05,1457447750.01277,1268155680,Subprime
208,2017-05,1542966221.39061,1061005056,Near-prime
208,2017-05,2268045968.91121,2267146512,Deep subprime
208,2017-05,2846969305.4507,1922192712,Prime
208,2017-05,3723586779.45359,2894739504,Super-prime
209,2017-06,1252644533.189,1016202744,Subprime
209,2017-06,1599811850.82742,1118860272,Near-prime
209,2017-06,2218544347.24341,2022333144,Deep subprime
209,2017-06,2809341975.57445,1907188800,Prime
209,2017-06,3869691707.87673,3522434628,Super-prime
210,2017-07,1267141590.48828,1020182712,Subprime
210,2017-07,1595259953.822,1202938536,Near-prime
210,2017-07,1869388657.9574,1502340096,Deep subprime
210,2017-07,2621730158.33735,2134808544,Prime
210,2017-07,3669092445.04708,3798110940,Super-prime
211,2017-08,1298395816.32162,2703675984,Subprime
211,2017-08,1619821700.59513,4968459288,Near-prime
211,2017-08,2188635996.63547,3374635440,Deep subprime
211,2017-08,2711962362.83776,9488608104,Prime
211,2017-08,3610119364.968,11347571784,Super-prime
212,2017-09,1194754968.84923,2087203968,Subprime
212,2017-09,1630920607.91281,3256281720,Near-prime
212,2017-09,2102134356.49457,3058614744,Deep subprime
212,2017-09,2653655233.26456,5383854840,Prime
212,2017-09,3786265540.50734,6184820112,Super-prime
213,2017-10,1231561442.07121,1245310656,Subprime
213,2017-10,1509611254.64824,1365319680,Near-prime
213,2017-10,2050079321.09229,2137685208,Deep subprime
213,2017-10,2695123148.24169,2203385664,Prime
213,2017-10,3443216120.71654,2658669264,Super-prime
214,2017-11,1279365216.02618,944276184,Subprime
214,2017-11,1500049212.8805,923581560,Near-prime
214,2017-11,2033758449.35223,1658871408,Deep subprime
214,2017-11,2553865787.89406,1531936152,Prime
214,2017-11,3664050094.04237,2482913712,Super-prime
215,2017-12,1188351004.15365,812502624,Subprime
215,2017-12,1445135298.12905,863701224,Near-prime
215,2017-12,1963811628.16699,1571875896,Deep subprime
215,2017-12,2299216632.40729,1268967360,Prime
215,2017-12,3612694322.72238,2153494296,Super-prime
216,2018-01,1194274472.34409,1172415240,Subprime
216,2018-01,1460336589.84126,1369843944,Near-prime
216,2018-01,1793435312.34174,1721428488,Deep subprime
216,2018-01,2367221696.83475,2116433376,Prime
216,2018-01,3446379258.71568,3217818672,Super-prime
217,2018-02,1088530894.436,918312744,Subprime
217,2018-02,1451840490.60592,945185280,Near-prime
217,2018-02,1812866009.09439,1603282440,Deep subprime
217,2018-02,2399730084.1708,1252899264,Prime
217,2018-02,3649188588.00907,2111749500,Super-prime
218,2018-03,1281728362.47986,999723033,Subprime
218,2018-03,1508417293.70837,874958058,Near-prime
218,2018-03,1918954511.17881,1918145425,Deep subprime
218,2018-03,2521547483.33703,1289677436,Prime
218,2018-03,3855517882.82797,2057359822,Super-prime
219,2018-04,1319101664.58557,933893972,Subprime
219,2018-04,1562359566.87215,873183478,Near-prime
219,2018-04,1890155616.96051,1544975943,Deep subprime
219,2018-04,2652584965.41424,1286082622,Prime
219,2018-04,4155285242.73408,2226552143,Super-prime
220,2018-05,1217785793.01105,1058484076,Subprime
220,2018-05,1783362256.4542,1227811589,Near-prime
220,2018-05,1910586722.66715,1914860409,Deep subprime
220,2018-05,2646964659.77167,1785879791,Prime
220,2018-05,3903121211.02603,3018931146,Super-prime
221,2018-06,1180466766.13106,906388753,Subprime
221,2018-06,1551263699.63821,1021527970,Near-prime
221,2018-06,1960203664.55689,1725043335,Deep subprime
221,2018-06,2784544785.16118,1832965398,Prime
221,2018-06,4103254572.06275,3698728735,Super-prime
222,2018-07,1385015779.35122,1158684715,Subprime
222,2018-07,1839158965.07792,1442896920,Near-prime
222,2018-07,2053636661.53243,1710147704,Deep subprime
222,2018-07,2862638084.88579,2363535897,Prime
222,2018-07,4128067548.86998,4434972875,Super-prime
223,2018-08,1302923347.63834,2694935901,Subprime
223,2018-08,1803366737.65055,5581574186,Near-prime
223,2018-08,1974931710.49411,3040325986,Deep subprime
223,2018-08,2987524140.38701,10533990323,Prime
223,2018-08,4210201588.16296,13020607345,Super-prime
224,2018-09,1356181689.24487,2241336160,Subprime
224,2018-09,1676379532.78485,3197839539,Near-prime
224,2018-09,1982078740.52182,2757274203,Deep subprime
224,2018-09,2949733775.8013,5669999938,Prime
224,2018-09,4186792350.83416,6272601231,Super-prime
225,2018-10,1355256839.82373,1414437970,Subprime
225,2018-10,1772428800.74732,1608500913,Near-prime
225,2018-10,2015469187.0632,2166934831,Deep subprime
225,2018-10,3126367387.72406,2612888009,Prime
225,2018-10,4709181240.77482,3743859151,Super-prime
226,2018-11,1278104577.35605,946474196,Subprime
226,2018-11,2060713219.88516,1288673661,Near-prime
226,2018-11,2232297971.32957,1822491894,Deep subprime
226,2018-11,3009218818.7789,1796099058,Prime
226,2018-11,5050049044.17282,3505949013,Super-prime
227,2018-12,1670842798.484,1164719829,Subprime
227,2018-12,2101771839.80073,1259845775,Near-prime
227,2018-12,2960258412.64226,2395060324,Deep subprime
227,2018-12,3540480143.47747,1943344958,Prime
227,2018-12,5264774674.92907,3135757551,Super-prime
228,2019-01,2084776778.69921,2105452094,Subprime
228,2019-01,2629618541.8074,2533281093,Near-prime
228,2019-01,4208638217.08634,4048681771,Deep subprime
228,2019-01,4917026217.43443,4530871471,Prime
228,2019-01,7463916523.82166,7261576797,Super-prime
