,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(4),Corr with auto_vol(4),student_vol(-3),Corr with student_vol(-3),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(4),Corr with mortgage 90(4)
51,CHICAGO,2014-10,3.72,All,0.09059565217391304,3.629404347826087,0.1801089498423623,0.11953260869565213,3.600467391304348,0.1806733901030117,0.15351739130434783,3.5664826086956523,0.17552932952421468,0.1974043478260869,3.5225956521739135,0.16447002749005407,0.2313760869565217,3.4886239130434786,0.14679994851203798,0.3236195652173913,3.3963804347826088,0.10363100003011289,0.5523869565217392,3.1676130434782612,0.08673213389798118,0.020909090909090912,3.699090909090909,0.20058275804863288,0.05045454545454548,3.669545454545455,0.17419894698969376,0.10454545454545458,3.6154545454545457,0.17585618245601603,1.5459090909090911,2.174090909090909,0.4408459609349135,2.304090909090909,1.415909090909091,0.5447315426669547,2.7731818181818184,0.9468181818181818,0.46145008489504746,3.039999999999999,0.680000000000001,0.421681289258769,45758876905.2845,-0.09704539795965904,10638305940.4607,-0.2521785641376376,81.9669757663089,0.12470359240536166,2.1,-0.03281633186255737,2.4,0.025064144815110843
52,CHICAGO,2014-11,3.63,All,0.09656999999999999,3.53343,0.1801089498423623,0.12222499999999999,3.507775,0.1806733901030117,0.1548075,3.4751925,0.17552932952421468,0.20246,3.42754,0.16447002749005407,0.23286250000000003,3.3971375,0.14679994851203798,0.32679500000000006,3.3032049999999997,0.10363100003011289,0.56206,3.06794,0.08673213389798118,0.04166666666666668,3.5883333333333334,0.20058275804863288,0.06944444444444448,3.5605555555555553,0.17419894698969376,0.13444444444444448,3.4955555555555553,0.17585618245601603,1.6205555555555557,2.009444444444444,0.4408459609349135,2.325555555555556,1.304444444444444,0.5447315426669547,2.7644444444444445,0.8655555555555554,0.46145008489504746,3.038333333333333,0.5916666666666668,0.421681289258769,47944164595.1044,-0.09704539795965904,11117378455.0815,-0.2521785641376376,81.64661519553,0.12470359240536166,2.1,-0.03281633186255737,2.3,0.025064144815110843
53,CHICAGO,2014-12,3.73,All,0.1101,3.6199,0.1801089498423623,0.1330809523809524,3.5969190476190476,0.1806733901030117,0.16305,3.56695,0.17552932952421468,0.20744285714285715,3.522557142857143,0.16447002749005407,0.2446071428571429,3.485392857142857,0.14679994851203798,0.34302142857142864,3.386978571428571,0.10363100003011289,0.6021190476190476,3.1278809523809525,0.08673213389798118,0.02500000000000001,3.705,0.20058275804863288,0.1063636363636364,3.6236363636363635,0.17419894698969376,0.21454545454545454,3.5154545454545456,0.17585618245601603,1.64,2.09,0.4408459609349135,2.2072727272727275,1.5227272727272725,0.5447315426669547,2.5504545454545453,1.1795454545454547,0.46145008489504746,2.8331818181818185,0.8968181818181815,0.421681289258769,47036055605.935,-0.09704539795965904,11159124696.1814,-0.2521785641376376,81.06604477988621,0.12470359240536166,2.2,-0.03281633186255737,2.3,0.025064144815110843
54,CHICAGO,2015-05,4.8,All,0.12315789473684212,4.676842105263158,0.1801089498423623,0.14795,4.65205,0.1806733901030117,0.1842289473684211,4.615771052631579,0.17552932952421468,0.2296,4.5704,0.16447002749005407,0.2795368421052632,4.520463157894737,0.14679994851203798,0.41659473684210524,4.383405263157894,0.10363100003011289,0.7346236842105265,4.065376315789473,0.08673213389798118,0.013000000000000001,4.787,0.20058275804863288,0.07950000000000002,4.7204999999999995,0.17419894698969376,0.24100000000000002,4.559,0.17585618245601603,1.5385000000000002,3.2615,0.4408459609349135,2.1975000000000002,2.6024999999999996,0.5447315426669547,2.692,2.1079999999999997,0.46145008489504746,2.9550000000000005,1.8449999999999993,0.421681289258769,49379202635.7798,-0.09704539795965904,11837215038.8922,-0.2521785641376376,80.33849809561521,0.12470359240536166,1.8,-0.03281633186255737,2.1,0.025064144815110843
55,CHICAGO,2015-06,3.28,All,0.12293636363636364,3.157063636363636,0.1801089498423623,0.14681590909090908,3.133184090909091,0.1806733901030117,0.1858840909090909,3.0941159090909087,0.17552932952421468,0.23472954545454539,3.0452704545454545,0.16447002749005407,0.2827113636363637,2.997288636363636,0.14679994851203798,0.43974545454545466,2.8402545454545454,0.10363100003011289,0.7702659090909093,2.5097340909090904,0.08673213389798118,0.007727272727272728,3.272272727272727,0.20058275804863288,0.08681818181818185,3.193181818181818,0.17419894698969376,0.2754545454545455,3.0045454545454544,0.17585618245601603,1.6836363636363636,1.5963636363636362,0.4408459609349135,2.3636363636363638,0.916363636363636,0.5447315426669547,2.8454545454545452,0.43454545454545457,0.46145008489504746,3.1118181818181814,0.16818181818181843,0.421681289258769,48752987466.2114,-0.09704539795965904,12019442988.8631,-0.2521785641376376,82.122236078369,0.12470359240536166,1.9,-0.03281633186255737,2.1,0.025064144815110843
56,CHICAGO,2015-07,3.6033333333333335,All,0.1263,3.4770333333333334,0.1801089498423623,0.1488782608695652,3.454455072463768,0.1806733901030117,0.1881586956521739,3.41517463768116,0.17552932952421468,0.23940652173913043,3.363926811594203,0.16447002749005407,0.29066956521739135,3.312663768115942,0.14679994851203798,0.46192391304347824,3.1414094202898553,0.10363100003011289,0.7858413043478262,2.8174920289855074,0.08673213389798118,0.030000000000000002,3.5733333333333337,0.20058275804863288,0.11636363636363636,3.4869696969696973,0.17419894698969376,0.2968181818181819,3.3065151515151516,0.17585618245601603,1.632272727272727,1.9710606060606064,0.4408459609349135,2.3245454545454547,1.2787878787878788,0.5447315426669547,2.7663636363636357,0.8369696969696978,0.46145008489504746,3.066363636363636,0.5369696969696975,0.421681289258769,48491901272.6637,-0.09704539795965904,11835194000.8273,-0.2521785641376376,82.23381292700279,0.12470359240536166,2.1,-0.03281633186255737,2.0,0.025064144815110843
57,CHICAGO,2015-08,3.766666666666667,All,0.13010000000000005,3.636566666666667,0.1801089498423623,0.151965,3.614701666666667,0.1806733901030117,0.1967275,3.569939166666667,0.17552932952421468,0.2610100000000001,3.505656666666667,0.16447002749005407,0.3207975,3.445869166666667,0.14679994851203798,0.5193599999999999,3.2473066666666672,0.10363100003011289,0.8364375,2.930229166666667,0.08673213389798118,0.03523809523809525,3.7314285714285718,0.20058275804863288,0.22000000000000006,3.546666666666667,0.17419894698969376,0.3757142857142857,3.390952380952381,0.17585618245601603,1.5414285714285714,2.2252380952380957,0.4408459609349135,2.167142857142857,1.5995238095238102,0.5447315426669547,2.5466666666666664,1.2200000000000006,0.46145008489504746,2.8557142857142854,0.9109523809523816,0.421681289258769,48291644449.3811,-0.09704539795965904,11119760586.3258,-0.2521785641376376,79.25862065623551,0.12470359240536166,2.0,-0.03281633186255737,2.0,0.025064144815110843
58,CHICAGO,2015-09,3.85,All,0.1344409090909091,3.7155590909090908,0.1801089498423623,0.15661363636363634,3.693386363636364,0.1806733901030117,0.20107727272727274,3.648922727272727,0.17552932952421468,0.26589318181818195,3.584106818181818,0.16447002749005407,0.3311113636363637,3.5188886363636365,0.14679994851203798,0.5371681818181817,3.3128318181818184,0.10363100003011289,0.8526636363636364,2.9973363636363635,0.08673213389798118,0.008571428571428572,3.8414285714285716,0.20058275804863288,0.17952380952380947,3.6704761904761907,0.17419894698969376,0.3733333333333333,3.4766666666666666,0.17585618245601603,1.4900000000000002,2.36,0.4408459609349135,2.1728571428571435,1.6771428571428566,0.5447315426669547,2.618095238095238,1.231904761904762,0.46145008489504746,2.9528571428571433,0.8971428571428568,0.421681289258769,48154770296.6926,-0.09704539795965904,11517159733.1957,-0.2521785641376376,83.34061286074021,0.12470359240536166,2.1,-0.03281633186255737,2.0,0.025064144815110843
59,CHICAGO,2015-10,4.013333333333333,All,0.13160454545454547,3.8817287878787874,0.1801089498423623,0.15531363636363638,3.8580196969696963,0.1806733901030117,0.19451136363636365,3.818821969696969,0.17552932952421468,0.2514522727272726,3.76188106060606,0.16447002749005407,0.32135909090909087,3.6919742424242417,0.14679994851203798,0.5284272727272726,3.4849060606060602,0.10363100003011289,0.8378659090909092,3.1754674242424237,0.08673213389798118,0.014285714285714287,3.9990476190476185,0.20058275804863288,0.11380952380952382,3.8995238095238087,0.17419894698969376,0.26333333333333336,3.7499999999999996,0.17585618245601603,1.3857142857142857,2.627619047619047,0.4408459609349135,2.0699999999999994,1.9433333333333334,0.5447315426669547,2.5028571428571427,1.51047619047619,0.46145008489504746,2.8880952380952376,1.1252380952380951,0.421681289258769,48927223434.2447,-0.09704539795965904,11834405659.8436,-0.2521785641376376,82.75451956383341,0.12470359240536166,1.9,-0.03281633186255737,2.1,0.025064144815110843
60,CHICAGO,2015-11,3.44,All,0.13066666666666668,3.3093333333333335,0.1801089498423623,0.1559214285714286,3.284078571428571,0.1806733901030117,0.20844761904761913,3.231552380952381,0.17552932952421468,0.286702380952381,3.1532976190476187,0.16447002749005407,0.3709714285714286,3.0690285714285714,0.14679994851203798,0.6063738095238096,2.83362619047619,0.10363100003011289,0.9343738095238093,2.5056261904761907,0.08673213389798118,0.07105263157894738,3.3689473684210527,0.20058275804863288,0.32789473684210524,3.1121052631578947,0.17419894698969376,0.47684210526315784,2.963157894736842,0.17585618245601603,1.6710526315789473,1.7689473684210526,0.4408459609349135,2.2631578947368416,1.1768421052631584,0.5447315426669547,2.6863157894736847,0.7536842105263153,0.46145008489504746,3.03,0.41000000000000014,0.421681289258769,48187387172.2131,-0.09704539795965904,10986955735.8103,-0.2521785641376376,81.7923503982947,0.12470359240536166,2.1,-0.03281633186255737,1.8,0.025064144815110843
