,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-2),Corr with auto_vol(-2),student_vol,Corr with student_vol,credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(-4),Corr with mortgage 90(-4)
0,LOS ANGELES,2013-04,5.50565,Risk Sharing,0.1539047619047619,5.351745238095238,-1.0,0.17210476190476193,5.333545238095239,-0.9999999999999999,0.19953333333333334,5.306116666666667,-1.0,0.24005714285714277,5.265592857142857,-1.0,0.27714285714285714,5.2285071428571435,-1.0,0.4360190476190476,5.069630952380953,-1.0,0.7168333333333334,4.7888166666666665,-1.0,0.049090909090909116,5.456559090909091,-1.0,0.09409090909090913,5.411559090909091,-1.0,0.12454545454545456,5.381104545454545,-1.0,0.7104545454545454,4.795195454545455,-1.0,1.7590909090909093,3.746559090909091,1.0,2.5500000000000003,2.95565,0.9999999999999999,2.9327272727272726,2.5729227272727275,0.9999999999999999,39658399389.4891,-1.0,9123117418.53368,-1.0,89.2801736441717,1.0,2.5,1.0,2.8,1.0
1,LOS ANGELES,2016-08,5.0,Risk Sharing,0.41817045454545454,4.5818295454545455,-1.0,0.4429568181818182,4.557043181818182,-0.9999999999999999,0.5122418181818182,4.487758181818181,-1.0,0.6351372727272727,4.364862727272727,-1.0,0.810223181818182,4.189776818181818,-1.0,1.1977463636363632,3.802253636363637,-1.0,1.5097959090909088,3.4902040909090912,-1.0,0.2608695652173914,4.739130434782608,-1.0,0.4460869565217393,4.553913043478261,-1.0,0.5682608695652173,4.431739130434782,-1.0,1.1330434782608694,3.8669565217391306,-1.0,1.5565217391304347,3.4434782608695653,1.0,1.8895652173913038,3.110434782608696,0.9999999999999999,2.261739130434783,2.738260869565217,0.9999999999999999,49206523977.8161,-1.0,11412820253.2316,-1.0,84.0267577476249,1.0,1.4,1.0,0.9,1.0
