,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol,Corr with student_vol,credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(3),Corr with mortgage 90(3),long,lat
0,2010-12,MN,MINNEAPOLIS,2010-12,4.37,"(-93.27781800000001, 44.96856)",66816.6,Risk Sharing,0.24122190476190472,-0.6354951591355658,0.25412380952380953,-0.6328098058034266,0.26178857142857137,-0.6251034575266091,0.28196571428571415,-0.608957735503328,0.30272333333333334,-0.586484868440672,0.4583942857142857,-0.5006242038238945,0.7839004761904763,-0.41581214868902944,0.0854166666666667,-0.6116459041284367,0.19333333333333338,-0.6116925311681607,0.2937499999999999,-0.6141725037443521,1.9429166666666664,-0.8711479432337231,3.2949999999999995,-0.3541084778608873,4.173333333333333,-0.17030523087452765,4.415,-0.06828262848717123,31252070876.7547,0.3098753340287741,10792773250.4017,0.9629061009330447,91.59671843464591,0.30172272985324794,2.5,-0.33502552127064994,2.7,-0.299802234971162,-93.27781800000001,44.96856
1,2012-10,MN,MINNEAPOLIS,2012-10,6.05,"(-93.2814, 44.9429)",19196.21,Risk Sharing,0.15320434782608702,-0.6354951591355658,0.17955217391304346,-0.6328098058034266,0.21346521739130433,-0.6251034575266091,0.2717391304347827,-0.608957735503328,0.3304891304347827,-0.586484868440672,0.5823021739130435,-0.5006242038238945,0.9185760869565219,-0.41581214868902944,0.10952380952380951,-0.6116459041284367,0.14904761904761904,-0.6116925311681607,0.17952380952380956,-0.6141725037443521,0.7085714285714285,-0.8711479432337231,1.7461904761904758,-0.3541084778608873,2.505714285714286,-0.17030523087452765,2.90047619047619,-0.06828262848717123,39658399389.4891,0.3098753340287741,12022315813.7363,0.9629061009330447,91.578064558499,0.30172272985324794,1.9,-0.33502552127064994,1.8,-0.299802234971162,-93.2814,44.9429
2,2014-10,MN,MINNEAPOLIS,2014-10,4.75,"(-93.276114, 44.977546000000004)",17156.98,Risk Sharing,0.09059565217391304,-0.6354951591355658,0.11953260869565213,-0.6328098058034266,0.15351739130434783,-0.6251034575266091,0.1974043478260869,-0.608957735503328,0.2313760869565217,-0.586484868440672,0.3236195652173913,-0.5006242038238945,0.5523869565217392,-0.41581214868902944,0.020909090909090912,-0.6116459041284367,0.05045454545454548,-0.6116925311681607,0.10454545454545458,-0.6141725037443521,1.5459090909090911,-0.8711479432337231,2.304090909090909,-0.3541084778608873,2.7731818181818184,-0.17030523087452765,3.039999999999999,-0.06828262848717123,45758876905.2845,0.3098753340287741,10950177839.1879,0.9629061009330447,80.33849809561521,0.30172272985324794,1.5,-0.33502552127064994,1.1,-0.299802234971162,-93.276114,44.977546000000004
3,2016-05,MN,MINNEAPOLIS,2016-05,5.25,"(-85.78736500000001, 43.877857)",41001.12,Risk Sharing,0.38527368421052627,-0.6354951591355658,0.4053315789473685,-0.6328098058034266,0.4424947368421052,-0.6251034575266091,0.5332263157894737,-0.608957735503328,0.6455710526315791,-0.586484868440672,0.9348736842105263,-0.5006242038238945,1.2675078947368421,-0.41581214868902944,0.2261904761904762,-0.6116459041284367,0.4185714285714286,-0.6116925311681607,0.5914285714285713,-0.6141725037443521,1.3004761904761903,-0.8711479432337231,1.8061904761904766,-0.3541084778608873,2.2166666666666663,-0.17030523087452765,2.627619047619048,-0.06828262848717123,50249654907.7038,0.3098753340287741,11703539581.608,0.9629061009330447,88.1942388876454,0.30172272985324794,1.3,-0.33502552127064994,0.7,-0.299802234971162,-85.78736500000001,43.877857
