,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-4),Corr with auto_vol(-4),student_vol(-2),Corr with student_vol(-2),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-4),Corr with mortgage 90(-4)
0,LAS VEGAS,2010-03,4.1,Other FHA,0.20298217391304352,3.897017826086956,0.27768056406892555,0.22118086956521738,3.878819130434782,0.2777399507597337,0.23731173913043485,3.862688260869565,0.26630583606569136,0.25031173913043475,3.849688260869565,0.2454239829759122,0.2684247826086957,3.831575217391304,0.21128167251977972,0.41060652173913054,3.689393478260869,0.12783961829169138,0.8732952173913044,3.226704782608695,0.08207167700999228,0.11652173913043477,3.983478260869565,0.3067104362535528,0.22565217391304354,3.874347826086956,0.24034512287879084,0.3956521739130435,3.704347826086956,0.2095756776334744,2.433043478260869,1.6669565217391304,0.3875580616642459,3.7273913043478255,0.37260869565217414,0.5390625871108101,4.489130434782608,-0.3891304347826088,0.523362589134797,4.644782608695651,-0.5447826086956518,0.48402773984018327,25282528298.0118,-0.3170862830202225,14107591663.4702,-0.5827917400671062,96.8995739482615,0.23969528336542276,5.1,0.2301184496771476,11.3,0.2552687968162296
1,LAS VEGAS,2012-09,2.65,Other FHA,0.15189500000000006,2.498105,0.27768056406892555,0.183625,2.4663749999999998,0.2777399507597337,0.22133750000000002,2.4286624999999997,0.26630583606569136,0.3079875,2.3420125,0.2454239829759122,0.3856325000000001,2.2643674999999996,0.21128167251977972,0.6716749999999999,1.978325,0.12783961829169138,0.9997750000000002,1.6502249999999998,0.08207167700999228,0.07526315789473685,2.574736842105263,0.3067104362535528,0.13736842105263158,2.512631578947368,0.24034512287879084,0.17578947368421055,2.4742105263157894,0.2095756776334744,0.6689473684210526,1.9810526315789474,0.3875580616642459,1.7231578947368422,0.9268421052631577,0.5390625871108101,2.488421052631579,0.16157894736842104,0.523362589134797,2.8815789473684212,-0.23157894736842133,0.48402773984018327,36777908030.9335,-0.3170862830202225,16111780903.4699,-0.5827917400671062,89.6038877472871,0.23969528336542276,3.3,0.2301184496771476,7.9,0.2552687968162296
2,LAS VEGAS,2013-07,4.75,Other FHA,0.12117913043478262,4.628820869565217,0.27768056406892555,0.15611695652173913,4.593883043478261,0.2777399507597337,0.19111913043478265,4.558880869565217,0.26630583606569136,0.232388695652174,4.517611304347826,0.2454239829759122,0.26758260869565215,4.482417391304348,0.21128167251977972,0.40307869565217386,4.346921304347826,0.12783961829169138,0.6838491304347826,4.0661508695652175,0.08207167700999228,0.020909090909090912,4.7290909090909095,0.3067104362535528,0.07363636363636367,4.676363636363637,0.24034512287879084,0.12181818181818184,4.628181818181818,0.2095756776334744,1.4031818181818183,3.3468181818181817,0.3875580616642459,2.5822727272727275,2.1677272727272725,0.5390625871108101,3.3072727272727276,1.4427272727272724,0.523362589134797,3.605,1.145,0.48402773984018327,39298206327.5877,-0.3170862830202225,9498561196.652071,-0.5827917400671062,88.920473853359,0.23969528336542276,2.5,0.2301184496771476,6.5,0.2552687968162296
3,LAS VEGAS,2014-02,4.25,Other FHA,0.08627,4.16373,0.27768056406892555,0.11939250000000004,4.1306075,0.2777399507597337,0.155105,4.094895,0.26630583606569136,0.19663749999999997,4.0533625,0.2454239829759122,0.23520249999999998,4.0147975,0.21128167251977972,0.3308,3.9192,0.12783961829169138,0.554605,3.695395,0.08207167700999228,0.046842105263157914,4.203157894736842,0.3067104362535528,0.08105263157894738,4.168947368421053,0.24034512287879084,0.11684210526315793,4.133157894736842,0.2095756776334744,1.5157894736842106,2.734210526315789,0.3875580616642459,2.7094736842105265,1.5405263157894735,0.5390625871108101,3.3847368421052626,0.8652631578947374,0.523362589134797,3.6626315789473685,0.5873684210526315,0.48402773984018327,41244159430.5284,-0.3170862830202225,9402239044.86975,-0.5827917400671062,85.7873584996498,0.23969528336542276,2.4,0.2301184496771476,4.2,0.2552687968162296
4,LAS VEGAS,2014-03,3.8,Other FHA,0.0888,3.7112,0.27768056406892555,0.1207452380952381,3.6792547619047618,0.2777399507597337,0.15488333333333335,3.6451166666666666,0.26630583606569136,0.19711666666666672,3.602883333333333,0.2454239829759122,0.23409761904761903,3.5659023809523807,0.21128167251977972,0.33106666666666673,3.468933333333333,0.12783961829169138,0.5571428571428573,3.2428571428571424,0.08207167700999228,0.051428571428571455,3.748571428571428,0.3067104362535528,0.07857142857142858,3.721428571428571,0.24034512287879084,0.1280952380952381,3.6719047619047616,0.2095756776334744,1.6395238095238096,2.1604761904761904,0.3875580616642459,2.7233333333333327,1.076666666666667,0.5390625871108101,3.3466666666666667,0.45333333333333314,0.523362589134797,3.6209523809523807,0.17904761904761912,0.48402773984018327,41658198449.9001,-0.3170862830202225,9438159522.248821,-0.5827917400671062,88.4263020205016,0.23969528336542276,2.1,0.2301184496771476,4.3,0.2552687968162296
5,LAS VEGAS,2015-04,3.585,Other FHA,0.12200000000000003,3.463,0.27768056406892555,0.14605250000000003,3.4389475,0.2777399507597337,0.18076750000000003,3.4042325,0.26630583606569136,0.22830999999999996,3.35669,0.2454239829759122,0.27596,3.30904,0.21128167251977972,0.404505,3.180495,0.12783961829169138,0.6969449999999999,2.888055,0.08207167700999228,0.018181818181818188,3.566818181818182,0.3067104362535528,0.09363636363636368,3.4913636363636362,0.24034512287879084,0.23363636363636367,3.351363636363636,0.2095756776334744,1.3545454545454545,2.2304545454545455,0.3875580616642459,1.9349999999999996,1.6500000000000004,0.5390625871108101,2.334090909090909,1.250909090909091,0.523362589134797,2.5859090909090905,0.9990909090909095,0.48402773984018327,45241950015.4561,-0.3170862830202225,11837215038.8922,-0.5827917400671062,82.4770523961592,0.23969528336542276,2.1,0.2301184496771476,3.3,0.2552687968162296
6,LAS VEGAS,2016-05,3.4,Other FHA,0.38527368421052627,3.0147263157894737,0.27768056406892555,0.4053315789473685,2.9946684210526313,0.2777399507597337,0.4424947368421052,2.957505263157895,0.26630583606569136,0.5332263157894737,2.8667736842105263,0.2454239829759122,0.6455710526315791,2.754428947368421,0.21128167251977972,0.9348736842105263,2.4651263157894734,0.12783961829169138,1.2675078947368421,2.132492105263158,0.08207167700999228,0.2261904761904762,3.1738095238095236,0.3067104362535528,0.4185714285714286,2.9814285714285713,0.24034512287879084,0.5914285714285713,2.8085714285714287,0.2095756776334744,1.3004761904761903,2.0995238095238093,0.3875580616642459,1.8061904761904766,1.5938095238095233,0.5390625871108101,2.2166666666666663,1.1833333333333336,0.523362589134797,2.627619047619048,0.772380952380952,0.48402773984018327,48154770296.6926,-0.3170862830202225,11362184412.0981,-0.5827917400671062,83.80897781081251,0.23969528336542276,2.0,0.2301184496771476,2.4,0.2552687968162296
7,LAS VEGAS,2016-07,3.24,Other FHA,0.41380476190476195,2.8261952380952384,0.27768056406892555,0.43819285714285716,2.801807142857143,0.2777399507597337,0.4828833333333333,2.757116666666667,0.26630583606569136,0.5734595238095239,2.6665404761904763,0.2454239829759122,0.6963095238095237,2.5436904761904766,0.21128167251977972,0.9990666666666668,2.2409333333333334,0.12783961829169138,1.31707619047619,1.9229238095238101,0.08207167700999228,0.2635000000000001,2.9765,0.3067104362535528,0.4040000000000001,2.8360000000000003,0.24034512287879084,0.5135000000000001,2.7265,0.2095756776334744,1.0715,2.1685000000000003,0.3875580616642459,1.504,1.7360000000000002,0.5390625871108101,1.8224999999999998,1.4175000000000004,0.523362589134797,2.227,1.0130000000000003,0.48402773984018327,48187387172.2131,-0.3170862830202225,11703539581.608,-0.5827917400671062,83.5754036116387,0.23969528336542276,1.6,0.2301184496771476,2.2,0.2552687968162296
8,LAS VEGAS,2016-09,3.41,Other FHA,0.42159363636363634,2.988406363636364,0.27768056406892555,0.4495609090909092,2.960439090909091,0.2777399507597337,0.5270018181818182,2.882998181818182,0.26630583606569136,0.6625254545454545,2.7474745454545455,0.2454239829759122,0.8496804545454547,2.5603195454545453,0.21128167251977972,1.2471445454545458,2.162855454545454,0.12783961829169138,1.5560313636363639,1.8539686363636363,0.08207167700999228,0.1914285714285715,3.218571428571429,0.3067104362535528,0.4671428571428572,2.942857142857143,0.24034512287879084,0.5933333333333333,2.816666666666667,0.2095756776334744,1.178095238095238,2.231904761904762,0.3875580616642459,1.6304761904761906,1.7795238095238095,0.5390625871108101,2.0152380952380957,1.3947619047619044,0.523362589134797,2.350476190476191,1.0595238095238093,0.48402773984018327,49276189942.4712,-0.3170862830202225,11531266279.4831,-0.5827917400671062,85.2359522201137,0.23969528336542276,1.5,0.2301184496771476,2.1,0.2552687968162296
9,LAS VEGAS,2016-11,3.18,Other FHA,0.4339245454545454,2.746075454545455,0.27768056406892555,0.45880500000000013,2.721195,0.2777399507597337,0.5631090909090911,2.616890909090909,0.26630583606569136,0.7006386363636362,2.479361363636364,0.2454239829759122,0.9084640909090909,2.2715359090909093,0.21128167251977972,1.2693081818181815,1.9106918181818187,0.12783961829169138,1.6029650000000002,1.577035,0.08207167700999228,0.29999999999999993,2.8800000000000003,0.3067104362535528,0.5834999999999999,2.5965000000000003,0.24034512287879084,0.736,2.444,0.2095756776334744,1.596,1.584,0.3875580616642459,2.142,1.0380000000000003,0.5390625871108101,2.5369999999999995,0.6430000000000007,0.523362589134797,2.8620000000000005,0.3179999999999996,0.48402773984018327,49692544708.3448,-0.3170862830202225,11482367114.4991,-0.5827917400671062,87.39008859346599,0.23969528336542276,1.6,0.2301184496771476,1.8,0.2552687968162296
