,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(1),Corr with auto_vol(1),student_vol(-4),Corr with student_vol(-4),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-3),Corr with mortgage 90(-3),long,lat
0,2010-06,WI,MILWAUKEE,2010-06,4.5,"(-87.457146, 40.945570000000004)",6178.37,Other FHA,0.29840136363636366,0.18347317587829598,0.3291213636363637,0.18747608845709884,0.3487363636363637,0.19277570903302044,0.4336950000000001,0.19195445856815427,0.5368986363636363,0.19474833414642023,0.7518195454545455,0.16668587242230298,1.187955909090909,0.16218427566950247,0.07954545454545457,0.191121623629617,0.19090909090909092,0.19620229795089164,0.3181818181818181,0.21531528230607064,1.9963636363636363,0.6715843996646564,3.2040909090909095,0.826613004439926,3.9499999999999997,0.6925738253521266,4.127727272727272,0.597038571959172,28477062769.4533,0.18153617283535642,14228362706.5907,-0.1920173597759407,92.4549564204629,-0.381827342693285,2.6,-0.2305012268910158,3.3,-0.18095252802788653,-87.457146,40.945570000000004
1,2011-07,WI,MILWAUKEE,2011-07,3.92,"(-87.97301800000001, 43.162161)",22449.13,Other FHA,0.12388095238095237,0.18347317587829598,0.1598857142857143,0.18747608845709884,0.18661904761904766,0.19277570903302044,0.2182333333333334,0.19195445856815427,0.24991190476190472,0.19474833414642023,0.41392857142857137,0.16668587242230298,0.7452261904761905,0.16218427566950247,0.037500000000000006,0.191121623629617,0.08400000000000002,0.19620229795089164,0.185,0.21531528230607064,1.541,0.6715843996646564,3.003,0.826613004439926,3.9475000000000002,0.6925738253521266,4.2705,0.597038571959172,31754785132.2305,0.18153617283535642,11311909309.5948,-0.1920173597759407,90.35087768078328,-0.381827342693285,2.1,-0.2305012268910158,2.8,-0.18095252802788653,-87.97301800000001,43.162161
2,2011-11,WI,MILWAUKEE,2011-11,3.42,"(-87.976562, 43.061288)",7241.61,Other FHA,0.14255090909090912,0.18347317587829598,0.19244863636363635,0.18747608845709884,0.2536463636363637,0.19277570903302044,0.3593790909090909,0.19195445856815427,0.47529181818181826,0.19474833414642023,0.6805422727272729,0.16668587242230298,1.000305,0.16218427566950247,0.013999999999999999,0.191121623629617,0.04650000000000002,0.19620229795089164,0.11200000000000002,0.21531528230607064,0.908,0.6715843996646564,2.0134999999999996,0.826613004439926,2.7180000000000004,0.6925738253521266,3.0155000000000003,0.597038571959172,35344521679.5642,0.18153617283535642,13238482167.5647,-0.1920173597759407,90.0868950067716,-0.381827342693285,2.7,-0.2305012268910158,2.9,-0.18095252802788653,-87.976562,43.061288
3,2011-12,WI,MILWAUKEE,2011-12,3.75,"(-88.00274, 43.188621000000005)",26447.055,Other FHA,0.1499335,0.18347317587829598,0.2029985,0.18747608845709884,0.2836085,0.19277570903302044,0.40829250000000006,0.19195445856815427,0.5557375,0.19474833414642023,0.7798775000000001,0.16668587242230298,1.1003555000000003,0.16218427566950247,0.0033333333333333335,0.191121623629617,0.048571428571428585,0.19620229795089164,0.11523809523809528,0.21531528230607064,0.8914285714285713,0.6715843996646564,1.9780952380952384,0.826613004439926,2.6676190476190476,0.6925738253521266,2.9823809523809524,0.597038571959172,35385458151.3724,0.18153617283535642,12477113046.1263,-0.1920173597759407,89.00857713430821,-0.381827342693285,2.7,-0.2305012268910158,2.8,-0.18095252802788653,-88.00274,43.188621000000005
4,2012-01,WI,MILWAUKEE,2012-01,3.5,"(-87.940993, 43.042233)",20936.48,Other FHA,0.14564761904761903,0.18347317587829598,0.2014238095238095,0.18747608845709884,0.28289523809523814,0.19277570903302044,0.41424761904761903,0.19195445856815427,0.5659000000000001,0.19474833414642023,0.7969761904761906,0.16668587242230298,1.1145476190476191,0.16218427566950247,0.0245,0.191121623629617,0.06550000000000003,0.19620229795089164,0.11500000000000003,0.21531528230607064,0.835,0.6715843996646564,1.9664999999999995,0.826613004439926,2.6950000000000003,0.6925738253521266,3.026,0.597038571959172,35532707747.113,0.18153617283535642,11655650147.2578,-0.1920173597759407,89.6038877472871,-0.381827342693285,2.7,-0.2305012268910158,2.8,-0.18095252802788653,-87.940993,43.042233
5,2012-03,WI,MILWAUKEE,2012-03,3.5,"(-88.053911, 43.114314)",23354.64,Other FHA,0.14720000000000003,0.18347317587829598,0.1893409090909091,0.18747608845709884,0.24185227272727275,0.19277570903302044,0.35079999999999995,0.19195445856815427,0.4732886363636363,0.19474833414642023,0.741275,0.16668587242230298,1.0534477272727274,0.16218427566950247,0.06363636363636366,0.191121623629617,0.14227272727272727,0.19620229795089164,0.19000000000000003,0.21531528230607064,1.0172727272727273,0.6715843996646564,2.1727272727272724,0.826613004439926,2.9404545454545454,0.6925738253521266,3.281363636363636,0.597038571959172,36623269866.4569,0.18153617283535642,11784187253.6333,-0.1920173597759407,89.02745876405929,-0.381827342693285,2.5,-0.2305012268910158,3.0,-0.18095252802788653,-88.053911,43.114314
6,2012-04,WI,MILWAUKEE,2012-04,2.95,"(-87.881632, 43.063306)",11461.96,Other FHA,0.14868421052631575,0.18347317587829598,0.18980526315789473,0.18747608845709884,0.23982894736842097,0.19277570903302044,0.34777368421052635,0.19195445856815427,0.46680789473684203,0.19474833414642023,0.7313999999999999,0.16668587242230298,1.048621052631579,0.16218427566950247,0.0666666666666667,0.191121623629617,0.13904761904761903,0.19620229795089164,0.18333333333333335,0.21531528230607064,0.8947619047619045,0.6715843996646564,2.0528571428571425,0.826613004439926,2.8166666666666664,0.6925738253521266,3.1842857142857137,0.597038571959172,36777908030.9335,0.18153617283535642,11508699084.1195,-0.1920173597759407,89.6061116730853,-0.381827342693285,2.7,-0.2305012268910158,3.0,-0.18095252802788653,-87.881632,43.063306
7,2012-06,WI,MILWAUKEE,2012-06,2.29,"(-87.989365, 43.160903999999995)",49457.2,Other FHA,0.163,0.18347317587829598,0.19464736842105262,0.18747608845709884,0.24319736842105263,0.19277570903302044,0.3459342105263157,0.19195445856815427,0.46558684210526313,0.19474833414642023,0.7364000000000004,0.16668587242230298,1.0691894736842107,0.16218427566950247,0.05190476190476193,0.191121623629617,0.14809523809523809,0.19620229795089164,0.18904761904761905,0.21531528230607064,0.7114285714285714,0.6715843996646564,1.6223809523809525,0.826613004439926,2.3061904761904763,0.6925738253521266,2.698095238095238,0.597038571959172,36601383816.48,0.18153617283535642,10728874885.7875,-0.1920173597759407,90.37816904639429,-0.381827342693285,2.3,-0.2305012268910158,2.8,-0.18095252802788653,-87.989365,43.160903999999995
8,2012-10,WI,MILWAUKEE,2012-10,2.42,"(-87.903628, 43.043513)",141288.68,Other FHA,0.15320434782608702,0.18347317587829598,0.17955217391304346,0.18747608845709884,0.21346521739130433,0.19277570903302044,0.2717391304347827,0.19195445856815427,0.3304891304347827,0.19474833414642023,0.5823021739130435,0.16668587242230298,0.9185760869565219,0.16218427566950247,0.10952380952380951,0.191121623629617,0.14904761904761904,0.19620229795089164,0.17952380952380956,0.21531528230607064,0.7085714285714285,0.6715843996646564,1.7461904761904758,0.826613004439926,2.505714285714286,0.6925738253521266,2.90047619047619,0.597038571959172,38410438812.4053,0.18153617283535642,14585937143.4485,-0.1920173597759407,88.794109524791,-0.381827342693285,2.4,-0.2305012268910158,2.7,-0.18095252802788653,-87.903628,43.043513
9,2013-01,WI,MILWAUKEE,2013-01,2.5,"(-87.893289, 43.0507)",20992.12,Other FHA,0.16043181818181818,0.18347317587829598,0.17947272727272726,0.18747608845709884,0.20497272727272725,0.19277570903302044,0.2497954545454545,0.19195445856815427,0.30261363636363625,0.19474833414642023,0.48810454545454546,0.16668587242230298,0.8142727272727271,0.16218427566950247,0.05190476190476192,0.191121623629617,0.10761904761904766,0.19620229795089164,0.14523809523809525,0.21531528230607064,0.8052380952380951,0.6715843996646564,1.9147619047619049,0.826613004439926,2.681428571428571,0.6925738253521266,3.0804761904761913,0.597038571959172,39658399389.4891,0.18153617283535642,11631947675.6117,-0.1920173597759407,88.29263433660921,-0.381827342693285,2.5,-0.2305012268910158,2.6,-0.18095252802788653,-87.893289,43.0507
