,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(2),Corr with auto_vol(2),student_vol(-2),Corr with student_vol(-2),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(2),Corr with mortgage 30-89(2),mortgage 90(3),Corr with mortgage 90(3),long,lat
0,2011-03,TX,HOUSTON,2011-03,4.6,"(-95.207494, 29.588108000000002)",77089,15341.56,Other FHA,0.2076739130434783,0.14391985372827293,0.23889782608695653,0.14549972167336567,0.2532847826086956,0.15141154000151313,0.2829456521739131,0.15066588037297213,0.30843478260869567,0.1474731381392581,0.4607826086956522,0.12110091502192168,0.7797065217391305,0.10981494998833145,0.06478260869565221,0.16788181051665604,0.15652173913043482,0.15726230267470126,0.25913043478260867,0.159194291969315,2.1134782608695653,0.39807314434904756,3.414347826086956,0.6263936419765861,4.26608695652174,0.5975108284559035,4.5139130434782615,0.543211141572867,31041077337.2648,-0.16706336123694904,11568364841.7538,-0.35091492533736485,92.8594669911348,0.2515610813600553,3.9,0.09538884907054784,3.1,0.16634283248955062,-95.207494,29.588108000000002
1,2011-08,TX,HOUSTON,2011-08,4.45,"(-95.50731999999999, 29.662533000000003)",77096,52328.82,Other FHA,0.14468363636363638,0.14391985372827293,0.18038681818181818,0.14549972167336567,0.21116590909090904,0.15141154000151313,0.24895727272727275,0.15066588037297213,0.29323772727272723,0.1474731381392581,0.45919454545454547,0.12110091502192168,0.7783581818181818,0.10981494998833145,0.017391304347826094,0.16788181051665604,0.06217391304347828,0.15726230267470126,0.11478260869565218,0.159194291969315,1.021304347826087,0.39807314434904756,2.303043478260869,0.6263936419765861,3.244782608695652,0.5975108284559035,3.6513043478260867,0.543211141572867,34623712775.9563,-0.16706336123694904,12472473242.0863,-0.35091492533736485,92.5881563190625,0.2515610813600553,4.6,0.09538884907054784,3.3,0.16634283248955062,-95.50731999999999,29.662533000000003
2,2011-12,TX,HOUSTON,2011-12,3.75,"(-95.285027, 29.829471)",77028,15635.65,Other FHA,0.1499335,0.14391985372827293,0.2029985,0.14549972167336567,0.2836085,0.15141154000151313,0.40829250000000006,0.15066588037297213,0.5557375,0.1474731381392581,0.7798775000000001,0.12110091502192168,1.1003555000000003,0.10981494998833145,0.0033333333333333335,0.16788181051665604,0.048571428571428585,0.15726230267470126,0.11523809523809528,0.159194291969315,0.8914285714285713,0.39807314434904756,1.9780952380952384,0.6263936419765861,2.6676190476190476,0.5975108284559035,2.9823809523809524,0.543211141572867,35532707747.113,-0.16706336123694904,10258833668.6773,-0.35091492533736485,88.33905735772379,0.2515610813600553,4.3,0.09538884907054784,3.0,0.16634283248955062,-95.285027,29.829471
3,2012-01,TX,HOUSTON,2012-01,3.4,"(-95.4966, 29.748717)",77057,229971.18,Other FHA,0.14564761904761903,0.14391985372827293,0.2014238095238095,0.14549972167336567,0.28289523809523814,0.15141154000151313,0.41424761904761903,0.15066588037297213,0.5659000000000001,0.1474731381392581,0.7969761904761906,0.12110091502192168,1.1145476190476191,0.10981494998833145,0.0245,0.16788181051665604,0.06550000000000003,0.15726230267470126,0.11500000000000003,0.159194291969315,0.835,0.39807314434904756,1.9664999999999995,0.6263936419765861,2.6950000000000003,0.5975108284559035,3.026,0.543211141572867,35767585536.868996,-0.16706336123694904,11784187253.6333,-0.35091492533736485,90.4806728327692,0.2515610813600553,4.0,0.09538884907054784,3.0,0.16634283248955062,-95.4966,29.748717
4,2012-03,TX,HOUSTON,2012-03,3.5,"(-95.548702, 29.88675)",77040,69345.62,Other FHA,0.14720000000000003,0.14391985372827293,0.1893409090909091,0.14549972167336567,0.24185227272727275,0.15141154000151313,0.35079999999999995,0.15066588037297213,0.4732886363636363,0.1474731381392581,0.741275,0.12110091502192168,1.0534477272727274,0.10981494998833145,0.06363636363636366,0.16788181051665604,0.14227272727272727,0.15726230267470126,0.19000000000000003,0.159194291969315,1.0172727272727273,0.39807314434904756,2.1727272727272724,0.6263936419765861,2.9404545454545454,0.5975108284559035,3.281363636363636,0.543211141572867,36777908030.9335,-0.16706336123694904,11510278467.2037,-0.35091492533736485,90.35087768078328,0.2515610813600553,4.0,0.09538884907054784,2.9,0.16634283248955062,-95.548702,29.88675
5,2012-07,TX,HOUSTON,2012-07,3.35,"(-95.3677, 29.7589)",77085,14839.21,Other FHA,0.16720454545454547,0.14391985372827293,0.19873636363636368,0.14549972167336567,0.24646136363636365,0.15141154000151313,0.34024999999999994,0.15066588037297213,0.4535545454545455,0.1474731381392581,0.7302181818181818,0.12110091502192168,1.0653181818181816,0.10981494998833145,0.06952380952380956,0.16788181051665604,0.14571428571428574,0.15726230267470126,0.18571428571428572,0.159194291969315,0.6195238095238095,0.39807314434904756,1.5266666666666664,0.6263936419765861,2.217142857142857,0.5975108284559035,2.5900000000000003,0.543211141572867,37571290060.6541,-0.16706336123694904,12770391029.1034,-0.35091492533736485,90.0868950067716,0.2515610813600553,4.6,0.09538884907054784,2.5,0.16634283248955062,-95.3677,29.7589
6,2012-09,TX,HOUSTON,2012-09,2.42,"(-95.35295500000001, 29.669087)",77033,19320.38,Other FHA,0.15189500000000006,0.14391985372827293,0.183625,0.14549972167336567,0.22133750000000002,0.15141154000151313,0.3079875,0.15066588037297213,0.3856325000000001,0.1474731381392581,0.6716749999999999,0.12110091502192168,0.9997750000000002,0.10981494998833145,0.07526315789473685,0.16788181051665604,0.13736842105263158,0.15726230267470126,0.17578947368421055,0.159194291969315,0.6689473684210526,0.39807314434904756,1.7231578947368422,0.6263936419765861,2.488421052631579,0.5975108284559035,2.8815789473684212,0.543211141572867,38410438812.4053,-0.16706336123694904,16111780903.4699,-0.35091492533736485,89.6038877472871,0.2515610813600553,4.3,0.09538884907054784,2.6,0.16634283248955062,-95.35295500000001,29.669087
7,2012-12,TX,HOUSTON,2012-12,2.3,"(-95.349012, 29.758232)",77003,48216.06,Other FHA,0.1631578947368421,0.14391985372827293,0.1875157894736842,0.14549972167336567,0.21092631578947374,0.15141154000151313,0.2552894736842105,0.15066588037297213,0.30947368421052623,0.1474731381392581,0.5145657894736843,0.12110091502192168,0.8483157894736841,0.10981494998833145,0.039500000000000014,0.16788181051665604,0.11950000000000005,0.15726230267470126,0.1585,0.159194291969315,0.6960000000000001,0.39807314434904756,1.7189999999999999,0.6263936419765861,2.4675000000000002,0.5975108284559035,2.8835,0.543211141572867,39658399389.4891,-0.16706336123694904,12022315813.7363,-0.35091492533736485,89.6061116730853,0.2515610813600553,4.2,0.09538884907054784,2.4,0.16634283248955062,-95.349012,29.758232
8,2013-07,TX,HOUSTON,2013-07,2.99,"(-95.262467, 29.597340000000003)",77089,87459.94,Other FHA,0.12117913043478262,0.14391985372827293,0.15611695652173913,0.14549972167336567,0.19111913043478265,0.15141154000151313,0.232388695652174,0.15066588037297213,0.26758260869565215,0.1474731381392581,0.40307869565217386,0.12110091502192168,0.6838491304347826,0.10981494998833145,0.020909090909090912,0.16788181051665604,0.07363636363636367,0.15726230267470126,0.12181818181818184,0.159194291969315,1.4031818181818183,0.39807314434904756,2.5822727272727275,0.6263936419765861,3.3072727272727276,0.5975108284559035,3.605,0.543211141572867,41062625933.5941,-0.16706336123694904,9498561196.652071,-0.35091492533736485,88.920473853359,0.2515610813600553,3.2,0.09538884907054784,2.0,0.16634283248955062,-95.262467,29.597340000000003
9,2013-09,TX,HOUSTON,2013-09,3.35,"(-95.3887, 29.8464)",77076,23574.33,Other FHA,0.11272380952380952,0.14391985372827293,0.14323238095238094,0.14549972167336567,0.18057476190476196,0.15141154000151313,0.22133904761904755,0.15066588037297213,0.2531785714285715,0.1474731381392581,0.38033809523809525,0.12110091502192168,0.6526857142857143,0.10981494998833145,0.017500000000000005,0.16788181051665604,0.04150000000000001,0.15726230267470126,0.11850000000000002,0.159194291969315,1.5959999999999999,0.39807314434904756,2.8095,0.6263936419765861,3.526,0.5975108284559035,3.7870000000000004,0.543211141572867,41658198449.9001,-0.16706336123694904,8901986132.75728,-0.35091492533736485,88.29263433660921,0.2515610813600553,3.3,0.09538884907054784,2.1,0.16634283248955062,-95.3887,29.8464
