,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(3),Corr with auto_vol(3),student_vol(-4),Corr with student_vol(-4),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(3),Corr with mortgage 90(3)
0,2009-10,IN,EVANSVILLE,2009-10,4.55,"(-87.457424, 37.972032)",22498.39,Other FHA,0.18474166666666667,-0.1181737167591223,0.22661833333333328,-0.10881546219924798,0.24403166666666665,-0.11209614602315392,0.2545108333333333,-0.12514963221640038,0.2821075,-0.13280818659880678,0.5802633333333334,-0.14101292369506013,1.2295858333333334,-0.07007786120982383,0.04,-0.14082992300693162,0.16833333333333333,-0.12064540774022117,0.3858333333333334,-0.06336213801298878,2.394166666666667,0.5896179285757883,3.459166666666667,0.615679381090564,4.238333333333332,0.5081377162027401,4.263333333333333,0.4271839938749468,25615073952.9669,-0.20016762813301167,10161898031.3102,-0.5740675222914116,105.55167238105,0.1749405825291012,3.9,0.5120228512828655,3.0,0.4452660408719258
1,2010-09,IN,EVANSVILLE,2010-09,3.64,"(-85.094107, 41.041933)",37929.86,Other FHA,0.22657136363636363,-0.1181737167591223,0.251059090909091,-0.10881546219924798,0.25699454545454536,-0.11209614602315392,0.2738163636363636,-0.12514963221640038,0.2913659090909092,-0.13280818659880678,0.4777727272727273,-0.14101292369506013,0.8043745454545456,-0.07007786120982383,0.1166666666666667,-0.14082992300693162,0.19333333333333336,-0.12064540774022117,0.2566666666666666,-0.06336213801298878,1.4104761904761904,0.5896179285757883,2.6476190476190475,0.615679381090564,3.4690476190476183,0.5081377162027401,3.773333333333333,0.4271839938749468,31044830349.9256,-0.20016762813301167,11978266411.3233,-0.5740675222914116,95.78917846656341,0.1749405825291012,3.7,0.5120228512828655,2.5,0.4452660408719258
2,2011-04,IN,EVANSVILLE,2011-04,3.51,"(122.56, 10.7)",5781.05,Other FHA,0.14759444444444447,-0.1181737167591223,0.19237777777777781,-0.10881546219924798,0.22143500000000005,-0.11209614602315392,0.25190277777777786,-0.12514963221640038,0.28138222222222226,-0.13280818659880678,0.44229888888888896,-0.14101292369506013,0.7700555555555555,-0.07007786120982383,0.029500000000000005,-0.14082992300693162,0.11950000000000002,-0.12064540774022117,0.24650000000000002,-0.06336213801298878,2.169,0.5896179285757883,3.4549999999999996,0.615679381090564,4.276000000000001,0.5081377162027401,4.5015,0.4271839938749468,31992172727.7437,-0.20016762813301167,10792773250.4017,-0.5740675222914116,94.0022251537174,0.1749405825291012,2.8,0.5120228512828655,2.7,0.4452660408719258
3,2011-11,IN,EVANSVILLE,2011-11,3.6,"(-87.512353, 37.9667755)",5608.1,Other FHA,0.14255090909090912,-0.1181737167591223,0.19244863636363635,-0.10881546219924798,0.2536463636363637,-0.11209614602315392,0.3593790909090909,-0.12514963221640038,0.47529181818181826,-0.13280818659880678,0.6805422727272729,-0.14101292369506013,1.000305,-0.07007786120982383,0.013999999999999999,-0.14082992300693162,0.04650000000000002,-0.12064540774022117,0.11200000000000002,-0.06336213801298878,0.908,0.5896179285757883,2.0134999999999996,0.615679381090564,2.7180000000000004,0.5081377162027401,3.0155000000000003,0.4271839938749468,35532707747.113,-0.20016762813301167,13238482167.5647,-0.5740675222914116,88.33905735772379,0.1749405825291012,3.6,0.5120228512828655,2.2,0.4452660408719258
4,2012-10,IN,EVANSVILLE,2012-10,2.75,"(-87.5558, 37.9748)",33949.66,Other FHA,0.15320434782608702,-0.1181737167591223,0.17955217391304346,-0.10881546219924798,0.21346521739130433,-0.11209614602315392,0.2717391304347827,-0.12514963221640038,0.3304891304347827,-0.13280818659880678,0.5823021739130435,-0.14101292369506013,0.9185760869565219,-0.07007786120982383,0.10952380952380951,-0.14082992300693162,0.14904761904761904,-0.12064540774022117,0.17952380952380956,-0.06336213801298878,0.7085714285714285,0.5896179285757883,1.7461904761904758,0.615679381090564,2.505714285714286,0.5081377162027401,2.90047619047619,0.4271839938749468,39268596272.9965,-0.20016762813301167,14585937143.4485,-0.5740675222914116,89.02745876405929,0.1749405825291012,3.1,0.5120228512828655,2.1,0.4452660408719258
5,2013-03,IN,EVANSVILLE,2013-03,2.89,"(-87.63276, 37.981364)",11057.474999999999,Other FHA,0.15505000000000002,-0.1181737167591223,0.17309999999999998,-0.10881546219924798,0.20345,-0.11209614602315392,0.2419,-0.12514963221640038,0.28190000000000004,-0.13280818659880678,0.44782500000000003,-0.14101292369506013,0.7351250000000001,-0.07007786120982383,0.07800000000000003,-0.14082992300693162,0.11450000000000005,-0.12064540774022117,0.14750000000000002,-0.06336213801298878,0.8185000000000002,0.5896179285757883,1.9575,0.615679381090564,2.7840000000000003,0.5081377162027401,3.1625000000000005,0.4271839938749468,41507587847.7023,-0.20016762813301167,10740081615.3953,-0.5740675222914116,89.2801736441717,0.1749405825291012,2.1,0.5120228512828655,1.8,0.4452660408719258
6,2013-06,IN,EVANSVILLE,2013-06,2.985,"(-87.45825, 37.982703)",29367.285,Other FHA,0.13074,-0.1181737167591223,0.15964599999999998,-0.10881546219924798,0.19319250000000002,-0.11209614602315392,0.23164600000000002,-0.12514963221640038,0.27374,-0.13280818659880678,0.4139935,-0.14101292369506013,0.6839425000000002,-0.07007786120982383,0.0345,-0.14082992300693162,0.08750000000000002,-0.12064540774022117,0.142,-0.06336213801298878,1.2035,0.5896179285757883,2.3000000000000003,0.615679381090564,3.0740000000000003,0.5081377162027401,3.400000000000001,0.4271839938749468,41062625933.5941,-0.20016762813301167,11080080767.5225,-0.5740675222914116,88.920473853359,0.1749405825291012,2.2,0.5120228512828655,1.6,0.4452660408719258
7,2013-08,IN,EVANSVILLE,2013-08,3.83,"(-87.488998, 37.98473)",18495.18,Other FHA,0.11782999999999999,-0.1181737167591223,0.1493142857142857,-0.10881546219924798,0.1840704761904762,-0.11209614602315392,0.22633523809523812,-0.12514963221640038,0.2633952380952381,-0.13280818659880678,0.3949285714285714,-0.14101292369506013,0.6679499999999999,-0.07007786120982383,0.03681818181818183,-0.14082992300693162,0.07181818181818184,-0.12064540774022117,0.12681818181818183,-0.06336213801298878,1.5204545454545455,0.5896179285757883,2.7372727272727273,0.615679381090564,3.488181818181818,0.5081377162027401,3.757727272727273,0.4271839938749468,41658198449.9001,-0.20016762813301167,9123117418.53368,-0.5740675222914116,88.29263433660921,0.1749405825291012,2.6,0.5120228512828655,1.9,0.4452660408719258
8,2013-09,IN,EVANSVILLE,2013-09,3.99,"(-87.488998, 37.98473)",14370.69,Other FHA,0.11272380952380952,-0.1181737167591223,0.14323238095238094,-0.10881546219924798,0.18057476190476196,-0.11209614602315392,0.22133904761904755,-0.12514963221640038,0.2531785714285715,-0.13280818659880678,0.38033809523809525,-0.14101292369506013,0.6526857142857143,-0.07007786120982383,0.017500000000000005,-0.14082992300693162,0.04150000000000001,-0.12064540774022117,0.11850000000000002,-0.06336213801298878,1.5959999999999999,0.5896179285757883,2.8095,0.615679381090564,3.526,0.5081377162027401,3.7870000000000004,0.4271839938749468,41561863313.5151,-0.20016762813301167,9498561196.652071,-0.5740675222914116,89.95115518901541,0.1749405825291012,2.8,0.5120228512828655,2.0,0.4452660408719258
9,2014-08,IN,EVANSVILLE,2014-08,4.2,"(-87.56734300000001, 37.984333)",34541.8,Other FHA,0.090785,-0.1181737167591223,0.121725,-0.10881546219924798,0.15602,-0.11209614602315392,0.19527250000000002,-0.12514963221640038,0.23465000000000003,-0.13280818659880678,0.32965500000000003,-0.14101292369506013,0.55889,-0.07007786120982383,0.030000000000000006,-0.14082992300693162,0.0523809523809524,-0.12064540774022117,0.10714285714285714,-0.06336213801298878,1.6314285714285717,0.5896179285757883,2.42,0.615679381090564,2.9366666666666665,0.5081377162027401,3.2009523809523808,0.4271839938749468,44940573200.2924,-0.20016762813301167,11032404366.8063,-0.5740675222914116,82.11515832772571,0.1749405825291012,3.1,0.5120228512828655,2.3,0.4452660408719258
10,2014-09,IN,EVANSVILLE,2014-09,4.15,"(-87.57336190000001, 38.0009098)",15452.134999999998,Other FHA,0.09027272727272727,-0.1181737167591223,0.12087045454545454,-0.10881546219924798,0.15410454545454544,-0.11209614602315392,0.19699999999999998,-0.12514963221640038,0.23403181818181817,-0.13280818659880678,0.32999090909090917,-0.14101292369506013,0.5770545454545455,-0.07007786120982383,0.01142857142857143,-0.14082992300693162,0.04380952380952382,-0.12064540774022117,0.10952380952380954,-0.06336213801298878,1.7738095238095242,0.5896179285757883,2.5342857142857147,0.615679381090564,3.0133333333333328,0.5081377162027401,3.26,0.4271839938749468,45241950015.4561,-0.20016762813301167,9507943209.106209,-0.5740675222914116,81.9669757663089,0.1749405825291012,2.9,0.5120228512828655,2.1,0.4452660408719258
11,2014-11,IN,EVANSVILLE,2014-11,3.63,"(-87.46879799999999, 37.982655)",59095.18,Other FHA,0.09656999999999999,-0.1181737167591223,0.12222499999999999,-0.10881546219924798,0.1548075,-0.11209614602315392,0.20246,-0.12514963221640038,0.23286250000000003,-0.13280818659880678,0.32679500000000006,-0.14101292369506013,0.56206,-0.07007786120982383,0.04166666666666668,-0.14082992300693162,0.06944444444444448,-0.12064540774022117,0.13444444444444448,-0.06336213801298878,1.6205555555555557,0.5896179285757883,2.325555555555556,0.615679381090564,2.7644444444444445,0.5081377162027401,3.038333333333333,0.4271839938749468,45758876905.2845,-0.20016762813301167,10638305940.4607,-0.5740675222914116,81.06604477988621,0.1749405825291012,2.4,0.5120228512828655,1.6,0.4452660408719258
12,2018-03,IN,EVANSVILLE,2018-03,3.45,"(-87.49006700000001, 37.952981)",53528.34,Other FHA,1.5183047619047625,-0.1181737167591223,1.6006185714285712,-0.10881546219924798,1.7991309523809524,-0.11209614602315392,1.9184628571428568,-0.12514963221640038,2.173357619047619,-0.13280818659880678,2.345182380952381,-0.14101292369506013,2.596475714285714,-0.07007786120982383,1.636666666666667,-0.14082992300693162,1.917142857142857,-0.12064540774022117,2.0628571428571427,-0.06336213801298878,2.6295238095238096,0.5896179285757883,2.8423809523809527,0.615679381090564,2.9733333333333327,0.5081377162027401,3.0914285714285716,0.4271839938749468,50165072031.0326,-0.20016762813301167,11707722927.962,-0.5740675222914116,88.55316323110772,0.1749405825291012,2.2,0.5120228512828655,0.8,0.4452660408719258
