,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(2),Corr with auto_vol(2),student_vol(4),Corr with student_vol(4),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(2),Corr with mortgage 90(2)
0,2010-08,TN,KNOXVILLE,2010-08,3.88,"(-84.013181, 35.938755)",16313.44,Other FHA,0.23101619047619049,0.5668570290188292,0.2659952380952381,0.5644217989010121,0.27546238095238096,0.5574927882658681,0.3123080952380952,0.5546806116086794,0.3625466666666667,0.5471587471020001,0.5790957142857143,0.5222820171187266,0.9435780952380955,0.5080006178029696,0.15409090909090908,0.5409943466562281,0.19136363636363637,0.5518956501652075,0.25909090909090904,0.5729025230003412,1.4654545454545451,0.790482799744803,2.6986363636363637,0.725958304166068,3.516818181818181,0.45332714661973067,3.8031818181818178,0.3075774559674366,30512069858.4251,0.38614824599121494,10792773250.4017,0.6666588104103364,92.4549564204629,-0.24893682518002347,4.0,-0.46525397836181415,2.3,-0.3954742292764649
1,2010-11,TN,KNOXVILLE,2010-11,3.6050000000000004,"(-84.171931, 35.952292)",48955.39,Other FHA,0.22869727272727272,0.5668570290188292,0.24913818181818187,0.5644217989010121,0.2541922727272727,0.5574927882658681,0.27004181818181816,0.5546806116086794,0.2871204545454545,0.5471587471020001,0.44597000000000014,0.5222820171187266,0.7651345454545454,0.5080006178029696,0.13400000000000004,0.5409943466562281,0.182,0.5518956501652075,0.25200000000000006,0.5729025230003412,1.35,0.790482799744803,2.7630000000000003,0.725958304166068,3.817999999999999,0.45332714661973067,4.186,0.3075774559674366,31618591270.7387,0.38614824599121494,11311909309.5948,0.6666588104103364,94.0022251537174,-0.24893682518002347,4.1,-0.46525397836181415,2.6,-0.3954742292764649
2,2012-10,TN,KNOXVILLE,2012-10,2.65,"(-83.914746, 35.934838)",5191.31,Other FHA,0.15320434782608702,0.5668570290188292,0.17955217391304346,0.5644217989010121,0.21346521739130433,0.5574927882658681,0.2717391304347827,0.5546806116086794,0.3304891304347827,0.5471587471020001,0.5823021739130435,0.5222820171187266,0.9185760869565219,0.5080006178029696,0.10952380952380951,0.5409943466562281,0.14904761904761904,0.5518956501652075,0.17952380952380956,0.5729025230003412,0.7085714285714285,0.790482799744803,1.7461904761904758,0.725958304166068,2.505714285714286,0.45332714661973067,2.90047619047619,0.3075774559674366,38808856509.5085,0.38614824599121494,11080080767.5225,0.6666588104103364,89.2801736441717,-0.24893682518002347,3.9,-0.46525397836181415,2.0,-0.3954742292764649
3,2012-11,TN,KNOXVILLE,2012-11,2.285,"(-84.08536409999999, 35.9307029)",33789.12,Other FHA,0.1555,0.5668570290188292,0.18060909090909089,0.5644217989010121,0.20888636363636362,0.5574927882658681,0.25813636363636355,0.5546806116086794,0.31102272727272723,0.5471587471020001,0.528347727272727,0.5222820171187266,0.8631931818181818,0.5080006178029696,0.12449999999999999,0.5409943466562281,0.14450000000000002,0.5518956501652075,0.17850000000000002,0.5729025230003412,0.665,0.790482799744803,1.654,0.725958304166068,2.3894999999999995,0.45332714661973067,2.8034999999999997,0.3075774559674366,39268596272.9965,0.38614824599121494,9855625468.0504,0.6666588104103364,91.578064558499,-0.24893682518002347,3.9,-0.46525397836181415,2.2,-0.3954742292764649
4,2012-12,TN,KNOXVILLE,2012-12,2.55,"(-83.970241, 35.996618)",12809.01,Other FHA,0.1631578947368421,0.5668570290188292,0.1875157894736842,0.5644217989010121,0.21092631578947374,0.5574927882658681,0.2552894736842105,0.5546806116086794,0.30947368421052623,0.5471587471020001,0.5145657894736843,0.5222820171187266,0.8483157894736841,0.5080006178029696,0.039500000000000014,0.5409943466562281,0.11950000000000005,0.5518956501652075,0.1585,0.5729025230003412,0.6960000000000001,0.790482799744803,1.7189999999999999,0.725958304166068,2.4675000000000002,0.45332714661973067,2.8835,0.3075774559674366,39658399389.4891,0.38614824599121494,9123117418.53368,0.6666588104103364,88.794109524791,-0.24893682518002347,3.8,-0.46525397836181415,2.0,-0.3954742292764649
5,2013-04,TN,KNOXVILLE,2013-04,3.4,"(-84.082089, 35.900979)",10106.44,Other FHA,0.1539047619047619,0.5668570290188292,0.17210476190476193,0.5644217989010121,0.19953333333333334,0.5574927882658681,0.24005714285714277,0.5546806116086794,0.27714285714285714,0.5471587471020001,0.4360190476190476,0.5222820171187266,0.7168333333333334,0.5080006178029696,0.049090909090909116,0.5409943466562281,0.09409090909090913,0.5518956501652075,0.12454545454545456,0.5729025230003412,0.7104545454545454,0.790482799744803,1.7590909090909093,0.725958304166068,2.5500000000000003,0.45332714661973067,2.9327272727272726,0.3075774559674366,41507587847.7023,0.38614824599121494,10210246554.7955,0.6666588104103364,89.95115518901541,-0.24893682518002347,3.4,-0.46525397836181415,1.6,-0.3954742292764649
6,2014-09,TN,KNOXVILLE,2014-09,3.55,"(-84.015727, 35.939518)",22628.195,Other FHA,0.09027272727272727,0.5668570290188292,0.12087045454545454,0.5644217989010121,0.15410454545454544,0.5574927882658681,0.19699999999999998,0.5546806116086794,0.23403181818181817,0.5471587471020001,0.32999090909090917,0.5222820171187266,0.5770545454545455,0.5080006178029696,0.01142857142857143,0.5409943466562281,0.04380952380952382,0.5518956501652075,0.10952380952380954,0.5729025230003412,1.7738095238095242,0.790482799744803,2.5342857142857147,0.725958304166068,3.0133333333333328,0.45332714661973067,3.26,0.3075774559674366,44940573200.2924,0.38614824599121494,11733364706.6996,0.6666588104103364,82.72786465890579,-0.24893682518002347,2.8,-0.46525397836181415,1.3,-0.3954742292764649
7,2015-01,TN,KNOXVILLE,2015-01,3.71,"(-83.921, 35.9604)",12768.795000000002,Other FHA,0.11871428571428574,0.5668570290188292,0.1349785714285714,0.5644217989010121,0.16807857142857144,0.5574927882658681,0.2135952380952381,0.5546806116086794,0.2543190476190476,0.5471587471020001,0.35825714285714294,0.5222820171187266,0.6221666666666666,0.5080006178029696,0.018000000000000006,0.5409943466562281,0.08300000000000003,0.5518956501652075,0.19549999999999998,0.5729025230003412,1.3744999999999998,0.790482799744803,1.8814999999999997,0.725958304166068,2.199,0.45332714661973067,2.455,0.3075774559674366,47944164595.1044,0.38614824599121494,11119760586.3258,0.6666588104103364,82.23381292700279,-0.24893682518002347,2.9,-0.46525397836181415,1.3,-0.3954742292764649
8,2015-03,TN,KNOXVILLE,2015-03,3.52,"(-84.07419300000001, 35.944604)",17176.06,Other FHA,0.12134999999999999,0.5668570290188292,0.14022954545454547,0.5644217989010121,0.17560000000000003,0.5574927882658681,0.21958181818181813,0.5546806116086794,0.26829772727272727,0.5471587471020001,0.39945,0.5222820171187266,0.700025,0.5080006178029696,0.02272727272727273,0.5409943466562281,0.11000000000000001,0.5518956501652075,0.25363636363636366,0.5729025230003412,1.5190909090909088,0.790482799744803,2.042727272727273,0.725958304166068,2.4068181818181817,0.45332714661973067,2.626363636363636,0.3075774559674366,47692027772.9219,0.38614824599121494,11834405659.8436,0.6666588104103364,83.34061286074021,-0.24893682518002347,3.0,-0.46525397836181415,1.1,-0.3954742292764649
9,2016-09,TN,KNOXVILLE,2016-09,3.5999999999999996,"(-83.977231, 35.957941999999996)",43976.17,Other FHA,0.42159363636363634,0.5668570290188292,0.4495609090909092,0.5644217989010121,0.5270018181818182,0.5574927882658681,0.6625254545454545,0.5546806116086794,0.8496804545454547,0.5471587471020001,1.2471445454545458,0.5222820171187266,1.5560313636363639,0.5080006178029696,0.1914285714285715,0.5409943466562281,0.4671428571428572,0.5518956501652075,0.5933333333333333,0.5729025230003412,1.178095238095238,0.790482799744803,1.6304761904761906,0.725958304166068,2.0152380952380957,0.45332714661973067,2.350476190476191,0.3075774559674366,49971382532.5922,0.38614824599121494,12351593318.9066,0.6666588104103364,89.2057504560787,-0.24893682518002347,2.8,-0.46525397836181415,1.1,-0.3954742292764649
