,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-3),Corr with auto_vol(-3),student_vol(-4),Corr with student_vol(-4),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(4),Corr with mortgage 90(4),long,lat
0,2012-04,WI,MADISON,2012-04,3.12,"(-89.364081, 43.0971597)",13470.3,Other FHA,0.14868421052631575,0.4111960242130632,0.18980526315789473,0.4246878106027104,0.23982894736842097,0.44759434595569964,0.34777368421052635,0.45106606964512375,0.46680789473684203,0.4793798796860734,0.7313999999999999,0.49624469743857225,1.048621052631579,0.5170282166576945,0.0666666666666667,0.3918684780731136,0.13904761904761903,0.4579432738769239,0.18333333333333335,0.5059294889622906,0.8947619047619045,0.7856225585930791,2.0528571428571425,0.8420461003384693,2.8166666666666664,0.6095550309791856,3.1842857142857137,0.4052153305827068,35385458151.3724,0.7013530910785761,11508699084.1195,-0.6361820825277197,89.02745876405929,-0.534665727008403,1.3,-0.8469432008899689,1.5,-0.6728582622947383,-89.364081,43.0971597
1,2012-05,WI,MADISON,2012-05,3.13,"(-89.459692, 43.071971999999995)",20579.22,Other FHA,0.15161363636363637,0.4111960242130632,0.19053181818181822,0.4246878106027104,0.23893181818181805,0.44759434595569964,0.3457045454545453,0.45106606964512375,0.4665318181818183,0.4793798796860734,0.732990909090909,0.49624469743857225,1.0615068181818177,0.5170282166576945,0.06590909090909093,0.3918684780731136,0.14545454545454548,0.4579432738769239,0.19181818181818186,0.5059294889622906,0.7618181818181818,0.7856225585930791,1.8031818181818189,0.8420461003384693,2.525909090909091,0.6095550309791856,2.930909090909091,0.4052153305827068,35532707747.113,0.7013530910785761,11510278467.2037,-0.6361820825277197,89.6061116730853,-0.534665727008403,1.3,-0.8469432008899689,1.4,-0.6728582622947383,-89.459692,43.071971999999995
2,2012-06,WI,MADISON,2012-06,3.25,"(-92.56299174, 40.17838594)",21343.14,Other FHA,0.163,0.4111960242130632,0.19464736842105262,0.4246878106027104,0.24319736842105263,0.44759434595569964,0.3459342105263157,0.45106606964512375,0.46558684210526313,0.4793798796860734,0.7364000000000004,0.49624469743857225,1.0691894736842107,0.5170282166576945,0.05190476190476193,0.3918684780731136,0.14809523809523809,0.4579432738769239,0.18904761904761905,0.5059294889622906,0.7114285714285714,0.7856225585930791,1.6223809523809525,0.8420461003384693,2.3061904761904763,0.6095550309791856,2.698095238095238,0.4052153305827068,35767585536.868996,0.7013530910785761,10728874885.7875,-0.6361820825277197,89.513287195688,-0.534665727008403,1.3,-0.8469432008899689,1.3,-0.6728582622947383,-92.56299174,40.17838594
3,2012-08,WI,MADISON,2012-08,2.9000000000000004,"(-89.520496, 43.073260999999995)",26895.305,Other FHA,0.15374090909090915,0.4111960242130632,0.18745454545454548,0.4246878106027104,0.23783863636363634,0.44759434595569964,0.3331136363636364,0.45106606964512375,0.43259999999999993,0.4793798796860734,0.7177749999999997,0.49624469743857225,1.0426272727272727,0.5170282166576945,0.09217391304347829,0.3918684780731136,0.14043478260869566,0.4579432738769239,0.18347826086956526,0.5059294889622906,0.7139130434782609,0.7856225585930791,1.6782608695652175,0.8420461003384693,2.3978260869565218,0.6095550309791856,2.7708695652173914,0.4052153305827068,36777908030.9335,0.7013530910785761,11641401212.0971,-0.6361820825277197,90.2956809830492,-0.534665727008403,1.4,-0.8469432008899689,1.2,-0.6728582622947383,-89.520496,43.073260999999995
4,2012-11,WI,MADISON,2012-11,2.33,"(-89.343521, 43.048459)",19513.12,Other FHA,0.1555,0.4111960242130632,0.18060909090909089,0.4246878106027104,0.20888636363636362,0.44759434595569964,0.25813636363636355,0.45106606964512375,0.31102272727272723,0.4793798796860734,0.528347727272727,0.49624469743857225,0.8631931818181818,0.5170282166576945,0.12449999999999999,0.3918684780731136,0.14450000000000002,0.4579432738769239,0.17850000000000002,0.5059294889622906,0.665,0.7856225585930791,1.654,0.8420461003384693,2.3894999999999995,0.6095550309791856,2.8034999999999997,0.4052153305827068,37160101000.5239,0.7013530910785761,16111780903.4699,-0.6361820825277197,88.794109524791,-0.534665727008403,1.5,-0.8469432008899689,1.3,-0.6728582622947383,-89.343521,43.048459
5,2013-02,WI,MADISON,2013-02,2.85,"(-89.390826, 43.073537)",44806.82,Other FHA,0.15464999999999998,0.4111960242130632,0.17315,0.4246878106027104,0.20129999999999998,0.44759434595569964,0.2455,0.45106606964512375,0.29049499999999995,0.4793798796860734,0.463425,0.49624469743857225,0.761875,0.5170282166576945,0.0768421052631579,0.3918684780731136,0.12421052631578947,0.4579432738769239,0.15736842105263157,0.5059294889622906,0.8463157894736841,0.7856225585930791,1.9842105263157896,0.8420461003384693,2.782631578947368,0.6095550309791856,3.165263157894737,0.4052153305827068,38410438812.4053,0.7013530910785761,12022315813.7363,-0.6361820825277197,88.29263433660921,-0.534665727008403,1.4,-0.8469432008899689,1.2,-0.6728582622947383,-89.390826,43.073537
6,2013-03,WI,MADISON,2013-03,2.74,"(-89.33886, 43.109134000000005)",15649.4,Other FHA,0.15505000000000002,0.4111960242130632,0.17309999999999998,0.4246878106027104,0.20345,0.44759434595569964,0.2419,0.45106606964512375,0.28190000000000004,0.4793798796860734,0.44782500000000003,0.49624469743857225,0.7351250000000001,0.5170282166576945,0.07800000000000003,0.3918684780731136,0.11450000000000005,0.4579432738769239,0.14750000000000002,0.5059294889622906,0.8185000000000002,0.7856225585930791,1.9575,0.8420461003384693,2.7840000000000003,0.6095550309791856,3.1625000000000005,0.4052153305827068,38808856509.5085,0.7013530910785761,10740081615.3953,-0.6361820825277197,89.95115518901541,-0.534665727008403,1.4,-0.8469432008899689,1.1,-0.6728582622947383,-89.33886,43.109134000000005
7,2013-05,WI,MADISON,2013-05,3.14,"(-76.45258488, 40.34690029)",39270.58,Other FHA,0.1435047619047619,0.4111960242130632,0.1638380952380952,0.4246878106027104,0.19670952380952378,0.44759434595569964,0.23396000000000003,0.45106606964512375,0.27416904761904765,0.4793798796860734,0.42137333333333327,0.49624469743857225,0.6936104761904763,0.5170282166576945,0.020454545454545458,0.3918684780731136,0.08090909090909093,0.4579432738769239,0.11863636363636366,0.5059294889622906,0.840909090909091,0.7856225585930791,1.9281818181818182,0.8420461003384693,2.7286363636363635,0.6095550309791856,3.112727272727273,0.4052153305827068,39658399389.4891,0.7013530910785761,11154944519.578999,-0.6361820825277197,88.1059676388142,-0.534665727008403,1.2,-0.8469432008899689,1.1,-0.6728582622947383,-76.45258488,40.34690029
8,2013-09,WI,MADISON,2013-09,3.78,"(-87.84, 42.63)",17736.6,Other FHA,0.11272380952380952,0.4111960242130632,0.14323238095238094,0.4246878106027104,0.18057476190476196,0.44759434595569964,0.22133904761904755,0.45106606964512375,0.2531785714285715,0.4793798796860734,0.38033809523809525,0.49624469743857225,0.6526857142857143,0.5170282166576945,0.017500000000000005,0.3918684780731136,0.04150000000000001,0.4579432738769239,0.11850000000000002,0.5059294889622906,1.5959999999999999,0.7856225585930791,2.8095,0.8420461003384693,3.526,0.6095550309791856,3.7870000000000004,0.4052153305827068,41507587847.7023,0.7013530910785761,9498561196.652071,-0.6361820825277197,85.3165844012547,-0.534665727008403,1.2,-0.8469432008899689,0.9,-0.6728582622947383,-87.84,42.63
9,2014-08,WI,MADISON,2014-08,3.4,"(-89.388625, 43.077459000000005)",19886.86,Other FHA,0.090785,0.4111960242130632,0.121725,0.4246878106027104,0.15602,0.44759434595569964,0.19527250000000002,0.45106606964512375,0.23465000000000003,0.4793798796860734,0.32965500000000003,0.49624469743857225,0.55889,0.5170282166576945,0.030000000000000006,0.3918684780731136,0.0523809523809524,0.4579432738769239,0.10714285714285714,0.5059294889622906,1.6314285714285717,0.7856225585930791,2.42,0.8420461003384693,2.9366666666666665,0.6095550309791856,3.2009523809523808,0.4052153305827068,44462292713.4678,0.7013530910785761,11032404366.8063,-0.6361820825277197,82.72786465890579,-0.534665727008403,1.1,-0.8469432008899689,0.7,-0.6728582622947383,-89.388625,43.077459000000005
