,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(-3),Corr with student_vol(-3),credit_tightness,Corr with credit_tightness,mortgage 30-89,Corr with mortgage 30-89,mortgage 90(4),Corr with mortgage 90(4)
0,2011-10,MA,BOSTON,2011-10,3.8,"(-71.138191, 42.349057)",37595.87,Other FHA,0.1416352380952381,0.11763255282957798,0.19074095238095234,0.11578255716038632,0.24373904761904758,0.11186947185968873,0.3185252380952381,0.10438445405302708,0.4064785714285714,0.08287806439207163,0.59521,0.013405159967514759,0.9086428571428572,-0.03449098064713283,0.013500000000000003,0.16500670801817777,0.05450000000000003,0.11207585588494194,0.1145,0.0911078398465245,1.0614999999999999,0.43691342356524443,2.1519999999999997,0.5729147926482409,2.8695,0.4567007009951543,3.128,0.36523918333013616,35532707747.113,0.1682267968165343,13238482167.5647,-0.39620574592234037,91.3646878868074,-0.7062328686510312,2.5,-0.29540612705801417,3.1,0.08615525223949987
1,2012-06,MA,BOSTON,2012-06,2.61,"(-71.052624, 42.343112)",7702.29,Other FHA,0.163,0.11763255282957798,0.19464736842105262,0.11578255716038632,0.24319736842105263,0.11186947185968873,0.3459342105263157,0.10438445405302708,0.46558684210526313,0.08287806439207163,0.7364000000000004,0.013405159967514759,1.0691894736842107,-0.03449098064713283,0.05190476190476193,0.16500670801817777,0.14809523809523809,0.11207585588494194,0.18904761904761905,0.0911078398465245,0.7114285714285714,0.43691342356524443,1.6223809523809525,0.5729147926482409,2.3061904761904763,0.4567007009951543,2.698095238095238,0.36523918333013616,37685204803.0042,0.1682267968165343,11251067892.2966,-0.39620574592234037,89.56768058609659,-0.7062328686510312,2.5,-0.29540612705801417,2.6,0.08615525223949987
2,2012-12,MA,BOSTON,2012-12,2.85,"(-0.0214, 52.9746)",78527.54,Other FHA,0.1631578947368421,0.11763255282957798,0.1875157894736842,0.11578255716038632,0.21092631578947374,0.11186947185968873,0.2552894736842105,0.10438445405302708,0.30947368421052623,0.08287806439207163,0.5145657894736843,0.013405159967514759,0.8483157894736841,-0.03449098064713283,0.039500000000000014,0.16500670801817777,0.11950000000000005,0.11207585588494194,0.1585,0.0911078398465245,0.6960000000000001,0.43691342356524443,1.7189999999999999,0.5729147926482409,2.4675000000000002,0.4567007009951543,2.8835,0.36523918333013616,40395555554.9932,0.1682267968165343,11631947675.6117,-0.39620574592234037,89.2801736441717,-0.7062328686510312,2.8,-0.29540612705801417,2.4,0.08615525223949987
3,2013-03,MA,BOSTON,2013-03,2.75,"(-71.088412, 42.346125)",77917.26,Other FHA,0.15505000000000002,0.11763255282957798,0.17309999999999998,0.11578255716038632,0.20345,0.11186947185968873,0.2419,0.10438445405302708,0.28190000000000004,0.08287806439207163,0.44782500000000003,0.013405159967514759,0.7351250000000001,-0.03449098064713283,0.07800000000000003,0.16500670801817777,0.11450000000000005,0.11207585588494194,0.14750000000000002,0.0911078398465245,0.8185000000000002,0.43691342356524443,1.9575,0.5729147926482409,2.7840000000000003,0.4567007009951543,3.1625000000000005,0.36523918333013616,41471481477.9035,0.1682267968165343,11337096053.4966,-0.39620574592234037,88.920473853359,-0.7062328686510312,2.6,-0.29540612705801417,2.3,0.08615525223949987
4,2013-08,MA,BOSTON,2013-08,3.17,"(-71.0855522, 42.3456077)",186208.93,Other FHA,0.11782999999999999,0.11763255282957798,0.1493142857142857,0.11578255716038632,0.1840704761904762,0.11186947185968873,0.22633523809523812,0.10438445405302708,0.2633952380952381,0.08287806439207163,0.3949285714285714,0.013405159967514759,0.6679499999999999,-0.03449098064713283,0.03681818181818183,0.16500670801817777,0.07181818181818184,0.11207585588494194,0.12681818181818183,0.0911078398465245,1.5204545454545455,0.43691342356524443,2.7372727272727273,0.5729147926482409,3.488181818181818,0.4567007009951543,3.757727272727273,0.36523918333013616,41561863313.5151,0.1682267968165343,9498561196.652071,-0.39620574592234037,88.1059676388142,-0.7062328686510312,2.4,-0.29540612705801417,2.3,0.08615525223949987
5,2014-03,MA,BOSTON,2014-03,4.6,"(-71.076601, 42.338057)",41923.78,Other FHA,0.0888,0.11763255282957798,0.1207452380952381,0.11578255716038632,0.15488333333333335,0.11186947185968873,0.19711666666666672,0.10438445405302708,0.23409761904761903,0.08287806439207163,0.33106666666666673,0.013405159967514759,0.5571428571428573,-0.03449098064713283,0.051428571428571455,0.16500670801817777,0.07857142857142858,0.11207585588494194,0.1280952380952381,0.0911078398465245,1.6395238095238096,0.43691342356524443,2.7233333333333327,0.5729147926482409,3.3466666666666667,0.4567007009951543,3.6209523809523807,0.36523918333013616,44931729222.7983,0.1682267968165343,9402239044.86975,-0.39620574592234037,80.910251046009,-0.7062328686510312,2.1,-0.29540612705801417,2.1,0.08615525223949987
6,2014-04,MA,BOSTON,2014-04,3.95,"(-71.03701099999999, 42.379227)",8451.26,Other FHA,0.08864000000000001,0.11763255282957798,0.120115,0.11578255716038632,0.1517,0.11186947185968873,0.1918625,0.10438445405302708,0.227495,0.08287806439207163,0.32422500000000004,0.013405159967514759,0.550005,-0.03449098064713283,0.023333333333333345,0.16500670801817777,0.05333333333333336,0.11207585588494194,0.10761904761904763,0.0911078398465245,1.7009523809523805,0.43691342356524443,2.705238095238095,0.5729147926482409,3.265238095238095,0.4567007009951543,3.5176190476190476,0.36523918333013616,45277214883.1472,0.1682267968165343,9438159522.248821,-0.39620574592234037,82.56600445924391,-0.7062328686510312,1.8,-0.29540612705801417,2.1,0.08615525223949987
7,2014-07,MA,BOSTON,2014-07,3.89,"(-71.066405, 42.344867)",24296.83,Other FHA,0.09286956521739129,0.11763255282957798,0.12270652173913045,0.11578255716038632,0.15438695652173914,0.11186947185968873,0.1955586956521739,0.10438445405302708,0.23417391304347826,0.08287806439207163,0.32826086956521744,0.013405159967514759,0.5557695652173912,-0.03449098064713283,0.024090909090909093,0.16500670801817777,0.059545454545454575,0.11207585588494194,0.11136363636363639,0.0911078398465245,1.699545454545455,0.43691342356524443,2.542272727272727,0.5729147926482409,3.071363636363636,0.4567007009951543,3.3318181818181816,0.36523918333013616,44940573200.2924,0.1682267968165343,11032404366.8063,-0.39620574592234037,81.64661519553,-0.7062328686510312,2.0,-0.29540612705801417,2.1,0.08615525223949987
8,2014-08,MA,BOSTON,2014-08,3.9,"(-71.090981, 42.269746999999995)",10640.36,Other FHA,0.090785,0.11763255282957798,0.121725,0.11578255716038632,0.15602,0.11186947185968873,0.19527250000000002,0.10438445405302708,0.23465000000000003,0.08287806439207163,0.32965500000000003,0.013405159967514759,0.55889,-0.03449098064713283,0.030000000000000006,0.16500670801817777,0.0523809523809524,0.11207585588494194,0.10714285714285714,0.0911078398465245,1.6314285714285717,0.43691342356524443,2.42,0.5729147926482409,2.9366666666666665,0.4567007009951543,3.2009523809523808,0.36523918333013616,45241950015.4561,0.1682267968165343,9507943209.106209,-0.39620574592234037,81.06604477988621,-0.7062328686510312,2.1,-0.29540612705801417,2.1,0.08615525223949987
9,2014-09,MA,BOSTON,2014-09,3.7,"(-71.2573, 42.109353999999996)",49467.65,Other FHA,0.09027272727272727,0.11763255282957798,0.12087045454545454,0.11578255716038632,0.15410454545454544,0.11186947185968873,0.19699999999999998,0.10438445405302708,0.23403181818181817,0.08287806439207163,0.32999090909090917,0.013405159967514759,0.5770545454545455,-0.03449098064713283,0.01142857142857143,0.16500670801817777,0.04380952380952382,0.11207585588494194,0.10952380952380954,0.0911078398465245,1.7738095238095242,0.43691342356524443,2.5342857142857147,0.5729147926482409,3.0133333333333328,0.4567007009951543,3.26,0.36523918333013616,45667781053.6763,0.1682267968165343,10121843859.6075,-0.39620574592234037,82.2508390398281,-0.7062328686510312,1.9,-0.29540612705801417,2.1,0.08615525223949987
