,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-2),Corr with auto_vol(-2),student_vol(-3),Corr with student_vol(-3),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(-4),Corr with mortgage 90(-4)
0,2010-04,IN,INDIANAPOLIS,2010-04,4.15,"(-86.192461, 39.905821)",34112.16,Other FHA,0.24183250000000003,0.2815811446014829,0.2495495,0.2826371960561711,0.2597455000000001,0.2783950622323182,0.2840375,0.26014418317314714,0.3116065,0.2306165148720172,0.4758610000000001,0.1695993473111747,0.9598030000000002,0.15275568923626134,0.15045454545454548,0.2945128560848085,0.2440909090909091,0.27369114564361946,0.44499999999999995,0.2834134650419512,2.581363636363637,0.6281377453498105,3.8468181818181817,0.7203384990194632,4.531363636363637,0.607138177444106,4.693181818181819,0.539550781288746,25116521917.8418,-0.09864676371293117,14107591663.4702,-0.2588582974135956,96.94128995699529,0.12994492957677367,3.8,-0.12415988107124117,4.7,0.053447463269346344
1,2010-05,IN,INDIANAPOLIS,2010-05,4.075,"(-86.128219, 39.655333)",27482.945,Other FHA,0.2957715789473684,0.2815811446014829,0.3152057894736842,0.2826371960561711,0.3354642105263158,0.2783950622323182,0.39242105263157895,0.26014418317314714,0.45851421052631586,0.2306165148720172,0.6592468421052632,0.1695993473111747,1.129987894736842,0.15275568923626134,0.147,0.2945128560848085,0.22350000000000003,0.27369114564361946,0.37099999999999994,0.2834134650419512,2.1799999999999997,0.6281377453498105,3.4199999999999995,0.7203384990194632,4.1145,0.607138177444106,4.286,0.539550781288746,27482962505.147003,-0.09864676371293117,14228362706.5907,-0.2588582974135956,97.9962893430168,0.12994492957677367,3.7,-0.12415988107124117,4.8,0.053447463269346344
2,2010-09,IN,INDIANAPOLIS,2010-09,3.65,"(-86.113398, 39.837041)",43468.91,Other FHA,0.22657136363636363,0.2815811446014829,0.251059090909091,0.2826371960561711,0.25699454545454536,0.2783950622323182,0.2738163636363636,0.26014418317314714,0.2913659090909092,0.2306165148720172,0.4777727272727273,0.1695993473111747,0.8043745454545456,0.15275568923626134,0.1166666666666667,0.2945128560848085,0.19333333333333336,0.27369114564361946,0.2566666666666666,0.2834134650419512,1.4104761904761904,0.6281377453498105,2.6476190476190475,0.7203384990194632,3.4690476190476183,0.607138177444106,3.773333333333333,0.539550781288746,28477062769.4533,-0.09864676371293117,11833891080.8667,-0.2588582974135956,98.6449594200431,0.12994492957677367,4.0,-0.12415988107124117,4.0,0.053447463269346344
3,2011-01,IN,INDIANAPOLIS,2011-01,4.0,"(-86.09604300000001, 39.867356)",23245.67,Other FHA,0.2391115000000001,0.2815811446014829,0.25406500000000004,0.2826371960561711,0.2606254999999999,0.2783950622323182,0.2827834999999999,0.26014418317314714,0.30341049999999997,0.2306165148720172,0.4554005000000002,0.1695993473111747,0.7818229999999999,0.15275568923626134,0.14099999999999996,0.2945128560848085,0.1815,0.27369114564361946,0.27349999999999997,0.2834134650419512,1.9944999999999997,0.6281377453498105,3.3940000000000006,0.7203384990194632,4.281000000000001,0.607138177444106,4.5230000000000015,0.539550781288746,30207558860.6451,-0.09864676371293117,11822726022.5574,-0.2588582974135956,94.51558950569391,0.12994492957677367,4.2,-0.12415988107124117,3.7,0.053447463269346344
4,2011-03,IN,INDIANAPOLIS,2011-03,3.8,"(-86.020494, 39.798159000000005)",78416.29,Other FHA,0.2076739130434783,0.2815811446014829,0.23889782608695653,0.2826371960561711,0.2532847826086956,0.2783950622323182,0.2829456521739131,0.26014418317314714,0.30843478260869567,0.2306165148720172,0.4607826086956522,0.1695993473111747,0.7797065217391305,0.15275568923626134,0.06478260869565221,0.2945128560848085,0.15652173913043482,0.27369114564361946,0.25913043478260867,0.2834134650419512,2.1134782608695653,0.6281377453498105,3.414347826086956,0.7203384990194632,4.26608695652174,0.607138177444106,4.5139130434782615,0.539550781288746,31618591270.7387,-0.09864676371293117,10792773250.4017,-0.2588582974135956,92.8594669911348,0.12994492957677367,3.8,-0.12415988107124117,3.6,0.053447463269346344
5,2011-05,IN,INDIANAPOLIS,2011-05,4.2,"(-86.141846, 39.740266)",10134.07,Other FHA,0.130775,0.2815811446014829,0.16787249999999998,0.2826371960561711,0.1978005,0.2783950622323182,0.23078799999999994,0.26014418317314714,0.260713,0.2306165148720172,0.41407550000000004,0.1695993473111747,0.7391499999999999,0.15275568923626134,0.024285714285714285,0.2945128560848085,0.0866666666666667,0.27369114564361946,0.18809523809523812,0.2834134650419512,1.8423809523809527,0.6281377453498105,3.168571428571429,0.7203384990194632,4.011428571428572,0.607138177444106,4.293333333333333,0.539550781288746,31565012894.7234,-0.09864676371293117,11726514214.1317,-0.2588582974135956,94.0022251537174,0.12994492957677367,3.1,-0.12415988107124117,3.7,0.053447463269346344
6,2011-08,IN,INDIANAPOLIS,2011-08,3.95,"(-86.1637334, 39.822093)",10583.32,Other FHA,0.14468363636363638,0.2815811446014829,0.18038681818181818,0.2826371960561711,0.21116590909090904,0.2783950622323182,0.24895727272727275,0.26014418317314714,0.29323772727272723,0.2306165148720172,0.45919454545454547,0.1695993473111747,0.7783581818181818,0.15275568923626134,0.017391304347826094,0.2945128560848085,0.06217391304347828,0.27369114564361946,0.11478260869565218,0.2834134650419512,1.021304347826087,0.6281377453498105,2.303043478260869,0.7203384990194632,3.244782608695652,0.607138177444106,3.6513043478260867,0.539550781288746,31300541846.2612,-0.09864676371293117,13753511368.0623,-0.2588582974135956,92.5881563190625,0.12994492957677367,3.7,-0.12415988107124117,3.6,0.053447463269346344
7,2011-09,IN,INDIANAPOLIS,2011-09,3.875,"(-86.14497, 39.77503)",6742.094999999999,Other FHA,0.14525181818181823,0.2815811446014829,0.1884,0.2826371960561711,0.23085045454545455,0.2783950622323182,0.2845913636363636,0.26014418317314714,0.3502268181818181,0.2306165148720172,0.5222018181818182,0.1695993473111747,0.8332045454545454,0.15275568923626134,0.005714285714285713,0.2945128560848085,0.04333333333333335,0.27369114564361946,0.10476190476190479,0.2834134650419512,0.9004761904761904,0.6281377453498105,1.9752380952380955,0.7203384990194632,2.8271428571428574,0.607138177444106,3.182380952380953,0.539550781288746,31992172727.7437,-0.09864676371293117,12472473242.0863,-0.2588582974135956,91.13289228397959,0.12994492957677367,3.8,-0.12415988107124117,3.4,0.053447463269346344
8,2011-12,IN,INDIANAPOLIS,2011-12,3.6739999999999995,"(-85.484801, 39.354661)",15096.888,Other FHA,0.1499335,0.2815811446014829,0.2029985,0.2826371960561711,0.2836085,0.2783950622323182,0.40829250000000006,0.26014418317314714,0.5557375,0.2306165148720172,0.7798775000000001,0.1695993473111747,1.1003555000000003,0.15275568923626134,0.0033333333333333335,0.2945128560848085,0.048571428571428585,0.27369114564361946,0.11523809523809528,0.2834134650419512,0.8914285714285713,0.6281377453498105,1.9780952380952384,0.7203384990194632,2.6676190476190476,0.607138177444106,2.9823809523809524,0.539550781288746,34623712775.9563,-0.09864676371293117,11655650147.2578,-0.2588582974135956,88.33905735772379,0.12994492957677367,3.6,-0.12415988107124117,3.4,0.053447463269346344
9,2012-02,IN,INDIANAPOLIS,2012-02,3.1,"(-86.193794, 39.913344)",22802.44,Other FHA,0.1410714285714286,0.2815811446014829,0.19146190476190478,0.2826371960561711,0.2500238095238095,0.2783950622323182,0.3686547619047619,0.26014418317314714,0.5032404761904763,0.2306165148720172,0.7572880952380953,0.1695993473111747,1.0711880952380954,0.15275568923626134,0.06350000000000003,0.2945128560848085,0.124,0.27369114564361946,0.161,0.2834134650419512,0.8310000000000001,0.6281377453498105,1.9674999999999998,0.7203384990194632,2.7479999999999998,0.607138177444106,3.109,0.539550781288746,35344521679.5642,-0.09864676371293117,11784187253.6333,-0.2588582974135956,91.3646878868074,0.12994492957677367,3.9,-0.12415988107124117,3.4,0.053447463269346344
