,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-4),Corr with auto_vol(-4),student_vol(2),Corr with student_vol(2),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(-1),Corr with mortgage 90(-1),long,lat
0,2010-01,LA,BATON ROUGE,2010-01,5.08,"(-91.0759, 30.4171)",70806,30830.74,Other FHA,0.172129,0.16717665467407472,0.207845,0.16848255268378584,0.23159750000000004,0.16269009522405672,0.24093950000000003,0.13493232277130088,0.25011950000000005,0.10842368356851603,0.39936099999999997,0.05266652741837616,0.8985025,0.11052456958295187,0.022631578947368423,0.15765840844378423,0.14842105263157898,0.15637642475583327,0.3457894736842104,0.19704636358242308,2.4842105263157896,0.7613258623170901,3.7331578947368427,0.825086163135445,4.501578947368422,0.7443467392576822,4.604736842105263,0.6877576750449641,23237431326.4023,-0.4512449239959714,14217328271.8582,0.8837940364491709,103.99632208797199,0.5924127687896463,5.4,0.2964298037063306,3.8,0.34794429246532654,-91.0759,30.4171
1,2012-09,LA,BATON ROUGE,2012-09,2.35,"(-91.200175, 30.536963)",70807,9436.66,Other FHA,0.15189500000000006,0.16717665467407472,0.183625,0.16848255268378584,0.22133750000000002,0.16269009522405672,0.3079875,0.13493232277130088,0.3856325000000001,0.10842368356851603,0.6716749999999999,0.05266652741837616,0.9997750000000002,0.11052456958295187,0.07526315789473685,0.15765840844378423,0.13736842105263158,0.15637642475583327,0.17578947368421055,0.19704636358242308,0.6689473684210526,0.7613258623170901,1.7231578947368422,0.825086163135445,2.488421052631579,0.7443467392576822,2.8815789473684212,0.6877576750449641,36777908030.9335,-0.4512449239959714,10740081615.3953,0.8837940364491709,89.6038877472871,0.5924127687896463,4.8,0.2964298037063306,3.1,0.34794429246532654,-91.200175,30.536963
2,2014-07,LA,BATON ROUGE,2014-07,3.47,"(-91.103755, 30.365887)",70810,30441.44,Other FHA,0.09286956521739129,0.16717665467407472,0.12270652173913045,0.16848255268378584,0.15438695652173914,0.16269009522405672,0.1955586956521739,0.13493232277130088,0.23417391304347826,0.10842368356851603,0.32826086956521744,0.05266652741837616,0.5557695652173912,0.11052456958295187,0.024090909090909093,0.15765840844378423,0.059545454545454575,0.15637642475583327,0.11136363636363639,0.19704636358242308,1.699545454545455,0.7613258623170901,2.542272727272727,0.825086163135445,3.071363636363636,0.7443467392576822,3.3318181818181816,0.6877576750449641,44555116847.5878,-0.4512449239959714,11159124696.1814,0.8837940364491709,80.910251046009,0.5924127687896463,3.6,0.2964298037063306,2.3,0.34794429246532654,-91.103755,30.365887
3,2015-01,LA,BATON ROUGE,2015-01,3.4,"(-91.061868, 30.389141)",70809,91423.33,Other FHA,0.11871428571428574,0.16717665467407472,0.1349785714285714,0.16848255268378584,0.16807857142857144,0.16269009522405672,0.2135952380952381,0.13493232277130088,0.2543190476190476,0.10842368356851603,0.35825714285714294,0.05266652741837616,0.6221666666666666,0.11052456958295187,0.018000000000000006,0.15765840844378423,0.08300000000000003,0.15637642475583327,0.19549999999999998,0.19704636358242308,1.3744999999999998,0.7613258623170901,1.8814999999999997,0.825086163135445,2.199,0.7443467392576822,2.455,0.6877576750449641,44885858708.7515,-0.4512449239959714,12019442988.8631,0.8837940364491709,82.2508390398281,0.5924127687896463,4.0,0.2964298037063306,2.6,0.34794429246532654,-91.061868,30.389141
4,2015-04,LA,BATON ROUGE,2015-04,3.85,"(-91.06119100000001, 30.372482)",70809,108322.9,Other FHA,0.12200000000000003,0.16717665467407472,0.14605250000000003,0.16848255268378584,0.18076750000000003,0.16269009522405672,0.22830999999999996,0.13493232277130088,0.27596,0.10842368356851603,0.404505,0.05266652741837616,0.6969449999999999,0.11052456958295187,0.018181818181818188,0.15765840844378423,0.09363636363636368,0.15637642475583327,0.23363636363636367,0.19704636358242308,1.3545454545454545,0.7613258623170901,1.9349999999999996,0.825086163135445,2.334090909090909,0.7443467392576822,2.5859090909090905,0.6877576750449641,45241950015.4561,-0.4512449239959714,11517159733.1957,0.8837940364491709,82.4770523961592,0.5924127687896463,3.2,0.2964298037063306,2.3,0.34794429246532654,-91.06119100000001,30.372482
5,2015-11,LA,BATON ROUGE,2015-11,3.33,"(-91.017436, 30.437504999999998)",70816,85037.56,Other FHA,0.13066666666666668,0.16717665467407472,0.1559214285714286,0.16848255268378584,0.20844761904761913,0.16269009522405672,0.286702380952381,0.13493232277130088,0.3709714285714286,0.10842368356851603,0.6063738095238096,0.05266652741837616,0.9343738095238093,0.11052456958295187,0.07105263157894738,0.15765840844378423,0.32789473684210524,0.15637642475583327,0.47684210526315784,0.19704636358242308,1.6710526315789473,0.7613258623170901,2.2631578947368416,0.825086163135445,2.6863157894736847,0.7443467392576822,3.03,0.6877576750449641,48668534366.8701,-0.4512449239959714,11404853913.5663,0.8837940364491709,81.7923503982947,0.5924127687896463,3.9,0.2964298037063306,1.6,0.34794429246532654,-91.017436,30.437504999999998
6,2016-01,LA,BATON ROUGE,2016-01,3.42,"(-91.1131359, 30.3972709)",70808,119004.38,Other FHA,0.36607999999999996,0.16717665467407472,0.387725,0.16848255268378584,0.42545,0.16269009522405672,0.5163949999999999,0.13493232277130088,0.6195525000000001,0.10842368356851603,0.8560224999999999,0.05266652741837616,1.1534299999999997,0.11052456958295187,0.22736842105263158,0.15765840844378423,0.43473684210526314,0.15637642475583327,0.5431578947368422,0.19704636358242308,1.5184210526315787,0.7613258623170901,2.085263157894737,0.825086163135445,2.4889473684210524,0.7443467392576822,2.8584210526315785,0.6877576750449641,49379202635.7798,-0.4512449239959714,11362184412.0981,0.8837940364491709,81.36742750908279,0.5924127687896463,4.5,0.2964298037063306,1.8,0.34794429246532654,-91.1131359,30.3972709
7,2016-06,LA,BATON ROUGE,2016-06,3.23,"(-91.178949, 30.400327)",70808,23534.27,Other FHA,0.3904409090909091,0.16717665467407472,0.41572500000000007,0.16848255268378584,0.4527090909090909,0.16269009522405672,0.5394386363636363,0.13493232277130088,0.6516204545454546,0.10842368356851603,0.9360386363636366,0.05266652741837616,1.2592227272727274,0.11052456958295187,0.22136363636363632,0.15765840844378423,0.40409090909090906,0.15637642475583327,0.5522727272727272,0.19704636358242308,1.1663636363636367,0.7613258623170901,1.6440909090909095,0.825086163135445,2.019090909090909,0.7443467392576822,2.452272727272727,0.6877576750449641,48927223434.2447,-0.4512449239959714,11412820253.2316,0.8837940364491709,85.06205357591242,0.5924127687896463,3.4,0.2964298037063306,1.9,0.34794429246532654,-91.178949,30.400327
8,2016-08,LA,BATON ROUGE,2016-08,3.35,"(-91.029472, 30.421440000000004)",70816,65795.59,Other FHA,0.41817045454545454,0.16717665467407472,0.4429568181818182,0.16848255268378584,0.5122418181818182,0.16269009522405672,0.6351372727272727,0.13493232277130088,0.810223181818182,0.10842368356851603,1.1977463636363632,0.05266652741837616,1.5097959090909088,0.11052456958295187,0.2608695652173914,0.15765840844378423,0.4460869565217393,0.15637642475583327,0.5682608695652173,0.19704636358242308,1.1330434782608694,0.7613258623170901,1.5565217391304347,0.825086163135445,1.8895652173913038,0.7443467392576822,2.261739130434783,0.6877576750449641,48887248013.451,-0.4512449239959714,11692339154.1207,0.8837940364491709,84.0267577476249,0.5924127687896463,3.7,0.2964298037063306,1.9,0.34794429246532654,-91.029472,30.421440000000004
9,2017-11,LA,BATON ROUGE,2017-11,3.43,"(-90.997066, 30.362184000000003)",70817,99119.17,Other FHA,1.183300476190476,0.16717665467407472,1.2036563636363637,0.16848255268378584,1.2878790909090911,0.16269009522405672,1.3757831818181818,0.13493232277130088,1.4342040909090912,0.10842368356851603,1.6264599999999996,0.05266652741837616,1.9015695454545458,0.11052456958295187,1.09,0.15765840844378423,1.3895238095238096,0.15637642475583327,1.5600000000000003,0.19704636358242308,2.05,0.7613258623170901,2.353333333333333,0.825086163135445,2.6023809523809525,0.7443467392576822,2.801904761904762,0.6877576750449641,48416221734.2909,-0.4512449239959714,11226317067.5623,0.8837940364491709,88.11497433433529,0.5924127687896463,3.0,0.2964298037063306,1.9,0.34794429246532654,-90.997066,30.362184000000003
