,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-1),Corr with auto_vol(-1),student_vol(-1),Corr with student_vol(-1),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-1),Corr with mortgage 90(-1),long,lat
0,2010-03,AL,BIRMINGHAM,2010-03,4.68,"(-86.774049, 33.398765000000004)",35216,43320.88,Other FHA,0.20298217391304352,-0.16486720792334797,0.22118086956521738,-0.17894063571396251,0.23731173913043485,-0.2110750254773542,0.25031173913043475,-0.2605963328544085,0.2684247826086957,-0.3206245678659419,0.41060652173913054,-0.395323338866318,0.8732952173913044,-0.3395476190986149,0.11652173913043477,-0.16448195565502025,0.22565217391304354,-0.16403767910988748,0.3956521739130435,-0.11852170140289911,2.433043478260869,0.5586625285274264,3.7273913043478255,0.7118752946996785,4.489130434782608,0.7002738712786845,4.644782608695651,0.6870506106655564,25116521917.8418,-0.5317698313989668,14228362706.5907,0.4000651864560529,98.6449594200431,0.44644791070674084,5.8,0.46274195721939515,4.6,0.5943536177008425,-86.774049,33.398765000000004
1,2010-10,AL,BIRMINGHAM,2010-10,4.25,"(-86.749585, 33.541619)",35212,9345.16,Other FHA,0.22598619047619048,-0.16486720792334797,0.25051619047619045,-0.17894063571396251,0.25605714285714287,-0.2110750254773542,0.2720304761904762,-0.2605963328544085,0.28884,-0.3206245678659419,0.45499142857142844,-0.395323338866318,0.7680966666666665,-0.3395476190986149,0.14050000000000004,-0.16448195565502025,0.17650000000000005,-0.16403767910988748,0.22800000000000006,-0.11852170140289911,1.1824999999999999,0.5586625285274264,2.54,0.7118752946996785,3.524,0.7002738712786845,3.8724999999999996,0.6870506106655564,29826615528.9652,-0.5317698313989668,12342273869.2704,0.4000651864560529,94.7176548951663,0.44644791070674084,5.3,0.46274195721939515,4.0,0.5943536177008425,-86.749585,33.541619
2,2012-07,AL,BIRMINGHAM,2012-07,3.4,"(-86.816865, 33.477816)",35209,7215.25,Other FHA,0.16720454545454547,-0.16486720792334797,0.19873636363636368,-0.17894063571396251,0.24646136363636365,-0.2110750254773542,0.34024999999999994,-0.2605963328544085,0.4535545454545455,-0.3206245678659419,0.7302181818181818,-0.395323338866318,1.0653181818181816,-0.3395476190986149,0.06952380952380956,-0.16448195565502025,0.14571428571428574,-0.16403767910988748,0.18571428571428572,-0.11852170140289911,0.6195238095238095,0.5586625285274264,1.5266666666666664,0.7118752946996785,2.217142857142857,0.7002738712786845,2.5900000000000003,0.6870506106655564,36186315501.0541,-0.5317698313989668,14585937143.4485,0.4000651864560529,89.513287195688,0.44644791070674084,4.0,0.46274195721939515,3.2,0.5943536177008425,-86.816865,33.477816
3,2012-10,AL,BIRMINGHAM,2012-10,2.7,"(-86.72878299999999, 33.430501)",35243,114189.85,Other FHA,0.15320434782608702,-0.16486720792334797,0.17955217391304346,-0.17894063571396251,0.21346521739130433,-0.2110750254773542,0.2717391304347827,-0.2605963328544085,0.3304891304347827,-0.3206245678659419,0.5823021739130435,-0.395323338866318,0.9185760869565219,-0.3395476190986149,0.10952380952380951,-0.16448195565502025,0.14904761904761904,-0.16403767910988748,0.17952380952380956,-0.11852170140289911,0.7085714285714285,0.5586625285274264,1.7461904761904758,0.7118752946996785,2.505714285714286,0.7002738712786845,2.90047619047619,0.6870506106655564,37571290060.6541,-0.5317698313989668,11631947675.6117,0.4000651864560529,89.2801736441717,0.44644791070674084,4.8,0.46274195721939515,3.0,0.5943536177008425,-86.72878299999999,33.430501
4,2013-05,AL,BIRMINGHAM,2013-05,3.15,"(-86.679525, 33.662932)",35215,16738.36,Other FHA,0.1435047619047619,-0.16486720792334797,0.1638380952380952,-0.17894063571396251,0.19670952380952378,-0.2110750254773542,0.23396000000000003,-0.2605963328544085,0.27416904761904765,-0.3206245678659419,0.42137333333333327,-0.395323338866318,0.6936104761904763,-0.3395476190986149,0.020454545454545458,-0.16448195565502025,0.08090909090909093,-0.16403767910988748,0.11863636363636366,-0.11852170140289911,0.840909090909091,0.5586625285274264,1.9281818181818182,0.7118752946996785,2.7286363636363635,0.7002738712786845,3.112727272727273,0.6870506106655564,40395555554.9932,-0.5317698313989668,9123117418.53368,0.4000651864560529,90.32258801944451,0.44644791070674084,4.7,0.46274195721939515,2.6,0.5943536177008425,-86.679525,33.662932
5,2014-04,AL,BIRMINGHAM,2014-04,3.8,"(-86.816402, 33.553902)",35207,11062.29,Other FHA,0.08864000000000001,-0.16486720792334797,0.120115,-0.17894063571396251,0.1517,-0.2110750254773542,0.1918625,-0.2605963328544085,0.227495,-0.3206245678659419,0.32422500000000004,-0.395323338866318,0.550005,-0.3395476190986149,0.023333333333333345,-0.16448195565502025,0.05333333333333336,-0.16403767910988748,0.10761904761904763,-0.11852170140289911,1.7009523809523805,0.5586625285274264,2.705238095238095,0.7118752946996785,3.265238095238095,0.7002738712786845,3.5176190476190476,0.6870506106655564,44555116847.5878,-0.5317698313989668,10653400066.5467,0.4000651864560529,81.9669757663089,0.44644791070674084,4.3,0.46274195721939515,2.7,0.5943536177008425,-86.816402,33.553902
6,2015-03,AL,BIRMINGHAM,2015-03,3.8,"(-91.227587, 43.806569)",35233,25468.48,Other FHA,0.12134999999999999,-0.16486720792334797,0.14022954545454547,-0.17894063571396251,0.17560000000000003,-0.2110750254773542,0.21958181818181813,-0.2605963328544085,0.26829772727272727,-0.3206245678659419,0.39945,-0.395323338866318,0.700025,-0.3395476190986149,0.02272727272727273,-0.16448195565502025,0.11000000000000001,-0.16403767910988748,0.25363636363636366,-0.11852170140289911,1.5190909090909088,0.5586625285274264,2.042727272727273,0.7118752946996785,2.4068181818181817,0.7002738712786845,2.626363636363636,0.6870506106655564,45758876905.2845,-0.5317698313989668,11837215038.8922,0.4000651864560529,83.34061286074021,0.44644791070674084,3.6,0.46274195721939515,2.4,0.5943536177008425,-91.227587,43.806569
7,2016-02,AL,BIRMINGHAM,2016-02,3.72,"(-86.908253, 33.480815)",35064,14469.51,Other FHA,0.3714619047619048,-0.16486720792334797,0.39233095238095245,-0.17894063571396251,0.43129761904761904,-0.2110750254773542,0.5186452380952381,-0.2605963328544085,0.6227190476190477,-0.3206245678659419,0.8697642857142857,-0.395323338866318,1.1407690476190477,-0.3395476190986149,0.25600000000000006,-0.16448195565502025,0.445,-0.16403767910988748,0.534,-0.11852170140289911,1.222,0.5586625285274264,1.7794999999999999,0.7118752946996785,2.1990000000000003,0.7002738712786845,2.623,0.6870506106655564,48154770296.6926,-0.5317698313989668,11404853913.5663,0.4000651864560529,84.0267577476249,0.44644791070674084,3.1,0.46274195721939515,1.9,0.5943536177008425,-86.908253,33.480815
8,2016-04,AL,BIRMINGHAM,2016-04,3.6,"(-86.8024, 33.5207)",35211,44812.0,Other FHA,0.38031428571428566,-0.16486720792334797,0.39864523809523805,-0.17894063571396251,0.4373976190476192,-0.2110750254773542,0.5229452380952381,-0.2605963328544085,0.6327499999999999,-0.3206245678659419,0.9025404761904764,-0.395323338866318,1.2222214285714286,-0.3395476190986149,0.18761904761904763,-0.16448195565502025,0.37238095238095237,-0.16403767910988748,0.5557142857142858,-0.11852170140289911,1.2580952380952382,0.5586625285274264,1.8052380952380953,0.7118752946996785,2.2104761904761907,0.7002738712786845,2.6233333333333335,0.6870506106655564,48187387172.2131,-0.5317698313989668,11362184412.0981,0.4000651864560529,85.1896726255448,0.44644791070674084,3.6,0.46274195721939515,1.8,0.5943536177008425,-86.8024,33.5207
9,2016-05,AL,BIRMINGHAM,2016-05,3.29,"(-86.815374, 33.431767)",35266,86662.66,Other FHA,0.38527368421052627,-0.16486720792334797,0.4053315789473685,-0.17894063571396251,0.4424947368421052,-0.2110750254773542,0.5332263157894737,-0.2605963328544085,0.6455710526315791,-0.3206245678659419,0.9348736842105263,-0.395323338866318,1.2675078947368421,-0.3395476190986149,0.2261904761904762,-0.16448195565502025,0.4185714285714286,-0.16403767910988748,0.5914285714285713,-0.11852170140289911,1.3004761904761903,0.5586625285274264,1.8061904761904766,0.7118752946996785,2.2166666666666663,0.7002738712786845,2.627619047619048,0.6870506106655564,48887248013.451,-0.5317698313989668,10916249757.9916,0.4000651864560529,87.39008859346599,0.44644791070674084,3.1,0.46274195721939515,1.7,0.5943536177008425,-86.815374,33.431767
