,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(1),Corr with auto_vol(1),student_vol(-4),Corr with student_vol(-4),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(4),Corr with mortgage 90(4),long,lat
0,2011-04,GA,ATLANTA,2011-04,3.96,"(-84.382637, 33.77449)",30308,8995.29,Other FHA,0.14759444444444447,-0.01252760621223158,0.19237777777777781,0.0011874909565323401,0.22143500000000005,0.013364829946474999,0.25190277777777786,0.013468929289035292,0.28138222222222226,0.00724654422797612,0.44229888888888896,-0.02646041212006253,0.7700555555555555,-0.044916622398764386,0.029500000000000005,0.017267112510671104,0.11950000000000002,0.028377534423612533,0.24650000000000002,0.0503639261082229,2.169,0.6795579725494967,3.4549999999999996,0.8299266852543288,4.276000000000001,0.7216431980393506,4.5015,0.6690843378168394,31041077337.2648,-0.10477846273842216,10792773250.4017,-0.6255630099622853,90.24550000965358,-0.49996550786335314,5.0,-0.15013260029770412,4.7,0.10198975925386858,-84.382637,33.77449
1,2011-05,GA,ATLANTA,2011-05,4.24,"(-84.3902, 33.7491)",30354,60471.3,Other FHA,0.130775,-0.01252760621223158,0.16787249999999998,0.0011874909565323401,0.1978005,0.013364829946474999,0.23078799999999994,0.013468929289035292,0.260713,0.00724654422797612,0.41407550000000004,-0.02646041212006253,0.7391499999999999,-0.044916622398764386,0.024285714285714285,0.017267112510671104,0.0866666666666667,0.028377534423612533,0.18809523809523812,0.0503639261082229,1.8423809523809527,0.6795579725494967,3.168571428571429,0.8299266852543288,4.011428571428572,0.7216431980393506,4.293333333333333,0.6690843378168394,31300541846.2612,-0.10477846273842216,11568364841.7538,-0.6255630099622853,90.5649414475864,-0.49996550786335314,4.5,-0.15013260029770412,4.7,0.10198975925386858,-84.3902,33.7491
2,2011-06,GA,ATLANTA,2011-06,3.94,"(-84.4937887, 33.672008500000004)",30331,23274.07,Other FHA,0.12706818181818183,-0.01252760621223158,0.1615431818181819,0.0011874909565323401,0.18716409090909092,0.013364829946474999,0.21923909090909086,0.013468929289035292,0.24782409090909094,0.00724654422797612,0.39758,-0.02646041212006253,0.7268749999999999,-0.044916622398764386,0.0190909090909091,0.017267112510671104,0.1013636363636364,0.028377534423612533,0.18090909090909094,0.0503639261082229,1.5799999999999998,0.6795579725494967,3.002272727272727,0.8299266852543288,3.9145454545454546,0.7216431980393506,4.2327272727272724,0.6690843378168394,31992172727.7437,-0.10477846273842216,11726514214.1317,-0.6255630099622853,88.33905735772379,-0.49996550786335314,4.2,-0.15013260029770412,4.7,0.10198975925386858,-84.4937887,33.672008500000004
3,2012-11,GA,ATLANTA,2012-11,2.53,"(-84.385613, 33.83135)",30303,17235.61,Other FHA,0.1555,-0.01252760621223158,0.18060909090909089,0.0011874909565323401,0.20888636363636362,0.013364829946474999,0.25813636363636355,0.013468929289035292,0.31102272727272723,0.00724654422797612,0.528347727272727,-0.02646041212006253,0.8631931818181818,-0.044916622398764386,0.12449999999999999,0.017267112510671104,0.14450000000000002,0.028377534423612533,0.17850000000000002,0.0503639261082229,0.665,0.6795579725494967,1.654,0.8299266852543288,2.3894999999999995,0.7216431980393506,2.8034999999999997,0.6690843378168394,38808856509.5085,-0.10477846273842216,16111780903.4699,-0.6255630099622853,91.578064558499,-0.49996550786335314,4.6,-0.15013260029770412,3.9,0.10198975925386858,-84.385613,33.83135
4,2012-12,GA,ATLANTA,2012-12,3.12,"(-84.348244, 33.740790999999994)",30316,7846.28,Other FHA,0.1631578947368421,-0.01252760621223158,0.1875157894736842,0.0011874909565323401,0.21092631578947374,0.013364829946474999,0.2552894736842105,0.013468929289035292,0.30947368421052623,0.00724654422797612,0.5145657894736843,-0.02646041212006253,0.8483157894736841,-0.044916622398764386,0.039500000000000014,0.017267112510671104,0.11950000000000005,0.028377534423612533,0.1585,0.0503639261082229,0.6960000000000001,0.6795579725494967,1.7189999999999999,0.8299266852543288,2.4675000000000002,0.7216431980393506,2.8835,0.6690843378168394,39268596272.9965,-0.10477846273842216,11986368496.8635,-0.6255630099622853,88.794109524791,-0.49996550786335314,4.5,-0.15013260029770412,3.6,0.10198975925386858,-84.348244,33.740790999999994
5,2013-03,GA,ATLANTA,2013-03,3.16,"(-84.3902, 33.7491)",30311,15605.82,Other FHA,0.15505000000000002,-0.01252760621223158,0.17309999999999998,0.0011874909565323401,0.20345,0.013364829946474999,0.2419,0.013468929289035292,0.28190000000000004,0.00724654422797612,0.44782500000000003,-0.02646041212006253,0.7351250000000001,-0.044916622398764386,0.07800000000000003,0.017267112510671104,0.11450000000000005,0.028377534423612533,0.14750000000000002,0.0503639261082229,0.8185000000000002,0.6795579725494967,1.9575,0.8299266852543288,2.7840000000000003,0.7216431980393506,3.1625000000000005,0.6690843378168394,40395555554.9932,-0.10477846273842216,10740081615.3953,-0.6255630099622853,88.29263433660921,-0.49996550786335314,4.6,-0.15013260029770412,3.2,0.10198975925386858,-84.3902,33.7491
6,2013-04,GA,ATLANTA,2013-04,3.18,"(-92.481817, 39.897696999999994)",30307,9479.18,Other FHA,0.1539047619047619,-0.01252760621223158,0.17210476190476193,0.0011874909565323401,0.19953333333333334,0.013364829946474999,0.24005714285714277,0.013468929289035292,0.27714285714285714,0.00724654422797612,0.4360190476190476,-0.02646041212006253,0.7168333333333334,-0.044916622398764386,0.049090909090909116,0.017267112510671104,0.09409090909090913,0.028377534423612533,0.12454545454545456,0.0503639261082229,0.7104545454545454,0.6795579725494967,1.7590909090909093,0.8299266852543288,2.5500000000000003,0.7216431980393506,2.9327272727272726,0.6690843378168394,40995097959.5386,-0.10477846273842216,11337096053.4966,-0.6255630099622853,89.95115518901541,-0.49996550786335314,4.3,-0.15013260029770412,3.1,0.10198975925386858,-92.481817,39.897696999999994
7,2013-05,GA,ATLANTA,2013-05,3.115,"(-84.494194, 33.683939)",30331,13049.670000000002,Other FHA,0.1435047619047619,-0.01252760621223158,0.1638380952380952,0.0011874909565323401,0.19670952380952378,0.013364829946474999,0.23396000000000003,0.013468929289035292,0.27416904761904765,0.00724654422797612,0.42137333333333327,-0.02646041212006253,0.6936104761904763,-0.044916622398764386,0.020454545454545458,0.017267112510671104,0.08090909090909093,0.028377534423612533,0.11863636363636366,0.0503639261082229,0.840909090909091,0.6795579725494967,1.9281818181818182,0.8299266852543288,2.7286363636363635,0.7216431980393506,3.112727272727273,0.6690843378168394,41507587847.7023,-0.10477846273842216,11154944519.578999,-0.6255630099622853,90.32258801944451,-0.49996550786335314,4.2,-0.15013260029770412,3.0,0.10198975925386858,-84.494194,33.683939
8,2013-06,GA,ATLANTA,2013-06,3.045,"(-84.447762, 33.792121)",30318,22292.899999999998,Other FHA,0.13074,-0.01252760621223158,0.15964599999999998,0.0011874909565323401,0.19319250000000002,0.013364829946474999,0.23164600000000002,0.013468929289035292,0.27374,0.00724654422797612,0.4139935,-0.02646041212006253,0.6839425000000002,-0.044916622398764386,0.0345,0.017267112510671104,0.08750000000000002,0.028377534423612533,0.142,0.0503639261082229,1.2035,0.6795579725494967,2.3000000000000003,0.8299266852543288,3.0740000000000003,0.7216431980393506,3.400000000000001,0.6690843378168394,41471481477.9035,-0.10477846273842216,11080080767.5225,-0.6255630099622853,88.1059676388142,-0.49996550786335314,3.8,-0.15013260029770412,2.9,0.10198975925386858,-84.447762,33.792121
9,2013-08,GA,ATLANTA,2013-08,4.0,"(-84.349164, 33.81542)",30324,31864.05,Other FHA,0.11782999999999999,-0.01252760621223158,0.1493142857142857,0.0011874909565323401,0.1840704761904762,0.013364829946474999,0.22633523809523812,0.013468929289035292,0.2633952380952381,0.00724654422797612,0.3949285714285714,-0.02646041212006253,0.6679499999999999,-0.044916622398764386,0.03681818181818183,0.017267112510671104,0.07181818181818184,0.028377534423612533,0.12681818181818183,0.0503639261082229,1.5204545454545455,0.6795579725494967,2.7372727272727273,0.8299266852543288,3.488181818181818,0.7216431980393506,3.757727272727273,0.6690843378168394,41062625933.5941,-0.10477846273842216,9123117418.53368,-0.6255630099622853,85.7873584996498,-0.49996550786335314,3.5,-0.15013260029770412,3.0,0.10198975925386858,-84.349164,33.81542
10,2013-12,GA,ATLANTA,2013-12,3.95,"(-84.446772, 33.897158000000005)",30339,196128.76,Other FHA,0.10022500000000001,-0.01252760621223158,0.1273025,0.0011874909565323401,0.16723,0.013364829946474999,0.2127325,0.013468929289035292,0.24389749999999996,0.00724654422797612,0.34639499999999995,-0.02646041212006253,0.579045,-0.044916622398764386,0.019047619047619053,0.017267112510671104,0.09523809523809526,0.028377534423612533,0.13285714285714287,0.0503639261082229,1.5761904761904764,0.6795579725494967,2.901904761904762,0.8299266852543288,3.6266666666666674,0.7216431980393506,3.889047619047619,0.6690843378168394,42151687038.4775,-0.10477846273842216,10210246554.7955,-0.6255630099622853,83.69462947740479,-0.49996550786335314,3.7,-0.15013260029770412,2.5,0.10198975925386858,-84.446772,33.897158000000005
11,2014-01,GA,ATLANTA,2014-01,4.35,"(-84.37438399999999, 33.77213)",30308,5465.11,Other FHA,0.09003181818181817,-0.01252760621223158,0.1219931818181818,0.0011874909565323401,0.1597090909090909,0.013364829946474999,0.204425,0.013468929289035292,0.23822954545454544,0.00724654422797612,0.33795909090909093,-0.02646041212006253,0.5752999999999999,-0.044916622398764386,0.017142857142857144,0.017267112510671104,0.0690476190476191,0.028377534423612533,0.11619047619047623,0.0503639261082229,1.6466666666666665,0.6795579725494967,2.858095238095238,0.8299266852543288,3.521904761904762,0.7216431980393506,3.76904761904762,0.6690843378168394,43204378466.7468,-0.10477846273842216,10216278752.7557,-0.6255630099622853,80.910251046009,-0.49996550786335314,3.4,-0.15013260029770412,2.5,0.10198975925386858,-84.37438399999999,33.77213
12,2014-04,GA,ATLANTA,2014-04,4.33,"(-84.350296, 33.773346000000004)",30306,27606.33,Other FHA,0.08864000000000001,-0.01252760621223158,0.120115,0.0011874909565323401,0.1517,0.013364829946474999,0.1918625,0.013468929289035292,0.227495,0.00724654422797612,0.32422500000000004,-0.02646041212006253,0.550005,-0.044916622398764386,0.023333333333333345,0.017267112510671104,0.05333333333333336,0.028377534423612533,0.10761904761904763,0.0503639261082229,1.7009523809523805,0.6795579725494967,2.705238095238095,0.8299266852543288,3.265238095238095,0.7216431980393506,3.5176190476190476,0.6690843378168394,44462292713.4678,-0.10477846273842216,9402239044.86975,-0.6255630099622853,81.9669757663089,-0.49996550786335314,3.2,-0.15013260029770412,2.3,0.10198975925386858,-84.350296,33.773346000000004
13,2014-08,GA,ATLANTA,2014-08,3.75,"(-84.39, 33.71)",30315,15848.746666666666,Other FHA,0.090785,-0.01252760621223158,0.121725,0.0011874909565323401,0.15602,0.013364829946474999,0.19527250000000002,0.013468929289035292,0.23465000000000003,0.00724654422797612,0.32965500000000003,-0.02646041212006253,0.55889,-0.044916622398764386,0.030000000000000006,0.017267112510671104,0.0523809523809524,0.028377534423612533,0.10714285714285714,0.0503639261082229,1.6314285714285717,0.6795579725494967,2.42,0.8299266852543288,2.9366666666666665,0.7216431980393506,3.2009523809523808,0.6690843378168394,44885858708.7515,-0.10477846273842216,11032404366.8063,-0.6255630099622853,82.08517590205541,-0.49996550786335314,2.7,-0.15013260029770412,2.3,0.10198975925386858,-84.39,33.71
14,2014-11,GA,ATLANTA,2014-11,3.67,"(-84.384731, 33.745867)",30312,42320.04,Other FHA,0.09656999999999999,-0.01252760621223158,0.12222499999999999,0.0011874909565323401,0.1548075,0.013364829946474999,0.20246,0.013468929289035292,0.23286250000000003,0.00724654422797612,0.32679500000000006,-0.02646041212006253,0.56206,-0.044916622398764386,0.04166666666666668,0.017267112510671104,0.06944444444444448,0.028377534423612533,0.13444444444444448,0.0503639261082229,1.6205555555555557,0.6795579725494967,2.325555555555556,0.8299266852543288,2.7644444444444445,0.7216431980393506,3.038333333333333,0.6690843378168394,45241950015.4561,-0.10477846273842216,10638305940.4607,-0.6255630099622853,80.33849809561521,-0.49996550786335314,2.9,-0.15013260029770412,2.1,0.10198975925386858,-84.384731,33.745867
15,2015-07,GA,ATLANTA,2015-07,3.56,"(-84.314587, 33.719997)",30316,12920.01,Other FHA,0.1263,-0.01252760621223158,0.1488782608695652,0.0011874909565323401,0.1881586956521739,0.013364829946474999,0.23940652173913043,0.013468929289035292,0.29066956521739135,0.00724654422797612,0.46192391304347824,-0.02646041212006253,0.7858413043478262,-0.044916622398764386,0.030000000000000002,0.017267112510671104,0.11636363636363636,0.028377534423612533,0.2968181818181819,0.0503639261082229,1.632272727272727,0.6795579725494967,2.3245454545454547,0.8299266852543288,2.7663636363636357,0.7216431980393506,3.066363636363636,0.6690843378168394,48836554747.323,-0.10477846273842216,12019442988.8631,-0.6255630099622853,81.36742750908279,-0.49996550786335314,2.8,-0.15013260029770412,1.6,0.10198975925386858,-84.314587,33.719997
16,2016-04,GA,ATLANTA,2016-04,3.54,"(30.832212, 27.581726)",30318,27014.75,Other FHA,0.38031428571428566,-0.01252760621223158,0.39864523809523805,0.0011874909565323401,0.4373976190476192,0.013364829946474999,0.5229452380952381,0.013468929289035292,0.6327499999999999,0.00724654422797612,0.9025404761904764,-0.02646041212006253,1.2222214285714286,-0.044916622398764386,0.18761904761904763,0.017267112510671104,0.37238095238095237,0.028377534423612533,0.5557142857142858,0.0503639261082229,1.2580952380952382,0.6795579725494967,1.8052380952380953,0.8299266852543288,2.2104761904761907,0.7216431980393506,2.6233333333333335,0.6690843378168394,49276189942.4712,-0.10477846273842216,13039171751.3192,-0.6255630099622853,85.1896726255448,-0.49996550786335314,2.8,-0.15013260029770412,1.4,0.10198975925386858,30.832212,27.581726
17,2017-07,GA,ATLANTA,2017-07,3.53,"(-84.44888900000001, 33.70604)",30311,20561.04,Other FHA,1.1766928571428568,-0.01252760621223158,1.1913757142857144,0.0011874909565323401,1.2280366666666667,0.013364829946474999,1.2566676190476191,0.013468929289035292,1.307512857142857,0.00724654422797612,1.4570814285714284,-0.02646041212006253,1.7410885714285718,-0.044916622398764386,0.9720000000000001,0.017267112510671104,1.1284999999999996,0.028377534423612533,1.2235,0.0503639261082229,1.8720000000000003,0.6795579725494967,2.3179999999999996,0.8299266852543288,2.6505,0.7216431980393506,2.884,0.6690843378168394,47520522623.6854,-0.10477846273842216,12509011080.2031,-0.6255630099622853,89.9213768261837,-0.49996550786335314,2.6,-0.15013260029770412,1.0,0.10198975925386858,-84.44888900000001,33.70604
18,2017-08,GA,ATLANTA,2017-08,3.03,"(-84.457853, 33.87692)",30339,187465.3,Other FHA,1.1775518181818179,-0.01252760621223158,1.197803181818182,0.0011874909565323401,1.2317690909090908,0.013364829946474999,1.264191818181818,0.013468929289035292,1.314176818181818,0.00724654422797612,1.453699090909091,-0.02646041212006253,1.7253381818181814,-0.044916622398764386,0.9795652173913042,0.017267112510671104,1.1291304347826083,0.028377534423612533,1.2291304347826086,0.0503639261082229,1.7765217391304353,0.6795579725494967,2.209130434782609,0.8299266852543288,2.552173913043478,0.7216431980393506,2.795217391304348,0.6690843378168394,49256214828.7987,-0.10477846273842216,12388258203.7622,-0.6255630099622853,87.46440959377459,-0.49996550786335314,2.4,-0.15013260029770412,1.0,0.10198975925386858,-84.457853,33.87692
