,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(1),Corr with auto_vol(1),student_vol(-2),Corr with student_vol(-2),credit_tightness(1),Corr with credit_tightness(1),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(-3),Corr with mortgage 90(-3),long,lat
0,2010-08,CA,SAN DIEGO,2010-08,3.76,"(-117.1628, 32.7174)",92154,91092.23999999999,Other FHA,0.23101619047619049,0.32758504093662205,0.2659952380952381,0.331323662285946,0.27546238095238096,0.33250081766236705,0.3123080952380952,0.33320555437294663,0.3625466666666667,0.3346738407646204,0.5790957142857143,0.3092031084032938,0.9435780952380955,0.27637697240791664,0.15409090909090908,0.34913607962249915,0.19136363636363637,0.35095832674943966,0.25909090909090904,0.35446836453338393,1.4654545454545451,0.5608485886567077,2.6986363636363637,0.46823516051356845,3.516818181818181,0.24549983030282646,3.8031818181818178,0.20255422949678703,29826615528.9652,0.36788195457487005,11833891080.8667,-0.48760385290506797,94.51558950569391,-0.2759995691761901,2.6,-0.3750507831973247,5.8,-0.18269451999460473,-117.1628,32.7174
1,2010-09,CA,SAN DIEGO,2010-09,3.65,"(-117.048975, 32.771005800000005)",92115,66368.59,Other FHA,0.22657136363636363,0.32758504093662205,0.251059090909091,0.331323662285946,0.25699454545454536,0.33250081766236705,0.2738163636363636,0.33320555437294663,0.2913659090909092,0.3346738407646204,0.4777727272727273,0.3092031084032938,0.8043745454545456,0.27637697240791664,0.1166666666666667,0.34913607962249915,0.19333333333333336,0.35095832674943966,0.2566666666666666,0.35446836453338393,1.4104761904761904,0.5608485886567077,2.6476190476190475,0.46823516051356845,3.4690476190476183,0.24549983030282646,3.773333333333333,0.20255422949678703,30512069858.4251,0.36788195457487005,10534224377.9144,-0.48760385290506797,92.4549564204629,-0.2759995691761901,2.6,-0.3750507831973247,5.5,-0.18269451999460473,-117.048975,32.771005800000005
2,2012-08,CA,SAN DIEGO,2012-08,2.73,"(-117.080816, 32.758998)",92115,14661.51,Other FHA,0.15374090909090915,0.32758504093662205,0.18745454545454548,0.331323662285946,0.23783863636363634,0.33250081766236705,0.3331136363636364,0.33320555437294663,0.43259999999999993,0.3346738407646204,0.7177749999999997,0.3092031084032938,1.0426272727272727,0.27637697240791664,0.09217391304347829,0.34913607962249915,0.14043478260869566,0.35095832674943966,0.18347826086956526,0.35446836453338393,0.7139130434782609,0.5608485886567077,1.6782608695652175,0.46823516051356845,2.3978260869565218,0.24549983030282646,2.7708695652173914,0.20255422949678703,37571290060.6541,0.36788195457487005,14585937143.4485,-0.48760385290506797,89.513287195688,-0.2759995691761901,2.2,-0.3750507831973247,3.2,-0.18269451999460473,-117.080816,32.758998
3,2012-12,CA,SAN DIEGO,2012-12,2.65,"(122.87981599999999, 11.22797)",92111,30016.940000000002,Other FHA,0.1631578947368421,0.32758504093662205,0.1875157894736842,0.331323662285946,0.21092631578947374,0.33250081766236705,0.2552894736842105,0.33320555437294663,0.30947368421052623,0.3346738407646204,0.5145657894736843,0.3092031084032938,0.8483157894736841,0.27637697240791664,0.039500000000000014,0.34913607962249915,0.11950000000000005,0.35095832674943966,0.1585,0.35446836453338393,0.6960000000000001,0.5608485886567077,1.7189999999999999,0.46823516051356845,2.4675000000000002,0.24549983030282646,2.8835,0.20255422949678703,39268596272.9965,0.36788195457487005,12022315813.7363,-0.48760385290506797,91.578064558499,-0.2759995691761901,2.2,-0.3750507831973247,2.8,-0.18269451999460473,122.87981599999999,11.22797
4,2013-10,CA,SAN DIEGO,2013-10,3.79,"(-117.145839, 32.748988)",92103,42898.65,Other FHA,0.10426086956521738,0.32758504093662205,0.13668260869565219,0.331323662285946,0.17241521739130433,0.33250081766236705,0.21265,0.33320555437294663,0.2417652173913043,0.3346738407646204,0.36121521739130424,0.3092031084032938,0.6177847826086957,0.27637697240791664,0.1059090909090909,0.34913607962249915,0.07590909090909094,0.35095832674943966,0.12136363636363635,0.35446836453338393,1.366818181818182,0.5608485886567077,2.615909090909091,0.46823516051356845,3.3795454545454544,0.24549983030282646,3.6759090909090903,0.20255422949678703,41658198449.9001,0.36788195457487005,10210246554.7955,-0.48760385290506797,88.4263020205016,-0.2759995691761901,1.7,-0.3750507831973247,1.6,-0.18269451999460473,-117.145839,32.748988
5,2014-02,CA,SAN DIEGO,2014-02,4.205,"(-117.17291999999999, 32.75055)",92103,23678.405,Other FHA,0.08627,0.32758504093662205,0.11939250000000004,0.331323662285946,0.155105,0.33250081766236705,0.19663749999999997,0.33320555437294663,0.23520249999999998,0.3346738407646204,0.3308,0.3092031084032938,0.554605,0.27637697240791664,0.046842105263157914,0.34913607962249915,0.08105263157894738,0.35095832674943966,0.11684210526315793,0.35446836453338393,1.5157894736842106,0.5608485886567077,2.7094736842105265,0.46823516051356845,3.3847368421052626,0.24549983030282646,3.6626315789473685,0.20255422949678703,44555116847.5878,0.36788195457487005,9402239044.86975,-0.48760385290506797,80.910251046009,-0.2759995691761901,1.4,-0.3750507831973247,1.6,-0.18269451999460473,-117.17291999999999,32.75055
6,2014-05,CA,SAN DIEGO,2014-05,3.65,"(-117.1628, 32.7174)",92101,33853.53,Other FHA,0.08842000000000001,0.32758504093662205,0.1198375,0.331323662285946,0.15035749999999998,0.33250081766236705,0.1914675,0.33320555437294663,0.22609000000000004,0.3346738407646204,0.3231200000000001,0.3092031084032938,0.537955,0.27637697240791664,0.026666666666666665,0.34913607962249915,0.05190476190476192,0.35095832674943966,0.0966666666666667,0.35446836453338393,1.5928571428571427,0.5608485886567077,2.559047619047619,0.46823516051356845,3.1152380952380954,0.24549983030282646,3.3899999999999997,0.20255422949678703,43938467193.2505,0.36788195457487005,10653400066.5467,-0.48760385290506797,81.9669757663089,-0.2759995691761901,1.5,-0.3750507831973247,1.4,-0.18269451999460473,-117.1628,32.7174
7,2014-06,CA,SAN DIEGO,2014-06,3.88,"(-117.1628, 32.7174)",92119,55333.52,Other FHA,0.09278571428571428,0.32758504093662205,0.12241428571428574,0.331323662285946,0.1523738095238095,0.33250081766236705,0.19377380952380954,0.33320555437294663,0.2309452380952381,0.3346738407646204,0.32388809523809525,0.3092031084032938,0.5421714285714285,0.27637697240791664,0.024285714285714296,0.34913607962249915,0.06047619047619051,0.35095832674943966,0.10476190476190479,0.35446836453338393,1.679047619047619,0.5608485886567077,2.5985714285714288,0.46823516051356845,3.1533333333333333,0.24549983030282646,3.4199999999999995,0.20255422949678703,44931729222.7983,0.36788195457487005,11032404366.8063,-0.48760385290506797,81.64661519553,-0.2759995691761901,1.2,-0.3750507831973247,1.3,-0.18269451999460473,-117.1628,32.7174
8,2015-06,CA,SAN DIEGO,2015-06,3.125,"(-117.14684399999999, 32.749390000000005)",92103,20484.09,Other FHA,0.12293636363636364,0.32758504093662205,0.14681590909090908,0.331323662285946,0.1858840909090909,0.33250081766236705,0.23472954545454539,0.33320555437294663,0.2827113636363637,0.3346738407646204,0.43974545454545466,0.3092031084032938,0.7702659090909093,0.27637697240791664,0.007727272727272728,0.34913607962249915,0.08681818181818185,0.35095832674943966,0.2754545454545455,0.35446836453338393,1.6836363636363636,0.5608485886567077,2.3636363636363638,0.46823516051356845,2.8454545454545452,0.24549983030282646,3.1118181818181814,0.20255422949678703,48668534366.8701,0.36788195457487005,11835194000.8273,-0.48760385290506797,81.7923503982947,-0.2759995691761901,1.1,-0.3750507831973247,1.1,-0.18269451999460473,-117.14684399999999,32.749390000000005
9,2016-06,CA,SAN DIEGO,2016-06,4.5,"(122.87981599999999, 11.22797)",92021,12396.56,Other FHA,0.3904409090909091,0.32758504093662205,0.41572500000000007,0.331323662285946,0.4527090909090909,0.33250081766236705,0.5394386363636363,0.33320555437294663,0.6516204545454546,0.3346738407646204,0.9360386363636366,0.3092031084032938,1.2592227272727274,0.27637697240791664,0.22136363636363632,0.34913607962249915,0.40409090909090906,0.35095832674943966,0.5522727272727272,0.35446836453338393,1.1663636363636367,0.5608485886567077,1.6440909090909095,0.46823516051356845,2.019090909090909,0.24549983030282646,2.452272727272727,0.20255422949678703,49692544708.3448,0.36788195457487005,10916249757.9916,-0.48760385290506797,87.39008859346599,-0.2759995691761901,0.9,-0.3750507831973247,0.7,-0.18269451999460473,122.87981599999999,11.22797
