,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol,Corr with auto_vol,student_vol(2),Corr with student_vol(2),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90(-2),Corr with mortgage 90(-2)
0,PHOENIX,2012-06,3.34,Other FHA,0.163,3.177,0.7024862432421844,0.19464736842105262,3.1453526315789473,0.7055129277667284,0.24319736842105263,3.096802631578947,0.7096939133725578,0.3459342105263157,2.994065789473684,0.7128993758491374,0.46558684210526313,2.874413157894737,0.6988555569655501,0.7364000000000004,2.6035999999999992,0.6575880463416843,1.0691894736842107,2.270810526315789,0.6088053775764972,0.05190476190476193,3.288095238095238,0.7428815765393733,0.14809523809523809,3.1919047619047616,0.7111399172097528,0.18904761904761905,3.150952380952381,0.6786372350091169,0.7114285714285714,2.6285714285714286,0.5157478192164802,1.6223809523809525,1.7176190476190474,0.3569430772433144,2.3061904761904763,1.0338095238095235,0.18315998584810628,2.698095238095238,0.6419047619047618,0.058935459279711624,36186315501.0541,0.2798378605825958,11986368496.8635,0.3944293655573394,89.513287195688,-0.5642400999730633,3.1,-0.28461135973516255,3.7,-0.2508902003585315
1,PHOENIX,2013-08,3.05,Other FHA,0.11782999999999999,2.9321699999999997,0.7024862432421844,0.1493142857142857,2.9006857142857143,0.7055129277667284,0.1840704761904762,2.8659295238095237,0.7096939133725578,0.22633523809523812,2.823664761904762,0.7128993758491374,0.2633952380952381,2.7866047619047616,0.6988555569655501,0.3949285714285714,2.6550714285714285,0.6575880463416843,0.6679499999999999,2.38205,0.6088053775764972,0.03681818181818183,3.013181818181818,0.7428815765393733,0.07181818181818184,2.978181818181818,0.7111399172097528,0.12681818181818183,2.923181818181818,0.6786372350091169,1.5204545454545455,1.5295454545454543,0.5157478192164802,2.7372727272727273,0.3127272727272725,0.3569430772433144,3.488181818181818,-0.438181818181818,0.18315998584810628,3.757727272727273,-0.707727272727273,0.058935459279711624,41334062733.8549,0.2798378605825958,9473893018.88319,0.3944293655573394,88.4263020205016,-0.5642400999730633,2.3,-0.28461135973516255,1.9,-0.2508902003585315
2,PHOENIX,2013-10,4.0,Other FHA,0.10426086956521738,3.895739130434783,0.7024862432421844,0.13668260869565219,3.863317391304348,0.7055129277667284,0.17241521739130433,3.8275847826086955,0.7096939133725578,0.21265,3.78735,0.7128993758491374,0.2417652173913043,3.758234782608696,0.6988555569655501,0.36121521739130424,3.638784782608696,0.6575880463416843,0.6177847826086957,3.3822152173913045,0.6088053775764972,0.1059090909090909,3.894090909090909,0.7428815765393733,0.07590909090909094,3.924090909090909,0.7111399172097528,0.12136363636363635,3.8786363636363634,0.6786372350091169,1.366818181818182,2.633181818181818,0.5157478192164802,2.615909090909091,1.3840909090909088,0.3569430772433144,3.3795454545454544,0.6204545454545456,0.18315998584810628,3.6759090909090903,0.32409090909090965,0.058935459279711624,41244159430.5284,0.2798378605825958,9402239044.86975,0.3944293655573394,84.4459748156831,-0.5642400999730633,1.8,-0.28461135973516255,1.6,-0.2508902003585315
3,PHOENIX,2016-07,3.1,Other FHA,0.41380476190476195,2.6861952380952383,0.7024862432421844,0.43819285714285716,2.661807142857143,0.7055129277667284,0.4828833333333333,2.617116666666667,0.7096939133725578,0.5734595238095239,2.526540476190476,0.7128993758491374,0.6963095238095237,2.4036904761904765,0.6988555569655501,0.9990666666666668,2.1009333333333333,0.6575880463416843,1.31707619047619,1.78292380952381,0.6088053775764972,0.2635000000000001,2.8365,0.7428815765393733,0.4040000000000001,2.696,0.7111399172097528,0.5135000000000001,2.5865,0.6786372350091169,1.0715,2.0285,0.5157478192164802,1.504,1.596,0.3569430772433144,1.8224999999999998,1.2775000000000003,0.18315998584810628,2.227,0.8730000000000002,0.058935459279711624,49692544708.3448,0.2798378605825958,11482367114.4991,0.3944293655573394,88.43997566936979,-0.5642400999730633,1.7,-0.28461135973516255,0.9,-0.2508902003585315
4,PHOENIX,2017-02,3.25,Other FHA,0.6863609999999999,2.5636390000000002,0.7024862432421844,0.7163664999999999,2.5336335,0.7055129277667284,0.7767084999999999,2.4732915,0.7096939133725578,0.8480275,2.4019725,0.7128993758491374,1.0445964999999997,2.2054035,0.6988555569655501,1.3514585000000001,1.8985414999999999,0.6575880463416843,1.723958,1.526042,0.6088053775764972,0.48210526315789465,2.767894736842105,0.7428815765393733,0.653157894736842,2.596842105263158,0.7111399172097528,0.8205263157894739,2.4294736842105262,0.6786372350091169,1.9015789473684213,1.3484210526315787,0.5157478192164802,2.4189473684210525,0.8310526315789475,0.3569430772433144,2.763684210526316,0.48631578947368403,0.18315998584810628,3.0321052631578946,0.21789473684210536,0.058935459279711624,48913265551.9221,0.2798378605825958,12388258203.7622,0.3944293655573394,89.1832712740787,-0.5642400999730633,1.5,-0.28461135973516255,0.8,-0.2508902003585315
5,PHOENIX,2017-06,3.76,Other FHA,1.0640909090909094,2.6959090909090904,0.7024862432421844,1.1183336363636365,2.6416663636363635,0.7055129277667284,1.1714068181818182,2.5885931818181813,0.7096939133725578,1.2101513636363637,2.5498486363636363,0.7128993758491374,1.2624095454545452,2.4975904545454544,0.6988555569655501,1.4322822727272726,2.327717727272727,0.6575880463416843,1.7322577272727273,2.0277422727272727,0.6088053775764972,0.8413636363636363,2.9186363636363635,0.7428815765393733,1.1095454545454546,2.6504545454545454,0.7111399172097528,1.200909090909091,2.5590909090909086,0.6786372350091169,1.7740909090909094,1.9859090909090904,0.5157478192164802,2.186818181818182,1.5731818181818178,0.3569430772433144,2.5399999999999996,1.2200000000000002,0.18315998584810628,2.796363636363637,0.963636363636363,0.058935459279711624,49068548953.9206,0.2798378605825958,12103218541.1776,0.3944293655573394,89.9213768261837,-0.5642400999730633,1.8,-0.28461135973516255,0.6,-0.2508902003585315
6,PHOENIX,2017-07,3.17,Other FHA,1.1766928571428568,1.9933071428571432,0.7024862432421844,1.1913757142857144,1.9786242857142855,0.7055129277667284,1.2280366666666667,1.9419633333333333,0.7096939133725578,1.2566676190476191,1.9133323809523808,0.7128993758491374,1.307512857142857,1.862487142857143,0.6988555569655501,1.4570814285714284,1.7129185714285715,0.6575880463416843,1.7410885714285718,1.4289114285714282,0.6088053775764972,0.9720000000000001,2.198,0.7428815765393733,1.1284999999999996,2.0415,0.7111399172097528,1.2235,1.9465,0.6786372350091169,1.8720000000000003,1.2979999999999996,0.5157478192164802,2.3179999999999996,0.8520000000000003,0.3569430772433144,2.6505,0.5194999999999999,0.18315998584810628,2.884,0.28600000000000003,0.058935459279711624,48416221734.2909,0.2798378605825958,11813706431.8634,0.3944293655573394,87.46440959377459,-0.5642400999730633,1.7,-0.28461135973516255,0.6,-0.2508902003585315
7,PHOENIX,2017-08,3.32,Other FHA,1.1775518181818179,2.1424481818181818,0.7024862432421844,1.197803181818182,2.122196818181818,0.7055129277667284,1.2317690909090908,2.088230909090909,0.7096939133725578,1.264191818181818,2.0558081818181817,0.7128993758491374,1.314176818181818,2.0058231818181818,0.6988555569655501,1.453699090909091,1.8663009090909088,0.6575880463416843,1.7253381818181814,1.5946618181818184,0.6088053775764972,0.9795652173913042,2.3404347826086958,0.7428815765393733,1.1291304347826083,2.1908695652173913,0.7111399172097528,1.2291304347826086,2.090869565217391,0.6786372350091169,1.7765217391304353,1.5434782608695645,0.5157478192164802,2.209130434782609,1.1108695652173908,0.3569430772433144,2.552173913043478,0.7678260869565219,0.18315998584810628,2.795217391304348,0.5247826086956517,0.058935459279711624,47520522623.6854,0.2798378605825958,11537595366.1601,0.3944293655573394,87.3618752869242,-0.5642400999730633,1.9,-0.28461135973516255,0.6,-0.2508902003585315
8,PHOENIX,2018-05,3.99,Other FHA,1.7065971428571427,2.2834028571428577,0.7024862432421844,1.7524533333333332,2.237546666666667,0.7055129277667284,1.94629,2.04371,0.7096939133725578,2.0937409523809523,1.896259047619048,0.7128993758491374,2.3356085714285713,1.654391428571429,0.6988555569655501,2.499740476190476,1.4902595238095242,0.6575880463416843,2.754757142857143,1.235242857142857,0.6088053775764972,1.706818181818182,2.283181818181818,0.7428815765393733,2.0731818181818187,1.9168181818181815,0.7111399172097528,2.2736363636363635,1.7163636363636368,0.6786372350091169,2.816818181818181,1.1731818181818192,0.5157478192164802,2.977727272727273,1.0122727272727272,0.3569430772433144,3.0518181818181818,0.9381818181818184,0.18315998584810628,3.1318181818181827,0.8581818181818175,0.058935459279711624,50407042046.8076,0.2798378605825958,13062636860.3963,0.3944293655573394,85.8866598662335,-0.5642400999730633,1.6,-0.28461135973516255,0.5,-0.2508902003585315
9,PHOENIX,2018-06,3.8,Other FHA,1.8376333333333337,1.9623666666666661,0.7024862432421844,1.9170571428571423,1.8829428571428575,0.7055129277667284,2.068429047619047,1.7315709523809528,0.7096939133725578,2.1502619047619045,1.6497380952380953,0.7128993758491374,2.330264285714286,1.4697357142857137,0.6988555569655501,2.4958952380952377,1.304104761904762,0.6575880463416843,2.759644285714286,1.0403557142857136,0.6088053775764972,1.8052380952380953,1.9947619047619045,0.7428815765393733,2.113809523809524,1.6861904761904758,0.7111399172097528,2.328095238095238,1.4719047619047618,0.6786372350091169,2.775714285714286,1.024285714285714,0.5157478192164802,2.9123809523809525,0.8876190476190473,0.3569430772433144,2.9776190476190476,0.8223809523809522,0.18315998584810628,3.0500000000000007,0.7499999999999991,0.058935459279711624,50165072031.0326,0.2798378605825958,12917630009.557,0.3944293655573394,,-0.5642400999730633,1.7,-0.28461135973516255,0.5,-0.2508902003585315
