,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(-4),Corr with student_vol(-4),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(1),Corr with mortgage 90(1),long,lat
0,2010-02,NC,GREENSBORO,2010-02,4.78,"(-121.548569, 39.017210999999996)",5689.2,Other FHA,0.172487,-0.2771752987880473,0.20809400000000006,-0.2723561926604094,0.22906349999999992,-0.2848809833302078,0.23978050000000012,-0.3190225788071135,0.25051950000000006,-0.3710338457339159,0.38779850000000005,-0.4620943853160849,0.8515799999999999,-0.44617176653307616,0.05736842105263157,-0.26120204198280084,0.18105263157894735,-0.27720897023805485,0.34578947368421054,-0.26176550322425274,2.363684210526315,0.4761608611858449,3.691052631578947,0.7993169972806762,4.481052631578947,0.8541563200668716,4.619473684210526,0.8468366668464848,28389074974.2894,-0.6356908290042247,14402813469.2945,0.8546307548582558,96.8995739482615,0.544390124933446,5.7,0.6642836586957322,4.1,0.5193202358151304,-121.548569,39.017210999999996
1,2011-10,NC,GREENSBORO,2011-10,3.99,"(-82.441649, 42.957283000000004)",11829.95,Other FHA,0.1416352380952381,-0.2771752987880473,0.19074095238095234,-0.2723561926604094,0.24373904761904758,-0.2848809833302078,0.3185252380952381,-0.3190225788071135,0.4064785714285714,-0.3710338457339159,0.59521,-0.4620943853160849,0.9086428571428572,-0.44617176653307616,0.013500000000000003,-0.26120204198280084,0.05450000000000003,-0.27720897023805485,0.1145,-0.26176550322425274,1.0614999999999999,0.4761608611858449,2.1519999999999997,0.7993169972806762,2.8695,0.8541563200668716,3.128,0.8468366668464848,35532707747.113,-0.6356908290042247,12472473242.0863,0.8546307548582558,90.5649414475864,0.544390124933446,4.9,0.6642836586957322,3.8,0.5193202358151304,-82.441649,42.957283000000004
2,2012-07,NC,GREENSBORO,2012-07,2.85,"(-79.910415, 36.038099)",68110.52,Other FHA,0.16720454545454547,-0.2771752987880473,0.19873636363636368,-0.2723561926604094,0.24646136363636365,-0.2848809833302078,0.34024999999999994,-0.3190225788071135,0.4535545454545455,-0.3710338457339159,0.7302181818181818,-0.4620943853160849,1.0653181818181816,-0.44617176653307616,0.06952380952380956,-0.26120204198280084,0.14571428571428574,-0.27720897023805485,0.18571428571428572,-0.26176550322425274,0.6195238095238095,0.4761608611858449,1.5266666666666664,0.7993169972806762,2.217142857142857,0.8541563200668716,2.5900000000000003,0.8468366668464848,38410438812.4053,-0.6356908290042247,11251067892.2966,0.8546307548582558,89.00857713430821,0.544390124933446,4.5,0.6642836586957322,3.5,0.5193202358151304,-79.910415,36.038099
3,2015-06,NC,GREENSBORO,2015-06,3.5,"(-79.794725, 36.054726)",39875.17,Other FHA,0.12293636363636364,-0.2771752987880473,0.14681590909090908,-0.2723561926604094,0.1858840909090909,-0.2848809833302078,0.23472954545454539,-0.3190225788071135,0.2827113636363637,-0.3710338457339159,0.43974545454545466,-0.4620943853160849,0.7702659090909093,-0.44617176653307616,0.007727272727272728,-0.26120204198280084,0.08681818181818185,-0.27720897023805485,0.2754545454545455,-0.26176550322425274,1.6836363636363636,0.4761608611858449,2.3636363636363638,0.7993169972806762,2.8454545454545452,0.8541563200668716,3.1118181818181814,0.8468366668464848,48752987466.2114,-0.6356908290042247,11837215038.8922,0.8546307548582558,82.23381292700279,0.544390124933446,3.4,0.6642836586957322,2.3,0.5193202358151304,-79.794725,36.054726
4,2015-11,NC,GREENSBORO,2015-11,3.9333333333333336,"(-79.780603, 36.105471)",15225.216666666665,Other FHA,0.13066666666666668,-0.2771752987880473,0.1559214285714286,-0.2723561926604094,0.20844761904761913,-0.2848809833302078,0.286702380952381,-0.3190225788071135,0.3709714285714286,-0.3710338457339159,0.6063738095238096,-0.4620943853160849,0.9343738095238093,-0.44617176653307616,0.07105263157894738,-0.26120204198280084,0.32789473684210524,-0.27720897023805485,0.47684210526315784,-0.26176550322425274,1.6710526315789473,0.4761608611858449,2.2631578947368416,0.7993169972806762,2.6863157894736847,0.8541563200668716,3.03,0.8468366668464848,48187387172.2131,-0.6356908290042247,11834405659.8436,0.8546307548582558,82.89218119322959,0.544390124933446,3.5,0.6642836586957322,2.1,0.5193202358151304,-79.780603,36.105471
5,2016-08,NC,GREENSBORO,2016-08,3.06,"(-79.880146, 36.087915)",80514.03,Other FHA,0.41817045454545454,-0.2771752987880473,0.4429568181818182,-0.2723561926604094,0.5122418181818182,-0.2848809833302078,0.6351372727272727,-0.3190225788071135,0.810223181818182,-0.3710338457339159,1.1977463636363632,-0.4620943853160849,1.5097959090909088,-0.44617176653307616,0.2608695652173914,-0.26120204198280084,0.4460869565217393,-0.27720897023805485,0.5682608695652173,-0.26176550322425274,1.1330434782608694,0.4761608611858449,1.5565217391304347,0.7993169972806762,1.8895652173913038,0.8541563200668716,2.261739130434783,0.8468366668464848,51124149514.2735,-0.6356908290042247,10916249757.9916,0.8546307548582558,85.2359522201137,0.544390124933446,2.9,0.6642836586957322,1.6,0.5193202358151304,-79.880146,36.087915
6,2017-02,NC,GREENSBORO,2017-02,3.5,"(-79.823761, 36.018687)",81083.785,Other FHA,0.6863609999999999,-0.2771752987880473,0.7163664999999999,-0.2723561926604094,0.7767084999999999,-0.2848809833302078,0.8480275,-0.3190225788071135,1.0445964999999997,-0.3710338457339159,1.3514585000000001,-0.4620943853160849,1.723958,-0.44617176653307616,0.48210526315789465,-0.26120204198280084,0.653157894736842,-0.27720897023805485,0.8205263157894739,-0.26176550322425274,1.9015789473684213,0.4761608611858449,2.4189473684210525,0.7993169972806762,2.763684210526316,0.8541563200668716,3.0321052631578946,0.8468366668464848,49068548953.9206,-0.6356908290042247,11692339154.1207,0.8546307548582558,89.2057504560787,0.544390124933446,3.7,0.6642836586957322,1.5,0.5193202358151304,-79.823761,36.018687
7,2017-03,NC,GREENSBORO,2017-03,3.49,"(-79.908886, 36.019696)",128394.53,Other FHA,0.8095565217391305,-0.2771752987880473,0.8706386956521739,-0.2723561926604094,0.9286352173913045,-0.2848809833302078,0.982656956521739,-0.3190225788071135,1.134713043478261,-0.3710338457339159,1.4258673913043478,-0.4620943853160849,1.8069104347826086,-0.44617176653307616,0.662608695652174,-0.26120204198280084,0.8856521739130436,-0.27720897023805485,1.0104347826086957,-0.26176550322425274,2.013478260869565,0.4761608611858449,2.4817391304347827,0.7993169972806762,2.8317391304347823,0.8541563200668716,3.0813043478260873,0.8468366668464848,48416221734.2909,-0.6356908290042247,12137144620.0221,0.8546307548582558,88.1697673489486,0.544390124933446,3.8,0.6642836586957322,1.4,0.5193202358151304,-79.908886,36.019696
8,2017-10,NC,GREENSBORO,2017-10,3.36,"(-79.862291, 36.03171)",8815.564999999999,Other FHA,1.1834895238095235,-0.2771752987880473,1.2040609090909093,-0.2723561926604094,1.2385486363636362,-0.2848809833302078,1.287584090909091,-0.3190225788071135,1.3607931818181818,-0.3710338457339159,1.541957272727273,-0.4620943853160849,1.8208568181818179,-0.44617176653307616,0.9957142857142858,-0.26120204198280084,1.2495238095238093,-0.27720897023805485,1.3976190476190478,-0.26176550322425274,1.9809523809523806,0.4761608611858449,2.3600000000000003,0.7993169972806762,2.649047619047619,0.8541563200668716,2.8780952380952383,0.8468366668464848,49574400061.0285,-0.6356908290042247,12745337772.3068,0.8546307548582558,88.11497433433529,0.544390124933446,3.0,0.6642836586957322,1.6,0.5193202358151304,-79.862291,36.03171
9,2018-01,NC,GREENSBORO,2018-01,3.34,"(-79.82629, 36.138641)",37855.68,Other FHA,1.4378880952380952,-0.2771752987880473,1.467563181818182,-0.2723561926604094,1.5610881818181819,-0.2848809833302078,1.6355336363636364,-0.3190225788071135,1.733970909090909,-0.3710338457339159,1.9067609090909092,-0.4620943853160849,2.196459545454545,-0.44617176653307616,1.3000000000000003,-0.26120204198280084,1.6199999999999994,-0.27720897023805485,1.8028571428571425,-0.26176550322425274,2.381904761904762,0.4761608611858449,2.5838095238095242,0.7993169972806762,2.7342857142857144,0.8541563200668716,2.8776190476190475,0.8468366668464848,50407042046.8076,-0.6356908290042247,11813706431.8634,0.8546307548582558,87.46440959377459,0.544390124933446,3.1,0.6642836586957322,1.5,0.5193202358151304,-79.82629,36.138641
