,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-4),Corr with auto_vol(-4),student_vol(3),Corr with student_vol(3),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-4),Corr with mortgage 90(-4)
0,FL,JACKSONVILLE,2011-03,3.72,Other FHA,0.2076739130434783,3.512326086956522,0.3829847484876194,0.23889782608695653,3.481102173913044,0.38483644706898584,0.2532847826086956,3.4667152173913047,0.3942345211082471,0.2829456521739131,3.437054347826087,0.40810235453692284,0.30843478260869567,3.4115652173913045,0.42598008602025556,0.4607826086956522,3.259217391304348,0.43799535988612004,0.7797065217391305,2.9402934782608696,0.4441878488086535,0.06478260869565221,3.655217391304348,0.3974070802058303,0.15652173913043482,3.5634782608695654,0.4272693847520633,0.25913043478260867,3.4608695652173918,0.44652630620556255,2.1134782608695653,1.606521739130435,0.64214794587431,3.414347826086956,0.3056521739130442,0.5843570524470293,4.26608695652174,-0.5460869565217394,0.32834212558853587,4.5139130434782615,-0.7939130434782613,0.23088122129609942,30207558860.6451,0.3556923463839791,12472473242.0863,0.6882605781552519,90.24550000965358,-0.6126904138081553,4.5,-0.4298875813871258,6.0,-0.3898896484189478
1,FL,JACKSONVILLE,2012-05,3.65,Other FHA,0.15161363636363637,3.4983863636363637,0.3829847484876194,0.19053181818181822,3.4594681818181816,0.38483644706898584,0.23893181818181805,3.411068181818182,0.3942345211082471,0.3457045454545453,3.3042954545454544,0.40810235453692284,0.4665318181818183,3.1834681818181814,0.42598008602025556,0.732990909090909,2.917009090909091,0.43799535988612004,1.0615068181818177,2.5884931818181824,0.4441878488086535,0.06590909090909093,3.584090909090909,0.3974070802058303,0.14545454545454548,3.5045454545454544,0.4272693847520633,0.19181818181818186,3.458181818181818,0.44652630620556255,0.7618181818181818,2.888181818181818,0.64214794587431,1.8031818181818189,1.846818181818181,0.5843570524470293,2.525909090909091,1.124090909090909,0.32834212558853587,2.930909090909091,0.7190909090909088,0.23088122129609942,35385458151.3724,0.3556923463839791,11986368496.8635,0.6882605781552519,89.6061116730853,-0.6126904138081553,4.5,-0.4298875813871258,7.2,-0.3898896484189478
2,FL,JACKSONVILLE,2013-02,2.33,Other FHA,0.15464999999999998,2.17535,0.3829847484876194,0.17315,2.15685,0.38483644706898584,0.20129999999999998,2.1287000000000003,0.3942345211082471,0.2455,2.0845000000000002,0.40810235453692284,0.29049499999999995,2.039505,0.42598008602025556,0.463425,1.866575,0.43799535988612004,0.761875,1.5681250000000002,0.4441878488086535,0.0768421052631579,2.2531578947368422,0.3974070802058303,0.12421052631578947,2.2057894736842107,0.4272693847520633,0.15736842105263157,2.1726315789473687,0.44652630620556255,0.8463157894736841,1.483684210526316,0.64214794587431,1.9842105263157896,0.3457894736842104,0.5843570524470293,2.782631578947368,-0.45263157894736805,0.32834212558853587,3.165263157894737,-0.8352631578947367,0.23088122129609942,37685204803.0042,0.3556923463839791,9498561196.652071,0.6882605781552519,88.29263433660921,-0.6126904138081553,4.4,-0.4298875813871258,6.4,-0.3898896484189478
3,FL,JACKSONVILLE,2013-04,2.62,Other FHA,0.1539047619047619,2.4660952380952383,0.3829847484876194,0.17210476190476193,2.447895238095238,0.38483644706898584,0.19953333333333334,2.420466666666667,0.3942345211082471,0.24005714285714277,2.3799428571428574,0.40810235453692284,0.27714285714285714,2.342857142857143,0.42598008602025556,0.4360190476190476,2.1839809523809524,0.43799535988612004,0.7168333333333334,1.9031666666666667,0.4441878488086535,0.049090909090909116,2.570909090909091,0.3974070802058303,0.09409090909090913,2.525909090909091,0.4272693847520633,0.12454545454545456,2.4954545454545456,0.44652630620556255,0.7104545454545454,1.9095454545454547,0.64214794587431,1.7590909090909093,0.8609090909090908,0.5843570524470293,2.5500000000000003,0.06999999999999984,0.32834212558853587,2.9327272727272726,-0.3127272727272725,0.23088122129609942,38808856509.5085,0.3556923463839791,8901986132.75728,0.6882605781552519,90.32258801944451,-0.6126904138081553,4.4,-0.4298875813871258,6.2,-0.3898896484189478
4,FL,JACKSONVILLE,2013-12,4.29,Other FHA,0.10022500000000001,4.189775,0.3829847484876194,0.1273025,4.1626975,0.38483644706898584,0.16723,4.12277,0.3942345211082471,0.2127325,4.0772675,0.40810235453692284,0.24389749999999996,4.0461025,0.42598008602025556,0.34639499999999995,3.9436050000000002,0.43799535988612004,0.579045,3.7109550000000002,0.4441878488086535,0.019047619047619053,4.270952380952381,0.3974070802058303,0.09523809523809526,4.194761904761905,0.4272693847520633,0.13285714285714287,4.1571428571428575,0.44652630620556255,1.5761904761904764,2.7138095238095237,0.64214794587431,2.901904761904762,1.388095238095238,0.5843570524470293,3.6266666666666674,0.6633333333333327,0.32834212558853587,3.889047619047619,0.40095238095238095,0.23088122129609942,41334062733.8549,0.3556923463839791,10653400066.5467,0.6882605781552519,80.910251046009,-0.6126904138081553,3.6,-0.4298875813871258,4.7,-0.3898896484189478
5,FL,JACKSONVILLE,2015-12,3.875,Other FHA,0.2286238095238095,3.6463761904761904,0.3829847484876194,0.289352380952381,3.585647619047619,0.38483644706898584,0.3523071428571429,3.5226928571428573,0.3942345211082471,0.44092857142857156,3.4340714285714284,0.40810235453692284,0.5332357142857143,3.3417642857142855,0.42598008602025556,0.7638285714285715,3.1111714285714287,0.43799535988612004,1.0841380952380955,2.7908619047619045,0.4441878488086535,0.17181818181818184,3.703181818181818,0.3974070802058303,0.4990909090909091,3.375909090909091,0.4272693847520633,0.6536363636363638,3.221363636363636,0.44652630620556255,1.6986363636363635,2.1763636363636367,0.64214794587431,2.2427272727272736,1.6322727272727264,0.5843570524470293,2.6072727272727274,1.2677272727272726,0.32834212558853587,2.97,0.9049999999999998,0.23088122129609942,48836554747.323,0.3556923463839791,11362184412.0981,0.6882605781552519,83.5754036116387,-0.6126904138081553,2.7,-0.4298875813871258,2.3,-0.3898896484189478
6,FL,JACKSONVILLE,2016-04,3.72,Other FHA,0.38031428571428566,3.3396857142857144,0.3829847484876194,0.39864523809523805,3.3213547619047623,0.38483644706898584,0.4373976190476192,3.282602380952381,0.3942345211082471,0.5229452380952381,3.197054761904762,0.40810235453692284,0.6327499999999999,3.08725,0.42598008602025556,0.9025404761904764,2.8174595238095237,0.43799535988612004,1.2222214285714286,2.4977785714285714,0.4441878488086535,0.18761904761904763,3.5323809523809526,0.3974070802058303,0.37238095238095237,3.3476190476190477,0.4272693847520633,0.5557142857142858,3.1642857142857146,0.44652630620556255,1.2580952380952382,2.461904761904762,0.64214794587431,1.8052380952380953,1.9147619047619049,0.5843570524470293,2.2104761904761907,1.5095238095238095,0.32834212558853587,2.6233333333333335,1.0966666666666667,0.23088122129609942,48291644449.3811,0.3556923463839791,11531266279.4831,0.6882605781552519,87.39008859346599,-0.6126904138081553,2.8,-0.4298875813871258,2.2,-0.3898896484189478
7,FL,JACKSONVILLE,2017-06,3.225,Other FHA,1.0640909090909094,2.1609090909090907,0.3829847484876194,1.1183336363636365,2.1066663636363634,0.38483644706898584,1.1714068181818182,2.053593181818182,0.3942345211082471,1.2101513636363637,2.014848636363636,0.40810235453692284,1.2624095454545452,1.9625904545454549,0.42598008602025556,1.4322822727272726,1.7927177272727275,0.43799535988612004,1.7322577272727273,1.4927422727272728,0.4441878488086535,0.8413636363636363,2.3836363636363638,0.3974070802058303,1.1095454545454546,2.1154545454545453,0.4272693847520633,1.200909090909091,2.0240909090909094,0.44652630620556255,1.7740909090909094,1.4509090909090907,0.64214794587431,2.186818181818182,1.038181818181818,0.5843570524470293,2.5399999999999996,0.6850000000000005,0.32834212558853587,2.796363636363637,0.42863636363636326,0.23088122129609942,48913265551.9221,0.3556923463839791,11813706431.8634,0.6882605781552519,89.9213768261837,-0.6126904138081553,2.1,-0.4298875813871258,1.7,-0.3898896484189478
8,FL,JACKSONVILLE,2017-12,3.25,Other FHA,1.3144094736842107,1.9355905263157893,0.3829847484876194,1.3913115789473685,1.8586884210526315,0.38483644706898584,1.4850410526315792,1.7649589473684208,0.3942345211082471,1.5354463157894738,1.7145536842105262,0.40810235453692284,1.6017521052631578,1.6482478947368422,0.42598008602025556,1.7680373684210524,1.4819626315789476,0.43799535988612004,2.0434931578947366,1.2065068421052634,0.4441878488086535,1.204,2.0460000000000003,0.3974070802058303,1.4950000000000003,1.7549999999999997,0.4272693847520633,1.7005,1.5495,0.44652630620556255,2.1819999999999995,1.0680000000000005,0.64214794587431,2.4025,0.8475000000000001,0.5843570524470293,2.5970000000000004,0.6529999999999996,0.32834212558853587,2.768,0.4820000000000002,0.23088122129609942,47520522623.6854,0.3556923463839791,11725018303.5706,0.6882605781552519,88.50967086025801,-0.6126904138081553,2.4,-0.4298875813871258,1.3,-0.3898896484189478
9,FL,JACKSONVILLE,2018-06,3.97,Other FHA,1.8376333333333337,2.1323666666666665,0.3829847484876194,1.9170571428571423,2.052942857142858,0.38483644706898584,2.068429047619047,1.9015709523809532,0.3942345211082471,2.1502619047619045,1.8197380952380957,0.40810235453692284,2.330264285714286,1.639735714285714,0.42598008602025556,2.4958952380952377,1.4741047619047625,0.43799535988612004,2.759644285714286,1.210355714285714,0.4441878488086535,1.8052380952380953,2.164761904761905,0.3974070802058303,2.113809523809524,1.8561904761904762,0.4272693847520633,2.328095238095238,1.6419047619047622,0.44652630620556255,2.775714285714286,1.1942857142857144,0.64214794587431,2.9123809523809525,1.0576190476190477,0.5843570524470293,2.9776190476190476,0.9923809523809526,0.32834212558853587,3.0500000000000007,0.9199999999999995,0.23088122129609942,49574400061.0285,0.3556923463839791,12115078194.3566,0.6882605781552519,,-0.6126904138081553,1.5,-0.4298875813871258,1.2,-0.3898896484189478
10,FL,JACKSONVILLE,2018-07,4.03,Other FHA,1.918467142857143,2.1115328571428575,0.3829847484876194,1.9587813636363633,2.071218636363637,0.38483644706898584,2.0789990909090905,1.9510009090909097,0.3942345211082471,2.1733236363636363,1.856676363636364,0.40810235453692284,2.3391181818181823,1.690881818181818,0.42598008602025556,2.519525454545455,1.5104745454545454,0.43799535988612004,2.7944931818181815,1.2355068181818187,0.4441878488086535,1.8933333333333329,2.1366666666666676,0.3974070802058303,2.1680952380952383,1.861904761904762,0.4272693847520633,2.3876190476190478,1.6423809523809525,0.44652630620556255,2.7776190476190483,1.252380952380952,0.64214794587431,2.8890476190476195,1.1409523809523807,0.5843570524470293,2.944761904761905,1.0852380952380951,0.32834212558853587,3.006666666666667,1.0233333333333334,0.23088122129609942,50828048870.0026,0.3556923463839791,13275367584.5731,0.6882605781552519,,-0.6126904138081553,1.5,-0.4298875813871258,1.3,-0.3898896484189478
