,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol,Corr with student_vol,credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(-4),Corr with mortgage 90(-4),long,lat
0,2013-03,FL,TAMPA,2013-03,3.48,"(-82.440096, 28.063045000000002)",33612,5204.41,Other FHA,0.15505000000000002,0.056908578552541854,0.17309999999999998,0.04290122770439457,0.20345,0.04158498524693245,0.2419,0.04371992703833431,0.28190000000000004,0.03748383623981695,0.44782500000000003,-0.00812921994714563,0.7351250000000001,-0.03820116609276247,0.07800000000000003,0.0797278905239574,0.11450000000000005,0.05412693069790628,0.14750000000000002,0.0444686599278064,0.8185000000000002,0.06920019838722577,1.9575,-0.11224781110084872,2.7840000000000003,-0.2494670745997408,3.1625000000000005,-0.2822689937712105,41471481477.9035,0.3598103551991755,9855625468.0504,0.25829890092013413,88.794109524791,-0.7239152085077233,2.7,-0.27619427826989496,7.6,-0.15870070785050125,-82.440096,28.063045000000002
1,2013-07,FL,TAMPA,2013-07,2.91,"(-82.578671, 28.074982000000002)",33625,63935.52,Other FHA,0.12117913043478262,0.056908578552541854,0.15611695652173913,0.04290122770439457,0.19111913043478265,0.04158498524693245,0.232388695652174,0.04371992703833431,0.26758260869565215,0.03748383623981695,0.40307869565217386,-0.00812921994714563,0.6838491304347826,-0.03820116609276247,0.020909090909090912,0.0797278905239574,0.07363636363636367,0.05412693069790628,0.12181818181818184,0.0444686599278064,1.4031818181818183,0.06920019838722577,2.5822727272727275,-0.11224781110084872,3.3072727272727276,-0.2494670745997408,3.605,-0.2822689937712105,41658198449.9001,0.3598103551991755,8901986132.75728,0.25829890092013413,89.95115518901541,-0.7239152085077233,2.8,-0.27619427826989496,6.8,-0.15870070785050125,-82.578671,28.074982000000002
2,2013-08,FL,TAMPA,2013-08,3.2,"(-82.586609, 28.05892)",33626,113878.28,Other FHA,0.11782999999999999,0.056908578552541854,0.1493142857142857,0.04290122770439457,0.1840704761904762,0.04158498524693245,0.22633523809523812,0.04371992703833431,0.2633952380952381,0.03748383623981695,0.3949285714285714,-0.00812921994714563,0.6679499999999999,-0.03820116609276247,0.03681818181818183,0.0797278905239574,0.07181818181818184,0.05412693069790628,0.12681818181818183,0.0444686599278064,1.5204545454545455,0.06920019838722577,2.7372727272727273,-0.11224781110084872,3.488181818181818,-0.2494670745997408,3.757727272727273,-0.2822689937712105,41561863313.5151,0.3598103551991755,10210246554.7955,0.25829890092013413,90.32258801944451,-0.7239152085077233,2.4,-0.27619427826989496,6.6,-0.15870070785050125,-82.586609,28.05892
3,2013-09,FL,TAMPA,2013-09,3.45,"(-82.528816, 27.871551)",33616,173369.73,Other FHA,0.11272380952380952,0.056908578552541854,0.14323238095238094,0.04290122770439457,0.18057476190476196,0.04158498524693245,0.22133904761904755,0.04371992703833431,0.2531785714285715,0.03748383623981695,0.38033809523809525,-0.00812921994714563,0.6526857142857143,-0.03820116609276247,0.017500000000000005,0.0797278905239574,0.04150000000000001,0.05412693069790628,0.11850000000000002,0.0444686599278064,1.5959999999999999,0.06920019838722577,2.8095,-0.11224781110084872,3.526,-0.2494670745997408,3.7870000000000004,-0.2822689937712105,42151687038.4775,0.3598103551991755,10216278752.7557,0.25829890092013413,88.1059676388142,-0.7239152085077233,2.8,-0.27619427826989496,6.2,-0.15870070785050125,-82.528816,27.871551
4,2014-04,FL,TAMPA,2014-04,4.05,"(-82.345025, 27.983226000000002)",33610,30363.33,Other FHA,0.08864000000000001,0.056908578552541854,0.120115,0.04290122770439457,0.1517,0.04158498524693245,0.1918625,0.04371992703833431,0.227495,0.03748383623981695,0.32422500000000004,-0.00812921994714563,0.550005,-0.03820116609276247,0.023333333333333345,0.0797278905239574,0.05333333333333336,0.05412693069790628,0.10761904761904763,0.0444686599278064,1.7009523809523805,0.06920019838722577,2.705238095238095,-0.11224781110084872,3.265238095238095,-0.2494670745997408,3.5176190476190476,-0.2822689937712105,45277214883.1472,0.3598103551991755,11032404366.8063,0.25829890092013413,80.910251046009,-0.7239152085077233,2.4,-0.27619427826989496,5.1,-0.15870070785050125,-82.345025,27.983226000000002
5,2015-02,FL,TAMPA,2015-02,3.67,"(-82.516835, 27.871078000000004)",33616,49302.84,Other FHA,0.11784999999999998,0.056908578552541854,0.13764249999999997,0.04290122770439457,0.17207499999999998,0.04158498524693245,0.2121925,0.04371992703833431,0.25842,0.03748383623981695,0.37596500000000005,-0.00812921994714563,0.6601375,-0.03820116609276247,0.017894736842105265,0.0797278905239574,0.07105263157894741,0.05412693069790628,0.22421052631578947,0.0444686599278064,1.472631578947368,0.06920019838722577,1.9752631578947366,-0.11224781110084872,2.3384210526315794,-0.2494670745997408,2.566315789473684,-0.2822689937712105,48997735451.5931,0.3598103551991755,11837215038.8922,0.25829890092013413,80.33849809561521,-0.7239152085077233,2.1,-0.27619427826989496,4.0,-0.15870070785050125,-82.516835,27.871078000000004
6,2015-10,FL,TAMPA,2015-10,3.75,"(-82.454839, 27.963478000000002)",33602,15062.26,Other FHA,0.13160454545454547,0.056908578552541854,0.15531363636363638,0.04290122770439457,0.19451136363636365,0.04158498524693245,0.2514522727272726,0.04371992703833431,0.32135909090909087,0.03748383623981695,0.5284272727272726,-0.00812921994714563,0.8378659090909092,-0.03820116609276247,0.014285714285714287,0.0797278905239574,0.11380952380952382,0.05412693069790628,0.26333333333333336,0.0444686599278064,1.3857142857142857,0.06920019838722577,2.0699999999999994,-0.11224781110084872,2.5028571428571427,-0.2494670745997408,2.8880952380952376,-0.2822689937712105,48927223434.2447,0.3598103551991755,11758109185.709,0.25829890092013413,81.36742750908279,-0.7239152085077233,2.2,-0.27619427826989496,3.1,-0.15870070785050125,-82.454839,27.963478000000002
7,2016-12,FL,TAMPA,2016-12,2.88,"(-82.456704, 27.959028000000004)",33602,72233.24,Other FHA,0.5606285,0.056908578552541854,0.6315605,0.04290122770439457,0.7119585,0.04158498524693245,0.7883325000000001,0.04371992703833431,0.9753284999999998,0.03748383623981695,1.3063339999999999,-0.00812921994714563,1.6692235,-0.03820116609276247,0.42333333333333334,0.0797278905239574,0.638095238095238,0.05412693069790628,0.8661904761904763,0.0444686599278064,1.9590476190476194,0.06920019838722577,2.491904761904762,-0.11224781110084872,2.835238095238095,-0.2494670745997408,3.1133333333333324,-0.2822689937712105,47316214443.3566,0.3598103551991755,12605986919.9069,0.25829890092013413,89.2057504560787,-0.7239152085077233,2.3,-0.27619427826989496,2.3,-0.15870070785050125,-82.456704,27.959028000000004
8,2017-03,FL,TAMPA,2017-03,3.4,"(-82.557727, 27.993920000000003)",33634,192935.16,Other FHA,0.8095565217391305,0.056908578552541854,0.8706386956521739,0.04290122770439457,0.9286352173913045,0.04158498524693245,0.982656956521739,0.04371992703833431,1.134713043478261,0.03748383623981695,1.4258673913043478,-0.00812921994714563,1.8069104347826086,-0.03820116609276247,0.662608695652174,0.0797278905239574,0.8856521739130436,0.05412693069790628,1.0104347826086957,0.0444686599278064,2.013478260869565,0.06920019838722577,2.4817391304347827,-0.11224781110084872,2.8317391304347823,-0.2494670745997408,3.0813043478260873,-0.2822689937712105,48416221734.2909,0.3598103551991755,12509011080.2031,0.25829890092013413,84.4501908643932,-0.7239152085077233,1.8,-0.27619427826989496,2.1,-0.15870070785050125,-82.557727,27.993920000000003
9,2018-02,FL,TAMPA,2018-02,3.42,"(-82.513502, 27.868659)",33616,27903.91,Other FHA,1.4432573684210526,0.056908578552541854,1.4712210000000003,0.04290122770439457,1.6018225000000001,0.04158498524693245,1.722691,0.04371992703833431,1.874672,0.03748383623981695,2.0893395000000003,-0.00812921994714563,2.3701375000000002,-0.03820116609276247,1.3805263157894736,0.0797278905239574,1.7857894736842108,0.05412693069790628,1.9636842105263155,0.0444686599278064,2.599473684210526,0.06920019838722577,2.8589473684210525,-0.11224781110084872,3.016842105263158,-0.2494670745997408,3.1310526315789478,-0.2822689937712105,50165072031.0326,0.3598103551991755,11318405616.2761,0.25829890092013413,88.1148323663994,-0.7239152085077233,1.4,-0.27619427826989496,1.3,-0.15870070785050125,-82.513502,27.868659
