,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(3),Corr with student_vol(3),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(-3),Corr with mortgage 90(-3)
0,2012-06,VA,RICHMOND,2012-06,2.96,"(-77.455399, 37.553346000000005)",37037.74,Other FHA,0.163,0.7327355504803217,0.19464736842105262,0.7301021677309714,0.24319736842105263,0.7293312928178858,0.3459342105263157,0.7250459661653815,0.46558684210526313,0.7164568923340544,0.7364000000000004,0.6739431596468008,1.0691894736842107,0.6431526587843582,0.05190476190476193,0.7413069973075826,0.14809523809523809,0.7427281761608394,0.18904761904761905,0.7465720732691408,0.7114285714285714,0.870450475133269,1.6223809523809525,0.8233317135426158,2.3061904761904763,0.45806448700884744,2.698095238095238,-0.026520690046054528,37685204803.0042,0.8502539497132071,11631947675.6117,0.7492389579580563,89.6061116730853,-0.8967402189813832,3.2,-0.8216594835942432,3.3,-0.8357363118512886
1,2012-08,VA,RICHMOND,2012-08,2.6266666666666665,"(-77.424128, 37.537034000000006)",32196.873333333333,Other FHA,0.15374090909090915,0.7327355504803217,0.18745454545454548,0.7301021677309714,0.23783863636363634,0.7293312928178858,0.3331136363636364,0.7250459661653815,0.43259999999999993,0.7164568923340544,0.7177749999999997,0.6739431596468008,1.0426272727272727,0.6431526587843582,0.09217391304347829,0.7413069973075826,0.14043478260869566,0.7427281761608394,0.18347826086956526,0.7465720732691408,0.7139130434782609,0.870450475133269,1.6782608695652175,0.8233317135426158,2.3978260869565218,0.45806448700884744,2.7708695652173914,-0.026520690046054528,38808856509.5085,0.8502539497132071,10740081615.3953,0.7492389579580563,90.37816904639429,-0.8967402189813832,3.5,-0.8216594835942432,3.3,-0.8357363118512886
2,2013-03,VA,RICHMOND,2013-03,2.98,"(-77.634074, 37.609991)",25437.63,Other FHA,0.15505000000000002,0.7327355504803217,0.17309999999999998,0.7301021677309714,0.20345,0.7293312928178858,0.2419,0.7250459661653815,0.28190000000000004,0.7164568923340544,0.44782500000000003,0.6739431596468008,0.7351250000000001,0.6431526587843582,0.07800000000000003,0.7413069973075826,0.11450000000000005,0.7427281761608394,0.14750000000000002,0.7465720732691408,0.8185000000000002,0.870450475133269,1.9575,0.8233317135426158,2.7840000000000003,0.45806448700884744,3.1625000000000005,-0.026520690046054528,41471481477.9035,0.8502539497132071,9260696074.4491,0.7492389579580563,88.29263433660921,-0.8967402189813832,3.6,-0.8216594835942432,3.1,-0.8357363118512886
3,2013-04,VA,RICHMOND,2013-04,2.77,"(-77.524243, 37.514664)",22327.78,Other FHA,0.1539047619047619,0.7327355504803217,0.17210476190476193,0.7301021677309714,0.19953333333333334,0.7293312928178858,0.24005714285714277,0.7250459661653815,0.27714285714285714,0.7164568923340544,0.4360190476190476,0.6739431596468008,0.7168333333333334,0.6431526587843582,0.049090909090909116,0.7413069973075826,0.09409090909090913,0.7427281761608394,0.12454545454545456,0.7465720732691408,0.7104545454545454,0.870450475133269,1.7590909090909093,0.8233317135426158,2.5500000000000003,0.45806448700884744,2.9327272727272726,-0.026520690046054528,41334062733.8549,0.8502539497132071,8901986132.75728,0.7492389579580563,89.95115518901541,-0.8967402189813832,3.5,-0.8216594835942432,3.1,-0.8357363118512886
4,2013-05,VA,RICHMOND,2013-05,3.07,"(2.11111, 13.508610000000001)",17988.95,Other FHA,0.1435047619047619,0.7327355504803217,0.1638380952380952,0.7301021677309714,0.19670952380952378,0.7293312928178858,0.23396000000000003,0.7250459661653815,0.27416904761904765,0.7164568923340544,0.42137333333333327,0.6739431596468008,0.6936104761904763,0.6431526587843582,0.020454545454545458,0.7413069973075826,0.08090909090909093,0.7427281761608394,0.11863636363636366,0.7465720732691408,0.840909090909091,0.870450475133269,1.9281818181818182,0.8233317135426158,2.7286363636363635,0.45806448700884744,3.112727272727273,-0.026520690046054528,41062625933.5941,0.8502539497132071,10210246554.7955,0.7492389579580563,90.32258801944451,-0.8967402189813832,3.2,-0.8216594835942432,2.8,-0.8357363118512886
5,2014-11,VA,RICHMOND,2014-11,3.715,"(-77.425286, 37.53668)",17818.67,Other FHA,0.09656999999999999,0.7327355504803217,0.12222499999999999,0.7301021677309714,0.1548075,0.7293312928178858,0.20246,0.7250459661653815,0.23286250000000003,0.7164568923340544,0.32679500000000006,0.6739431596468008,0.56206,0.6431526587843582,0.04166666666666668,0.7413069973075826,0.06944444444444448,0.7427281761608394,0.13444444444444448,0.7465720732691408,1.6205555555555557,0.870450475133269,2.325555555555556,0.8233317135426158,2.7644444444444445,0.45806448700884744,3.038333333333333,-0.026520690046054528,47944164595.1044,0.8502539497132071,11837215038.8922,0.7492389579580563,80.33849809561521,-0.8967402189813832,2.7,-0.8216594835942432,1.7,-0.8357363118512886
6,2014-12,VA,RICHMOND,2014-12,3.715,"(-77.4677566, 37.5488305)",31469.005,Other FHA,0.1101,0.7327355504803217,0.1330809523809524,0.7301021677309714,0.16305,0.7293312928178858,0.20744285714285715,0.7250459661653815,0.2446071428571429,0.7164568923340544,0.34302142857142864,0.6739431596468008,0.6021190476190476,0.6431526587843582,0.02500000000000001,0.7413069973075826,0.1063636363636364,0.7427281761608394,0.21454545454545454,0.7465720732691408,1.64,0.870450475133269,2.2072727272727275,0.8233317135426158,2.5504545454545453,0.45806448700884744,2.8331818181818185,-0.026520690046054528,47036055605.935,0.8502539497132071,12019442988.8631,0.7492389579580563,82.122236078369,-0.8967402189813832,2.9,-0.8216594835942432,1.6,-0.8357363118512886
7,2015-09,VA,RICHMOND,2015-09,3.37,"(-77.426438, 37.531365)",53045.39,Other FHA,0.1344409090909091,0.7327355504803217,0.15661363636363634,0.7301021677309714,0.20107727272727274,0.7293312928178858,0.26589318181818195,0.7250459661653815,0.3311113636363637,0.7164568923340544,0.5371681818181817,0.6739431596468008,0.8526636363636364,0.6431526587843582,0.008571428571428572,0.7413069973075826,0.17952380952380947,0.7427281761608394,0.3733333333333333,0.7465720732691408,1.4900000000000002,0.870450475133269,2.1728571428571435,0.8233317135426158,2.618095238095238,0.45806448700884744,2.9528571428571433,-0.026520690046054528,48154770296.6926,0.8502539497132071,13039171751.3192,0.7492389579580563,81.9752078939728,-0.8967402189813832,2.5,-0.8216594835942432,1.5,-0.8357363118512886
8,2015-11,VA,RICHMOND,2015-11,3.37,"(-77.05151109999998, 38.8628133)",82816.46,Other FHA,0.13066666666666668,0.7327355504803217,0.1559214285714286,0.7301021677309714,0.20844761904761913,0.7293312928178858,0.286702380952381,0.7250459661653815,0.3709714285714286,0.7164568923340544,0.6063738095238096,0.6739431596468008,0.9343738095238093,0.6431526587843582,0.07105263157894738,0.7413069973075826,0.32789473684210524,0.7427281761608394,0.47684210526315784,0.7465720732691408,1.6710526315789473,0.870450475133269,2.2631578947368416,0.8233317135426158,2.6863157894736847,0.45806448700884744,3.03,-0.026520690046054528,48187387172.2131,0.8502539497132071,11240513229.2606,0.7492389579580563,83.80897781081251,-0.8967402189813832,2.7,-0.8216594835942432,1.4,-0.8357363118512886
9,2016-11,VA,RICHMOND,2016-11,3.2,"(-77.423951, 37.533264)",41840.03999999999,Other FHA,0.4339245454545454,0.7327355504803217,0.45880500000000013,0.7301021677309714,0.5631090909090911,0.7293312928178858,0.7006386363636362,0.7250459661653815,0.9084640909090909,0.7164568923340544,1.2693081818181815,0.6739431596468008,1.6029650000000002,0.6431526587843582,0.29999999999999993,0.7413069973075826,0.5834999999999999,0.7427281761608394,0.736,0.7465720732691408,1.596,0.870450475133269,2.142,0.8233317135426158,2.5369999999999995,0.45806448700884744,2.8620000000000005,-0.026520690046054528,48441183549.9275,0.8502539497132071,12722317795.1324,0.7492389579580563,87.62096056152771,-0.8967402189813832,2.3,-0.8216594835942432,1.1,-0.8357363118512886
10,2017-12,VA,RICHMOND,2017-12,3.37,"(-77.55386800000001, 37.631755)",79123.98999999999,Other FHA,1.3144094736842107,0.7327355504803217,1.3913115789473685,0.7301021677309714,1.4850410526315792,0.7293312928178858,1.5354463157894738,0.7250459661653815,1.6017521052631578,0.7164568923340544,1.7680373684210524,0.6739431596468008,2.0434931578947366,0.6431526587843582,1.204,0.7413069973075826,1.4950000000000003,0.7427281761608394,1.7005,0.7465720732691408,2.1819999999999995,0.870450475133269,2.4025,0.8233317135426158,2.5970000000000004,0.45806448700884744,2.768,-0.026520690046054528,50505964400.0098,0.8502539497132071,11725018303.5706,0.7492389579580563,87.010875232225,-0.8967402189813832,2.4,-0.8216594835942432,1.0,-0.8357363118512886
11,2018-07,VA,RICHMOND,2018-07,4.27,"(-77.51634200000001, 37.505629)",55086.35,Other FHA,1.918467142857143,0.7327355504803217,1.9587813636363633,0.7301021677309714,2.0789990909090905,0.7293312928178858,2.1733236363636363,0.7250459661653815,2.3391181818181823,0.7164568923340544,2.519525454545455,0.6739431596468008,2.7944931818181815,0.6431526587843582,1.8933333333333329,0.7413069973075826,2.1680952380952383,0.7427281761608394,2.3876190476190478,0.7465720732691408,2.7776190476190483,0.870450475133269,2.8890476190476195,0.8233317135426158,2.944761904761905,0.45806448700884744,3.006666666666667,-0.026520690046054528,52055589128.0929,0.8502539497132071,13275367584.5731,0.7492389579580563,,-0.8967402189813832,2.0,-0.8216594835942432,0.7,-0.8357363118512886
12,2018-08,VA,RICHMOND,2018-08,3.95,"(-75.5232271, 40.0322756)",183522.57,Other FHA,1.916485,0.7327355504803217,1.9541377272727276,0.7301021677309714,2.074109545454545,0.7293312928178858,2.18963,0.7250459661653815,2.323575,0.7164568923340544,2.5196563636363636,0.6739431596468008,2.8215668181818185,0.6431526587843582,1.9408695652173917,0.7413069973075826,2.244347826086957,0.7427281761608394,2.445652173913043,0.7465720732691408,2.7678260869565223,0.870450475133269,2.889130434782609,0.8233317135426158,2.970434782608696,0.45806448700884744,3.041739130434783,-0.026520690046054528,52638985994.1642,0.8502539497132071,14022336972.3533,0.7492389579580563,,-0.8967402189813832,2.1,-0.8216594835942432,0.7,-0.8357363118512886
