,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(3),Corr with student_vol(3),credit_tightness,Corr with credit_tightness,mortgage 30-89(2),Corr with mortgage 30-89(2),mortgage 90(4),Corr with mortgage 90(4),long,lat
10,2012-10,CA,LOS ANGELES,2012-10,2.85,"(-118.41922, 33.99561)",90066,9413.2,Other FHA,0.15320434782608702,0.073785063735246,0.17955217391304346,0.08033098912218904,0.21346521739130433,0.07424445440187247,0.2717391304347827,0.05476845404449829,0.3304891304347827,0.04043917884987906,0.5823021739130435,-0.010521821694875727,0.9185760869565219,-0.021595124913998797,0.10952380952380951,0.07089595456125924,0.14904761904761904,0.0691979077894846,0.17952380952380956,0.09066809852421998,0.7085714285714285,0.583519774411217,1.7461904761904758,0.6729870005558641,2.505714285714286,0.5706144430094963,2.90047619047619,0.5282490692675202,39658399389.4891,-0.03483220712855728,11154944519.578999,0.2889089625814886,90.37816904639429,-0.15329572833967758,2.7,-0.19447611790887562,2.7,0.11300101184807092,-118.41922,33.99561
11,2013-01,CA,LOS ANGELES,2013-01,2.55,"(-118.28296, 34.0098)",90037,20170.12,Other FHA,0.16043181818181818,0.073785063735246,0.17947272727272726,0.08033098912218904,0.20497272727272725,0.07424445440187247,0.2497954545454545,0.05476845404449829,0.30261363636363625,0.04043917884987906,0.48810454545454546,-0.010521821694875727,0.8142727272727271,-0.021595124913998797,0.05190476190476192,0.07089595456125924,0.10761904761904766,0.0691979077894846,0.14523809523809525,0.09066809852421998,0.8052380952380951,0.583519774411217,1.9147619047619049,0.6729870005558641,2.681428571428571,0.5706144430094963,3.0804761904761913,0.5282490692675202,40995097959.5386,-0.03483220712855728,9123117418.53368,0.2889089625814886,91.578064558499,-0.15329572833967758,2.5,-0.19447611790887562,2.4,0.11300101184807092,-118.28296,34.0098
12,2013-02,CA,LOS ANGELES,2013-02,2.46,"(-118.27779, 34.03256)",90007,24476.11,Other FHA,0.15464999999999998,0.073785063735246,0.17315,0.08033098912218904,0.20129999999999998,0.07424445440187247,0.2455,0.05476845404449829,0.29049499999999995,0.04043917884987906,0.463425,-0.010521821694875727,0.761875,-0.021595124913998797,0.0768421052631579,0.07089595456125924,0.12421052631578947,0.0691979077894846,0.15736842105263157,0.09066809852421998,0.8463157894736841,0.583519774411217,1.9842105263157896,0.6729870005558641,2.782631578947368,0.5706144430094963,3.165263157894737,0.5282490692675202,41507587847.7023,-0.03483220712855728,9498561196.652071,0.2889089625814886,88.794109524791,-0.15329572833967758,2.2,-0.19447611790887562,2.3,0.11300101184807092,-118.27779,34.03256
13,2013-05,CA,LOS ANGELES,2013-05,2.7000000000000006,"(-118.30268000000001, 34.06581)",90020,27268.650000000005,Other FHA,0.1435047619047619,0.073785063735246,0.1638380952380952,0.08033098912218904,0.19670952380952378,0.07424445440187247,0.23396000000000003,0.05476845404449829,0.27416904761904765,0.04043917884987906,0.42137333333333327,-0.010521821694875727,0.6936104761904763,-0.021595124913998797,0.020454545454545458,0.07089595456125924,0.08090909090909093,0.0691979077894846,0.11863636363636366,0.09066809852421998,0.840909090909091,0.583519774411217,1.9281818181818182,0.6729870005558641,2.7286363636363635,0.5706144430094963,3.112727272727273,0.5282490692675202,41062625933.5941,-0.03483220712855728,10210246554.7955,0.2889089625814886,88.29263433660921,-0.15329572833967758,2.0,-0.19447611790887562,1.9,0.11300101184807092,-118.30268000000001,34.06581
14,2013-06,CA,LOS ANGELES,2013-06,2.85,"(-118.26643, 34.07692)",90026,13544.46,Other FHA,0.13074,0.073785063735246,0.15964599999999998,0.08033098912218904,0.19319250000000002,0.07424445440187247,0.23164600000000002,0.05476845404449829,0.27374,0.04043917884987906,0.4139935,-0.010521821694875727,0.6839425000000002,-0.021595124913998797,0.0345,0.07089595456125924,0.08750000000000002,0.0691979077894846,0.142,0.09066809852421998,1.2035,0.583519774411217,2.3000000000000003,0.6729870005558641,3.0740000000000003,0.5706144430094963,3.400000000000001,0.5282490692675202,41244159430.5284,-0.03483220712855728,10216278752.7557,0.2889089625814886,89.95115518901541,-0.15329572833967758,2.1,-0.19447611790887562,1.9,0.11300101184807092,-118.26643,34.07692
15,2013-12,CA,LOS ANGELES,2013-12,3.9,"(-118.45434399999999, 34.221333)",91402,33821.6,Other FHA,0.10022500000000001,0.073785063735246,0.1273025,0.08033098912218904,0.16723,0.07424445440187247,0.2127325,0.05476845404449829,0.24389749999999996,0.04043917884987906,0.34639499999999995,-0.010521821694875727,0.579045,-0.021595124913998797,0.019047619047619053,0.07089595456125924,0.09523809523809526,0.0691979077894846,0.13285714285714287,0.09066809852421998,1.5761904761904764,0.583519774411217,2.901904761904762,0.6729870005558641,3.6266666666666674,0.5706144430094963,3.889047619047619,0.5282490692675202,44109559396.2995,-0.03483220712855728,10653400066.5467,0.2889089625814886,85.3165844012547,-0.15329572833967758,1.7,-0.19447611790887562,1.6,0.11300101184807092,-118.45434399999999,34.221333
16,2014-02,CA,LOS ANGELES,2014-02,4.14,"(-118.312848, 34.068825)",90005,19562.26,Other FHA,0.08627,0.073785063735246,0.11939250000000004,0.08033098912218904,0.155105,0.07424445440187247,0.19663749999999997,0.05476845404449829,0.23520249999999998,0.04043917884987906,0.3308,-0.010521821694875727,0.554605,-0.021595124913998797,0.046842105263157914,0.07089595456125924,0.08105263157894738,0.0691979077894846,0.11684210526315793,0.09066809852421998,1.5157894736842106,0.583519774411217,2.7094736842105265,0.6729870005558641,3.3847368421052626,0.5706144430094963,3.6626315789473685,0.5282490692675202,43938467193.2505,-0.03483220712855728,9507943209.106209,0.2889089625814886,83.69462947740479,-0.15329572833967758,1.4,-0.19447611790887562,1.6,0.11300101184807092,-118.312848,34.068825
17,2014-04,CA,LOS ANGELES,2014-04,3.8083333333333336,"(-118.537374, 34.241045)",91324,24325.66,Other FHA,0.08864000000000001,0.073785063735246,0.120115,0.08033098912218904,0.1517,0.07424445440187247,0.1918625,0.05476845404449829,0.227495,0.04043917884987906,0.32422500000000004,-0.010521821694875727,0.550005,-0.021595124913998797,0.023333333333333345,0.07089595456125924,0.05333333333333336,0.0691979077894846,0.10761904761904763,0.09066809852421998,1.7009523809523805,0.583519774411217,2.705238095238095,0.6729870005558641,3.265238095238095,0.5706144430094963,3.5176190476190476,0.5282490692675202,45277214883.1472,-0.03483220712855728,10638305940.4607,0.2889089625814886,82.56600445924391,-0.15329572833967758,1.4,-0.19447611790887562,1.6,0.11300101184807092,-118.537374,34.241045
18,2014-05,CA,LOS ANGELES,2014-05,4.11,"(-122.06, 36.97)",90027,10850.73,Other FHA,0.08842000000000001,0.073785063735246,0.1198375,0.08033098912218904,0.15035749999999998,0.07424445440187247,0.1914675,0.05476845404449829,0.22609000000000004,0.04043917884987906,0.3231200000000001,-0.010521821694875727,0.537955,-0.021595124913998797,0.026666666666666665,0.07089595456125924,0.05190476190476192,0.0691979077894846,0.0966666666666667,0.09066809852421998,1.5928571428571427,0.583519774411217,2.559047619047619,0.6729870005558641,3.1152380952380954,0.5706144430094963,3.3899999999999997,0.5282490692675202,44885858708.7515,-0.03483220712855728,11117378455.0815,0.2889089625814886,82.11515832772571,-0.15329572833967758,1.7,-0.19447611790887562,1.5,0.11300101184807092,-122.06,36.97
19,2014-06,CA,LOS ANGELES,2014-06,3.893333333333333,"(-117.3897811, 33.6934272)",91343,37874.659999999996,Other FHA,0.09278571428571428,0.073785063735246,0.12241428571428574,0.08033098912218904,0.1523738095238095,0.07424445440187247,0.19377380952380954,0.05476845404449829,0.2309452380952381,0.04043917884987906,0.32388809523809525,-0.010521821694875727,0.5421714285714285,-0.021595124913998797,0.024285714285714296,0.07089595456125924,0.06047619047619051,0.0691979077894846,0.10476190476190479,0.09066809852421998,1.679047619047619,0.583519774411217,2.5985714285714288,0.6729870005558641,3.1533333333333333,0.5706144430094963,3.4199999999999995,0.5282490692675202,44591810060.8257,-0.03483220712855728,11159124696.1814,0.2889089625814886,81.9669757663089,-0.15329572833967758,1.9,-0.19447611790887562,1.5,0.11300101184807092,-117.3897811,33.6934272
20,2014-07,CA,LOS ANGELES,2014-07,3.575,"(-118.29, 34.01)",91403,11765.42,Other FHA,0.09286956521739129,0.073785063735246,0.12270652173913045,0.08033098912218904,0.15438695652173914,0.07424445440187247,0.1955586956521739,0.05476845404449829,0.23417391304347826,0.04043917884987906,0.32826086956521744,-0.010521821694875727,0.5557695652173912,-0.021595124913998797,0.024090909090909093,0.07089595456125924,0.059545454545454575,0.0691979077894846,0.11136363636363639,0.09066809852421998,1.699545454545455,0.583519774411217,2.542272727272727,0.6729870005558641,3.071363636363636,0.5706144430094963,3.3318181818181816,0.5282490692675202,44940573200.2924,-0.03483220712855728,10950177839.1879,0.2889089625814886,81.64661519553,-0.15329572833967758,1.6,-0.19447611790887562,1.4,0.11300101184807092,-118.29,34.01
21,2014-08,CA,LOS ANGELES,2014-08,3.75,"(-118.453781, 33.988543)",90291,41274.86,Other FHA,0.090785,0.073785063735246,0.121725,0.08033098912218904,0.15602,0.07424445440187247,0.19527250000000002,0.05476845404449829,0.23465000000000003,0.04043917884987906,0.32965500000000003,-0.010521821694875727,0.55889,-0.021595124913998797,0.030000000000000006,0.07089595456125924,0.0523809523809524,0.0691979077894846,0.10714285714285714,0.09066809852421998,1.6314285714285717,0.583519774411217,2.42,0.6729870005558641,2.9366666666666665,0.5706144430094963,3.2009523809523808,0.5282490692675202,45241950015.4561,-0.03483220712855728,11357071284.6333,0.2889089625814886,81.06604477988621,-0.15329572833967758,1.7,-0.19447611790887562,1.4,0.11300101184807092,-118.453781,33.988543
22,2014-10,CA,LOS ANGELES,2014-10,3.49,"(-118.4368419, 34.058693299999995)",90024,90796.52,Other FHA,0.09059565217391304,0.073785063735246,0.11953260869565213,0.08033098912218904,0.15351739130434783,0.07424445440187247,0.1974043478260869,0.05476845404449829,0.2313760869565217,0.04043917884987906,0.3236195652173913,-0.010521821694875727,0.5523869565217392,-0.021595124913998797,0.020909090909090912,0.07089595456125924,0.05045454545454548,0.0691979077894846,0.10454545454545458,0.09066809852421998,1.5459090909090911,0.583519774411217,2.304090909090909,0.6729870005558641,2.7731818181818184,0.5706144430094963,3.039999999999999,0.5282490692675202,45758876905.2845,-0.03483220712855728,11733364706.6996,0.2889089625814886,82.08517590205541,-0.15329572833967758,1.8,-0.19447611790887562,1.3,0.11300101184807092,-118.4368419,34.058693299999995
23,2015-01,CA,LOS ANGELES,2015-01,3.48,"(-118.17931899999999, 34.04658)",90063,48282.17,Other FHA,0.11871428571428574,0.073785063735246,0.1349785714285714,0.08033098912218904,0.16807857142857144,0.07424445440187247,0.2135952380952381,0.05476845404449829,0.2543190476190476,0.04043917884987906,0.35825714285714294,-0.010521821694875727,0.6221666666666666,-0.021595124913998797,0.018000000000000006,0.07089595456125924,0.08300000000000003,0.0691979077894846,0.19549999999999998,0.09066809852421998,1.3744999999999998,0.583519774411217,1.8814999999999997,0.6729870005558641,2.199,0.5706144430094963,2.455,0.5282490692675202,47692027772.9219,-0.03483220712855728,11835194000.8273,0.2889089625814886,80.33849809561521,-0.15329572833967758,1.5,-0.19447611790887562,1.2,0.11300101184807092,-118.17931899999999,34.04658
24,2015-02,CA,LOS ANGELES,2015-02,3.04,"(-118.41541200000002, 34.028628999999995)",90003,135812.695,Other FHA,0.11784999999999998,0.073785063735246,0.13764249999999997,0.08033098912218904,0.17207499999999998,0.07424445440187247,0.2121925,0.05476845404449829,0.25842,0.04043917884987906,0.37596500000000005,-0.010521821694875727,0.6601375,-0.021595124913998797,0.017894736842105265,0.07089595456125924,0.07105263157894741,0.0691979077894846,0.22421052631578947,0.09066809852421998,1.472631578947368,0.583519774411217,1.9752631578947366,0.6729870005558641,2.3384210526315794,0.5706144430094963,2.566315789473684,0.5282490692675202,48997735451.5931,-0.03483220712855728,11119760586.3258,0.2889089625814886,82.122236078369,-0.15329572833967758,1.4,-0.19447611790887562,1.2,0.11300101184807092,-118.41541200000002,34.028628999999995
25,2015-03,CA,LOS ANGELES,2015-03,3.11,"(-118.297203, 34.030224)",90007,5492.57,Other FHA,0.12134999999999999,0.073785063735246,0.14022954545454547,0.08033098912218904,0.17560000000000003,0.07424445440187247,0.21958181818181813,0.05476845404449829,0.26829772727272727,0.04043917884987906,0.39945,-0.010521821694875727,0.700025,-0.021595124913998797,0.02272727272727273,0.07089595456125924,0.11000000000000001,0.0691979077894846,0.25363636363636366,0.09066809852421998,1.5190909090909088,0.583519774411217,2.042727272727273,0.6729870005558641,2.4068181818181817,0.5706144430094963,2.626363636363636,0.5282490692675202,48668534366.8701,-0.03483220712855728,11517159733.1957,0.2889089625814886,82.23381292700279,-0.15329572833967758,1.5,-0.19447611790887562,1.1,0.11300101184807092,-118.297203,34.030224
26,2015-05,CA,LOS ANGELES,2015-05,3.23,"(-118.3885, 33.9228)",90064,126420.97,Other FHA,0.12315789473684212,0.073785063735246,0.14795,0.08033098912218904,0.1842289473684211,0.07424445440187247,0.2296,0.05476845404449829,0.2795368421052632,0.04043917884987906,0.41659473684210524,-0.010521821694875727,0.7346236842105265,-0.021595124913998797,0.013000000000000001,0.07089595456125924,0.07950000000000002,0.0691979077894846,0.24100000000000002,0.09066809852421998,1.5385000000000002,0.583519774411217,2.1975000000000002,0.6729870005558641,2.692,0.5706144430094963,2.9550000000000005,0.5282490692675202,49379202635.7798,-0.03483220712855728,10986955735.8103,0.2889089625814886,83.34061286074021,-0.15329572833967758,1.5,-0.19447611790887562,1.1,0.11300101184807092,-118.3885,33.9228
27,2015-06,CA,LOS ANGELES,2015-06,2.98,"(-118.285205, 34.105806)",90028,34616.72,Other FHA,0.12293636363636364,0.073785063735246,0.14681590909090908,0.08033098912218904,0.1858840909090909,0.07424445440187247,0.23472954545454539,0.05476845404449829,0.2827113636363637,0.04043917884987906,0.43974545454545466,-0.010521821694875727,0.7702659090909093,-0.021595124913998797,0.007727272727272728,0.07089595456125924,0.08681818181818185,0.0691979077894846,0.2754545454545455,0.09066809852421998,1.6836363636363636,0.583519774411217,2.3636363636363638,0.6729870005558641,2.8454545454545452,0.5706144430094963,3.1118181818181814,0.5282490692675202,48752987466.2114,-0.03483220712855728,11492007418.0579,0.2889089625814886,82.75451956383341,-0.15329572833967758,1.6,-0.19447611790887562,1.0,0.11300101184807092,-118.285205,34.105806
28,2015-07,CA,LOS ANGELES,2015-07,3.47,"(-118.20183999999999, 34.026720000000005)",90023,38407.07,Other FHA,0.1263,0.073785063735246,0.1488782608695652,0.08033098912218904,0.1881586956521739,0.07424445440187247,0.23940652173913043,0.05476845404449829,0.29066956521739135,0.04043917884987906,0.46192391304347824,-0.010521821694875727,0.7858413043478262,-0.021595124913998797,0.030000000000000002,0.07089595456125924,0.11636363636363636,0.0691979077894846,0.2968181818181819,0.09066809852421998,1.632272727272727,0.583519774411217,2.3245454545454547,0.6729870005558641,2.7663636363636357,0.5706144430094963,3.066363636363636,0.5282490692675202,48491901272.6637,-0.03483220712855728,11758109185.709,0.2889089625814886,81.7923503982947,-0.15329572833967758,1.5,-0.19447611790887562,1.0,0.11300101184807092,-118.20183999999999,34.026720000000005
29,2015-08,CA,LOS ANGELES,2015-08,3.29,"(-118.43683999999999, 33.988820000000004)",90292,52571.145,Other FHA,0.13010000000000005,0.073785063735246,0.151965,0.08033098912218904,0.1967275,0.07424445440187247,0.2610100000000001,0.05476845404449829,0.3207975,0.04043917884987906,0.5193599999999999,-0.010521821694875727,0.8364375,-0.021595124913998797,0.03523809523809525,0.07089595456125924,0.22000000000000006,0.0691979077894846,0.3757142857142857,0.09066809852421998,1.5414285714285714,0.583519774411217,2.167142857142857,0.6729870005558641,2.5466666666666664,0.5706144430094963,2.8557142857142854,0.5282490692675202,48291644449.3811,-0.03483220712855728,10798655053.3939,0.2889089625814886,82.89218119322959,-0.15329572833967758,1.6,-0.19447611790887562,1.0,0.11300101184807092,-118.43683999999999,33.988820000000004
30,2015-09,CA,LOS ANGELES,2015-09,3.6,"(-118.33, 34.1028)",90028,38515.78,Other FHA,0.1344409090909091,0.073785063735246,0.15661363636363634,0.08033098912218904,0.20107727272727274,0.07424445440187247,0.26589318181818195,0.05476845404449829,0.3311113636363637,0.04043917884987906,0.5371681818181817,-0.010521821694875727,0.8526636363636364,-0.021595124913998797,0.008571428571428572,0.07089595456125924,0.17952380952380947,0.0691979077894846,0.3733333333333333,0.09066809852421998,1.4900000000000002,0.583519774411217,2.1728571428571435,0.6729870005558641,2.618095238095238,0.5706144430094963,2.9528571428571433,0.5282490692675202,48154770296.6926,-0.03483220712855728,13039171751.3192,0.2889089625814886,81.36742750908279,-0.15329572833967758,1.5,-0.19447611790887562,1.0,0.11300101184807092,-118.33,34.1028
31,2015-10,CA,LOS ANGELES,2015-10,3.08,"(-118.450047, 34.238617)",91402,20930.315,Other FHA,0.13160454545454547,0.073785063735246,0.15531363636363638,0.08033098912218904,0.19451136363636365,0.07424445440187247,0.2514522727272726,0.05476845404449829,0.32135909090909087,0.04043917884987906,0.5284272727272726,-0.010521821694875727,0.8378659090909092,-0.021595124913998797,0.014285714285714287,0.07089595456125924,0.11380952380952382,0.0691979077894846,0.26333333333333336,0.09066809852421998,1.3857142857142857,0.583519774411217,2.0699999999999994,0.6729870005558641,2.5028571428571427,0.5706144430094963,2.8880952380952376,0.5282490692675202,48927223434.2447,-0.03483220712855728,11404853913.5663,0.2889089625814886,82.4529898168143,-0.15329572833967758,1.7,-0.19447611790887562,1.1,0.11300101184807092,-118.450047,34.238617
32,2015-12,CA,LOS ANGELES,2015-12,3.64,"(-118.163849, 34.034088)",90022,28371.54,Other FHA,0.2286238095238095,0.073785063735246,0.289352380952381,0.08033098912218904,0.3523071428571429,0.07424445440187247,0.44092857142857156,0.05476845404449829,0.5332357142857143,0.04043917884987906,0.7638285714285715,-0.010521821694875727,1.0841380952380955,-0.021595124913998797,0.17181818181818184,0.07089595456125924,0.4990909090909091,0.0691979077894846,0.6536363636363638,0.09066809852421998,1.6986363636363635,0.583519774411217,2.2427272727272736,0.6729870005558641,2.6072727272727274,0.5706144430094963,2.97,0.5282490692675202,48887248013.451,-0.03483220712855728,11362184412.0981,0.2889089625814886,82.3313446344394,-0.15329572833967758,1.6,-0.19447611790887562,0.9,0.11300101184807092,-118.163849,34.034088
