,PROPERTY STATE,Month,INTEREST RATE,ON,1W,1M,2M,3M,6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,6 Mo,1 Yr,5 Yr,10 Yr,20 Yr,30 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,spread between 20 Yr treasury,Corr with 20 Yr treasury,spread between 30 Yr treasury,Corr with 30 Yr treasury
28,CA,2018-04,4.99,1.7027510000000003,1.7432829999999995,1.896724,2.0408605,2.349426,2.493657999999999,2.7355454999999997,2.2544545000000005,-0.1924280723184905,1.6604761904761904,1.9780952380952381,2.153809523809524,2.701904761904762,2.869047619047619,2.9595238095238092,3.0719047619047624,2.120952380952381,-0.0864057811539757,2.030476190476191,0.06857653886124278,1.9180952380952379,0.11708488231555604
29,CA,2018-05,4.66,1.7065971428571427,1.7524533333333332,1.94629,2.0937409523809523,2.3356085714285713,2.499740476190476,2.754757142857143,1.905242857142857,-0.1924280723184905,1.706818181818182,2.0731818181818187,2.2736363636363635,2.816818181818181,2.977727272727273,3.0518181818181818,3.1318181818181827,1.6822727272727271,-0.0864057811539757,1.6081818181818184,0.06857653886124278,1.5281818181818174,0.11708488231555604
30,CA,2018-07,4.55,1.918467142857143,1.9587813636363633,2.0789990909090905,2.1733236363636363,2.3391181818181823,2.519525454545455,2.7944931818181815,1.7555068181818183,-0.1924280723184905,1.8933333333333329,2.1680952380952383,2.3876190476190478,2.7776190476190483,2.8890476190476195,2.944761904761905,3.006666666666667,1.6609523809523803,-0.0864057811539757,1.6052380952380947,0.06857653886124278,1.543333333333333,0.11708488231555604
31,CA,2018-09,4.42,1.9448915789473684,2.0246305,2.175457,2.2437829999999996,2.3494270000000004,2.569045499999999,2.87959,1.54041,-0.1924280723184905,2.0368421052631582,2.3415789473684208,2.5578947368421048,2.893684210526316,3.004210526315789,3.084736842105263,3.151052631578947,1.4157894736842107,-0.0864057811539757,1.3352631578947367,0.06857653886124278,1.268947368421053,0.11708488231555604
32,CA,2018-11,4.82,2.1778895,2.218212272727273,2.3192663636363635,2.4624081818181818,2.649184090909091,2.8641099999999997,3.1209122727272725,1.6990877272727278,-0.1924280723184905,2.2405000000000004,2.517000000000001,2.6985000000000006,2.947,3.1170000000000004,3.268,3.3609999999999998,1.7029999999999998,-0.0864057811539757,1.5520000000000005,0.06857653886124278,1.4590000000000005,0.11708488231555604
33,CA,2019-02,5.029999999999999,2.384094210526316,2.41189,2.4944655,2.5910905,2.6766779999999994,2.7353575,2.9148519999999998,2.1151479999999996,-0.1924280723184905,2.4252631578947366,2.502631578947368,2.5494736842105263,2.487894736842105,2.676315789473684,2.869999999999999,3.0236842105263158,2.3536842105263154,-0.0864057811539757,2.16,0.06857653886124278,2.0063157894736836,0.11708488231555604
34,CA,2019-06,4.72,2.3502145,2.3730205,2.403366,2.3984785,2.3974965,2.3012894999999998,2.2772775000000003,2.4427224999999995,-0.1924280723184905,2.222,2.1665,1.9949999999999999,1.8249999999999997,2.074,2.3645000000000005,2.574500000000001,2.646,-0.0864057811539757,2.3554999999999993,0.06857653886124278,2.145499999999999,0.11708488231555604
35,CA,2019-08,4.6,2.096699047619048,2.142752857142857,2.17446619047619,2.1862999999999997,2.1647938095238093,2.0566814285714283,1.9953471428571425,2.604652857142857,-0.1924280723184905,2.0677272727272733,1.928181818181818,1.772272727272727,1.4868181818181816,1.6263636363636365,1.9131818181818183,2.119090909090909,2.973636363636363,-0.0864057811539757,2.6868181818181816,0.06857653886124278,2.4809090909090905,0.11708488231555604
36,CO,2012-06,1.75,0.163,0.19464736842105262,0.24319736842105263,0.3459342105263157,0.46558684210526313,0.7364000000000004,1.0691894736842107,0.6808105263157893,-0.020167124685238298,0.05190476190476193,0.14809523809523809,0.18904761904761905,0.7114285714285714,1.6223809523809525,2.3061904761904763,2.698095238095238,0.12761904761904752,0.5848065272342527,-0.5561904761904763,0.6248009548103663,-0.9480952380952381,0.6122595789954491
37,CO,2013-03,6.0,0.15505000000000002,0.17309999999999998,0.20345,0.2419,0.28190000000000004,0.44782500000000003,0.7351250000000001,5.264875,-0.020167124685238298,0.07800000000000003,0.11450000000000005,0.14750000000000002,0.8185000000000002,1.9575,2.7840000000000003,3.1625000000000005,4.0425,0.5848065272342527,3.2159999999999997,0.6248009548103663,2.8374999999999995,0.6122595789954491
38,CO,2014-06,5.24,0.09278571428571428,0.12241428571428574,0.1523738095238095,0.19377380952380954,0.2309452380952381,0.32388809523809525,0.5421714285714285,4.6978285714285715,-0.020167124685238298,0.024285714285714296,0.06047619047619051,0.10476190476190479,1.679047619047619,2.5985714285714288,3.1533333333333333,3.4199999999999995,2.6414285714285715,0.5848065272342527,2.086666666666667,0.6248009548103663,1.8200000000000007,0.6122595789954491
39,CO,2014-07,6.0,0.09286956521739129,0.12270652173913045,0.15438695652173914,0.1955586956521739,0.23417391304347826,0.32826086956521744,0.5557695652173912,5.444230434782609,-0.020167124685238298,0.024090909090909093,0.059545454545454575,0.11136363636363639,1.699545454545455,2.542272727272727,3.071363636363636,3.3318181818181816,3.457727272727273,0.5848065272342527,2.928636363636364,0.6248009548103663,2.6681818181818184,0.6122595789954491
40,CO,2014-10,4.85,0.09059565217391304,0.11953260869565213,0.15351739130434783,0.1974043478260869,0.2313760869565217,0.3236195652173913,0.5523869565217392,4.29761304347826,-0.020167124685238298,0.020909090909090912,0.05045454545454548,0.10454545454545458,1.5459090909090911,2.304090909090909,2.7731818181818184,3.039999999999999,2.5459090909090905,0.5848065272342527,2.0768181818181812,0.6248009548103663,1.8100000000000005,0.6122595789954491
41,CO,2014-11,4.5,0.09656999999999999,0.12222499999999999,0.1548075,0.20246,0.23286250000000003,0.32679500000000006,0.56206,3.93794,-0.020167124685238298,0.04166666666666668,0.06944444444444448,0.13444444444444448,1.6205555555555557,2.325555555555556,2.7644444444444445,3.038333333333333,2.174444444444444,0.5848065272342527,1.7355555555555555,0.6248009548103663,1.461666666666667,0.6122595789954491
