,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-4),Corr with auto_vol(-4),student_vol(-4),Corr with student_vol(-4),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-4),Corr with mortgage 90(-4)
0,BOSTON,2016-11,3.88,New Construction,0.4339245454545454,3.4460754545454546,,0.45880500000000013,3.421195,,0.5631090909090911,3.3168909090909087,,0.7006386363636362,3.179361363636364,,0.9084640909090909,2.971535909090909,,1.2693081818181815,2.6106918181818184,,1.6029650000000002,2.2770349999999997,,0.29999999999999993,3.58,,0.5834999999999999,3.2965,,0.736,3.144,,1.596,2.284,,2.142,1.738,,2.5369999999999995,1.3430000000000004,,2.8620000000000005,1.0179999999999993,,49692544708.3448,,11531266279.4831,,87.39008859346599,,1.6,,1.2,
